Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg192.3	0.652	60.142	0.208	0.000	198.339	0.000	0.000	35.617	35.100	16.236	39.723	33.453	35.335	0.000	41.473	43.446	58.278	5.887
evm.model.Seg1924.7	0.241	7.116	0.097	0.308	0.669	1.667	7.619	3.957	4.086	3.831	4.543	3.175	3.193	0.493	9.653	7.305	0.000	4.455
evm.model.Seg1941.3	0.000	1.175	0.000	0.000	0.000	0.017	0.869	2.475	3.273	1.860	0.801	0.000	0.000	1.329	0.000	0.000	0.740	0.043
evm.model.Seg1945.4	0.194	2.699	0.104	0.040	0.112	0.308	1.739	1.653	1.275	1.069	0.801	0.205	0.017	1.391	0.304	3.050	1.964	0.824
evm.model.Seg1971.5.1.57f48f78	4.408	3.965	1.438	0.991	1.324	1.650	0.767	2.005	2.791	1.850	0.628	0.197	0.562	1.905	1.379	1.516	0.639	0.824
evm.model.Seg1980.4	8.514	44.671	7.580	7.399	14.970	6.370	57.631	33.067	26.696	27.719	23.679	21.353	19.959	8.031	27.439	39.063	8.744	58.997
evm.model.Seg1990.1	1.979	1.072	0.000	0.000	0.000	0.000	0.741	17.334	15.020	9.289	2.948	4.856	9.057	0.000	0.000	3.872	0.000	0.000
evm.model.Seg2004.3	0.062	0.090	0.000	0.100	0.528	0.496	1.330	4.875	4.297	2.343	0.780	0.402	0.190	2.638	0.183	0.548	1.895	0.347
evm.model.Seg2012.11_evm.model.Seg2012.9	1.234	5.953	0.806	0.931	3.057	4.147	8.131	4.896	5.873	5.291	6.641	6.210	5.881	8.490	4.522	4.821	7.734	5.641
evm.model.Seg202.7	0.147	18.235	0.000	0.141	1.041	0.752	7.722	4.395	4.357	4.975	6.607	5.119	4.657	0.000	6.753	9.679	0.000	9.170
evm.model.Seg2042.3	0.000	2.609	0.695	1.098	0.000	0.000	0.000	1.216	2.851	2.520	0.725	1.255	1.456	3.399	0.000	0.000	2.588	0.000
evm.model.Seg2058.6	0.000	7.116	0.000	0.000	0.588	0.000	1.048	0.309	0.251	3.617	7.615	7.965	7.866	5.091	2.677	3.105	2.866	0.000
evm.model.Seg2061.2	3.981	10.861	1.772	2.250	6.485	9.132	6.827	8.907	7.420	7.299	5.261	9.672	9.082	9.738	4.056	7.579	9.437	2.951
evm.model.Seg2061.4	0.000	20.572	0.000	0.000	0.112	0.000	10.509	6.101	10.201	7.244	0.035	0.139	3.962	0.000	15.798	12.857	0.000	13.495
evm.model.Seg2075.2.2.57f48f79	0.000	2.002	0.000	0.000	1.316	0.410	0.000	0.395	0.361	0.772	0.663	0.345	0.653	0.000	0.000	0.000	0.917	0.000
evm.model.Seg2082.1	914.526	2384.692	543.822	330.952	266.163	1161.215	5961.511	1636.946	1613.426	1658.731	1465.146	1280.826	1126.833	858.063	6563.201	5479.782	1223.830	2426.223
evm.model.Seg2089.1.2.57f48f79	1.444	2.944	1.612	0.562	0.974	1.069	2.199	5.365	7.038	4.993	2.009	3.224	3.193	3.221	3.042	3.050	2.935	4.426
evm.model.Seg2094.7	1.444	6.974	1.473	0.783	0.759	1.368	11.582	6.805	6.034	5.570	4.101	4.151	2.440	0.507	9.004	3.525	0.624	10.732
evm.model.Seg2105.3	0.047	4.946	0.000	0.000	0.238	0.000	0.102	1.728	1.978	0.855	0.000	0.902	1.489	0.000	0.000	0.183	0.000	1.389
evm.model.Seg2112.5	0.000	0.000	0.000	0.000	0.409	0.000	0.000	0.491	0.894	0.511	0.000	0.295	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2136.5.4.57f48f79	0.489	0.310	0.000	0.763	0.878	0.445	0.588	0.395	1.195	1.107	0.000	0.000	1.042	0.363	0.994	0.000	0.000	0.000
evm.model.Seg2154.3	18.340	39.866	20.273	7.881	9.527	23.857	14.830	174.638	140.892	154.210	51.190	49.186	53.747	3.824	5.597	19.340	9.167	32.832
evm.model.Seg2190.7	111.606	500.042	53.184	49.721	90.848	173.343	2091.259	329.094	277.266	268.054	166.977	193.004	213.119	123.326	1868.389	2060.363	133.705	222.305
evm.model.Seg2208.4	2.266	51.709	6.878	1.225	4.477	5.028	13.884	30.454	34.718	27.515	8.657	8.539	8.197	7.086	19.428	26.115	2.373	6.740
evm.model.Seg2209.1	2.825	13.340	2.043	3.241	0.565	0.445	2.634	6.261	6.657	3.915	0.718	1.559	1.811	2.625	0.913	1.351	2.596	7.015
evm.model.Seg221.2	3.454	30.387	2.133	2.444	10.843	9.928	1.560	9.408	8.614	7.225	12.489	10.016	9.322	7.764	5.070	3.379	8.266	3.254
evm.model.Seg2219.8	6.356	50.211	6.440	5.222	35.347	10.663	41.983	41.473	47.761	39.175	18.605	22.657	23.292	5.777	35.855	12.820	7.010	11.759
evm.model.Seg2237.1	0.000	26.810	0.000	0.000	0.000	0.000	13.040	18.646	21.004	14.729	1.664	2.297	2.878	0.000	17.928	6.848	0.000	28.522
evm.model.Seg2240.7	1.118	27.404	1.459	0.549	7.563	1.231	65.634	18.070	15.452	13.678	13.310	10.139	10.182	3.399	27.135	22.243	1.510	24.270
evm.model.Seg2322.2	10.361	58.024	15.604	12.809	48.852	18.838	38.071	86.348	69.186	99.757	85.998	64.559	50.910	1.281	61.936	61.507	21.486	40.672
evm.model.Seg2322.3	3.640	25.080	2.063	1.265	8.151	8.696	1.099	8.331	9.669	6.797	3.114	2.658	0.000	0.000	14.257	26.809	0.000	5.655
evm.model.Seg2322.9	0.543	1.873	0.000	0.181	2.082	0.368	0.972	1.579	1.265	1.599	2.119	2.207	2.250	4.790	0.000	0.749	2.565	0.000
evm.model.Seg2325.2.1.57f48f79	0.536	1.072	0.042	0.616	1.450	1.137	0.741	1.131	1.064	1.060	0.110	0.312	0.174	0.000	0.000	0.584	0.578	0.506
evm.model.Seg2325.2.2.57f48f79	0.000	0.969	0.000	0.000	0.275	0.590	0.000	0.405	0.703	0.279	0.842	0.402	0.165	0.576	0.852	0.000	0.000	0.000
evm.model.Seg2355.6	0.248	1.898	0.174	0.429	0.506	0.325	0.230	3.552	3.404	1.702	0.235	0.230	0.157	0.123	0.000	0.274	0.000	0.000
evm.model.Seg2366.5	0.730	9.389	2.279	1.875	0.320	0.188	34.594	6.592	6.687	7.541	2.630	5.472	4.888	0.247	6.388	2.776	0.108	0.000
evm.model.Seg2408.1	1.576	0.865	0.834	1.259	0.097	0.060	0.460	2.059	2.229	1.646	0.311	0.304	0.521	1.905	0.385	0.621	1.310	1.287
evm.model.Seg2408.4	10.928	12.023	6.107	3.977	0.178	0.154	13.526	29.526	28.213	21.071	8.719	7.711	7.585	26.910	24.843	17.221	15.130	46.240
