Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1695.1	1.762	0.000	2.161	0.643	5.570	4.925	0.000	0.000	0.000	0.000	1.153	0.705	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1695.6	111.009	179.703	115.755	132.564	54.363	46.029	69.137	52.940	44.317	39.557	22.941	33.010	36.295	11.601	12.716	27.649	14.614	16.344
evm.model.Seg1698.9	0.768	2.247	0.855	0.000	0.112	0.428	0.102	0.000	0.181	0.000	0.000	0.000	0.000	0.000	0.487	0.000	0.185	0.333
evm.model.Seg1699.4	108.789	107.150	94.009	67.551	67.682	75.820	59.267	57.462	48.915	37.102	16.962	24.552	26.129	18.694	94.404	57.983	29.105	70.119
evm.model.Seg1699.4.1.57f48f77	104.815	132.656	81.058	55.921	9.958	20.488	193.655	17.611	19.899	20.755	22.630	35.741	41.332	52.183	165.040	182.878	63.979	56.582
evm.model.Seg1699.7	8.770	15.885	3.224	4.365	2.581	2.001	0.000	0.000	0.392	0.484	0.000	0.730	0.695	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1699.8	18.060	5.889	23.872	28.255	7.556	7.251	0.920	6.379	8.022	6.918	4.487	4.717	4.202	4.091	1.460	1.224	3.259	1.938
evm.model.Seg1700.3	8.041	4.765	8.886	2.939	0.714	0.034	0.077	0.149	0.030	0.074	0.787	1.189	0.174	19.626	340.504	161.840	18.535	33.339
evm.model.Seg1702.4	5.270	0.465	12.478	3.381	4.053	2.420	0.000	2.197	2.851	2.120	0.752	0.738	0.653	0.000	0.000	0.000	0.000	0.116
evm.model.Seg1704.3	7.893	5.334	2.800	2.779	2.900	2.822	0.102	0.736	0.944	1.023	1.974	1.485	1.414	2.385	0.101	0.986	2.103	0.434
evm.model.Seg1706.3	0.613	0.930	0.459	0.442	0.082	0.145	0.000	0.011	0.010	0.000	0.028	0.016	0.000	0.034	0.081	0.000	0.023	0.116
evm.model.Seg1707.8	5.673	0.956	2.508	2.611	5.050	2.830	0.153	0.320	0.271	0.651	0.207	0.271	0.182	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1713.3	13.986	33.965	10.290	7.553	2.938	0.222	0.000	0.107	0.000	0.056	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000
evm.model.Seg1717.1	0.784	0.207	0.736	1.426	1.212	1.231	0.000	0.075	0.030	0.093	0.456	0.263	0.165	0.336	0.345	0.548	0.478	0.116
evm.model.Seg1718.2	1.583	1.072	2.411	2.297	1.591	2.300	0.256	0.277	0.201	0.214	0.552	0.509	0.414	0.514	0.000	0.000	0.000	0.000
evm.model.Seg1718.2.1.57f48f77	8.863	4.597	3.210	3.174	3.607	3.198	1.253	1.312	1.416	1.637	1.843	1.567	1.249	0.240	0.162	0.475	1.063	0.130
evm.model.Seg1720.4	4.455	3.138	3.460	2.236	0.900	2.668	0.000	0.160	0.141	0.102	0.262	0.164	0.000	3.913	1.075	4.365	2.180	0.521
evm.model.Seg1720.9	0.140	0.323	1.084	1.225	4.782	2.446	0.920	0.245	0.060	0.149	0.235	0.377	0.273	0.000	0.000	0.000	0.963	0.000
evm.model.Seg1721.14	1.397	4.933	2.682	1.279	0.350	0.000	0.000	0.000	0.000	0.121	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1721.14.1.57f48f77	3.539	8.872	1.376	2.605	0.000	0.205	0.767	0.160	0.321	0.000	0.110	0.057	0.074	0.000	0.000	0.000	0.000	0.202
evm.model.Seg1722.1	7.164	6.031	1.709	1.962	0.491	0.325	0.153	0.363	0.402	0.614	0.421	0.541	0.397	0.199	0.000	1.753	0.470	0.145
evm.model.Seg1722.5.1.57f48f77	4.269	1.511	7.198	1.935	1.078	0.795	0.153	0.459	0.653	0.893	0.732	1.411	0.926	2.446	0.000	0.000	0.416	0.217
evm.model.Seg1727.3	24.130	65.592	9.491	11.449	5.741	8.713	6.418	5.515	6.586	6.109	11.985	11.927	10.761	14.137	11.864	14.865	7.295	8.635
evm.model.Seg1727.3.2.57f48f77	0.497	0.349	0.160	0.375	0.803	0.316	0.000	0.000	0.040	0.000	0.069	0.082	0.000	0.000	0.000	0.000	0.000	0.029
evm.model.Seg1729.4	16.694	20.185	0.750	3.274	0.625	0.453	3.938	0.416	0.392	0.846	1.457	0.000	0.819	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1731.4	0.473	0.762	0.980	0.911	0.788	0.650	0.077	0.160	0.161	0.149	0.635	0.451	0.546	1.453	0.000	0.968	0.385	0.738
evm.model.Seg1731.6.4.57f48f77	0.303	0.000	0.000	0.348	0.186	0.231	0.000	0.437	0.100	0.112	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.362
evm.model.Seg1732.10	8.126	16.388	22.177	27.130	2.380	0.180	0.051	0.043	0.030	0.056	0.456	0.123	0.000	0.260	0.183	0.000	0.123	0.246
evm.model.Seg1732.7.1.57f48f77	3.826	1.382	4.502	6.629	0.736	1.394	0.230	1.152	1.416	1.413	1.132	1.066	1.133	1.912	0.000	0.000	1.471	0.333
evm.model.Seg1733.2.1.57f48f77	5.115	4.468	2.418	2.852	0.878	0.308	0.000	0.000	0.000	0.000	0.780	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1733.2.3.57f48f77	2.282	1.963	0.153	0.415	1.272	0.342	0.000	0.096	0.392	0.195	1.036	0.796	1.886	2.912	0.000	0.000	1.225	0.000
evm.model.Seg1735.1	1.087	2.157	0.618	1.058	0.684	1.471	0.205	0.064	0.120	0.195	0.380	0.459	0.447	0.000	0.730	0.493	0.000	1.027
evm.model.Seg1735.2	1.560	0.310	1.403	3.441	3.131	3.266	0.000	0.363	0.241	0.772	1.974	0.861	0.513	1.974	0.000	0.000	1.163	0.376
evm.model.Seg173.6	4.859	27.004	6.128	1.419	3.183	4.917	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.144
evm.model.Seg17389.1	3.035	4.275	19.085	11.101	6.924	1.437	1.866	2.485	2.259	2.697	3.238	5.972	9.355	0.000	0.000	0.000	0.000	0.911
evm.model.Seg1740.14	2.290	13.947	0.834	1.038	0.283	0.154	0.000	0.064	0.040	0.056	0.048	0.008	0.008	0.000	0.000	0.000	0.000	0.130
evm.model.Seg1740.3	86.002	54.098	16.674	10.452	12.152	10.740	59.216	8.373	7.279	7.355	3.749	5.020	5.624	1.535	7.443	5.113	2.088	3.761
evm.model.Seg1744.6	2.072	1.007	3.126	0.998	2.462	0.829	0.000	1.376	1.406	1.432	1.132	2.272	1.629	1.610	0.000	0.000	0.000	0.000
evm.model.Seg1744.6.1.57f48f78	8.685	9.750	5.892	4.145	2.454	1.719	0.128	1.120	2.701	1.562	1.229	0.000	0.190	0.624	0.000	1.406	0.840	0.593
evm.model.Seg1746.6	7.753	2.970	5.426	5.537	4.774	10.312	0.000	0.320	0.442	0.558	2.989	0.172	0.786	1.473	0.000	0.000	0.501	0.000
evm.model.Seg1748.4	12.690	10.331	6.267	5.149	2.469	0.445	0.537	1.621	1.576	1.386	3.535	2.551	2.217	2.645	0.994	2.593	3.544	1.099
evm.model.Seg1749.8	1.614	0.478	1.626	1.895	0.617	1.009	0.358	0.181	0.221	0.251	0.345	0.156	0.232	0.809	1.055	0.785	0.339	0.694
evm.model.Seg1754.11	122.371	570.980	426.552	35.218	66.745	20.565	367.749	47.041	28.323	39.873	48.028	54.485	60.563	35.736	58.833	74.400	55.058	115.535
evm.model.Seg1756.18	0.279	5.695	0.292	0.341	0.089	0.017	0.102	0.000	0.000	0.000	0.138	0.033	0.041	0.158	0.527	0.274	0.054	0.000
evm.model.Seg1756.4	8.103	19.617	6.295	7.847	8.575	5.515	7.747	9.259	8.343	5.886	1.236	0.172	1.911	1.624	0.000	7.287	8.335	15.216
evm.model.Seg1759.2.1.57f48f78	1.552	0.000	0.757	3.468	1.383	1.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.683	4.474	1.371	4.079
evm.model.Seg1760.3	103.822	209.070	115.637	28.081	3.012	19.752	33.673	90.839	71.636	69.554	28.705	24.938	33.358	76.509	114.623	77.067	40.275	121.292
evm.model.Seg1760.5	9.577	12.863	5.586	3.609	2.380	0.265	0.051	1.141	1.807	2.009	3.044	3.166	3.681	1.761	0.122	0.895	1.895	1.128
evm.model.Seg1761.11.2.57f48f78	0.978	0.878	1.383	0.797	0.350	1.231	0.128	0.171	0.191	0.158	0.428	0.566	0.232	1.048	0.345	0.457	0.786	0.391
evm.model.Seg1763.11	1.040	1.304	0.868	0.214	0.193	0.522	0.384	0.085	0.040	0.037	0.000	0.131	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1763.12	0.000	0.000	1.285	0.596	1.458	0.949	0.000	0.000	0.110	0.000	0.338	0.000	0.124	0.000	0.000	0.000	1.279	0.130
evm.model.Seg1763.2	0.147	2.273	0.500	0.187	0.022	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.237	0.256	0.000	0.202
evm.model.Seg1764.5	1.242	1.576	1.424	1.359	0.394	0.342	0.435	0.160	0.120	0.084	0.249	0.115	0.099	0.726	0.385	0.347	0.824	2.126
evm.model.Seg1769.7	33.490	93.409	16.869	10.860	10.322	8.055	26.514	17.174	15.733	16.180	10.162	14.224	13.499	10.382	76.051	56.394	18.712	61.514
evm.model.Seg1770.2	0.000	0.349	0.271	0.623	0.469	0.248	0.000	0.000	0.000	0.000	0.414	0.172	0.000	0.000	0.000	0.000	1.471	0.000
evm.model.Seg1771.1	1.808	0.400	2.070	4.057	1.264	2.924	0.230	0.032	0.050	0.093	0.345	0.246	0.165	0.281	0.000	0.000	0.092	0.391
evm.model.Seg1771.8	17.773	30.129	12.527	9.213	8.448	9.705	5.216	3.072	2.661	3.301	4.011	4.241	3.598	7.600	14.034	12.345	7.727	11.282
evm.model.Seg1773.10	5.239	20.288	7.691	11.630	3.391	1.864	5.216	4.779	4.136	2.129	1.981	1.214	0.852	3.968	4.360	2.776	1.548	5.192
evm.model.Seg1773.12	285.698	432.797	204.157	67.082	5.481	0.000	6.034	1.333	2.420	2.613	0.000	1.378	1.886	6.243	13.689	16.710	0.000	11.007
evm.model.Seg1774.1	0.869	0.000	0.667	0.837	1.220	0.616	0.000	0.000	0.080	0.000	0.000	0.074	0.132	0.000	0.000	0.749	0.000	0.000
evm.model.Seg1776.7.4.57f48f78	0.295	0.839	0.382	0.623	0.231	0.154	0.000	0.939	0.361	0.232	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.287
evm.model.Seg1779.3	0.489	0.323	0.354	0.556	0.357	0.556	0.102	0.043	0.010	0.009	0.083	0.000	0.000	0.384	0.000	0.457	0.223	0.000
evm.model.Seg1779.4	7.109	2.505	3.307	5.115	5.816	8.158	1.815	0.128	0.000	0.000	0.000	0.000	0.000	1.151	1.906	0.000	0.793	0.000
evm.model.Seg1782.11	3.128	2.195	3.745	4.848	3.466	3.044	0.000	0.000	0.000	0.065	0.000	0.000	0.323	0.000	0.669	0.000	0.000	0.000
evm.model.Seg1782.5	7.761	2.312	7.635	17.602	6.388	5.139	4.219	4.693	3.404	3.496	1.312	1.411	2.018	0.541	0.000	0.968	0.185	0.188
evm.model.Seg1784.12	2.949	0.904	0.848	1.051	1.651	0.812	0.026	0.203	0.231	0.242	0.442	0.476	0.463	0.726	0.000	0.548	1.433	0.000
evm.model.Seg1785.3	1.746	0.258	1.876	1.373	0.193	0.410	0.000	0.128	0.120	0.074	0.069	0.107	0.141	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1787.1	1.219	2.299	0.799	0.569	0.141	0.205	0.332	0.053	0.090	0.102	0.428	0.107	0.083	0.000	0.000	0.146	0.000	0.058
evm.model.Seg1787.5	2.654	1.924	1.056	2.149	0.327	0.676	1.764	0.256	0.321	0.270	0.877	0.295	0.273	1.206	1.480	0.804	1.032	2.444
evm.model.Seg1795.6	1.537	0.646	1.723	1.031	0.193	0.299	0.409	0.053	0.151	0.093	0.000	0.066	0.000	0.336	0.000	0.000	0.000	0.000
evm.model.Seg1796.10	1.187	4.481	1.014	1.158	1.287	0.735	0.639	0.117	0.080	0.046	0.815	0.927	1.042	0.199	0.000	0.292	0.000	0.752
evm.model.Seg1796.2	6.605	18.054	7.378	8.343	4.321	3.891	0.281	1.387	2.379	1.655	3.445	2.034	3.995	0.541	0.000	3.488	0.000	0.521
evm.model.Seg1796.4	0.000	0.129	0.257	0.254	0.037	0.051	0.077	0.000	0.000	0.037	0.028	0.016	0.000	0.158	0.162	0.000	0.216	0.116
evm.model.Seg1799.2	0.861	0.284	0.688	0.475	0.089	0.043	0.000	0.043	0.080	0.065	0.069	0.090	0.058	0.391	0.000	0.000	0.069	0.202
evm.model.Seg1800.1	0.551	2.131	0.320	0.368	0.134	0.650	0.537	0.021	0.050	0.056	0.000	0.131	0.108	0.000	0.872	0.183	0.339	0.058
evm.model.Seg1803.3	13.784	8.536	14.208	16.551	11.192	10.167	1.176	1.312	1.506	1.255	1.111	0.927	0.877	0.240	0.000	0.329	0.208	0.000
evm.model.Seg1807.2.3.57f48f78	1.723	0.697	1.695	2.424	0.654	2.232	0.000	0.000	0.452	0.651	0.407	0.254	0.463	0.000	0.000	0.000	0.639	0.000
evm.model.Seg1814.4	6.232	0.000	0.618	3.214	2.841	0.299	0.000	0.000	0.532	0.000	0.000	0.016	0.199	2.385	0.000	0.347	0.000	0.000
evm.model.Seg1814.8	10.501	37.942	4.287	4.928	4.306	4.575	8.335	4.469	5.020	4.398	4.363	4.274	4.533	5.434	10.586	9.880	5.601	10.327
evm.model.Seg1815.4	16.143	18.119	21.969	19.859	4.559	0.975	0.639	0.779	0.602	0.828	1.084	0.837	1.199	0.000	0.000	0.000	0.324	0.824
evm.model.Seg1815.7	2.134	2.622	1.605	1.004	1.368	2.095	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1823.2.1.57f48f78	5.309	3.241	7.114	2.337	0.848	1.693	2.736	0.587	0.622	0.818	1.125	1.058	0.000	0.000	0.000	0.000	0.000	0.911
evm.model.Seg1828.8	1.746	1.149	0.000	1.024	0.141	0.086	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1829.5	0.730	1.330	0.514	0.569	0.082	0.137	0.026	0.149	0.181	0.139	0.035	0.123	0.157	0.034	0.081	0.347	0.008	0.130
evm.model.Seg18308.1	15.600	1.369	18.502	25.838	0.000	0.000	0.000	1.803	1.486	1.925	1.760	1.665	2.208	0.000	0.710	0.000	0.000	1.924
evm.model.Seg1831.2.1.57f48f78	1.017	0.452	3.689	0.710	0.654	1.608	0.537	1.408	1.074	0.846	0.076	0.000	0.050	0.000	0.000	0.000	0.716	0.000
evm.model.Seg1832.2	159.229	189.530	70.873	26.052	14.844	18.213	32.114	18.774	19.448	18.653	35.774	37.956	31.373	28.555	104.057	107.765	33.827	44.085
evm.model.Seg1832.4	3.415	1.743	2.244	1.165	1.346	1.300	0.051	0.405	0.191	0.251	0.518	0.427	0.389	0.713	0.000	0.000	0.339	0.000
evm.model.Seg1833.8	10.687	1.924	5.357	10.184	3.443	9.303	1.636	1.152	0.994	1.153	1.892	0.755	0.165	8.902	0.588	0.000	2.573	0.419
evm.model.Seg1837.6.2.57f48f78	0.776	0.710	1.021	0.723	0.342	0.351	0.000	0.075	0.070	0.065	0.242	0.000	0.066	0.644	0.000	0.000	0.000	0.000
evm.model.Seg1838.3	1.094	1.240	3.064	4.151	3.406	2.591	1.304	0.491	0.693	1.023	1.284	1.395	1.241	3.577	0.892	2.319	3.004	1.605
evm.model.Seg184.1	3.066	1.576	5.190	1.875	1.227	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.404	0.000	0.018	0.000	0.000
evm.model.Seg1841.1	12.666	3.719	10.227	12.440	9.965	15.469	0.307	0.469	0.392	0.493	1.464	2.576	2.481	0.000	0.791	1.388	0.108	0.217
evm.model.Seg1841.1.1.57f48f78	1.537	0.827	1.911	2.939	2.662	3.933	0.179	0.469	0.070	0.418	0.414	0.640	0.653	0.466	0.426	1.023	0.000	0.000
evm.model.Seg184.1.1.57f48f78	6.263	1.588	18.863	7.479	1.242	1.753	0.332	0.608	0.361	0.446	1.477	0.427	0.554	0.000	0.000	0.000	0.408	0.535
evm.model.Seg1841.8	31.309	41.829	17.869	11.536	4.001	7.431	14.523	5.760	5.572	6.342	8.768	5.947	6.625	8.854	23.849	16.692	20.407	21.059
evm.model.Seg1841.8.1.57f48f78	1.808	0.000	1.369	1.219	2.551	1.112	0.000	0.000	0.141	0.000	1.539	0.000	0.364	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1842.3	0.861	6.083	0.465	0.516	1.651	0.881	0.128	0.288	0.241	0.307	0.311	0.566	0.356	0.302	0.101	1.077	0.069	0.072
evm.model.Seg1844.3	60.631	25.377	36.996	26.554	5.622	10.449	7.645	3.925	3.122	3.282	11.964	8.999	7.717	8.950	29.203	41.510	8.474	7.304
evm.model.Seg1845.11	8.856	76.194	6.982	3.060	5.131	8.525	0.000	6.720	3.353	3.292	1.153	0.000	0.000	0.000	0.000	0.000	0.686	0.000
evm.model.Seg1845.6	101.602	22.523	230.517	14.302	10.226	14.562	20.761	12.470	9.448	11.447	14.898	21.328	26.948	84.870	5.618	10.391	19.413	18.672
evm.model.Seg1846.4	2.127	2.002	1.737	1.547	3.547	3.574	0.741	0.416	0.562	0.363	1.319	0.779	0.868	1.446	0.385	2.465	2.026	0.463
evm.model.Seg1849.1	2.685	8.459	3.008	2.270	0.736	0.385	0.000	0.384	0.361	0.511	1.215	1.181	0.794	1.377	0.000	0.000	1.117	4.397
evm.model.Seg1850.8.5.57f48f78	0.000	1.821	0.000	0.000	0.000	0.000	0.000	0.512	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.593	0.000
evm.model.Seg1852.3	6.349	11.713	1.848	0.897	0.654	1.112	0.409	0.533	0.161	0.177	0.297	1.280	0.505	0.000	1.825	1.479	1.710	2.343
evm.model.Seg1852.7	0.582	0.000	0.264	0.187	0.082	0.000	0.000	0.096	0.050	0.093	0.000	0.000	0.000	0.891	0.000	0.000	0.000	0.564
evm.model.Seg1853.11	1.343	18.119	1.271	0.609	0.350	0.983	0.869	0.459	0.522	0.446	0.732	1.132	1.208	0.672	3.001	3.744	2.411	1.736
evm.model.Seg1853.9	268.383	48.480	99.706	357.915	23.999	30.330	101.020	9.515	4.729	1.748	4.819	7.014	8.089	3.145	0.000	7.670	1.618	1.114
evm.model.Seg1855.2	2.763	7.697	2.001	2.913	3.324	0.787	0.332	0.608	0.592	0.446	1.788	1.247	0.711	4.242	1.541	1.680	0.809	0.492
evm.model.Seg1856.3	2.864	31.601	1.056	0.957	0.744	0.077	0.153	0.331	0.120	0.400	0.773	0.172	0.538	0.000	0.000	1.479	0.339	0.347
evm.model.Seg1857.4	12.069	3.190	34.189	31.763	15.692	21.745	0.000	2.197	4.990	5.375	7.366	2.264	6.725	15.418	0.000	0.000	8.798	3.630
evm.model.Seg1861.4	0.349	1.149	0.181	0.167	0.052	0.017	0.051	0.011	0.010	0.037	0.200	0.033	0.017	0.000	0.000	0.055	0.023	0.000
evm.model.Seg1865.9	0.194	0.090	0.368	0.516	0.290	0.282	0.000	0.000	0.000	0.056	0.228	0.090	0.050	0.329	0.000	0.000	0.185	0.000
evm.model.Seg1866.1	18.627	16.195	7.976	6.414	2.997	3.805	2.480	3.403	3.323	3.468	4.556	3.265	3.375	5.023	5.881	5.899	3.698	5.178
evm.model.Seg1868.2	589.503	239.793	1317.355	139.809	613.320	877.027	567.182	849.594	578.949	543.482	65.073	161.488	175.021	664.374	151.553	88.681	626.371	793.255
evm.model.Seg1868.5	18.914	23.969	9.122	4.680	2.752	2.172	4.449	2.571	2.259	1.943	2.030	2.428	2.796	5.187	18.759	12.163	9.198	11.311
evm.model.Seg187.11	176.110	249.995	87.416	41.211	79.462	86.364	191.711	149.880	147.619	100.603	30.403	46.126	65.153	63.859	121.296	89.065	106.318	109.055
evm.model.Seg1871.3.1.57f48f78	3.648	0.000	1.515	2.337	0.208	0.000	0.000	0.000	0.000	1.014	0.000	0.230	0.240	4.139	0.000	0.000	0.000	0.000
evm.model.Seg1873.5	24.161	49.965	12.145	9.521	10.367	7.191	7.696	8.565	7.259	8.518	8.484	10.213	10.273	9.409	18.962	19.394	14.059	19.338
evm.model.Seg1875.8	4.796	4.184	3.939	4.205	0.892	0.239	0.307	0.661	0.462	0.456	0.538	0.197	0.223	0.178	1.176	0.164	0.062	0.188
evm.model.Seg1878.4	17.214	31.266	9.532	7.017	7.199	6.747	2.710	3.349	3.624	3.124	3.486	4.364	3.085	5.235	0.811	0.676	3.582	6.856
evm.model.Seg1882.4	17.502	7.090	23.198	18.801	14.836	17.717	5.676	8.000	7.992	8.806	7.194	3.839	3.325	10.313	0.000	0.749	5.246	1.866
evm.model.Seg1883.3	1.381	3.345	1.494	0.904	0.654	0.453	0.486	0.075	0.131	0.195	0.359	0.148	0.546	0.473	0.000	0.000	0.462	0.000
evm.model.Seg1883.3.1.57f48f78	1.614	2.144	0.396	0.957	0.521	0.607	0.000	0.128	0.000	0.000	0.697	0.599	0.513	0.000	0.000	0.000	0.162	0.738
evm.model.Seg1886.4	7.319	5.708	10.012	8.122	2.395	3.805	1.739	1.792	1.787	1.953	4.467	2.617	2.605	3.269	2.515	2.210	2.373	1.707
evm.model.Seg1891.5	1.009	1.188	0.368	0.328	0.283	0.436	0.179	0.053	0.080	0.084	0.000	0.115	0.074	0.000	0.000	0.000	0.039	0.087
evm.model.Seg1893.2	0.893	11.830	0.264	0.281	0.409	0.103	2.889	0.736	0.733	0.716	0.186	0.131	0.174	0.000	13.304	7.926	0.493	5.482
evm.model.Seg1894.4	13.225	28.192	4.537	3.930	4.544	3.318	1.662	2.923	2.490	3.859	7.856	7.202	7.080	2.974	5.334	12.455	3.705	1.678
evm.model.Seg1894.5	1.723	0.762	1.383	1.922	0.952	0.795	0.102	0.064	0.060	0.065	0.069	0.025	0.000	0.000	0.000	0.000	0.077	0.000
evm.model.Seg1900.1	7.753	14.890	13.138	10.599	3.027	1.582	0.230	1.952	2.068	2.232	5.516	3.864	4.814	3.001	0.162	0.530	3.667	0.607
evm.model.Seg1900.2	7.164	16.944	0.528	0.429	1.636	0.103	0.767	0.437	0.181	0.000	0.055	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg190.23	16.865	18.829	8.587	7.117	9.088	4.455	0.486	1.760	2.088	2.669	6.807	10.024	8.296	10.992	1.643	3.123	9.406	2.647
evm.model.Seg1902.6	0.916	1.653	0.493	0.121	2.432	4.113	2.480	0.043	0.040	0.046	0.083	0.000	0.091	1.336	0.000	0.000	0.154	0.318
evm.model.Seg1905.2	0.753	2.957	0.236	0.087	0.059	0.034	0.153	0.000	0.030	0.000	0.000	0.180	0.132	0.637	0.345	0.858	0.000	0.231
evm.model.Seg1907.5	1.304	32.957	0.868	0.844	0.706	1.514	0.563	0.224	0.281	0.242	0.186	0.205	0.314	0.260	0.000	0.457	0.000	0.463
evm.model.Seg1909.1	0.023	0.504	0.014	0.000	0.022	0.034	0.051	0.000	0.010	0.000	0.083	0.197	0.174	0.000	0.000	0.110	0.000	0.000
evm.model.Seg1912.6	9.197	8.071	5.739	7.124	0.870	0.009	0.000	0.000	0.000	0.028	0.083	0.008	0.017	0.096	0.000	0.000	0.031	0.000
evm.model.Seg1914.4	31.992	13.805	20.162	11.643	2.692	2.343	0.537	2.336	2.239	2.167	5.509	6.636	6.195	5.270	2.900	0.694	0.847	0.593
evm.model.Seg1916.4	1.498	0.852	3.238	3.174	1.636	3.968	0.384	0.373	0.572	0.353	1.125	0.697	0.868	0.788	0.223	0.530	1.548	0.419
evm.model.Seg1916.7	0.567	1.020	1.709	1.962	0.825	1.864	0.358	0.139	0.191	0.223	0.538	0.664	0.281	0.644	0.710	0.566	1.102	0.304
evm.model.Seg1916.8	73.266	16.789	31.681	35.854	15.952	5.490	0.614	0.693	0.311	0.270	0.787	1.066	0.902	0.000	0.345	0.091	0.000	0.043
evm.model.Seg1919.9	0.279	0.000	1.167	0.187	1.212	0.949	0.000	0.000	0.000	0.000	0.000	0.074	0.000	0.000	0.243	0.292	0.000	0.347
evm.model.Seg1920.5	0.427	0.620	0.208	0.087	0.141	0.137	0.000	0.011	0.010	0.037	0.179	0.025	0.000	0.000	0.000	0.000	0.023	0.014
evm.model.Seg1922.6.1.57f48f78	10.509	20.366	3.738	5.443	4.075	6.473	0.460	2.293	2.189	3.124	3.783	3.019	2.945	10.156	1.521	0.000	3.705	1.258
evm.model.Seg1923.3.1.57f48f78	1.327	9.440	1.515	2.357	2.045	1.539	0.307	0.224	0.602	0.428	1.070	1.107	1.381	1.713	2.271	1.388	1.263	1.953
evm.model.Seg1926.1	43.339	323.465	20.190	25.751	15.297	25.353	14.727	23.222	21.656	12.618	8.284	13.913	23.259	2.255	12.371	39.227	3.474	58.433
evm.model.Seg1933.3	19.768	46.194	20.009	16.766	6.485	3.643	3.682	6.443	6.988	4.538	1.843	2.715	3.474	0.137	3.792	3.945	0.239	1.070
evm.model.Seg1937.3	3.050	0.000	2.258	5.008	3.726	2.189	0.000	0.181	0.743	0.604	0.897	0.837	0.505	0.000	0.000	0.000	1.032	0.000
evm.model.Seg1937.3.2.57f48f78	19.108	30.284	8.969	10.579	0.907	1.804	5.267	3.701	3.946	2.492	3.804	3.060	3.846	3.077	5.841	2.484	3.775	4.325
evm.model.Seg1942.4	28.949	38.665	20.496	28.429	15.045	18.914	28.125	8.245	5.994	6.221	6.814	4.553	4.218	0.843	7.828	9.204	0.886	9.112
evm.model.Seg1944.10	59.443	17.228	70.192	46.540	23.069	13.356	1.227	0.000	5.171	7.114	9.292	8.712	3.730	9.943	0.000	9.076	1.741	0.000
evm.model.Seg1947.4	14.094	1.498	9.095	14.536	4.269	16.529	4.705	1.611	1.044	1.376	2.962	0.796	0.199	6.962	0.304	0.877	3.289	1.215
evm.model.Seg1955.6	8.770	14.735	2.397	1.480	0.416	0.137	0.307	0.224	0.271	0.121	0.083	0.172	0.223	0.000	0.000	0.000	0.000	0.101
evm.model.Seg1956.15.1.57f48f78	14.265	16.014	13.958	12.347	1.748	1.838	0.972	1.781	1.978	1.841	1.595	1.977	2.390	0.891	0.000	0.000	0.863	0.000
evm.model.Seg1959.4	0.784	0.000	2.432	3.328	0.863	1.069	0.000	0.000	0.000	0.000	0.000	0.000	0.116	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1961.3	6.853	14.696	3.057	1.044	0.446	0.436	2.582	0.619	1.325	1.627	3.831	2.682	1.960	7.778	43.744	45.984	2.334	10.978
evm.model.Seg1963.4	0.000	0.000	0.514	0.957	0.000	2.437	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1965.2	7.839	20.069	6.392	5.544	1.331	5.926	0.000	8.981	10.813	12.265	0.000	0.000	0.000	0.000	0.000	0.000	0.000	22.939
