Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg109.3	0.295	0.000	0.695	3.013	2.209	3.745	0.128	0.000	0.000	0.000	0.000	0.000	0.000	2.899	0.000	0.000	7.218	0.087
evm.model.Seg1093.16	10.974	34.313	12.957	11.583	5.682	3.933	3.273	4.811	4.669	5.189	5.040	3.330	4.384	1.487	3.265	2.958	0.909	6.769
evm.model.Seg1093.3	1.211	10.926	1.028	0.897	1.123	0.761	1.355	0.405	0.482	0.372	0.614	0.451	0.480	1.357	1.764	1.771	0.932	0.665
evm.model.Seg1095.2	2.794	1.136	2.466	3.823	3.332	4.412	2.327	0.064	0.120	0.102	0.704	1.321	1.621	1.391	1.034	1.625	1.156	0.116
evm.model.Seg1095.8	14.273	6.806	25.616	17.328	11.549	9.004	1.227	2.059	2.651	2.511	4.598	4.102	3.871	7.668	1.501	1.096	4.599	1.982
evm.model.Seg10959.1	0.838	1.188	3.703	3.080	1.004	5.096	2.761	0.000	0.000	0.000	0.000	0.000	0.579	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1097.4	0.380	0.271	0.799	1.513	0.602	1.060	0.000	0.181	0.080	0.093	0.076	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1103.3	19.411	12.165	8.157	7.365	12.695	5.319	4.014	1.717	1.807	2.120	3.231	2.912	3.242	6.572	0.122	0.420	4.745	1.620
evm.model.Seg1104.2	2.631	3.087	3.627	2.805	0.335	0.000	1.074	0.747	0.763	0.511	0.000	1.452	1.845	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1109.5.1.57f48f75	1.381	0.439	0.389	1.058	0.134	0.351	0.051	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.188
evm.model.Seg1109.6	0.574	0.814	1.938	2.183	1.331	1.240	0.281	0.309	0.241	0.251	0.373	0.246	0.240	0.103	0.122	0.840	0.347	0.593
evm.model.Seg11.2	82.750	126.948	41.227	23.602	13.037	14.913	31.756	22.944	20.100	22.949	32.109	28.120	25.409	17.721	109.756	108.934	32.633	64.999
evm.model.Seg1120.1	3.299	3.396	1.278	1.861	0.424	0.479	0.205	0.597	0.331	0.093	0.152	0.098	0.265	0.000	0.000	0.000	0.493	0.911
evm.model.Seg1120.1.1.57f48f75	1.164	4.907	1.556	2.156	0.000	0.308	2.020	0.000	0.191	0.418	0.138	0.230	0.232	0.274	0.000	0.237	0.000	1.953
evm.model.Seg1120.2.1.57f48f75	1.451	0.000	0.299	0.234	0.082	0.308	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg11226.1	1.630	0.142	2.029	2.136	1.257	1.514	0.000	0.203	0.120	0.298	0.331	0.213	0.050	0.699	0.000	0.000	1.048	0.000
evm.model.Seg1123.13	0.000	21.179	0.000	0.000	0.454	3.959	4.935	2.123	2.520	2.576	0.014	0.000	0.000	3.652	2.535	4.365	2.535	1.244
evm.model.Seg11264.1	3.027	4.533	3.592	10.472	5.310	8.517	1.764	0.992	1.064	0.846	0.000	0.837	0.389	0.000	0.000	0.000	0.763	0.000
evm.model.Seg1127.1	29.601	25.596	39.115	26.508	4.507	1.496	0.000	3.360	4.468	3.422	8.988	5.849	6.460	4.084	0.649	5.205	2.596	1.027
evm.model.Seg1127.2	1.118	2.944	1.119	0.000	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.157	0.000	0.953	1.790	0.000	0.000
evm.model.Seg1127.5	39.916	10.641	13.798	15.493	2.439	1.154	0.000	1.312	2.811	1.813	1.436	1.419	1.811	1.000	0.000	0.292	0.801	0.116
evm.model.Seg1130.3.1.57f48f75	1.653	0.581	0.945	1.205	0.506	0.000	0.000	0.299	0.000	0.000	0.000	0.287	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1132.1	1.801	17.086	1.292	0.844	0.647	1.154	1.457	0.843	0.964	0.967	1.360	1.042	1.042	2.063	10.830	11.140	0.493	4.787
evm.model.Seg1133.2	64.534	104.993	46.070	26.052	10.084	12.878	17.054	14.795	14.367	15.101	17.666	18.334	16.758	15.055	58.305	56.029	22.371	35.074
evm.model.Seg11333.1	36.850	2.777	19.224	24.740	10.902	12.989	1.943	2.432	2.861	3.878	3.811	4.577	4.367	4.132	0.000	1.991	2.951	2.517
evm.model.Seg1137.4.1.57f48f75	1.964	1.588	1.890	1.460	0.305	0.120	0.153	0.160	0.040	0.298	0.000	0.115	0.199	0.356	0.872	1.808	0.000	0.000
evm.model.Seg1140.5	13.435	19.849	9.060	9.889	4.336	9.055	4.832	0.416	0.281	2.343	2.582	2.231	1.299	4.077	9.451	5.442	2.103	1.114
evm.model.Seg1142.3	0.590	0.000	3.078	1.500	1.026	3.514	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg114.4	123.993	1017.686	86.728	26.655	1.896	0.000	0.000	2.763	3.082	3.106	0.469	0.410	0.000	0.000	0.000	9.478	0.000	8.056
evm.model.Seg1147.16	10.322	32.867	7.052	4.774	0.692	0.026	0.281	0.043	0.030	0.019	0.104	0.033	0.025	0.000	0.122	0.895	0.039	0.072
evm.model.Seg115.11	16.462	64.920	11.797	10.104	12.323	28.141	14.957	9.899	8.424	5.858	1.981	3.454	2.887	2.090	5.902	8.255	1.317	1.793
evm.model.Seg11534.1	2.259	1.085	2.869	2.397	2.246	4.250	0.000	0.021	0.131	0.019	0.083	0.049	0.074	0.000	0.000	0.000	0.054	0.333
evm.model.Seg115.4.1.57f48f75	9.026	8.588	11.123	9.521	1.034	1.625	6.852	1.760	2.279	0.000	0.000	0.755	1.340	0.000	0.690	0.548	0.000	0.333
evm.model.Seg1154.3	0.660	0.491	0.479	0.710	0.788	1.342	0.051	0.011	0.020	0.019	0.242	0.082	0.091	0.226	0.000	0.000	0.100	0.000
evm.model.Seg1156.4	3.198	9.557	1.619	2.156	0.796	1.283	1.253	1.024	1.124	1.376	2.209	2.043	1.985	1.281	0.507	2.538	0.955	3.283
evm.model.Seg11602.1	0.000	114.511	0.000	0.000	1.182	0.000	0.000	0.096	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1163.3	5.650	3.125	3.293	2.846	2.119	2.967	0.358	0.565	0.512	0.623	1.222	1.214	1.679	1.898	0.000	0.347	1.425	1.765
evm.model.Seg1164.2	4.082	1.731	3.703	4.352	1.525	3.480	3.810	0.715	0.964	0.930	0.373	0.304	0.199	4.667	2.576	1.516	3.883	1.244
evm.model.Seg1168.2	621.681	74.231	251.061	166.785	14.115	3.634	4.986	41.963	52.068	60.944	75.746	19.581	12.440	93.600	296.698	74.638	108.953	128.668
evm.model.Seg11729.1	8.413	5.760	4.898	4.379	9.556	13.254	19.125	5.312	4.849	4.445	1.077	1.050	1.274	3.104	2.880	1.023	3.913	9.777
evm.model.Seg1175.1.1.57f48f75	3.299	0.052	0.000	0.187	0.000	0.000	6.315	0.000	0.000	0.000	0.000	0.000	0.000	3.077	3.468	4.547	0.000	1.620
evm.model.Seg11811.1	0.621	1.227	0.181	0.824	0.245	0.701	0.307	0.096	0.110	0.000	0.048	0.016	0.000	0.569	0.000	0.000	0.493	0.000
evm.model.Seg1184.3	9.795	1.007	7.767	6.729	7.102	2.275	1.278	6.763	1.807	3.887	1.539	3.970	0.058	0.000	0.000	0.000	4.414	5.482
evm.model.Seg1186.11	1.180	0.207	1.112	2.966	0.855	1.565	0.000	0.000	0.000	0.214	0.359	0.107	0.199	2.001	0.000	0.000	0.347	0.000
evm.model.Seg1186.3	0.000	0.000	0.000	6.307	3.860	7.448	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1186.3.2.57f48f75	4.160	4.404	2.619	9.488	13.007	15.426	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1189.2	17.439	15.807	21.135	2.698	19.551	19.864	0.000	2.421	1.406	0.614	0.711	0.000	0.000	0.000	0.000	1.918	0.000	8.649
evm.model.Seg1190.12	3.353	3.758	2.425	4.593	1.785	2.676	1.483	1.152	1.084	0.948	0.642	0.517	0.488	0.212	0.000	0.749	0.069	0.000
evm.model.Seg1191.1	3419.774	1516.411	7519.805	6490.763	3229.771	2745.150	2954.369	973.468	671.197	610.097	1136.287	1412.798	1536.925	1716.667	1674.896	1627.803	479.439	1040.467
evm.model.Seg1198.6	156.132	132.307	277.163	300.621	99.199	112.820	128.251	59.585	52.489	48.325	48.208	53.493	55.046	75.893	52.404	60.758	45.328	64.551
evm.model.Seg1198.9	11.293	0.000	9.706	19.397	0.015	0.000	22.551	0.000	0.000	0.000	0.000	18.047	24.177	4.811	20.686	14.628	24.698	90.108
evm.model.Seg1199.1	5.518	57.804	5.252	3.221	1.368	0.282	0.026	0.107	0.241	0.093	0.746	0.714	0.769	6.215	2.109	5.807	2.535	3.240
evm.model.Seg1201.1	0.846	0.749	1.410	0.870	1.071	1.206	0.256	0.085	0.201	0.270	0.228	0.230	0.265	0.206	0.588	0.767	0.408	0.723
evm.model.Seg1214.4.1.57f48f75	13.163	4.249	8.150	12.186	8.902	5.550	0.000	1.013	0.251	0.809	2.761	4.233	4.061	6.894	0.000	3.141	3.744	0.911
evm.model.Seg1217.2	10.035	2.970	14.743	10.873	1.882	1.018	0.051	0.000	0.532	0.883	0.766	0.656	0.000	0.000	0.264	0.438	1.649	0.333
evm.model.Seg1218.3	17.199	29.057	6.253	4.573	3.242	2.591	3.068	3.328	2.982	2.910	2.023	2.486	2.854	5.242	0.750	2.374	2.203	1.562
evm.model.Seg1220.6.1.57f48f75	0.466	0.000	0.855	0.000	0.387	0.316	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg12214.1	8.165	7.309	2.446	6.977	8.061	9.072	1.943	1.344	0.673	0.000	0.000	0.000	0.000	0.000	0.000	30.261	9.291	9.748
evm.model.Seg1221.6	0.543	0.891	0.347	0.475	0.454	0.428	0.000	0.000	0.000	0.028	0.407	0.000	0.000	0.000	0.000	0.110	0.000	0.000
evm.model.Seg122.17	75.330	71.416	14.007	7.506	16.093	3.386	2.940	4.341	5.301	5.282	5.737	5.857	5.525	3.680	1.420	10.099	3.328	2.748
evm.model.Seg1221.7	1.692	4.714	0.973	0.877	0.781	1.112	0.384	0.107	0.120	0.084	0.469	0.090	0.165	0.123	0.122	0.000	0.000	0.260
evm.model.Seg122.17.1.57f48f75	16.562	4.946	1.897	2.102	4.484	1.565	0.000	0.192	0.090	0.372	0.159	0.098	0.091	0.000	0.000	0.000	0.300	0.304
evm.model.Seg1221.8	1.242	0.594	3.335	4.339	2.350	2.830	0.000	0.160	0.261	0.223	0.407	0.722	0.562	0.000	0.000	0.000	0.116	0.116
evm.model.Seg1224.5.1.57f48f75	11.502	1.356	5.371	0.000	0.216	2.189	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg12263.1	1.878	0.981	4.273	4.372	4.522	6.977	0.920	0.000	0.231	0.623	1.236	0.541	0.223	4.550	0.000	1.424	1.864	0.246
evm.model.Seg1230.2	1.552	2.596	1.223	1.714	0.469	0.453	0.639	0.235	0.211	0.418	0.683	0.320	0.471	1.062	1.541	0.785	0.208	0.752
evm.model.Seg1232.13.2.57f48f75	0.660	1.201	0.000	0.000	0.342	0.342	0.332	0.000	0.000	0.000	0.000	0.722	0.000	0.000	0.345	0.000	0.501	1.128
evm.model.Seg1234.9	6.193	1.627	3.113	2.852	1.279	1.257	0.000	0.085	0.131	0.046	0.242	0.082	0.083	0.212	0.000	0.329	0.508	0.000
evm.model.Seg1237.2	187.224	201.244	115.887	61.974	28.371	13.057	17.131	21.430	23.233	22.075	31.646	27.046	30.083	38.018	30.582	40.086	33.419	26.483
evm.model.Seg1237.7	13.116	0.917	22.768	13.003	32.484	20.856	34.543	3.979	3.253	2.715	2.962	5.775	4.566	18.783	4.664	3.799	8.089	8.837
evm.model.Seg1238.2	10.656	54.395	6.142	3.167	2.045	0.667	0.588	1.643	0.462	0.000	0.290	0.714	0.380	2.638	3.123	0.000	0.000	0.000
evm.model.Seg1238.2.1.57f48f76	62.020	224.593	32.918	16.210	7.251	9.218	25.798	25.472	23.986	22.001	15.236	28.563	32.945	6.544	55.405	80.719	18.450	25.065
evm.model.Seg1242.3	16.702	35.863	8.448	5.671	1.034	1.992	18.997	4.789	4.709	4.891	4.404	4.069	3.664	12.458	20.868	15.176	4.484	21.927
evm.model.Seg1242.3.1.57f48f76	20.823	8.562	20.815	18.098	7.251	6.610	1.815	3.168	2.701	4.668	4.342	4.463	5.749	3.817	0.000	3.397	3.967	1.793
evm.model.Seg1249.10	45.644	137.357	34.794	29.407	38.054	37.803	18.051	16.907	21.526	21.024	46.226	39.474	36.675	83.143	118.375	131.451	62.246	81.632
evm.model.Seg1249.2	13.776	2.725	9.067	6.133	5.659	6.883	1.355	3.211	3.323	2.585	0.718	0.861	0.852	5.770	0.973	2.228	0.986	0.159
evm.model.Seg1250.4	38.045	4.662	31.251	39.383	25.635	13.810	2.736	1.803	3.825	5.895	8.077	25.463	39.148	56.363	12.371	35.210	30.876	3.977
evm.model.Seg1250.5	54.577	14.399	70.373	87.135	54.326	49.133	5.242	12.128	16.295	16.961	21.118	33.920	37.949	50.915	33.117	47.957	31.970	13.176
evm.model.Seg12535.1	3.733	2.195	4.321	2.283	1.658	1.667	0.844	0.224	0.211	0.149	1.139	0.394	0.356	1.412	0.000	0.000	1.186	0.246
evm.model.Seg12537.1	0.419	0.090	1.251	1.185	0.640	1.667	0.000	0.053	0.000	0.056	0.131	0.213	0.041	0.199	0.000	0.603	0.493	0.014
evm.model.Seg1254.2	6.030	8.071	8.386	12.132	1.740	5.481	0.000	0.491	0.542	1.395	1.346	1.616	1.472	1.309	0.324	0.000	1.602	0.607
evm.model.Seg1255.1	0.807	2.066	2.473	1.071	0.454	0.128	0.128	0.085	0.070	0.102	0.255	0.090	0.041	0.288	0.101	0.037	0.000	0.506
evm.model.Seg1256.2	4.432	56.461	3.432	2.939	5.808	4.489	1.739	2.891	3.745	3.217	3.300	3.043	2.804	3.783	1.947	6.556	1.818	4.816
evm.model.Seg12577.1	11.665	0.000	21.600	22.952	1.517	12.390	0.000	0.000	0.000	0.000	0.000	0.148	0.000	6.524	0.000	0.000	27.256	0.000
evm.model.Seg1259.2	7.233	8.343	11.749	2.906	3.332	4.310	0.741	0.352	0.201	0.279	0.262	0.336	0.438	0.000	0.872	0.110	0.046	0.145
evm.model.Seg1259.3	2.484	0.271	2.835	3.261	0.275	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1259.3.1.57f48f76	0.667	1.924	3.960	2.578	0.149	0.060	0.077	0.597	0.472	0.288	0.035	0.041	0.033	0.521	0.000	0.000	0.177	0.058
evm.model.Seg1260.12	3.322	2.195	3.925	5.323	1.740	2.446	0.000	0.533	0.823	0.958	1.015	1.017	1.282	0.000	0.000	1.899	0.000	0.000
evm.model.Seg1260.13	5.410	3.861	3.641	5.745	1.063	3.617	0.128	0.747	0.884	0.939	1.629	1.124	1.572	0.130	0.426	0.237	0.000	0.174
evm.model.Seg1275.1	31.332	5.786	0.848	0.696	0.513	57.752	0.818	1.515	0.060	0.409	16.562	0.509	1.811	0.000	8.802	2.155	17.849	18.600
evm.model.Seg1275.1.2.57f48f76	14.676	2.635	41.742	26.655	0.647	18.316	13.807	10.230	8.383	9.289	16.562	6.612	5.964	47.002	8.802	2.155	78.585	81.184
evm.model.Seg1276.6	1.979	1.175	4.328	7.492	13.141	5.438	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1278.13	4.641	1.304	2.751	2.002	1.406	1.086	0.000	0.203	0.522	0.586	0.794	0.640	0.819	1.165	0.264	0.201	0.955	0.087
evm.model.Seg128.14	5.153	8.614	3.807	4.359	5.295	3.070	0.690	0.939	0.763	1.134	1.553	0.812	0.612	2.803	0.345	0.895	0.824	0.738
evm.model.Seg1284.14	18.619	0.684	46.633	23.669	4.388	5.532	0.179	4.587	2.299	3.701	4.467	2.141	3.962	3.344	2.373	0.000	3.066	1.244
evm.model.Seg129.2	1.715	1.937	2.314	3.468	4.351	2.497	0.716	0.757	1.014	0.521	0.822	0.689	0.629	0.000	0.000	0.000	0.431	0.145
evm.model.Seg129.4	137.350	308.187	57.186	61.009	4.113	1.787	9.409	12.192	9.418	8.118	13.172	9.836	10.108	5.359	7.869	11.213	9.599	22.650
evm.model.Seg1297.5	13.629	7.503	11.394	17.094	8.560	9.346	17.668	2.443	1.898	1.674	1.153	2.002	1.687	0.000	0.000	0.000	0.162	0.000
evm.model.Seg1300.12	0.357	5.321	0.000	0.000	0.015	0.068	0.000	0.000	0.000	0.065	0.580	0.066	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1305.11	86.708	103.715	31.098	34.924	48.242	7.456	2.455	3.264	4.699	3.785	4.418	4.479	3.888	5.098	1.379	2.265	2.180	1.793
evm.model.Seg1305.14	16.733	8.575	13.763	15.654	1.227	3.070	0.153	1.152	0.994	1.134	1.719	1.526	1.266	0.000	0.000	0.000	1.441	0.000
evm.model.Seg1305.15	16.097	7.193	12.110	17.763	5.823	6.849	0.563	0.981	0.833	1.041	1.919	1.616	1.679	0.000	0.000	0.000	1.202	0.477
evm.model.Seg1305.16	7.746	8.265	8.025	8.209	3.332	2.976	0.588	0.437	0.442	0.660	2.237	1.099	0.637	1.055	0.568	0.548	0.270	0.506
evm.model.Seg1318.5	8.421	8.304	6.510	6.287	8.634	4.455	0.997	1.739	1.787	1.795	1.981	2.953	2.630	4.351	1.683	3.725	3.729	2.300
