	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg164.15.1.57f48f77	63.1905	117.415	19.486	17.7803	22.2123	33.3987	52.1625
evm.model.Seg1644.8	3.5235	0.0555	0.0907	0.0217	0.0	0.0	0.0
evm.model.Seg1648.1	2.7445	0.9265	0.6563	0.0777	0.245	1.6787	0.992
evm.model.Seg164.9	13.2765	7.286	4.716	2.609	4.6007	7.1567	3.927
evm.model.Seg165.3	0.6575	0.1285	0.1717	0.0467	0.1263	0.2583	0.1915
evm.model.Seg1659.12	50.361	5.3575	1.749	1.047	0.7853	4.6213	7.949
evm.model.Seg1660.8.1.57f48f77	0.7985	0.558	0.1837	0.08	0.121	0.1033	0.0
evm.model.Seg1662.25	6.0715	1.326	0.103	0.0633	0.0167	0.0487	0.114
evm.model.Seg1662.26	35.726	32.9865	3.401	0.1117	0.0467	0.0	0.0
evm.model.Seg1664.10	36.332	1.736	0.2083	0.0497	1.2113	0.7	0.499
evm.model.Seg1664.11	11.0355	0.385	0.204	0.0823	0.2723	0.0	0.434
evm.model.Seg1665.3	18.0405	8.0175	0.99	0.048	0.1843	0.2927	0.065
evm.model.Seg1665.8	6.757	1.6355	0.5697	0.3117	0.3817	0.3043	0.2
evm.model.Seg1666.6	40.619	30.176	23.082	16.4153	6.4007	8.5433	9.0565
evm.model.Seg1670.9	17.508	5.2495	3.63	3.2407	3.5343	5.6623	3.7
evm.model.Seg167.1	35.664	10.183	5.977	8.802	7.4667	13.4227	16.078
evm.model.Seg1673.4	7.2705	6.493	1.2613	0.813	0.62	0.0	0.0
evm.model.Seg1673.5	2.138	5.5765	1.2957	0.405	0.233	0.2433	0.1445
evm.model.Seg1675.12	86.2295	157.424	22.3047	35.0203	22.505	13.5387	0.0
evm.model.Seg1677.3.4.57f48f77	30.494	1.725	1.9763	0.787	1.165	3.2343	0.593
evm.model.Seg1681.3.1.57f48f77	33.866	25.3805	11.5963	0.0	0.0	235.6067	49.921
evm.model.Seg1682.1	30.563	19.954	6.4557	1.6607	4.191	6.0283	4.04
evm.model.Seg1682.11	1.4705	2.1	1.9487	0.4193	1.0163	0.587	1.219
evm.model.Seg1682.6	69.6835	44.818	43.937	10.5567	5.376	3.7757	3.0915
evm.model.Seg1684.2	0.26	0.275	0.0737	0.0033	0.0757	0.6187	0.0845
evm.model.Seg1685.7	9.1655	7.4325	3.2113	0.81	1.3913	2.5607	0.977
evm.model.Seg1685.7.1.57f48f77	4.4755	3.0845	1.839	0.5063	1.2343	0.616	0.0845
evm.model.Seg1686.8	2.9865	9.9065	7.416	0.4007	0.4683	0.2923	0.5
evm.model.Seg1688.10	0.048	0.1635	0.3863	0.007	0.0	0.0	0.0
evm.model.Seg1689.1	1.157	4.376	1.8007	0.3397	0.164	0.553	0.538
evm.model.Seg1693.11	3.065	4.495	0.8003	0.0	0.0717	0.0	0.0
evm.model.Seg1693.15	0.996	0.993	0.0593	0.0	0.0	0.0	0.0
evm.model.Seg1693.15.1.57f48f77	1.3235	1.492	0.052	0.028	0.138	0.0	0.275
evm.model.Seg169.5	4.517	6.0	1.82	0.4327	0.6197	0.153	0.2105
evm.model.Seg1695.1	0.881	1.402	3.4983	0.0	0.6193	0.0	0.0
evm.model.Seg1695.6	145.356	124.1595	56.5097	45.6047	30.7487	17.322	15.479
evm.model.Seg1698.9	1.5075	0.4275	0.214	0.0603	0.0	0.1623	0.259
evm.model.Seg1699.4	107.9695	80.78	67.5897	47.8263	22.5477	57.027	49.612
evm.model.Seg1699.4.1.57f48f77	118.7355	68.4895	74.7003	19.4217	33.2343	133.367	60.2805
evm.model.Seg1699.7	12.3275	3.7945	1.5273	0.292	0.475	0.0	0.0
evm.model.Seg1699.8	11.9745	26.0635	5.2423	7.1063	4.4687	2.2583	2.5985
evm.model.Seg1700.3	6.403	5.9125	0.275	0.0843	0.7167	173.99	25.937
evm.model.Seg1702.4	2.8675	7.9295	2.1577	2.3893	0.7143	0.0	0.058
evm.model.Seg1704.3	6.6135	2.7895	1.9413	0.901	1.6243	1.1573	1.2685
evm.model.Seg1706.3	0.7715	0.4505	0.0757	0.007	0.0147	0.0383	0.0695
evm.model.Seg1707.8	3.3145	2.5595	2.6777	0.414	0.22	0.0	0.0
evm.model.Seg1713.3	23.9755	8.9215	1.0533	0.0543	0.0	0.1667	0.0
evm.model.Seg1717.1	0.4955	1.081	0.8143	0.066	0.2947	0.4097	0.297
evm.model.Seg1718.2	1.3275	2.354	1.3823	0.2307	0.4917	0.1713	0.0
evm.model.Seg1718.2.1.57f48f77	6.73	3.192	2.686	1.455	1.553	0.2923	0.5965
evm.model.Seg1720.4	3.7965	2.848	1.1893	0.1343	0.142	3.1177	1.3505
evm.model.Seg1720.9	0.2315	1.1545	2.716	0.1513	0.295	0.0	0.4815
evm.model.Seg1721.14	3.165	1.9805	0.1167	0.0403	0.0	0.0	0.0
evm.model.Seg1721.14.1.57f48f77	6.2055	1.9905	0.324	0.1603	0.0803	0.0	0.101
evm.model.Seg1722.1	6.5975	1.8355	0.323	0.4597	0.453	0.6507	0.3075
evm.model.Seg1722.5.1.57f48f77	2.89	4.5665	0.6753	0.6683	1.023	0.8153	0.3165
evm.model.Seg1727.3	44.861	10.47	6.9573	6.07	11.5577	13.622	7.965
evm.model.Seg1727.3.2.57f48f77	0.423	0.2675	0.373	0.0133	0.0503	0.0	0.0145
evm.model.Seg1729.4	18.4395	2.012	1.672	0.5513	0.7587	0.0	0.0
evm.model.Seg1731.4	0.6175	0.9455	0.505	0.1567	0.544	0.807	0.5615
evm.model.Seg1731.6.4.57f48f77	0.1515	0.174	0.139	0.2163	0.0	0.0	0.181
evm.model.Seg1732.10	12.257	24.6535	0.8703	0.043	0.193	0.1477	0.1845
evm.model.Seg1732.7.1.57f48f77	2.604	5.5655	0.7867	1.327	1.1103	0.6373	0.902
evm.model.Seg1733.2.1.57f48f77	4.7915	2.635	0.3953	0.0	0.26	0.0	0.0
evm.model.Seg1733.2.3.57f48f77	2.1225	0.284	0.538	0.2277	1.2393	0.9707	0.6125
evm.model.Seg1735.1	1.622	0.838	0.7867	0.1263	0.4287	0.4077	0.5135
evm.model.Seg1735.2	0.935	2.422	2.1323	0.4587	1.116	0.658	0.7695
evm.model.Seg173.6	15.9315	3.7735	2.7	0.0	0.0	0.0	11.072
evm.model.Seg17389.1	3.655	15.093	3.409	2.4803	6.1883	0.0	0.4555
evm.model.Seg1740.14	8.1185	0.936	0.1457	0.0533	0.0213	0.0	0.065
evm.model.Seg1740.3	70.05	13.563	27.3693	7.669	4.7977	4.697	2.9245
evm.model.Seg1744.6	1.5395	2.062	1.097	1.4047	1.6777	0.5367	0.0
evm.model.Seg1744.6.1.57f48f78	9.2175	5.0185	1.4337	1.7943	0.473	0.6767	0.7165
evm.model.Seg1746.6	5.3615	5.4815	5.0287	0.44	1.3157	0.491	0.2505
evm.model.Seg1748.4	11.5105	5.708	1.1503	1.5277	2.7677	2.0773	2.3215
evm.model.Seg1749.8	1.046	1.7605	0.6613	0.2177	0.2443	0.883	0.5165
evm.model.Seg1754.11	346.6755	230.885	151.6863	38.4123	54.3587	56.323	85.2965
evm.model.Seg1756.18	2.987	0.3165	0.0693	0.0	0.0707	0.3197	0.027
evm.model.Seg1756.4	13.86	7.071	7.279	7.8293	1.1063	2.9703	11.7755
evm.model.Seg1759.2.1.57f48f78	0.776	2.1125	0.8173	0.0	0.0	2.0523	2.725
evm.model.Seg1760.3	156.446	71.859	18.8123	77.343	29.0003	89.3997	80.7835
evm.model.Seg1760.5	11.22	4.5975	0.8987	1.6523	3.297	0.926	1.5115
evm.model.Seg1761.11.2.57f48f78	0.928	1.09	0.5697	0.1733	0.4087	0.6167	0.5885
evm.model.Seg1763.11	1.172	0.541	0.3663	0.054	0.0437	0.0	0.0
evm.model.Seg1763.12	0.0	0.9405	0.8023	0.0367	0.154	0.0	0.7045
evm.model.Seg1763.2	1.21	0.3435	0.0073	0.0	0.0	0.4977	0.101
evm.model.Seg1764.5	1.409	1.3915	0.3903	0.1213	0.1543	0.486	1.475
evm.model.Seg1769.7	63.4495	13.8645	14.9637	16.3623	12.6283	47.609	40.113
evm.model.Seg1770.2	0.1745	0.447	0.239	0.0	0.1953	0.0	0.7355
evm.model.Seg1771.1	1.104	3.0635	1.4727	0.0583	0.252	0.0937	0.2415
evm.model.Seg1771.8	23.951	10.87	7.7897	3.0113	3.95	11.3263	9.5045
evm.model.Seg1773.10	12.7635	9.6605	3.4903	3.6813	1.349	3.7013	3.37
evm.model.Seg1773.12	359.2475	135.6195	3.8383	2.122	1.088	12.214	5.5035
evm.model.Seg1774.1	0.4345	0.752	0.612	0.0267	0.0687	0.2497	0.0
evm.model.Seg1776.7.4.57f48f78	0.567	0.5025	0.1283	0.5107	0.0	0.0	0.6435
evm.model.Seg1779.3	0.406	0.455	0.3383	0.0207	0.0277	0.2803	0.1115
evm.model.Seg1779.4	4.807	4.211	5.263	0.0427	0.0	1.019	0.3965
evm.model.Seg1782.11	2.6615	4.2965	2.17	0.0217	0.1077	0.223	0.0
evm.model.Seg1782.5	5.0365	12.6185	5.2487	3.8643	1.5803	0.503	0.1865
evm.model.Seg1784.12	1.9265	0.9495	0.8297	0.2253	0.4603	0.4247	0.7165
evm.model.Seg1785.3	1.002	1.6245	0.201	0.1073	0.1057	0.0	0.0
evm.model.Seg1787.1	1.759	0.684	0.226	0.0817	0.206	0.0487	0.029
evm.model.Seg1787.5	2.289	1.6025	0.9223	0.2823	0.4817	1.1633	1.738
evm.model.Seg1795.6	1.0915	1.377	0.3003	0.099	0.022	0.112	0.0
evm.model.Seg1796.10	2.834	1.086	0.887	0.081	0.928	0.1637	0.376
evm.model.Seg1796.2	12.3295	7.8605	2.831	1.807	3.158	1.343	0.2605
evm.model.Seg1796.4	0.0645	0.2555	0.055	0.0123	0.0147	0.1067	0.166
evm.model.Seg1799.2	0.5725	0.5815	0.044	0.0627	0.0723	0.1303	0.1355
evm.model.Seg1800.1	1.341	0.344	0.4403	0.0423	0.0797	0.3517	0.1985
evm.model.Seg1803.3	11.16	15.3795	7.5117	1.3577	0.9717	0.1897	0.104
evm.model.Seg1807.2.3.57f48f78	1.21	2.0595	0.962	0.3677	0.3747	0.0	0.3195
evm.model.Seg1814.4	3.116	1.916	1.0467	0.1773	0.0717	0.9107	0.0
evm.model.Seg1814.8	24.2215	4.6075	5.7387	4.629	4.39	8.6333	7.964
evm.model.Seg1815.4	17.131	20.914	2.0577	0.7363	1.04	0.0	0.574
evm.model.Seg1815.7	2.378	1.3045	1.1543	0.0	0.0	0.0	0.0
evm.model.Seg1823.2.1.57f48f78	4.275	4.7255	1.759	0.6757	0.7277	0.0	0.4555
evm.model.Seg1828.8	1.4475	0.512	0.0757	0.0	0.0347	0.0	0.0
evm.model.Seg1829.5	1.03	0.5415	0.0817	0.1563	0.105	0.154	0.069
evm.model.Seg18308.1	8.4845	22.17	0.0	1.738	1.8777	0.2367	0.962
evm.model.Seg1831.2.1.57f48f78	0.7345	2.1995	0.933	1.1093	0.042	0.0	0.358
evm.model.Seg1832.2	174.3795	48.4625	21.7237	18.9583	35.0343	80.1257	38.956
evm.model.Seg1832.4	2.579	1.7045	0.899	0.2823	0.4447	0.2377	0.1695
evm.model.Seg1833.8	6.3055	7.7705	4.794	1.0997	0.9373	3.1633	1.496
evm.model.Seg1837.6.2.57f48f78	0.743	0.872	0.231	0.07	0.1027	0.2147	0.0
evm.model.Seg1838.3	1.167	3.6075	2.4337	0.7357	1.3067	2.2627	2.3045
evm.model.Seg184.1	2.321	3.5325	0.409	0.0	0.0	0.1407	0.0
evm.model.Seg1841.1	8.1925	11.3335	8.5803	0.4513	2.1737	0.7263	0.1625
evm.model.Seg1841.1.1.57f48f78	1.182	2.425	2.258	0.319	0.569	0.6383	0.0
evm.model.Seg184.1.1.57f48f78	3.9255	13.171	1.109	0.4717	0.8193	0.0	0.4715
evm.model.Seg1841.8	36.569	14.7025	8.6517	5.8913	7.1133	16.465	20.733
evm.model.Seg1841.8.1.57f48f78	0.904	1.294	1.221	0.047	0.6343	0.0	0.0
evm.model.Seg1842.3	3.472	0.4905	0.8867	0.2787	0.411	0.4933	0.0705
evm.model.Seg1844.3	43.004	31.775	7.9053	3.443	9.56	26.5543	7.889
evm.model.Seg1845.11	42.525	5.021	4.552	4.455	0.3843	0.0	0.343
evm.model.Seg1845.6	62.0625	122.4095	15.183	11.1217	21.058	33.6263	19.0425
evm.model.Seg1846.4	2.0645	1.642	2.6207	0.447	0.9887	1.432	1.2445
evm.model.Seg1849.1	5.572	2.639	0.3737	0.4187	1.0633	0.459	2.757
evm.model.Seg1850.8.5.57f48f78	0.9105	0.0	0.0	0.1707	0.0	0.0	0.2965
evm.model.Seg1852.3	9.031	1.3725	0.725	0.2903	0.694	1.1013	2.0265
evm.model.Seg1852.7	0.291	0.2255	0.0273	0.0797	0.0	0.297	0.282
evm.model.Seg1853.11	9.731	0.94	0.734	0.4757	1.024	2.4723	2.0735
evm.model.Seg1853.9	158.4315	228.8105	51.783	5.3307	6.6407	3.605	1.366
evm.model.Seg1855.2	5.23	2.457	1.481	0.5487	1.2487	2.4877	0.6505
evm.model.Seg1856.3	17.2325	1.0065	0.3247	0.2837	0.4943	0.493	0.343
evm.model.Seg1857.4	7.6295	32.976	12.479	4.1873	5.4517	5.1393	6.214
evm.model.Seg1861.4	0.749	0.174	0.04	0.0193	0.0833	0.0183	0.0115
evm.model.Seg1865.9	0.142	0.442	0.1907	0.0187	0.1227	0.1097	0.0925
evm.model.Seg1866.1	17.411	7.195	3.094	3.398	3.732	5.601	4.438
evm.model.Seg1868.2	414.648	728.582	685.843	657.3417	133.8607	301.536	709.813
evm.model.Seg1868.5	21.4415	6.901	3.1243	2.2577	2.418	12.0363	10.2545
evm.model.Seg187.11	213.0525	64.3135	119.179	132.7007	47.2273	91.4067	107.6865
evm.model.Seg1871.3.1.57f48f78	1.824	1.926	0.0693	0.338	0.1567	1.3797	0.0
evm.model.Seg1873.5	37.063	10.833	8.418	8.114	9.6567	15.9217	16.6985
evm.model.Seg1875.8	4.49	4.072	0.4793	0.5263	0.3193	0.506	0.125
evm.model.Seg1878.4	24.24	8.2745	5.552	3.3657	3.645	2.2407	5.219
evm.model.Seg1882.4	12.296	20.9995	12.743	8.266	4.786	3.6873	3.556
evm.model.Seg1883.3	2.363	1.199	0.531	0.1337	0.351	0.1577	0.231
evm.model.Seg1883.3.1.57f48f78	1.879	0.6765	0.376	0.0427	0.603	0.0	0.45
evm.model.Seg1886.4	6.5135	9.067	2.6463	1.844	3.2297	2.6647	2.04
evm.model.Seg1891.5	1.0985	0.348	0.2993	0.0723	0.063	0.0	0.063
evm.model.Seg1893.2	6.3615	0.2725	1.1337	0.7283	0.1637	7.0767	2.9875
evm.model.Seg1894.4	20.7085	4.2335	3.1747	3.0907	7.3793	6.921	2.6915
evm.model.Seg1894.5	1.2425	1.6525	0.6163	0.063	0.0313	0.0	0.0385
evm.model.Seg1900.1	11.3215	11.8685	1.613	2.084	4.7313	1.231	2.137
evm.model.Seg1900.2	12.054	0.4785	0.8353	0.206	0.0183	0.0	0.0
evm.model.Seg190.23	17.847	7.852	4.6763	2.1723	8.3757	5.2527	6.0265
evm.model.Seg1902.6	1.2845	0.307	3.0083	0.043	0.058	0.4453	0.236
evm.model.Seg1905.2	1.855	0.1615	0.082	0.01	0.104	0.6133	0.1155
evm.model.Seg1907.5	17.1305	0.856	0.9277	0.249	0.235	0.239	0.2315
evm.model.Seg1909.1	0.2635	0.007	0.0357	0.0033	0.1513	0.0367	0.0
evm.model.Seg1912.6	8.634	6.4315	0.293	0.0093	0.036	0.032	0.0155
evm.model.Seg1914.4	22.8985	15.9025	1.8573	2.2473	6.1133	2.9547	0.72
evm.model.Seg1916.4	1.175	3.206	1.996	0.4327	0.8967	0.5137	0.9835
evm.model.Seg1916.7	0.7935	1.8355	1.0157	0.1843	0.4943	0.64	0.703
evm.model.Seg1916.8	45.0275	33.7675	7.352	0.4247	0.9183	0.1453	0.0215
evm.model.Seg1919.9	0.1395	0.677	0.7203	0.0	0.0247	0.1783	0.1735
evm.model.Seg1920.5	0.5235	0.1475	0.0927	0.0193	0.068	0.0	0.0185
evm.model.Seg1922.6.1.57f48f78	15.4375	4.5905	3.6693	2.5353	3.249	3.8923	2.4815
evm.model.Seg1923.3.1.57f48f78	5.3835	1.936	1.297	0.418	1.186	1.7907	1.608
evm.model.Seg1926.1	183.402	22.9705	18.459	19.1653	15.152	17.951	30.9535
evm.model.Seg1933.3	32.981	18.3875	4.6033	5.9897	2.6773	2.6247	0.6545
evm.model.Seg1937.3	1.525	3.633	1.9717	0.5093	0.7463	0.0	0.516
evm.model.Seg1937.3.2.57f48f78	24.696	9.774	2.6593	3.3797	3.57	3.8007	4.05
evm.model.Seg1942.4	33.807	24.4625	20.6947	6.82	5.195	5.9583	4.999
evm.model.Seg1944.10	38.3355	58.366	12.5507	4.095	7.2447	6.3397	0.8705
evm.model.Seg1947.4	7.796	11.8155	8.501	1.3437	1.319	2.7143	2.252
evm.model.Seg1955.6	11.7525	1.9385	0.2867	0.2053	0.1593	0.0	0.0505
evm.model.Seg1956.15.1.57f48f78	15.1395	13.1525	1.5193	1.8667	1.9873	0.297	0.4315
evm.model.Seg1959.4	0.392	2.88	0.644	0.0	0.0387	0.0	0.0
evm.model.Seg1961.3	10.7745	2.0505	1.1547	1.1903	2.8243	32.502	6.656
evm.model.Seg1963.4	0.0	0.7355	0.8123	0.0	0.0	0.0	0.0
evm.model.Seg1965.2	13.954	5.968	2.419	10.6863	0.0	0.0	11.4695
evm.model.Seg19694.1	1.0465	0.7295	0.0653	0.0277	0.0137	0.0	0.0
evm.model.Seg1971.5	1.7285	3.218	1.009	0.7787	1.1923	0.0	0.2775
evm.model.Seg1974.1	4.0095	10.9965	6.796	1.1243	0.9603	1.1823	0.6675
evm.model.Seg1974.6	0.3195	1.0645	0.9933	0.145	0.2613	0.2953	0.5515
evm.model.Seg1982.4	3.4635	1.225	1.9177	0.22	0.4047	0.0	0.0
evm.model.Seg1983.6	1.002	1.6235	1.6233	0.131	0.262	1.654	2.6305
evm.model.Seg1984.1	19.539	26.1325	8.057	6.8827	4.2117	11.4307	35.9
evm.model.Seg1986.9	0.9885	0.4635	0.6873	0.543	0.1267	0.4883	0.278
evm.model.Seg1987.3	3.9265	10.4875	9.368	0.881	2.0243	3.5133	8.1905
evm.model.Seg1988.3	3.2795	2.6415	1.045	0.0	0.0	0.0	0.0
evm.model.Seg1989.4.1.57f48f78	1.391	0.9725	0.358	0.0	0.2323	0.6043	0.756
evm.model.Seg1990.4	8.427	17.4035	13.516	0.4773	2.2627	2.1037	5.3385
evm.model.Seg2001.4	21.2095	10.058	1.0027	0.399	0.7137	0.067	0.787
evm.model.Seg2006.5	2.284	10.87	0.2237	0.0453	0.058	0.0	0.1155
evm.model.Seg2007.6	2.1955	1.2325	0.046	0.0107	0.0303	0.089	0.0505
evm.model.Seg2017.8	10.5065	18.4975	1.4917	0.214	1.1357	3.537	2.316
evm.model.Seg2022.4	65.8495	35.591	2.0127	0.4117	0.6347	0.618	0.7715
evm.model.Seg2022.7.1.57f48f78	4.8245	6.19	1.779	0.067	0.3177	0.0	4.021
evm.model.Seg2025.2	2.4305	7.2835	7.5013	0.3723	0.857	1.0817	0.626
evm.model.Seg2028.1	0.851	1.1075	0.0783	0.0833	0.0887	0.0	0.1385
evm.model.Seg2033.1	3.282	1.1375	0.6553	0.324	0.9793	1.2627	0.635
evm.model.Seg2036.5	2.3185	0.0625	0.4757	0.1657	0.0	2.8293	0.7665
evm.model.Seg2038.2.1.57f48f78	0.3145	0.5165	0.0	0.0	0.0	0.1767	0.3835
evm.model.Seg2040.3	0.8305	3.326	0.548	0.345	1.228	0.0	2.3095
evm.model.Seg2041.5.1.57f48f78	2.536	2.5355	1.187	0.31	0.0	0.0	1.302
evm.model.Seg2042.1	192.5715	106.038	124.0173	80.0143	41.0083	85.9707	163.2925
evm.model.Seg2045.1	23.593	28.088	7.7237	11.035	5.262	14.2553	42.6185
evm.model.Seg2045.7	7.6265	1.1515	0.4753	0.4463	0.6143	0.8713	0.3675
evm.model.Seg2051.5	19.005	13.683	8.119	2.8133	2.036	0.247	0.0435
evm.model.Seg2052.8	5.3615	14.0155	5.5833	1.7987	2.47	1.6717	1.4345
evm.model.Seg2057.3_evm.model.Seg2057.4	2.6575	2.2105	2.4333	0.389	1.6497	4.627	2.1725
evm.model.Seg2067.4	3.1055	2.756	0.852	0.1073	0.128	0.2773	0.046
evm.model.Seg2067.4.1.57f48f79	0.632	1.7955	2.2807	0.031	0.019	0.0	0.0505
evm.model.Seg2075.2.1.57f48f79	0.1615	0.7655	0.159	0.0	0.2413	0.6303	0.872
evm.model.Seg2081.1	1.97	1.9995	1.6843	0.326	1.0773	0.651	0.6075
evm.model.Seg208.12	17.038	3.335	2.441	2.147	0.6787	1.7567	0.5865
evm.model.Seg2081.2	1.551	1.711	1.2237	0.2673	0.9897	0.887	0.92
evm.model.Seg2082.3	124.0475	173.691	11.3617	44.4867	4.174	0.5007	3.1085
evm.model.Seg2087.2	11.2325	7.601	2.5027	0.9703	1.6983	0.9313	0.662
evm.model.Seg2087.3	10.153	11.5205	2.321	0.6283	1.2707	0.377	0.9485
evm.model.Seg2087.4	89.3385	63.829	14.8973	6.001	7.8147	3.5527	3.172
evm.model.Seg2087.5	13.2945	11.487	100.6633	1.891	0.4293	0.4267	0.041
evm.model.Seg2088.2.1.57f48f79	5.9685	0.809	1.175	0.4963	0.34	0.6363	0.473
evm.model.Seg2090.1	6.978	1.5015	0.428	0.2997	0.414	0.763	0.0
evm.model.Seg2090.1.1.57f48f79	8.9745	0.636	0.6663	0.4003	0.638	0.601	2.0005
evm.model.Seg2091.1	0.6695	2.011	1.6183	0.401	0.6863	0.955	1.1015
evm.model.Seg2091.2	1.37	0.741	0.0843	0.2987	0.0027	0.0	0.0
evm.model.Seg2091.7	24.641	2.228	6.159	2.896	2.294	1.0857	1.478
evm.model.Seg2091.8	2.883	6.1405	3.331	1.3657	1.3357	0.4197	0.3865
evm.model.Seg2108.5	2.8265	3.3695	1.9257	0.5573	2.2707	1.849	1.117
evm.model.Seg2109.8	9.6205	16.401	21.0297	2.3653	0.6957	0.2717	0.081
evm.model.Seg2110.4	11.2595	5.897	3.2243	2.448	6.452	3.887	3.814
evm.model.Seg2113.5	2.3655	4.803	1.8297	0.564	0.553	0.6923	0.3905
evm.model.Seg2113.5.1.57f48f79	1.8505	12.874	4.4243	0.1627	0.2363	0.054	0.2495
evm.model.Seg21271.1	11.727	13.2295	1.3927	1.7357	3.9573	0.5047	1.8295
evm.model.Seg2127.4	7.2915	5.028	0.1913	1.6547	0.2117	0.595	1.126
evm.model.Seg2131.3	4.346	7.786	4.7583	1.392	4.6597	2.062	1.6425
evm.model.Seg2135.2	0.1645	1.069	0.7743	0.1083	0.211	0.1097	0.2635
evm.model.Seg2139.9	3.09	2.5025	2.0317	0.0967	0.5883	2.0003	1.162
evm.model.Seg2141.1	4.6795	15.57	5.6183	2.727	4.368	1.2663	3.74
evm.model.Seg2146.2	30.079	28.0705	32.8517	8.3067	1.9283	20.59	48.0955
evm.model.Seg2146.3	5.0215	1.184	3.251	0.3307	0.0	0.0	3.03
evm.model.Seg2152.7	8.398	15.8945	15.905	0.582	0.1497	21.8243	25.131
evm.model.Seg215.3	14.864	18.0205	13.0223	1.4797	1.1617	0.2247	0.513
evm.model.Seg2153.2.1.57f48f79	6.278	5.5005	2.1753	1.21	1.3303	1.7443	1.6495
evm.model.Seg2155.5	17.753	23.25	4.912	0.249	0.8757	0.064	0.0705
evm.model.Seg21.6	27.431	3.7495	6.0813	1.115	3.979	9.443	4.5255
evm.model.Seg2167.7	4.9365	1.462	0.0123	0.4863	0.0583	0.5843	0.0
evm.model.Seg2168.3	5.75	9.049	3.6437	0.4407	0.5597	0.439	0.266
evm.model.Seg21701.1	29.212	11.314	14.801	4.26	2.574	17.0107	23.963
evm.model.Seg21744.1	46.1725	3.8355	0.599	0.065	0.0993	0.0	0.2385
evm.model.Seg2178.5.1.57f48f79	6.218	2.3115	2.1183	1.2377	1.7753	1.4677	0.8735
evm.model.Seg2179.7	10.979	9.054	3.7823	1.963	3.2877	5.4867	1.9075
evm.model.Seg218.1	15.3195	13.0265	3.852	2.6593	2.4227	6.3633	2.868
evm.model.Seg2184.2.3.57f48f79	0.1085	0.235	0.2157	0.01	0.0677	0.1073	0.212
evm.model.Seg2186.2	3.6965	0.248	0.0723	0.0	0.0	0.0	0.3835
evm.model.Seg2186.5	0.291	0.4925	0.7973	0.0	0.198	0.555	0.78
evm.model.Seg2189.7	0.159	0.2435	0.1223	0.01	0.0507	0.0303	0.0755
evm.model.Seg2189.8	6.074	1.14	0.9513	0.7373	0.8113	1.0433	1.3285
evm.model.Seg2194.2	20.6725	14.0195	3.7077	2.0947	8.0503	3.0543	4.74
evm.model.Seg2197.13	0.248	0.1875	0.3703	0.0033	0.0217	0.427	0.1585
evm.model.Seg2201.4	0.6495	2.154	0.9823	0.3487	1.0443	1.19	1.259
evm.model.Seg2205.4	8.4445	7.5795	1.0977	0.7883	1.701	2.722	2.2305
evm.model.Seg2207.1.1.57f48f79	0.8375	0.3195	0.2097	0.0523	0.0937	0.1027	0.1805
evm.model.Seg2219.10	3.007	5.572	0.7567	0.3013	0.2213	0.1863	0.088
evm.model.Seg2221.6	0.7705	2.291	0.9267	0.24	1.0417	0.5523	1.838
evm.model.Seg223.2	11.8785	0.669	1.0867	0.6203	1.495	4.5447	3.2925
evm.model.Seg2236.1	2.4575	3.9775	2.2787	0.787	0.8273	0.0973	0.285
evm.model.Seg2237.2	15.5305	54.0405	78.7793	20.0027	10.326	15.5443	76.104
evm.model.Seg2239.7	0.8175	2.3315	0.8237	0.4943	0.3007	0.1567	0.0145
evm.model.Seg2243.2	38.1715	7.6805	0.7303	0.9343	1.0387	1.6087	0.602
evm.model.Seg2251.3	1.9815	3.293	0.8983	1.0627	0.7877	0.365	0.0
evm.model.Seg2251.3.1.57f48f79	7.658	6.9205	1.966	0.3853	2.6493	1.7517	0.52
evm.model.Seg2251.4	2.496	2.9395	2.701	0.464	0.146	0.8263	1.3445
evm.model.Seg2253.6	27.0365	2.7	9.859	3.2653	3.2773	31.2213	12.818
evm.model.Seg2256.6	0.076	0.102	0.0363	0.0	0.01	0.0793	0.007
evm.model.Seg2268.1	95.387	8.4225	8.202	4.6403	6.1297	12.825	14.0105
evm.model.Seg2274.3	3.017	2.1455	1.8883	0.117	3.261	3.054	3.749
evm.model.Seg227.5	0.2755	2.0835	1.3467	0.0357	0.044	0.642	0.8705
evm.model.Seg2278.4	0.6695	0.059	0.0623	0.0163	0.0303	0.23	0.0
evm.model.Seg2281.5	0.8965	2.0985	1.0053	0.2687	0.277	0.0	0.0
evm.model.Seg2281.6	13.666	3.5885	2.0747	1.5767	3.3937	4.3803	11.624
evm.model.Seg2282.1	34.412	41.835	3.57	2.1883	3.6823	1.029	1.337
evm.model.Seg2286.3	0.7515	0.069	0.0417	0.0233	0.022	0.0983	0.104
evm.model.Seg2288.1	8.2045	4.0745	0.1167	0.03	0.0803	0.0	0.0
evm.model.Seg2288.3	1.758	5.039	0.403	0.737	0.7957	0.0	0.412
evm.model.Seg229.11	6.594	33.029	4.2407	1.023	0.0027	3.616	0.0
evm.model.Seg229.14	19.846	26.2205	23.6193	5.1573	4.4053	3.866	6.691
evm.model.Seg2297.3	5.643	7.142	3.4297	0.313	0.665	0.0337	0.0715
evm.model.Seg2298.9	454.586	119.8515	178.5277	114.9917	67.3013	237.167	262.45
