	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg114.4	570.8395	56.6915	0.632	2.9837	0.293	3.1593	4.028
evm.model.Seg1147.16	21.5945	5.913	0.333	0.0307	0.054	0.339	0.0555
evm.model.Seg115.11	40.691	10.9505	18.4737	8.0603	2.774	5.4157	1.555
evm.model.Seg11534.1	1.672	2.633	2.1653	0.057	0.0687	0.0	0.1935
evm.model.Seg115.4.1.57f48f75	8.807	10.322	3.1703	1.3463	0.6983	0.4127	0.1665
evm.model.Seg1154.3	0.5755	0.5945	0.727	0.0167	0.1383	0.0753	0.05
evm.model.Seg1156.4	6.3775	1.8875	1.1107	1.1747	2.079	1.442	2.119
evm.model.Seg11602.1	57.2555	0.0	0.394	0.032	0.0	0.0	0.0
evm.model.Seg1163.3	4.3875	3.0695	1.8147	0.5667	1.3717	0.7483	1.595
evm.model.Seg1164.2	2.9065	4.0275	2.9383	0.8697	0.292	2.9197	2.5635
evm.model.Seg1168.2	347.956	208.923	7.5783	51.6583	35.9223	154.9787	118.8105
evm.model.Seg11729.1	7.0865	4.6385	13.9783	4.8687	1.1337	2.3357	6.845
evm.model.Seg1175.1.1.57f48f75	1.6755	0.0935	2.105	0.0	0.0	3.6973	0.81
evm.model.Seg11811.1	0.924	0.5025	0.4177	0.0687	0.0213	0.1897	0.2465
evm.model.Seg1184.3	5.401	7.248	3.5517	4.1523	1.8557	0.0	4.948
evm.model.Seg1186.11	0.6935	2.039	0.8067	0.0713	0.2217	0.667	0.1735
evm.model.Seg1186.3	0.0	3.1535	3.7693	0.0	0.0	0.0	0.0
evm.model.Seg1186.3.2.57f48f75	4.282	6.0535	9.4777	0.0	0.0	0.0	0.0
evm.model.Seg1189.2	16.623	11.9165	13.1383	1.4803	0.237	0.6393	4.3245
evm.model.Seg1190.12	3.5555	3.509	1.9813	1.0613	0.549	0.3203	0.0345
evm.model.Seg1191.1	2468.0925	7005.284	2976.43	751.5873	1362.0033	1673.122	759.953
evm.model.Seg1198.6	144.2195	288.892	113.4233	53.4663	52.249	63.0183	54.9395
evm.model.Seg1198.9	5.6465	14.5515	7.522	0.0	14.0747	13.375	57.403
evm.model.Seg1199.1	31.661	4.2365	0.5587	0.147	0.743	4.7103	2.8875
evm.model.Seg1201.1	0.7975	1.14	0.8443	0.1853	0.241	0.5203	0.5655
evm.model.Seg1214.4.1.57f48f75	8.706	10.168	4.8173	0.691	3.685	3.345	2.3275
evm.model.Seg1217.2	6.5025	12.808	0.9837	0.4717	0.474	0.234	0.991
evm.model.Seg1218.3	23.128	5.413	2.967	3.0733	2.4543	2.7887	1.8825
evm.model.Seg1220.6.1.57f48f75	0.233	0.4275	0.2343	0.0	0.0	0.0	0.0
evm.model.Seg12214.1	7.737	4.7115	6.3587	0.6723	0.0	10.087	9.5195
evm.model.Seg1221.6	0.717	0.411	0.294	0.0093	0.1357	0.0367	0.0
evm.model.Seg122.17	73.373	10.7565	7.473	4.9747	5.7063	5.0663	3.038
evm.model.Seg1221.7	3.203	0.925	0.759	0.1037	0.2413	0.0817	0.13
evm.model.Seg122.17.1.57f48f75	10.754	1.9995	2.0163	0.218	0.116	0.0	0.302
evm.model.Seg1221.8	0.918	3.837	1.7267	0.2147	0.5637	0.0	0.116
evm.model.Seg1224.5.1.57f48f75	6.429	2.6855	0.8017	0.0	0.0	0.0	0.0
evm.model.Seg12263.1	1.4295	4.3225	4.1397	0.2847	0.6667	1.9913	1.055
evm.model.Seg1230.2	2.074	1.4685	0.5203	0.288	0.4913	1.1293	0.48
evm.model.Seg1232.13.2.57f48f75	0.9305	0.0	0.3387	0.0	0.2407	0.115	0.8145
evm.model.Seg1234.9	3.91	2.9825	0.8453	0.0873	0.1357	0.1803	0.254
evm.model.Seg1237.2	194.234	88.9305	19.5197	22.246	29.5917	36.2287	29.951
evm.model.Seg1237.7	7.0165	17.8855	29.2943	3.3157	4.4343	9.082	8.463
evm.model.Seg1238.2	32.5255	4.6545	1.1	0.7017	0.4613	1.9203	0.0
evm.model.Seg1238.2.1.57f48f76	143.3065	24.564	14.089	23.8197	25.5813	47.556	21.7575
evm.model.Seg1242.3	26.2825	7.0595	7.341	4.7963	4.0457	16.1673	13.2055
evm.model.Seg1242.3.1.57f48f76	14.6925	19.4565	5.2253	3.5123	4.8513	2.4047	2.88
evm.model.Seg1249.10	91.5005	32.1005	31.3027	19.819	40.7917	110.9897	71.939
evm.model.Seg1249.2	8.2505	7.6	4.6323	3.0397	0.8103	2.9903	0.5725
evm.model.Seg1250.4	21.3535	35.317	14.0603	3.841	24.2293	34.648	17.4265
evm.model.Seg1250.5	34.488	78.754	36.2337	15.128	30.9957	43.9963	22.573
evm.model.Seg12535.1	2.964	3.302	1.3897	0.1947	0.6297	0.4707	0.716
evm.model.Seg12537.1	0.2545	1.218	0.769	0.0363	0.1283	0.2673	0.2535
evm.model.Seg1254.2	7.0505	10.259	2.407	0.8093	1.478	0.5443	1.1045
evm.model.Seg1255.1	1.4365	1.772	0.2367	0.0857	0.1287	0.142	0.253
evm.model.Seg1256.2	30.4465	3.1855	4.012	3.2843	3.049	4.0953	3.317
evm.model.Seg12577.1	5.8325	22.276	4.6357	0.0	0.0493	2.1747	13.628
evm.model.Seg1259.2	7.788	7.3275	2.7943	0.2773	0.3453	0.3273	0.0955
evm.model.Seg1259.3	1.3775	3.048	0.0917	0.0	0.0	0.0	0.0
evm.model.Seg1259.3.1.57f48f76	1.2955	3.269	0.0953	0.4523	0.0363	0.1737	0.1175
evm.model.Seg1260.12	2.7585	4.624	1.3953	0.7713	1.1047	0.633	0.0
evm.model.Seg1260.13	4.6355	4.693	1.6027	0.8567	1.4417	0.2643	0.087
evm.model.Seg1275.1	18.559	0.772	19.6943	0.6613	6.294	3.6523	18.2245
evm.model.Seg1275.1.2.57f48f76	8.6555	34.1985	10.9233	9.3007	9.7127	19.3197	79.8845
evm.model.Seg1276.6	1.577	5.91	6.193	0.0	0.0	0.0	0.0
evm.model.Seg1278.13	2.9725	2.3765	0.8307	0.437	0.751	0.5433	0.521
evm.model.Seg128.14	6.8835	4.083	3.0183	0.9453	0.9923	1.3477	0.781
evm.model.Seg1284.14	9.6515	35.151	3.3663	3.529	3.5233	1.9057	2.155
evm.model.Seg129.2	1.826	2.891	2.5213	0.764	0.7133	0.0	0.288
evm.model.Seg129.4	222.7685	59.0975	5.103	9.9093	11.0387	8.147	16.1245
evm.model.Seg1297.5	10.566	14.244	11.858	2.005	1.614	0.0	0.081
evm.model.Seg1300.12	2.839	0.0	0.0277	0.0217	0.2153	0.0	0.0
evm.model.Seg1305.11	95.2115	33.011	19.3843	3.916	4.2617	2.914	1.9865
evm.model.Seg1305.14	12.654	14.7085	1.4833	1.0933	1.5037	0.0	0.7205
evm.model.Seg1305.15	11.645	14.9365	4.4117	0.9517	1.738	0.0	0.8395
evm.model.Seg1305.16	8.0055	8.117	2.2987	0.513	1.3243	0.7237	0.388
evm.model.Seg1318.5	8.3625	6.3985	4.6953	1.7737	2.5213	3.253	3.0145
evm.model.Seg1319.9	74.3775	48.5565	12.869	10.3927	14.4857	42.5013	26.193
evm.model.Seg132.4.2.57f48f76	2.275	4.008	1.3963	0.3447	1.0847	1.2723	0.782
evm.model.Seg1327.3	5.9865	1.0775	1.163	0.834	1.34	0.6703	6.2575
evm.model.Seg1329.13	3.2555	1.1055	0.4997	0.4277	0.8837	0.7167	0.3
evm.model.Seg1330.3	2.023	0.424	0.269	0.0787	0.1983	0.0547	0.3145
evm.model.Seg1331.5	2.123	4.9155	4.2953	0.1997	0.578	0.7253	0.0
evm.model.Seg13362.1	0.473	0.7215	0.0247	0.0483	0.0183	0.0	0.0385
evm.model.Seg13366.1	19.4385	25.745	2.8277	1.0857	4.0367	0.1897	0.0
evm.model.Seg1337.1	0.893	7.749	6.0727	0.6087	0.8307	0.0	0.0
evm.model.Seg1341.1	5.885	2.32	1.412	0.239	0.7317	1.4183	1.2945
evm.model.Seg1342.6	2.9525	2.371	0.9143	0.2633	0.8513	2.0793	2.1105
evm.model.Seg1347.5	20.5475	8.9	26.889	9.8867	4.1407	5.2893	11.925
evm.model.Seg1347.6	4.0565	2.917	2.413	0.161	0.2937	0.5543	0.101
evm.model.Seg1348.8	10.924	5.2505	0.1463	0.2097	0.5533	0.0	0.0
evm.model.Seg1348.8.1.57f48f76	6.0765	1.6995	0.2987	0.4457	0.423	0.0	0.0
evm.model.Seg1348.8.2.57f48f76	11.065	3.2915	1.7013	0.9403	0.267	4.4613	2.9925
evm.model.Seg1349.9	3.7835	4.1235	0.5963	0.5257	2.005	0.274	0.0
evm.model.Seg1354.11	8.6285	8.838	22.0637	2.8217	0.351	2.106	5.6455
evm.model.Seg1359.13	3.767	5.842	7.521	0.4957	3.819	5.3293	3.855
evm.model.Seg1361.5	185.115	162.81	74.7487	9.2227	13.2967	16.3627	0.1725
evm.model.Seg13651.1	47.6985	6.3855	1.0457	0.0133	0.0303	0.0	0.077
evm.model.Seg13667.1	40.0295	13.0955	1.061	0.0163	0.0137	0.0	0.0
evm.model.Seg1370.11	5.4525	8.0295	1.8423	0.273	0.6267	0.2833	0.2275
evm.model.Seg1370.7	5.0845	14.336	6.4143	3.0333	5.5917	5.5207	4.8725
evm.model.Seg1372.6	93.6765	52.691	13.2527	4.3917	3.5963	0.0	0.0
evm.model.Seg137.3	72.6545	15.4945	7.8817	11.863	12.281	26.398	23.05
evm.model.Seg1374.10	110.9415	70.05	18.331	3.5787	7.1217	1.5523	0.6435
evm.model.Seg1374.9	31.775	45.566	36.679	2.7793	8.4043	12.2603	8.73
evm.model.Seg1374.9.1.57f48f76	10.0495	11.894	2.953	0.0	0.0	0.207	1.056
evm.model.Seg1376.11	7.835	4.9685	0.2793	0.1313	0.019	0.0	0.0
evm.model.Seg1376.8	11.548	9.636	4.5577	1.6217	3.3963	2.0747	2.553
evm.model.Seg1381.4	2.2635	0.338	0.3963	0.1517	0.2783	0.777	0.6455
evm.model.Seg1381.5_evm.model.Seg1381.6	581.968	90.783	66.1263	94.5973	143.603	124.4837	125.144
evm.model.Seg1383.7	3.27	0.4835	1.4543	0.267	0.3003	0.5237	0.605
evm.model.Seg138.4	0.7635	1.186	0.5803	0.047	0.1373	0.0	0.1235
evm.model.Seg138.5	1.0625	2.679	1.2057	0.3993	0.5377	0.0	0.0
evm.model.Seg1389.11	47.536	11.64	1.3853	2.4013	2.0003	1.1463	1.2855
evm.model.Seg1389.3	0.291	1.007	1.4943	0.0	0.1623	0.0	0.123
evm.model.Seg1390.8	2.8965	0.883	0.496	0.1873	0.4133	0.293	0.162
evm.model.Seg1393.8	16.8515	7.9965	3.9273	3.5207	4.1853	8.5933	5.4705
evm.model.Seg1394.12	14.7145	6.5165	1.6033	0.073	0.0	0.0	0.0
evm.model.Seg1396.2	26.979	11.325	0.429	0.0803	1.276	0.8133	0.0
evm.model.Seg1.4	5.7575	2.824	3.754	1.263	1.328	18.9397	3.715
evm.model.Seg1406.1	2.651	2.112	0.121	0.136	0.359	0.3813	1.764
evm.model.Seg1406.1.1.57f48f76	4.7575	6.4135	0.732	0.883	0.779	2.9303	2.882
evm.model.Seg1411.2	2.2735	4.3725	0.989	0.034	0.085	0.0	0.0
evm.model.Seg1412.11	1.9055	5.4615	3.279	0.8177	1.3743	0.8627	0.7925
evm.model.Seg1415.4	87.2015	50.909	13.188	13.5423	12.169	23.8133	22.372
evm.model.Seg1417.2	5.24	10.4615	8.7497	2.8213	1.0517	0.8487	0.6915
evm.model.Seg1421.4.1.57f48f76	0.9035	0.1145	0.0703	0.0433	0.0	0.7027	0.5085
evm.model.Seg1422.12.1.57f48f76	16.1595	17.521	6.9993	14.3043	0.448	20.4423	49.01
evm.model.Seg1422.12.3.57f48f76	10.426	16.8075	3.4827	4.259	0.5107	3.935	15.4535
evm.model.Seg1426.2	6.0155	4.0595	5.457	0.7577	1.4053	2.199	6.1405
evm.model.Seg1426.6	12.024	61.384	14.3383	2.889	6.1127	1.9493	1.7985
evm.model.Seg1426.8	52.5375	161.319	36.507	15.271	19.138	8.1657	5.305
evm.model.Seg1428.2	3.427	6.074	21.025	0.948	1.6307	0.4283	1.2195
evm.model.Seg14.3	11.633	15.6475	4.761	6.985	7.341	3.2557	0.5275
evm.model.Seg1431.5	41.0085	20.225	11.926	8.5803	12.0033	13.4667	27.7095
evm.model.Seg143.6	1.5375	0.3705	0.3193	0.0153	0.36	0.1507	0.154
evm.model.Seg143.9	1.1105	4.2255	0.5823	0.6623	0.9273	1.4953	2.4685
evm.model.Seg1440.6	6.981	4.769	3.184	0.274	0.1937	0.9957	0.21
evm.model.Seg144.3	0.629	0.399	1.6413	0.0133	0.433	0.1893	0.0
evm.model.Seg144.5.1.57f48f76	1.478	0.1205	0.717	0.0	0.2107	0.0	0.0
evm.model.Seg1447.1	1.2555	1.227	2.5063	0.0	0.022	0.1583	0.2025
evm.model.Seg1447.4	16.1585	11.624	2.2763	0.0	0.0883	0.3083	0.0
evm.model.Seg1448.1	0.0	0.5005	0.2723	0.0	0.0	0.0	0.2125
evm.model.Seg1450.35	11.8615	3.6535	1.8577	1.3307	1.8727	1.9257	2.9425
evm.model.Seg145.5	9.7965	5.4365	3.5737	1.417	2.0363	0.3227	0.547
evm.model.Seg1459.10	6.1365	4.8755	3.2483	0.0093	2.56	0.3713	0.6685
evm.model.Seg1459.7.10.57f48f76	0.1395	0.5885	0.1657	0.0	0.0023	0.0	0.0
evm.model.Seg1464.6	1.5875	0.584	1.6737	0.1907	0.649	0.6573	4.7265
evm.model.Seg1472.10	17.846	28.4195	1.1137	0.338	1.4327	7.0573	6.153
evm.model.Seg1472.3	0.0	0.3755	0.5653	0.0	0.0	0.0	0.0
evm.model.Seg1472.4	0.2325	1.8815	3.4837	0.1467	0.093	0.0	0.0
evm.model.Seg1473.10	4.1775	0.5905	0.5037	0.0223	0.231	0.1187	0.5465
evm.model.Seg1477.10	6.2795	8.483	7.8233	8.7657	1.9617	3.261	2.538
evm.model.Seg1477.19	1.123	3.3745	2.7693	0.0	0.1357	0.2993	0.8975
evm.model.Seg1477.3	2.9705	3.501	0.062	0.003	0.019	0.0	0.0
evm.model.Seg1481.6.2.57f48f76	0.524	1.215	0.3283	0.0	0.0	0.115	0.0
evm.model.Seg1481.8	1.8655	1.2685	0.551	0.465	0.0253	0.0	0.2965
evm.model.Seg1489.5	214.0485	163.986	37.413	41.401	64.0087	348.8707	65.4085
evm.model.Seg1491.4	11.8465	10.5475	3.1863	0.9493	2.9693	2.2137	1.7345
evm.model.Seg1491.8	87.7465	128.647	5.8767	1.2147	7.292	22.5967	42.7675
evm.model.Seg1491.9	139.986	183.797	211.022	180.565	47.5767	63.871	217.2605
evm.model.Seg1493.1	3.4125	3.9675	2.374	0.3413	0.85	0.112	0.0
evm.model.Seg1496.3	99.4855	21.581	0.7283	0.219	0.2563	1.753	0.5625
evm.model.Seg1499.4	453.5085	21.904	2.8647	1.386	3.056	4.3553	1.903
evm.model.Seg1501.7	1.65	4.265	4.581	0.3167	0.9357	2.0303	1.008
evm.model.Seg1507.7	0.336	1.888	1.3013	0.0633	0.477	0.2243	0.4085
evm.model.Seg1511.3	2.908	1.872	0.1	0.186	0.116	0.4727	0.1975
evm.model.Seg1515.1	3.718	1.319	0.8623	0.2313	0.2177	0.1423	0.2735
evm.model.Seg1516.1	6.3645	6.9115	2.1493	1.4353	2.5523	1.1997	1.012
evm.model.Seg1518.4	10.5885	2.6225	1.06	0.4547	1.288	0.7823	1.1205
evm.model.Seg1519.6	9.252	22.664	2.986	2.6957	2.3067	1.4913	1.3435
evm.model.Seg1520.1	1.189	0.42	0.2143	0.0133	0.187	0.8393	0.0345
evm.model.Seg1520.2	9.0945	1.177	3.3797	0.671	0.3483	1.474	0.7315
evm.model.Seg1520.2.1.57f48f76	1.771	0.515	0.2543	0.225	0.434	0.0	0.162
evm.model.Seg1523.7	0.3915	0.668	0.2137	0.01	0.0093	0.0	0.0
evm.model.Seg1524.7.2.57f48f76	4.46	1.0695	0.3557	0.469	0.3487	0.465	0.0
evm.model.Seg1525.8	3.7245	1.14	0.412	0.528	0.641	1.367	1.226
evm.model.Seg1525.9	5.168	2.566	0.6567	0.0827	0.1997	0.115	0.275
evm.model.Seg1528.5	36.909	45.367	3.058	6.029	14.586	18.8913	28.091
evm.model.Seg1531.6	0.1225	0.6405	1.9183	0.0067	0.0	0.0	0.0435
evm.model.Seg1532.1	8.0235	3.494	4.9967	5.437	0.0383	3.2223	6.472
evm.model.Seg1533.1	73.188	9.418	7.479	4.2973	7.0673	14.1103	18.276
evm.model.Seg1539.9	19.0755	12.425	2.3763	0.705	1.0357	0.4567	0.3175
evm.model.Seg15449.1	2.324	0.62	0.056	0.0107	0.0183	0.0	0.0
evm.model.Seg1549.16	0.9825	1.034	0.584	0.1417	0.4453	0.4673	0.2685
evm.model.Seg1550.2.2.57f48f77	10.7045	5.515	0.85	2.0393	1.7293	0.7097	1.273
evm.model.Seg1550.5	423.418	306.694	46.995	46.1347	53.333	56.6283	36.865
evm.model.Seg1552.1	3.351	8.1305	9.43	0.2437	1.7487	1.9027	3.1685
evm.model.Seg1556.26	8.608	9.9315	6.2933	0.4243	0.8017	0.9743	0.511
evm.model.Seg1558.2	1.496	7.615	3.102	0.4447	0.648	2.3007	0.334
evm.model.Seg156.3	22.723	3.9835	1.3847	3.1863	5.2797	11.0747	7.2055
evm.model.Seg1565.3	0.633	1.019	0.4017	0.2743	0.426	0.1217	0.0
evm.model.Seg1566.7	1.6425	1.4875	0.2103	0.0443	0.0463	0.2993	0.0
evm.model.Seg1570.3	0.494	0.7715	0.208	0.0823	0.0207	0.2123	0.152
evm.model.Seg1570.3.1.57f48f77	1.3685	1.32	0.2093	0.0267	0.0	0.041	0.593
evm.model.Seg1574.1	6.968	13.095	9.7577	0.0	10.091	0.869	0.3835
evm.model.Seg1574.14	110.4285	257.636	15.203	55.1123	17.8013	19.171	9.3605
evm.model.Seg1574.19	14.014	2.7575	0.1437	0.0337	0.028	0.102	0.0215
evm.model.Seg1574.4	0.464	0.483	0.0153	0.0233	0.0543	0.0343	0.0
evm.model.Seg1582.3	2.736	1.408	0.512	0.0177	0.1727	0.3743	0.0925
evm.model.Seg1585.1	1.004	0.222	0.2247	0.0107	0.0467	0.1283	0.123
evm.model.Seg1590.3	11.3775	0.15	0.1893	0.1433	0.223	1.603	5.728
evm.model.Seg1590.4	45.6875	35.7975	1.1387	0.151	0.172	0.6223	6.0735
evm.model.Seg159.1	2.469	11.1065	4.2763	1.5093	2.8667	2.104	4.424
evm.model.Seg159.24	9.755	8.862	3.1867	0.2337	0.6967	0.0	0.0
evm.model.Seg159.26	41.132	8.727	5.5173	1.9803	3.0583	0.0	0.7885
evm.model.Seg1594.7	2.527	9.854	9.7693	0.945	1.1463	0.1133	0.1825
evm.model.Seg159.8	3.5605	5.9545	4.2887	0.5307	2.4393	1.45	2.4845
evm.model.Seg1598.6	289.135	117.2	68.9083	60.6347	91.642	145.1607	149.673
evm.model.Seg1600.3	7.1405	13.9335	3.4813	1.188	4.7213	3.285	5.3575
evm.model.Seg1602.3	3.336	6.5795	8.5663	0.5893	1.2193	1.34	1.256
evm.model.Seg1602.4	8.0435	11.807	18.828	2.106	2.352	2.4667	1.8
evm.model.Seg1604.2	0.7625	0.8455	0.188	0.0223	0.1273	0.0633	0.1155
evm.model.Seg1605.3	16.9285	3.0375	0.9767	0.5617	0.4923	1.318	0.788
evm.model.Seg1614.5	16.7355	25.615	1.077	0.626	0.6263	0.6883	0.874
evm.model.Seg1617.11	3.765	8.7745	5.1577	1.4793	3.1607	3.6973	2.179
evm.model.Seg1617.7	1.849	7.6605	4.7607	0.984	2.1297	1.8303	2.62
evm.model.Seg1618.5	24.1285	31.5925	18.9763	4.1523	6.3153	5.6827	4.6635
evm.model.Seg1618.6	29.4155	36.827	15.1077	5.8267	8.6027	8.228	8.9285
evm.model.Seg1618.7	11.0495	13.4635	6.5133	1.8583	2.909	3.025	2.11
evm.model.Seg1627.3	29.7675	7.793	7.301	6.9513	6.3933	11.2527	9.703
evm.model.Seg163.1	1.246	0.409	0.0893	0.095	0.0757	0.1837	0.0505
evm.model.Seg1634.13	3.7755	4.107	5.6017	4.4663	1.079	2.405	6.255
evm.model.Seg1634.14	122.663	154.1135	112.838	48.883	35.538	92.154	49.6395
evm.model.Seg1634.4	8.074	1.739	0.9437	1.3823	1.006	2.2993	1.5385
evm.model.Seg163.6	44.349	24.9305	7.883	8.9147	8.8647	12.902	16.4455
