Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1807.2.2.57f48f78	0.000	0.000	0.000	1.701	0.588	0.000	0.128	0.661	0.241	0.139	0.863	0.509	0.496	3.029	0.122	0.603	0.478	0.362
evm.model.Seg1816.11.2.57f48f78	0.504	0.000	0.188	0.462	0.231	0.479	0.358	0.085	0.000	0.000	0.476	0.509	0.000	1.946	0.933	1.315	0.000	0.000
evm.model.Seg1823.2	0.613	0.000	1.007	0.000	0.528	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.885	0.000	0.324	1.242	0.000	0.000
evm.model.Seg1884.1	0.000	0.387	0.465	0.054	0.387	0.710	0.000	0.000	0.000	0.000	0.463	1.764	1.158	1.891	0.000	0.000	1.602	0.000
evm.model.Seg1914.8.1.57f48f78	0.000	0.000	0.542	1.426	0.030	0.000	0.793	0.000	0.000	0.000	0.000	0.000	0.000	3.639	3.245	8.163	0.000	4.382
evm.model.Seg1969.3	0.000	0.000	10.428	6.361	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.184	0.000	0.000	0.000	0.000
evm.model.Seg2067.4.2.57f48f79	2.297	0.000	3.502	3.080	0.112	1.428	0.460	0.320	0.281	0.205	0.449	0.812	0.778	0.624	3.955	7.780	0.277	0.506
evm.model.Seg2083.5	1.599	0.426	5.746	5.986	12.962	14.220	2.761	2.155	2.892	3.227	16.624	15.676	12.415	8.031	5.395	10.409	3.906	1.548
evm.model.Seg2083.6	0.776	0.000	5.843	5.430	5.883	10.851	2.122	1.408	1.787	1.376	12.744	11.517	9.983	5.270	0.000	8.620	2.103	1.851
evm.model.Seg210.5.1.57f48f79	0.000	0.000	2.515	5.584	0.506	0.599	0.000	0.000	0.000	0.000	0.842	0.541	0.000	7.257	1.115	1.644	0.000	0.000
evm.model.Seg2179.2	26.349	46.582	367.400	117.064	11.282	36.615	291.888	70.199	50.341	29.393	14.498	19.589	16.443	635.497	111.338	134.246	43.418	73.489
evm.model.Seg2312.2.2.57f48f79	0.000	0.000	0.000	0.603	0.097	0.103	0.179	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.895	0.000	0.000
evm.model.Seg2440.1	0.000	1.046	0.868	0.562	0.930	0.180	0.511	0.213	0.000	0.205	2.761	3.593	2.912	2.117	29.548	27.083	2.704	2.791
evm.model.Seg253.21	0.629	0.710	2.189	3.067	1.220	0.676	0.153	0.363	0.622	0.837	4.398	2.420	2.407	1.508	1.176	1.680	1.179	0.767
evm.model.Seg25.5.1.57f48f79	0.000	0.000	2.585	5.356	1.725	1.685	0.435	1.941	2.721	0.391	4.287	3.134	2.771	9.779	0.487	2.210	2.142	0.521
evm.model.Seg2553.2	1.413	1.679	2.001	0.803	2.335	2.694	9.767	3.296	1.918	1.962	6.717	6.152	4.475	3.824	27.865	26.188	1.934	4.093
evm.model.Seg2567.3	0.504	0.362	2.543	6.006	3.659	2.873	0.409	0.000	0.000	0.363	1.539	1.140	1.729	0.000	1.886	6.136	0.000	0.000
evm.model.Seg2613.2	0.194	0.555	0.139	0.134	0.446	0.599	1.713	0.672	0.562	0.195	0.870	1.673	2.151	16.789	1.298	2.319	0.169	0.767
evm.model.Seg2619.6.2.57f48f79	0.000	0.000	0.000	1.480	0.193	0.000	2.071	0.000	0.000	0.000	0.000	1.313	0.736	0.000	0.000	6.885	0.000	1.692
evm.model.Seg2778.1	1.420	0.956	5.044	5.189	1.264	0.342	9.895	0.757	4.247	0.214	0.483	2.092	3.466	8.004	50.781	67.789	5.916	0.506
evm.model.Seg2878.2.1.57f48f7a	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.290	0.049	0.108	0.863	0.183	0.000	0.000	0.217
evm.model.Seg302.1	0.000	0.000	0.306	0.596	0.156	0.034	0.000	0.000	0.000	0.000	0.000	0.845	0.703	0.706	0.000	0.000	0.023	0.000
evm.model.Seg3037.2	0.815	2.286	7.719	6.160	18.763	23.857	34.185	13.227	8.484	4.928	2.320	4.463	5.045	4.303	16.751	26.882	4.353	12.699
evm.model.Seg3150.1.4.57f48f7a	0.000	0.000	0.000	1.232	0.773	1.505	11.097	2.197	0.311	0.855	1.553	0.287	1.596	0.000	8.011	9.533	0.000	2.256
evm.model.Seg341.1.1.57f48f7a	2.196	0.297	1.223	2.323	1.130	2.206	0.409	0.587	0.432	0.828	2.872	4.102	4.963	4.920	0.527	0.438	1.964	0.260
evm.model.Seg3419.4	0.225	0.000	0.931	0.649	2.521	4.652	2.480	0.075	0.361	0.205	1.712	0.418	0.256	3.282	1.034	4.675	1.441	1.157
evm.model.Seg3491.2.1.57f48f7a	0.000	0.000	0.000	0.000	0.000	0.881	0.000	0.000	0.000	0.000	0.000	0.000	0.091	2.988	0.568	1.918	0.000	0.000
evm.model.Seg3717.1	0.660	2.092	0.410	0.147	0.104	0.094	10.918	2.144	1.114	1.376	2.361	2.543	5.368	0.000	15.960	17.733	1.055	1.663
evm.model.Seg378.6.1.57f48f7b	0.008	0.000	0.049	0.248	0.164	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.096	0.548	0.347	0.000	0.000
evm.model.Seg3879.6	0.373	0.594	0.820	2.042	1.019	0.633	0.077	0.096	0.181	0.102	0.373	1.222	1.447	1.268	0.000	1.698	0.108	0.521
evm.model.Seg4295.2	0.000	0.878	0.327	0.288	1.510	1.505	4.500	1.664	1.817	1.544	3.217	4.020	1.704	1.295	8.416	14.920	0.185	0.333
evm.model.Seg4315.1	0.233	1.124	2.112	4.586	0.684	0.120	8.207	0.000	0.000	0.000	9.665	0.000	0.000	12.588	31.779	5.186	4.576	0.000
evm.model.Seg4425.1.1.57f48f7b	0.000	0.000	0.000	0.395	0.268	0.393	0.000	0.000	0.000	0.000	0.000	0.369	0.000	1.487	0.000	0.000	0.000	0.000
evm.model.Seg4627.2	0.924	0.258	2.661	2.678	1.301	1.573	0.000	0.384	0.191	0.121	1.215	0.016	0.323	1.953	0.000	1.991	0.331	0.000
evm.model.Seg4692.1.1.57f48f7b	0.000	0.000	0.563	0.000	0.989	1.154	0.000	0.000	0.000	0.000	0.207	1.403	0.819	1.323	0.000	1.096	0.000	1.085
evm.model.Seg4732.1.1.57f48f7b	0.000	0.000	0.716	0.676	0.037	1.069	0.000	0.000	0.000	0.084	0.000	0.000	0.132	2.830	0.000	0.000	0.000	0.000
evm.model.Seg512.1	1.087	0.000	1.174	0.904	0.178	0.838	0.997	0.000	0.000	0.000	3.044	1.731	1.902	2.200	1.278	1.918	0.971	2.502
evm.model.Seg5297.2	0.000	0.000	0.000	1.031	1.800	2.095	4.014	1.312	0.954	0.921	1.684	1.329	1.456	0.000	4.239	9.880	0.516	0.000
evm.model.Seg536.2.2.57f48f7c	0.924	0.065	0.952	0.998	0.052	0.068	1.227	0.000	0.000	0.000	0.000	0.172	0.000	0.000	3.549	3.999	0.216	0.130
evm.model.Seg598.5	3.384	7.309	6.392	5.189	7.586	4.583	0.460	1.216	1.787	1.200	6.717	9.499	6.518	0.473	19.104	40.962	1.695	0.998
evm.model.Seg615.3	0.179	0.000	1.230	0.957	0.104	0.462	0.179	0.000	0.110	0.139	0.359	0.205	0.232	4.043	0.000	1.278	1.209	0.000
evm.model.Seg6329.1.1.57f48f7d	0.442	0.000	0.000	0.375	0.134	0.162	0.000	0.000	0.000	0.000	0.000	0.369	0.000	2.344	7.504	0.000	0.000	0.000
evm.model.Seg638.1	16.446	3.526	13.819	19.852	23.329	22.891	2.991	3.061	3.996	10.368	18.861	31.902	33.681	36.819	6.348	5.588	52.447	0.289
evm.model.Seg6738.3	0.000	0.000	1.049	2.430	2.610	2.984	0.000	0.629	0.683	0.651	5.164	4.864	3.672	2.666	0.000	3.105	0.362	0.188
evm.model.Seg703.1.1.57f48f7d	0.000	0.000	0.438	0.978	0.759	0.137	0.588	0.384	0.000	0.372	0.642	0.394	1.199	1.192	0.000	0.000	0.817	0.000
evm.model.Seg733.9.1.57f48f7d	0.000	0.555	0.243	0.850	0.000	0.795	1.509	0.000	0.000	0.000	0.000	0.000	0.786	0.000	1.257	1.023	0.000	0.000
evm.model.Seg780.2.1.57f48f7e	2.515	0.762	7.038	11.115	10.129	5.678	1.176	2.379	3.394	2.697	10.735	10.336	9.396	11.129	0.872	3.543	7.573	1.605
evm.model.Seg841.14	0.000	0.000	3.905	4.720	1.644	2.993	0.000	0.427	0.000	0.000	0.000	0.000	0.000	6.537	0.000	6.374	2.172	0.058
evm.model.Seg842.1.1.57f48f7e	0.000	0.000	0.000	0.315	0.201	0.248	0.537	0.363	0.412	0.270	0.683	0.427	0.314	0.000	2.393	1.351	0.000	0.000
evm.model.Seg846.6	1.940	1.201	23.733	8.048	12.338	1.787	17.489	6.005	3.665	3.487	6.669	11.296	10.041	16.323	31.759	28.745	3.505	10.949
evm.model.Seg965.2	0.636	0.310	0.486	0.690	0.610	0.915	15.801	0.331	0.432	1.088	3.721	2.067	1.820	5.742	9.532	11.377	3.236	0.434
