Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1521.3	1.164	1.059	1.209	1.942	4.484	3.925	0.332	1.493	2.038	2.483	6.089	4.856	5.451	4.406	0.243	1.717	2.750	0.694
evm.model.Seg1524.4	17.005	23.814	20.544	24.793	44.048	37.487	36.563	86.092	78.583	77.914	42.305	65.289	67.593	59.700	15.413	17.240	50.798	21.985
evm.model.Seg1526.8	1.397	3.125	0.695	0.844	2.209	1.035	3.989	3.509	3.394	2.910	5.316	4.011	3.912	2.830	2.332	5.716	3.983	5.250
evm.model.Seg1527.5	1.909	1.317	2.793	3.870	98.642	166.306	70.441	190.638	143.322	114.123	72.032	123.187	161.704	0.281	0.629	24.453	0.385	0.347
evm.model.Seg15286.1	1.870	0.956	1.285	1.714	1.376	2.061	0.844	4.267	6.124	7.634	13.800	7.276	9.330	1.158	1.906	3.616	2.974	5.106
evm.model.Seg1534.10	3.198	0.323	2.876	3.763	10.255	9.355	5.651	14.774	12.078	14.645	16.444	13.880	13.466	18.666	10.241	4.164	9.583	3.833
evm.model.Seg153.7	0.000	0.336	0.236	0.121	0.692	0.419	0.026	0.469	0.753	0.670	1.657	1.116	1.340	0.884	0.000	0.000	1.949	0.087
evm.model.Seg153.8	0.217	0.103	0.118	0.649	4.648	4.395	0.563	1.568	1.717	1.367	4.977	6.374	6.791	8.586	0.000	1.242	4.553	0.188
evm.model.Seg1540.1	0.986	8.704	0.618	0.998	33.488	16.973	50.395	67.425	87.258	98.985	269.578	224.143	169.322	179.812	792.406	669.694	210.911	424.578
evm.model.Seg1540.9	1.824	0.426	3.265	2.477	3.436	1.958	0.000	6.528	6.636	8.090	8.595	4.389	5.459	4.440	0.000	0.931	6.032	0.738
evm.model.Seg1546.11	0.000	0.659	0.035	0.027	0.022	0.051	0.128	0.736	0.723	0.688	0.331	0.591	1.009	0.000	0.000	0.457	0.031	0.029
evm.model.Seg1546.19	22.298	42.566	59.910	26.648	141.202	74.435	34.108	86.690	115.149	102.286	141.758	113.417	114.574	92.168	5.719	17.587	62.176	35.291
evm.model.Seg1550.2.3.57f48f77	0.000	0.000	0.000	0.000	0.342	0.145	0.000	0.139	0.843	0.521	3.189	2.149	0.993	1.110	0.000	0.000	0.000	0.000
evm.model.Seg1556.22	1.087	1.640	0.792	0.616	0.721	0.983	0.946	2.379	3.143	2.446	1.629	3.027	4.152	2.426	0.000	0.785	2.650	0.492
evm.model.Seg1556.24.1.57f48f77	0.000	0.000	0.000	0.000	0.640	1.197	0.000	0.171	0.341	0.381	1.636	0.197	0.380	0.000	0.000	0.000	1.102	0.000
evm.model.Seg1561.4.2.57f48f77	0.722	1.498	1.139	1.125	1.710	0.727	0.281	3.115	3.926	2.873	4.819	5.135	4.682	1.165	0.000	1.278	1.764	0.984
evm.model.Seg1567.6	0.000	0.116	0.000	0.000	0.186	0.017	0.000	0.512	0.884	1.339	1.684	1.066	1.199	0.425	0.000	0.146	1.156	0.174
evm.model.Seg1568.4	0.947	0.439	0.792	1.152	6.120	4.481	2.378	5.643	6.486	4.993	4.736	6.759	8.015	2.453	0.507	5.862	3.336	0.260
evm.model.Seg1580.10	0.000	0.000	1.779	2.591	2.097	1.753	0.460	15.307	15.964	17.891	19.399	14.380	13.730	3.851	0.000	5.150	5.940	0.680
evm.model.Seg1585.10	2.336	5.256	2.689	2.685	0.521	0.359	0.665	3.360	5.080	5.310	13.462	11.837	16.294	3.049	3.914	2.739	2.650	7.536
evm.model.Seg1585.6	0.000	0.090	0.153	0.000	0.498	0.094	0.102	1.995	2.249	3.236	13.172	11.214	12.920	1.651	0.000	3.689	0.562	0.868
evm.model.Seg15884.1	0.000	0.000	0.417	1.339	8.991	9.945	0.409	1.931	2.861	4.705	7.470	4.487	3.954	1.096	4.685	1.114	2.404	0.795
evm.model.Seg1592.3	0.396	0.400	0.452	0.803	0.416	0.120	0.128	2.155	3.012	2.790	4.294	3.060	2.109	0.541	1.197	0.000	0.655	0.101
evm.model.Seg1593.4	1.901	4.533	1.681	2.852	3.176	5.139	0.511	19.947	30.020	32.462	66.758	45.675	32.233	61.351	6.429	17.477	42.563	16.416
evm.model.Seg1597.11	32.675	21.709	32.501	14.154	21.076	30.022	111.043	808.409	1113.321	1590.730	817.156	301.811	158.288	112.122	71.893	70.163	24.675	64.696
evm.model.Seg159.7.1.57f48f77	2.515	0.969	0.806	0.757	8.716	5.421	1.355	2.379	3.845	2.762	4.308	2.682	2.002	3.940	0.588	0.000	1.525	0.000
evm.model.Seg1598.9	0.233	0.232	0.716	1.406	2.558	0.137	0.000	2.251	3.153	4.975	20.469	13.404	14.028	6.469	0.750	1.114	5.701	1.967
evm.model.Seg1602.7	9.500	37.258	7.948	27.452	6.232	7.183	798.934	681.697	575.325	427.434	683.399	1252.681	1879.316	8.066	526.939	1014.722	15.646	10.428
evm.model.Seg160.5	0.054	0.142	0.132	0.348	1.026	0.727	0.256	0.448	0.673	0.744	1.615	2.051	1.811	0.966	0.710	1.443	0.331	1.244
evm.model.Seg1607.2	21.530	3.810	19.176	21.305	47.514	70.040	46.304	100.727	98.202	101.086	94.172	79.284	90.166	32.029	3.468	10.537	21.039	6.205
evm.model.Seg1607.5	0.365	0.594	0.236	0.864	5.094	7.260	0.767	3.947	5.351	5.040	10.052	12.387	10.910	13.095	0.831	1.790	8.235	1.504
evm.model.Seg161.6.2.57f48f77	28.577	1.937	62.432	18.252	72.985	21.198	6.852	123.245	116.163	125.700	52.074	50.531	46.485	33.591	15.312	18.883	10.608	36.477
evm.model.Seg1617.3	0.000	0.000	0.021	0.000	0.000	0.000	0.102	0.544	1.054	0.716	1.353	2.305	2.912	1.446	0.568	0.913	1.094	0.043
evm.model.Seg1622.11	1.304	0.555	0.750	0.763	4.715	6.422	5.651	11.392	8.323	7.941	5.854	15.324	11.935	9.388	0.000	2.064	3.143	3.124
evm.model.Seg1628.6	9.282	56.139	2.508	1.212	26.698	12.074	10.943	97.900	81.124	79.876	16.196	45.314	67.320	4.516	0.000	4.036	0.000	4.787
evm.model.Seg1631.3	1.707	4.972	3.078	2.397	6.098	6.037	11.736	15.755	12.972	14.469	16.313	22.715	25.773	5.811	6.388	12.437	8.358	8.606
evm.model.Seg1635.1	0.396	14.102	0.000	0.000	79.953	3.155	4.423	1089.736	1433.297	1267.460	1150.874	1108.485	854.343	952.375	2902.494	2914.432	599.161	2141.030
evm.model.Seg1646.3	0.520	0.555	0.306	0.234	23.671	21.129	94.347	13.366	12.831	15.101	11.798	34.601	36.708	0.000	7.605	20.472	0.000	0.000
evm.model.Seg1653.4	0.171	0.258	1.306	2.618	4.306	4.558	0.639	2.165	2.159	2.613	3.031	3.076	3.507	4.790	0.183	0.822	3.428	0.795
evm.model.Seg1658.4	0.908	0.891	0.917	0.502	1.197	2.454	0.000	0.565	0.954	0.846	1.740	2.141	1.869	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1660.10	2.158	7.994	0.618	0.857	1.904	1.864	1.278	2.048	3.052	4.408	33.931	21.107	24.061	1.912	8.923	9.533	2.558	3.963
evm.model.Seg1660.11	1.661	3.732	1.744	2.919	4.113	2.856	7.338	10.784	11.385	11.298	9.817	7.596	6.005	2.364	5.151	4.913	0.270	1.822
evm.model.Seg1660.6.2.57f48f77	0.023	0.155	0.000	0.114	0.089	0.000	0.000	0.107	0.110	0.084	1.395	0.525	0.488	1.110	0.000	0.438	0.000	0.000
evm.model.Seg1665.9	1.560	2.350	2.571	0.422	0.454	0.710	0.307	7.371	10.040	9.671	4.025	5.307	5.757	5.674	0.507	0.164	3.690	0.448
evm.model.Seg1666.11	0.396	0.878	0.292	0.663	6.366	2.018	5.906	6.571	5.823	6.518	9.962	9.007	11.208	9.566	2.211	5.387	10.569	1.099
evm.model.Seg1666.21	0.000	0.000	0.076	0.060	0.811	0.351	0.000	0.171	0.371	0.391	0.925	0.829	0.695	0.610	0.000	0.000	1.040	0.058
evm.model.Seg167.4	0.000	0.103	0.090	0.000	0.275	0.000	0.051	1.056	1.476	1.432	3.134	3.577	2.961	1.974	0.000	0.000	2.088	1.302
evm.model.Seg1675.4	0.986	0.232	0.806	0.817	5.384	4.130	7.824	4.661	3.665	3.348	1.650	5.029	4.376	3.084	2.231	5.533	1.926	0.665
evm.model.Seg1677.9	0.194	3.293	0.730	0.147	0.431	0.214	49.193	46.571	22.640	17.816	1.484	19.212	28.677	0.281	2.251	6.994	0.000	2.083
evm.model.Seg168.1.1.57f48f77	0.683	2.777	0.000	0.000	0.491	0.316	0.511	0.256	0.482	1.283	8.250	6.636	5.128	2.049	2.292	3.105	0.439	1.085
evm.model.Seg1684.9	0.287	1.550	0.000	0.000	2.618	0.000	0.537	2.219	2.741	2.790	2.692	5.955	4.475	5.893	0.000	0.000	5.416	0.000
evm.model.Seg1686.9.1.57f48f77	0.000	0.000	0.000	0.000	0.379	0.282	0.000	0.213	0.141	0.279	0.200	0.336	0.637	0.582	0.000	0.000	0.000	0.448
evm.model.Seg1690.9	0.000	0.000	0.000	0.033	0.446	0.658	0.000	0.000	0.412	0.316	0.614	1.009	0.728	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1693.14	0.520	2.221	0.347	0.248	0.654	0.436	1.227	1.269	1.285	1.469	0.635	1.247	1.572	0.521	0.507	0.785	0.678	0.897
evm.model.Seg1701.13	1.739	0.788	3.425	6.495	7.251	3.882	0.332	3.477	5.261	5.458	13.110	8.950	8.900	2.453	0.385	2.538	1.379	0.101
evm.model.Seg1716.13	21.421	32.970	15.938	16.049	70.114	62.797	231.317	54.529	77.911	73.571	156.967	209.845	223.077	46.440	36.403	47.354	56.792	121.682
evm.model.Seg172.2	8.770	31.989	6.927	5.403	8.969	4.908	25.108	76.417	105.400	119.163	300.078	248.121	240.191	57.322	120.261	93.758	68.378	188.417
evm.model.Seg172.2.1.57f48f77	0.978	2.170	1.049	0.978	1.168	0.864	0.205	4.619	6.034	8.908	28.180	21.115	20.157	2.241	0.771	3.324	3.790	1.895
evm.model.Seg1724.3	0.101	1.304	0.674	0.000	1.160	0.333	5.523	13.067	12.661	17.472	14.221	10.279	11.687	5.619	10.890	10.629	12.341	15.389
evm.model.Seg1725.9	0.155	0.103	0.195	0.281	1.874	0.812	0.384	4.480	3.424	4.017	0.559	1.542	3.184	0.000	0.000	1.790	0.000	0.289
evm.model.Seg1730.11	4.579	5.489	3.126	3.535	18.086	11.458	2.352	19.190	21.717	22.047	30.935	34.601	31.621	19.503	2.494	4.346	4.006	1.548
evm.model.Seg1730.3	0.605	0.065	0.493	0.716	7.169	1.616	1.227	3.925	4.257	4.928	12.903	12.633	12.407	11.553	0.649	1.844	13.998	5.438
evm.model.Seg1733.2	0.000	0.000	0.000	0.978	3.413	5.977	1.457	1.877	1.416	1.971	3.038	4.397	2.465	8.100	3.752	3.013	7.912	0.116
evm.model.Seg1735.3	0.675	3.629	0.410	0.462	2.893	2.411	0.537	3.627	4.649	6.091	13.358	9.302	5.161	7.284	4.137	6.940	3.151	7.579
evm.model.Seg1735.4	0.155	0.504	0.368	0.275	0.312	0.701	0.639	0.416	0.371	0.372	1.250	3.757	4.599	0.000	0.385	2.593	0.570	0.781
evm.model.Seg1738.17	3.353	2.040	1.806	2.712	3.934	2.531	0.537	2.539	3.183	3.775	10.666	9.327	9.090	5.948	0.771	1.735	4.815	1.519
evm.model.Seg1741.1	0.202	0.452	0.222	0.482	1.093	1.112	3.119	0.555	0.602	0.632	2.112	1.682	1.820	1.110	0.122	0.548	1.679	0.636
evm.model.Seg1742.3	6.333	4.107	1.973	4.814	7.727	4.934	16.159	16.800	15.642	15.501	16.852	15.947	15.964	9.601	8.639	11.323	11.432	1.258
evm.model.Seg1742.4	0.745	0.465	1.056	2.276	6.366	4.181	0.409	1.771	2.400	3.031	9.327	8.966	6.162	8.641	1.338	2.319	7.426	0.868
evm.model.Seg1743.6	2.553	1.524	3.835	6.274	13.237	14.177	2.915	10.230	10.321	10.098	14.256	18.408	20.381	15.562	0.243	2.118	13.019	0.304
evm.model.Seg1744.3	0.504	0.000	1.271	2.310	3.168	3.249	0.000	10.454	13.504	12.404	21.249	17.235	19.371	8.593	3.772	4.602	5.886	0.607
evm.model.Seg1744.7	0.442	0.323	0.000	0.000	2.328	0.325	3.784	4.875	5.673	3.664	2.175	3.043	1.307	0.000	6.003	0.000	0.000	0.000
evm.model.Seg1758.2	5.611	7.064	6.232	8.503	14.598	8.217	2.122	6.144	8.072	10.954	31.259	27.087	31.704	5.907	2.454	6.538	3.729	4.180
evm.model.Seg1762.8	2.196	0.994	3.342	2.919	13.743	7.704	14.855	4.864	4.287	6.928	8.609	12.830	11.274	14.370	4.543	7.414	14.622	3.659
evm.model.Seg1764.7	0.039	0.220	0.118	0.033	0.149	0.128	0.051	0.384	0.823	0.725	1.036	0.484	0.414	0.384	0.142	0.000	0.046	0.087
evm.model.Seg1766.2	0.000	0.103	0.069	0.790	0.260	0.137	0.230	1.664	2.139	3.515	9.292	2.814	0.149	1.583	1.582	1.297	3.166	1.924
evm.model.Seg1769.8	0.000	0.000	0.000	0.000	1.658	0.000	0.000	22.059	41.335	49.432	122.842	84.132	84.028	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1769.8.1.57f48f78	1.638	7.891	1.202	0.502	1.733	0.453	0.358	3.051	5.181	7.802	20.214	13.658	14.359	7.421	0.406	0.000	10.854	1.070
evm.model.Seg1769.8.3.57f48f78	18.875	110.275	12.006	7.030	5.377	3.728	6.136	35.467	51.676	64.198	90.451	61.237	49.868	60.371	9.207	10.209	60.844	38.922
evm.model.Seg1771.3	0.000	0.000	4.829	1.379	12.100	1.719	3.733	14.262	6.978	12.851	13.814	20.951	24.830	15.418	0.000	0.000	8.798	5.438
evm.model.Seg1777.1	0.233	2.312	0.146	0.000	1.034	0.359	0.205	2.976	5.964	4.761	5.716	7.645	6.104	2.392	2.636	1.424	3.274	10.125
evm.model.Seg1777.2	153.602	150.516	98.775	74.139	129.913	163.946	264.121	331.515	458.429	476.289	1288.891	1081.013	1143.525	363.729	510.553	448.301	428.433	1024.195
evm.model.Seg1777.4	6.341	2.028	3.627	1.058	2.885	5.250	7.594	23.307	27.038	29.570	8.091	10.172	15.037	13.739	6.469	1.753	7.396	8.302
evm.model.Seg1782.10	1.591	1.705	2.362	6.488	30.707	19.650	25.440	14.422	16.797	11.633	24.169	25.479	26.658	38.662	24.945	36.999	37.740	34.149
evm.model.Seg1783.3	0.000	7.477	0.000	0.000	0.959	0.000	1.483	0.224	0.000	0.000	0.000	6.522	7.577	0.000	1.095	6.081	0.000	0.000
evm.model.Seg1783.6	0.225	0.155	0.139	0.616	1.844	1.702	0.563	11.158	17.249	10.777	6.565	9.754	7.833	5.338	0.000	0.000	4.183	1.880
evm.model.Seg1784.1	6.139	6.470	5.655	13.317	130.099	29.364	3.452	65.654	72.088	87.761	296.067	292.943	267.064	117.125	0.000	48.030	102.482	3.283
evm.model.Seg1784.7	0.000	0.155	0.000	0.000	0.171	0.162	0.000	0.000	0.000	0.130	2.009	1.887	1.696	0.000	0.000	2.958	0.000	0.000
evm.model.Seg1786.6	1.405	1.291	1.160	0.643	0.409	0.402	0.153	4.917	5.321	7.755	7.863	6.768	3.954	0.898	0.324	2.666	0.716	1.475
evm.model.Seg1788.1	0.303	2.415	0.347	0.509	0.565	0.770	0.460	3.339	4.568	4.975	7.504	6.686	6.774	1.878	0.913	1.863	1.502	4.484
evm.model.Seg1789.4	0.047	0.000	0.028	0.000	0.312	0.410	0.102	0.277	0.311	0.325	0.159	0.295	0.323	0.315	0.000	0.000	0.054	0.000
evm.model.Seg1789.8	0.473	0.000	0.597	3.903	106.064	44.901	11.710	36.662	44.608	46.559	108.662	98.479	110.215	70.959	3.549	15.833	170.066	0.564
evm.model.Seg1789.9	0.636	0.155	0.799	5.249	48.086	59.668	5.420	34.187	48.483	41.519	113.874	98.438	127.726	96.875	0.000	14.829	194.795	0.767
evm.model.Seg1793.1	0.000	10.693	0.000	0.000	0.067	0.000	10.943	0.000	0.000	0.000	1.470	16.899	23.888	0.000	14.419	20.344	0.000	0.000
evm.model.Seg1794.2.1.57f48f78	0.000	0.000	0.000	0.000	0.000	0.000	0.256	0.843	0.884	1.200	1.070	0.582	0.463	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1798.2	0.000	0.426	0.000	0.000	0.030	0.171	0.000	2.517	3.183	1.888	2.271	1.936	3.193	0.000	1.298	0.000	0.000	0.000
evm.model.Seg1799.5	11.479	12.217	4.044	7.137	4.031	7.191	4.117	2.539	3.414	3.329	25.647	15.455	11.621	9.237	6.733	10.647	12.395	15.317
evm.model.Seg180.3	112.716	168.222	84.699	48.268	179.822	155.728	181.535	203.556	271.523	284.745	743.812	618.666	616.055	355.774	182.785	177.509	276.192	566.828
evm.model.Seg18087.1	0.000	0.000	0.181	0.000	0.007	0.000	0.000	0.000	0.141	0.000	0.628	1.477	0.852	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1816.4	2.119	0.827	2.494	7.653	8.247	8.303	0.205	3.947	5.201	6.537	14.787	12.182	10.703	20.688	1.704	3.817	15.369	1.070
evm.model.Seg1820.5	4.750	2.841	5.746	13.391	74.063	24.797	9.972	27.008	24.518	19.230	17.038	26.586	27.262	32.043	1.115	2.739	30.291	3.254
evm.model.Seg18.4	10.012	7.142	15.507	18.834	62.930	53.469	40.270	49.249	48.483	40.849	31.591	51.713	66.774	104.434	46.158	33.621	71.413	6.248
evm.model.Seg1840.5	0.644	0.517	0.743	0.703	11.512	4.395	2.045	3.413	2.490	2.827	1.312	4.873	3.118	6.215	0.000	0.986	2.334	0.463
evm.model.Seg1841.7	1.560	3.861	0.938	0.556	1.026	1.283	1.406	2.069	2.972	3.282	2.561	1.969	2.159	0.459	0.750	1.644	0.786	0.738
evm.model.Seg1844.4	0.163	1.279	0.577	2.658	94.968	144.048	142.390	93.036	133.844	120.651	88.787	91.662	59.760	2.220	33.503	90.325	0.231	1.331
evm.model.Seg1847.6	0.784	8.588	3.113	7.010	26.014	5.857	29.941	67.841	71.214	60.600	11.902	25.709	25.550	1.912	1.967	11.250	3.836	3.905
evm.model.Seg1847.7	0.473	0.594	1.000	4.138	9.125	2.523	2.634	26.838	31.405	30.937	8.063	20.139	19.495	0.541	0.000	1.443	2.411	0.000
evm.model.Seg1851.3	0.000	0.194	0.083	0.000	0.535	0.000	0.000	3.211	4.538	4.556	9.410	5.078	3.325	4.050	4.401	2.977	2.496	4.339
evm.model.Seg1855.11	1.397	2.867	1.105	0.716	1.896	1.967	0.256	2.133	3.122	3.840	11.798	9.491	6.650	3.214	3.225	6.447	1.102	0.477
evm.model.Seg1855.3	0.000	1.911	0.146	0.355	0.930	0.650	0.844	7.147	6.958	7.402	3.645	4.044	6.005	2.638	4.928	6.830	7.681	14.709
evm.model.Seg1858.11	1.762	0.814	0.486	0.201	0.364	0.667	0.639	4.437	5.622	6.779	10.176	6.177	4.524	1.501	0.831	0.493	3.397	0.853
evm.model.Seg1863.3	1.591	0.814	1.091	0.830	1.294	0.590	0.639	19.360	32.630	18.253	35.491	33.617	35.864	20.962	15.555	8.035	21.994	50.709
evm.model.Seg1871.6	0.000	0.000	0.000	0.000	0.543	0.000	0.000	0.939	3.464	2.576	20.504	19.302	16.154	9.738	0.000	7.341	2.249	0.000
evm.model.Seg1885.6	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.533	0.622	0.493	0.276	0.427	0.637	0.000	0.000	0.895	0.000	0.145
evm.model.Seg189.1	0.551	0.116	0.250	0.509	0.602	0.453	0.665	0.491	0.161	17.584	32.468	9.466	0.868	0.000	23.119	23.138	0.000	0.101
evm.model.Seg1891.1	0.062	4.856	0.000	2.317	1.026	4.712	7.082	24.576	23.905	14.869	10.321	7.949	9.446	0.000	5.983	4.876	4.391	0.000
evm.model.Seg19002.1	2.973	11.442	11.179	9.481	5.451	3.933	6.085	9.248	11.978	20.271	44.521	67.520	70.157	35.387	10.181	22.463	14.483	0.000
evm.model.Seg190.15	0.776	0.956	0.417	1.232	3.228	3.557	3.886	7.840	15.150	11.186	16.693	23.313	24.888	20.263	8.802	11.213	38.842	15.201
evm.model.Seg1905.6	0.000	0.129	0.014	0.161	0.231	0.171	0.128	0.053	0.110	0.158	0.718	0.935	0.662	0.089	0.568	0.931	0.239	0.029
evm.model.Seg190.8	0.326	0.491	0.611	0.583	1.495	0.838	0.614	2.293	2.811	2.836	2.423	1.066	1.365	0.966	0.142	0.365	0.994	0.579
evm.model.Seg1914.10	14.700	4.494	17.626	16.665	30.000	22.771	87.009	56.662	42.670	39.668	31.936	57.603	56.576	48.078	46.442	52.467	59.295	25.210
evm.model.Seg1917.2	0.000	0.052	0.056	0.060	0.372	0.257	0.256	0.651	0.592	0.753	0.090	0.664	0.513	0.000	0.000	0.000	0.077	0.087
evm.model.Seg1919.7	0.613	0.697	1.855	0.335	1.539	0.829	0.051	3.040	2.922	4.138	2.471	2.748	2.854	0.260	0.324	1.023	0.555	0.607
evm.model.Seg1925.4	0.341	0.426	0.271	0.509	0.617	0.094	0.000	1.760	2.982	4.036	9.251	9.409	4.045	1.898	0.953	2.611	0.300	0.202
evm.model.Seg1927.4	0.885	0.620	4.002	11.838	4.261	2.001	0.563	3.232	4.608	5.496	9.347	11.000	12.250	4.201	0.831	3.379	0.917	0.217
evm.model.Seg19.3	1.226	1.188	0.681	0.422	1.763	2.446	0.639	2.624	1.727	2.576	4.128	6.349	7.643	2.097	0.000	4.200	11.294	0.188
evm.model.Seg1931.6	0.256	0.349	0.535	0.991	3.532	3.489	0.537	1.045	1.215	1.134	3.756	2.789	2.258	4.495	0.304	0.913	1.911	1.114
evm.model.Seg1938.3	0.885	0.258	2.077	3.381	9.541	11.578	1.023	3.904	5.793	6.583	18.308	14.364	9.264	18.632	1.582	5.625	11.987	1.229
evm.model.Seg1941.2	0.722	1.098	1.744	5.537	6.039	9.603	2.250	5.920	6.175	6.258	15.892	10.943	9.289	10.183	2.150	2.849	4.923	3.457
evm.model.Seg1945.8	2.747	4.752	2.411	2.236	1.584	5.609	2.352	9.493	10.532	11.400	20.372	16.579	14.698	5.482	7.463	11.213	1.518	1.938
evm.model.Seg1956.16	0.000	10.189	0.000	1.373	8.002	1.043	18.588	47.958	47.911	44.810	45.888	25.446	12.266	10.834	10.201	28.471	37.833	17.964
evm.model.Seg1956.6	0.000	0.478	0.000	0.000	0.030	0.051	0.000	0.309	0.341	0.363	0.773	0.328	0.265	0.192	0.527	0.767	0.000	0.000
evm.model.Seg1957.4	1.024	7.697	0.862	0.937	16.182	7.730	9.000	12.406	15.000	16.654	17.908	13.831	12.986	3.488	7.646	5.186	3.983	0.000
evm.model.Seg1961.2	1.141	1.033	1.431	1.727	6.083	2.052	0.409	2.283	2.550	2.306	4.363	6.079	6.220	9.751	4.867	5.479	5.477	3.269
evm.model.Seg1964.6	0.000	7.167	0.000	1.165	9.155	4.763	4.551	10.560	13.735	16.254	21.587	15.069	14.210	0.000	3.529	3.762	0.000	11.354
evm.model.Seg1966.3	0.000	0.000	0.000	0.000	6.864	9.979	1.969	6.667	9.749	17.621	42.823	39.211	35.815	2.714	0.000	16.966	11.155	0.000
evm.model.Seg1974.4	0.761	1.317	0.306	0.248	3.324	1.565	0.332	2.560	3.655	3.115	4.639	5.611	4.640	1.281	1.460	3.287	0.701	0.087
evm.model.Seg19879.1	0.481	1.020	0.611	4.432	3.086	1.830	3.989	13.899	9.920	13.279	54.642	49.588	40.984	0.000	32.550	22.061	0.000	4.657
evm.model.Seg1989.4	0.000	0.284	0.000	2.210	0.997	0.658	0.026	1.003	1.325	1.525	4.480	2.715	3.962	0.343	0.142	0.091	0.000	0.174
evm.model.Seg1992.5.1.57f48f78	0.349	0.271	0.000	0.556	0.104	0.770	0.000	0.896	1.235	1.134	4.881	3.281	2.407	1.405	0.000	0.785	1.556	0.362
evm.model.Seg1997.1_evm.model.Seg1997.2	0.574	0.220	1.799	2.752	4.812	4.472	0.869	3.040	3.052	4.045	3.949	5.316	5.691	7.908	0.000	0.931	5.285	0.231
evm.model.Seg2006.12	0.667	2.195	0.910	1.326	0.692	0.043	0.000	0.651	1.215	2.418	10.404	7.030	5.161	1.898	2.089	4.401	1.302	0.926
evm.model.Seg2011.4	0.000	0.852	0.236	0.636	2.885	2.617	0.486	4.000	5.231	5.812	6.248	4.134	4.524	8.209	1.906	2.538	10.053	4.744
evm.model.Seg2012.5	13.636	6.690	15.584	17.341	22.318	31.040	3.298	31.350	46.184	37.790	39.578	33.772	43.424	9.498	0.000	4.639	9.784	1.085
evm.model.Seg202.11	0.776	0.207	1.431	2.933	9.824	13.339	7.773	4.256	4.719	3.710	2.982	7.399	4.764	4.002	0.994	1.863	0.871	1.316
evm.model.Seg2024.9	0.000	1.098	0.000	0.000	0.736	0.000	0.000	1.653	4.628	1.776	3.914	0.746	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2029.3	0.132	0.116	0.264	0.770	1.882	1.821	0.358	2.411	3.092	3.162	7.359	6.284	5.542	6.832	0.264	2.064	2.904	0.622
evm.model.Seg2030.7	2.111	2.751	1.007	0.757	2.417	1.881	0.920	7.232	8.946	7.439	10.010	12.009	16.046	19.715	1.521	3.652	15.068	9.503
evm.model.Seg2032.6	0.792	0.000	0.021	0.964	2.670	2.078	0.000	1.184	1.064	1.599	2.824	4.504	4.574	0.000	0.000	0.000	0.270	0.000
evm.model.Seg2035.2	1.917	1.795	4.238	5.289	5.072	10.227	1.278	2.357	3.223	4.687	11.722	10.861	10.844	5.626	0.385	1.498	2.249	2.141
evm.model.Seg2036.10	0.054	0.000	0.035	0.214	1.391	1.821	0.537	1.045	1.205	1.274	3.528	2.494	2.812	2.364	0.264	0.877	4.044	0.405
evm.model.Seg2036.9	0.528	0.504	0.431	0.830	2.819	1.120	0.435	3.499	5.733	7.811	21.933	24.322	18.131	8.997	5.496	7.104	3.960	7.622
evm.model.Seg204.8	7.699	4.481	3.967	6.542	17.417	13.228	5.881	21.430	16.747	21.889	17.514	14.315	11.555	19.146	6.469	1.753	25.376	4.411
evm.model.Seg2073.4	15.623	22.497	10.477	10.077	8.039	6.362	15.929	35.094	36.144	40.468	58.749	39.621	38.106	24.553	21.294	29.512	31.770	29.824
evm.model.Seg2075.3_evm.model.Seg2075.4_evm.model.Seg2075.5	4.812	2.880	6.718	7.211	8.433	6.995	0.920	7.584	9.056	8.899	23.534	18.605	18.586	21.853	1.744	2.721	9.868	2.763
evm.model.Seg2075.6	0.310	0.400	6.420	9.113	7.095	5.293	10.048	8.107	7.480	10.154	12.233	9.606	7.312	1.062	9.390	11.670	0.069	0.940
evm.model.Seg207.9.1.57f48f79	1.560	0.594	2.710	5.062	6.708	3.882	0.000	6.976	7.520	6.816	6.054	4.266	4.524	5.345	0.000	0.256	4.799	0.477
evm.model.Seg2079.2.1.57f48f79	0.000	0.220	0.000	0.000	1.279	1.274	0.102	1.589	1.807	1.506	2.478	1.116	1.356	0.000	0.183	0.000	2.280	0.419
evm.model.Seg20812.1	0.000	0.000	0.000	0.964	4.596	2.574	0.486	2.933	8.243	9.224	13.876	16.956	14.417	19.564	1.947	0.000	3.120	0.795
