Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1064.8	0.000	3.267	0.472	4.332	1.242	1.907	0.358	1.536	1.004	1.469	8.581	3.511	5.699	0.898	0.507	3.287	4.468	0.188
evm.model.Seg1073.3	0.543	0.232	0.750	2.678	5.325	7.482	1.509	4.576	4.879	4.752	16.216	11.968	11.563	2.953	1.217	3.634	2.912	1.562
evm.model.Seg1075.5	0.000	0.155	1.660	1.125	4.142	0.000	0.281	2.453	3.404	2.799	3.238	6.858	5.881	2.152	0.000	0.000	2.596	0.217
evm.model.Seg1077.10	7.490	11.068	4.349	5.276	45.640	26.585	44.489	15.104	18.253	10.814	15.782	36.184	29.603	1.960	9.775	13.057	0.824	9.748
evm.model.Seg1089.2	0.000	1.614	0.000	0.000	0.416	0.000	0.537	2.176	1.877	2.129	3.645	4.200	4.500	0.000	1.379	1.881	0.000	0.000
evm.model.Seg1091.15	1.242	15.200	0.306	0.737	22.325	7.790	3.528	43.638	70.812	93.610	473.565	447.089	420.133	377.894	260.377	186.183	292.247	266.766
evm.model.Seg1093.13	0.241	0.116	0.028	0.000	0.000	0.145	0.256	0.224	0.341	0.391	0.283	0.599	0.430	0.000	0.000	0.493	0.000	0.000
evm.model.Seg1093.13.3.57f48f75	0.357	0.904	0.931	2.042	3.034	3.241	1.176	3.509	3.303	3.989	4.957	5.012	5.707	3.043	0.000	1.424	2.642	3.254
evm.model.Seg1100.3	10.749	36.199	11.464	33.009	9.207	8.807	894.508	639.969	551.038	391.485	663.289	1163.996	1776.280	14.569	647.991	1251.017	10.431	6.321
evm.model.Seg1116.8	0.248	0.052	0.153	0.228	1.190	1.300	0.332	0.800	1.104	0.762	2.396	1.468	1.654	2.227	0.304	0.000	1.718	0.202
evm.model.Seg11181.1	0.155	0.258	0.528	1.339	1.101	2.488	2.097	2.272	2.661	2.529	2.699	1.616	2.250	1.597	2.129	4.602	1.156	2.126
evm.model.Seg1123.1	0.000	0.000	0.000	0.000	0.030	0.000	1.969	0.448	0.000	0.000	2.741	11.673	10.935	0.000	9.816	9.350	0.000	0.000
evm.model.Seg1131.7	0.000	7.774	0.000	0.000	5.533	0.000	0.000	7.360	1.787	5.598	11.287	9.138	4.078	0.000	2.657	0.000	0.000	1.591
evm.model.Seg11394.1	0.000	19.397	0.000	0.000	0.000	0.000	8.770	0.000	0.000	0.000	6.296	12.165	32.763	14.870	0.000	56.394	0.000	0.000
evm.model.Seg114.1	4.253	2.131	4.530	4.600	15.915	18.008	6.239	9.120	9.126	11.475	12.951	14.405	13.945	18.242	6.774	9.569	15.138	16.460
evm.model.Seg1143.5	0.435	1.511	0.667	0.797	0.751	0.744	0.205	1.333	1.767	1.348	3.300	2.846	2.672	2.131	1.724	1.315	2.342	1.172
evm.model.Seg1143.7	0.310	0.607	0.090	0.114	0.305	0.000	0.000	0.811	1.205	0.976	2.789	0.279	0.000	0.206	0.000	0.000	0.000	0.000
evm.model.Seg1146.7	0.264	0.594	0.201	0.194	0.178	0.103	0.000	0.373	0.894	1.116	2.016	3.355	3.118	0.178	0.994	2.885	0.123	0.289
evm.model.Seg11503.1	0.124	0.517	0.292	0.000	0.119	0.051	0.153	1.643	1.084	1.237	1.615	0.451	0.778	0.356	1.298	0.000	0.116	0.984
evm.model.Seg1152.4	2.670	3.035	10.039	8.041	14.413	0.684	1.355	16.182	17.148	11.642	0.994	18.810	25.443	0.000	0.507	4.675	0.000	0.058
evm.model.Seg1158.4	4.362	7.839	1.945	1.828	15.647	20.522	15.290	25.046	33.122	29.681	40.828	45.027	39.421	9.059	8.153	4.419	16.524	4.382
evm.model.Seg1159.4	0.691	1.266	2.619	3.850	6.225	7.713	4.986	5.856	6.024	5.942	8.443	7.768	7.659	6.565	6.104	6.355	6.332	8.707
evm.model.Seg11599.1	8.204	1.679	11.019	19.444	32.134	47.295	7.364	51.062	53.072	60.200	58.922	70.424	45.922	12.047	0.000	3.707	2.858	0.000
evm.model.Seg1160.10	0.194	1.020	0.063	0.261	1.673	1.821	2.787	6.432	5.572	7.141	6.455	4.545	5.931	1.309	0.710	1.169	0.339	0.579
evm.model.Seg1160.13.1.57f48f75	0.000	0.594	1.633	1.286	2.900	0.462	0.000	1.493	2.229	1.730	5.302	2.043	2.614	2.035	0.000	0.000	0.000	0.000
evm.model.Seg1167.10_evm.model.Seg1167.9	2.072	2.208	3.384	3.515	5.578	4.267	1.227	3.467	3.675	4.073	10.666	8.613	9.595	6.770	1.967	2.666	4.838	0.984
evm.model.Seg117.1	0.085	0.000	0.049	0.087	0.208	0.197	0.000	0.277	0.512	0.363	1.022	2.149	2.572	1.905	0.000	0.128	2.496	0.000
evm.model.Seg11740.1	0.179	1.162	0.000	0.000	0.662	0.000	1.739	0.000	0.000	0.000	3.762	9.606	13.755	0.000	0.000	1.552	0.000	11.209
evm.model.Seg1182.6	12.806	17.499	16.529	14.375	21.046	27.542	29.352	24.672	30.451	29.375	77.437	57.061	61.026	35.867	18.921	20.709	21.324	53.631
evm.model.Seg1184.2.7.57f48f75	1.141	0.207	0.396	1.018	0.930	0.291	0.000	0.565	1.044	0.772	1.574	1.239	0.918	2.535	0.000	0.000	0.000	0.000
evm.model.Seg1190.10.2.57f48f75	0.737	0.000	0.834	1.205	1.361	1.035	0.000	0.960	1.215	0.586	2.416	1.189	2.597	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1193.7	4.067	7.800	3.008	2.022	4.395	3.626	1.483	9.974	9.729	11.781	26.158	17.177	13.970	16.576	9.876	10.793	29.513	6.856
evm.model.Seg1194.3	0.000	0.000	0.063	0.060	0.424	0.060	0.077	1.099	2.008	2.390	5.343	4.627	3.350	1.138	0.122	1.498	0.431	0.159
evm.model.Seg1196.7	1.102	0.362	1.070	2.692	5.823	6.653	1.099	3.637	4.980	6.063	14.587	13.043	15.046	11.622	1.197	1.534	6.101	0.665
evm.model.Seg12031.1	0.000	1.511	0.000	0.000	0.402	0.000	0.205	0.000	0.000	0.223	1.332	2.732	3.366	2.775	0.000	1.114	0.709	1.172
evm.model.Seg1206.1	0.000	0.000	0.000	0.054	0.610	0.590	0.051	0.501	0.924	0.353	0.152	1.239	1.067	0.000	0.933	0.566	0.146	0.000
evm.model.Seg1208.9.3.57f48f75	0.000	0.000	1.362	0.295	1.986	2.386	0.869	0.768	1.817	0.428	0.359	1.780	2.605	0.000	0.000	1.698	2.180	0.622
evm.model.Seg1218.7	0.722	1.563	0.597	1.219	2.410	3.489	1.176	4.096	4.960	4.900	6.165	4.430	3.193	2.433	2.799	2.885	0.955	1.924
evm.model.Seg1234.5	0.062	0.736	0.063	0.060	0.223	0.009	0.563	2.485	2.118	1.516	1.519	2.256	2.308	1.179	0.122	0.566	1.325	0.072
evm.model.Seg12397.1	1.801	1.253	2.390	2.076	17.610	12.510	11.148	4.619	4.508	8.564	20.310	19.794	6.857	46.975	4.685	2.557	6.802	11.918
evm.model.Seg1243.2.2.57f48f76	0.000	0.000	0.000	0.000	0.297	0.000	0.077	1.472	1.757	1.943	3.169	2.461	0.976	2.988	0.000	0.000	1.433	0.000
evm.model.Seg1243.2.4.57f48f76	0.000	0.000	0.000	0.000	0.320	0.000	0.000	0.373	0.924	1.386	1.574	1.477	1.356	1.946	0.000	0.000	1.094	1.591
evm.model.Seg1244.1	0.000	0.465	0.250	0.770	1.361	2.121	0.895	1.707	1.948	2.669	6.061	4.315	5.790	1.741	2.190	1.059	5.924	2.951
evm.model.Seg1245.6	0.109	0.452	0.257	1.272	28.877	23.626	4.474	13.376	20.050	17.128	50.010	37.997	42.275	51.559	5.009	7.780	70.943	0.767
evm.model.Seg1245.9	4.463	2.092	6.552	19.055	33.889	56.111	7.364	29.185	34.648	39.994	127.502	109.668	99.661	27.856	2.778	6.775	13.874	0.000
evm.model.Seg1254.3	0.000	0.077	0.090	0.094	2.298	1.411	1.841	0.203	0.151	0.418	2.092	2.092	2.208	1.110	0.000	1.297	0.655	0.853
evm.model.Seg1258.1	0.039	0.052	0.153	1.533	3.235	3.514	0.153	4.619	4.538	5.449	4.819	4.069	4.723	6.565	0.000	0.237	3.282	0.550
evm.model.Seg1260.11	0.163	1.033	0.153	0.187	0.483	0.787	0.205	0.917	1.275	1.069	2.375	1.706	1.224	1.658	0.608	0.986	0.616	0.434
evm.model.Seg1260.4.1.57f48f76	0.000	0.232	0.000	0.542	0.699	0.214	0.000	0.405	0.201	0.232	1.574	0.722	0.720	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1263.3	0.233	15.484	0.000	0.000	0.461	0.000	0.000	0.352	0.000	10.694	23.900	8.900	0.852	0.000	8.092	5.753	0.000	0.000
evm.model.Seg1263.4	0.000	24.305	0.000	0.000	0.759	0.000	0.000	0.437	0.000	16.133	21.443	8.310	1.381	0.000	36.322	19.760	0.000	0.000
evm.model.Seg1268.10	0.217	5.747	0.000	0.000	0.089	0.000	1.074	0.107	0.241	7.011	8.781	9.270	10.397	0.000	4.462	10.282	0.000	0.000
evm.model.Seg1268.9	0.450	3.668	0.000	0.495	0.089	0.000	18.205	0.640	0.120	7.244	10.086	12.173	13.548	0.000	12.168	6.666	0.000	0.463
evm.model.Seg127.1	0.163	0.142	0.104	0.723	1.257	0.752	0.946	1.600	1.265	1.162	0.718	1.337	1.266	0.788	0.365	0.110	1.387	0.434
evm.model.Seg1274.1	119.507	122.505	91.487	219.311	461.104	438.155	770.220	462.920	429.905	417.214	438.550	661.815	739.695	795.594	303.087	270.884	602.636	731.684
evm.model.Seg1275.1.3.57f48f76	9.244	8.110	33.474	26.635	45.669	30.851	203.677	107.063	106.033	95.275	47.531	93.385	57.577	26.677	23.626	41.985	60.936	51.244
evm.model.Seg1275.3	0.714	0.181	0.528	1.466	0.268	0.436	5.011	3.637	3.173	5.133	4.190	3.486	3.193	7.695	2.941	0.000	2.280	1.302
evm.model.Seg1276.11	0.000	2.893	0.000	0.000	0.892	0.009	0.051	6.432	6.948	5.812	2.941	6.292	7.014	0.000	0.000	0.000	1.225	1.533
evm.model.Seg1278.7	0.000	0.000	0.000	0.000	4.901	6.524	0.000	10.710	10.582	20.439	18.419	15.816	11.232	0.000	0.000	0.000	0.000	0.000
evm.model.Seg128.15	0.000	0.659	0.000	0.000	0.208	0.000	0.741	2.389	2.289	3.273	0.711	1.477	1.497	3.193	0.000	0.712	1.857	3.384
evm.model.Seg1287.7	0.000	0.232	0.000	0.181	0.178	0.188	0.000	1.056	1.135	1.702	2.844	0.993	0.852	1.706	0.000	0.000	0.247	0.723
evm.model.Seg1287.7.1.57f48f76	0.512	0.633	0.410	0.455	0.260	0.239	0.077	2.101	3.243	2.641	4.819	5.258	4.855	1.131	0.000	0.292	1.317	0.014
evm.model.Seg1287.7.2.57f48f76	0.000	0.271	0.000	0.000	0.126	0.128	0.000	0.533	1.044	1.107	1.864	1.419	1.175	1.377	0.000	0.000	0.578	0.304
evm.model.Seg1287.8	0.000	0.181	0.000	0.000	0.007	0.000	0.716	1.739	1.948	1.386	0.815	0.246	0.505	0.226	0.000	0.000	0.547	0.289
evm.model.Seg1297.9	0.241	0.000	0.306	0.221	2.030	2.180	0.409	9.568	7.771	7.644	1.698	1.829	3.127	0.000	0.000	0.730	1.025	0.579
evm.model.Seg1298.3	9.802	131.222	0.000	0.000	43.014	0.000	0.000	165.976	144.024	126.379	165.002	141.898	159.024	0.349	0.000	0.000	0.000	0.000
evm.model.Seg130.10	0.210	2.570	0.375	1.071	0.952	2.027	0.332	1.845	2.630	2.864	4.032	3.068	5.558	1.514	0.000	0.511	3.790	2.010
evm.model.Seg1303.13_evm.model.Seg1303.14	0.388	0.181	1.007	1.614	3.570	4.173	0.639	0.619	1.124	1.311	6.600	4.036	2.878	3.879	1.197	4.383	2.457	1.403
evm.model.Seg1303.3.2.57f48f76	0.000	0.943	0.000	0.000	0.216	0.000	0.000	1.216	0.371	0.000	0.614	0.345	0.430	0.000	0.000	0.000	0.377	0.000
evm.model.Seg1304.14	67.810	56.113	74.646	75.940	237.918	270.780	82.995	185.486	228.200	239.702	450.776	429.641	394.384	184.500	40.560	76.592	160.421	73.461
evm.model.Seg1310.11_evm.model.Seg1310.8_evm.model.Seg1310.2_evm.model.Seg1310.3	2.802	3.203	3.738	5.510	6.195	6.670	8.617	8.203	8.122	7.755	23.962	21.427	24.607	12.869	7.504	5.205	16.455	6.885
evm.model.Seg1313.10	0.000	0.000	0.000	0.000	0.751	0.342	0.153	0.299	0.251	0.623	0.518	0.763	1.191	0.219	0.000	0.804	0.516	0.000
evm.model.Seg1317.1	0.054	0.529	0.035	0.107	0.082	0.009	0.205	0.085	0.010	0.028	0.324	0.689	1.282	0.980	0.000	0.384	0.501	0.029
evm.model.Seg1333.2	0.924	3.874	0.535	0.569	0.967	0.556	1.483	6.795	8.504	7.337	10.514	11.279	11.927	6.565	2.981	2.593	4.692	0.839
evm.model.Seg1338.5	0.823	0.775	0.347	0.482	1.502	1.086	1.355	17.739	24.919	29.858	41.366	37.013	33.639	19.797	3.103	0.000	19.691	5.308
evm.model.Seg1344.4	0.481	0.310	0.000	0.000	0.216	0.000	2.148	0.224	0.131	0.762	1.774	0.615	0.438	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1348.14	0.186	0.000	0.264	1.506	0.141	0.000	0.537	2.624	3.484	2.948	2.140	2.223	1.820	0.000	3.245	3.835	0.208	0.000
evm.model.Seg1348.8.4.57f48f76	0.000	0.000	1.119	0.000	1.197	0.462	0.000	0.512	0.512	0.995	0.980	1.362	2.076	0.000	0.000	0.000	0.000	0.000
evm.model.Seg13529.1	1.490	0.000	4.940	5.196	35.012	11.569	0.281	7.851	7.128	8.192	59.212	69.317	69.247	33.078	9.227	19.376	26.817	0.419
evm.model.Seg1354.16	2.507	4.339	5.551	10.773	9.222	15.469	5.267	13.622	13.885	13.548	10.169	10.631	10.091	2.851	3.225	5.460	1.502	3.269
evm.model.Seg1354.19	0.466	0.904	0.486	0.449	1.577	0.744	0.486	1.621	1.606	2.222	3.928	2.297	2.672	4.488	0.324	0.694	3.320	1.258
evm.model.Seg1354.5	0.047	0.129	0.028	0.000	0.201	0.274	0.077	0.363	0.422	0.279	0.946	0.550	0.372	0.308	0.852	0.000	0.216	0.607
evm.model.Seg1361.4	44.138	41.481	29.743	26.394	3.421	0.034	1.074	35.937	56.034	65.751	120.426	100.710	79.917	2.529	159.706	169.583	0.647	2.227
evm.model.Seg1365.9.1.57f48f76	0.000	7.180	0.931	5.618	5.645	3.566	0.000	10.848	18.032	12.172	5.834	10.828	11.332	0.000	0.000	0.000	0.000	2.010
evm.model.Seg1367.8	1.001	1.795	0.736	1.681	0.558	0.505	2.429	0.427	0.482	0.539	1.250	4.766	5.641	0.000	0.000	0.000	1.171	0.940
evm.model.Seg1371.2	13.978	6.690	15.396	17.489	29.338	30.159	4.832	22.656	28.343	27.487	51.273	44.601	50.505	24.149	3.792	7.908	28.011	6.870
evm.model.Seg1372.9	0.000	0.000	0.000	0.000	0.387	0.701	0.000	2.496	1.386	1.293	0.214	2.945	1.902	1.076	0.000	0.292	0.000	0.000
evm.model.Seg1379.13	5.107	1.214	5.753	5.196	4.425	6.319	0.435	2.827	4.649	4.435	14.739	11.156	6.956	5.153	0.507	3.305	1.163	0.723
evm.model.Seg1379.14	7.676	14.012	10.435	21.740	28.691	24.421	8.565	16.235	22.580	23.498	65.522	45.347	30.786	34.051	27.135	41.912	9.876	35.566
evm.model.Seg1379.16	1.304	4.481	1.028	0.495	0.796	0.966	1.815	1.333	2.008	2.232	23.997	5.414	3.127	0.788	6.510	31.338	0.254	2.430
evm.model.Seg1379.9	2.460	10.693	2.987	2.303	2.134	4.412	4.295	3.979	7.540	7.411	73.896	12.100	8.677	1.199	31.191	94.288	0.285	9.416
evm.model.Seg1389.16.10.57f48f76	0.070	0.000	0.333	1.011	2.387	1.103	0.000	1.771	2.309	3.431	17.894	12.690	14.136	5.414	0.000	0.000	2.519	0.000
evm.model.Seg1389.16.13.57f48f76	0.000	0.000	0.063	0.214	0.171	0.103	0.000	0.107	0.341	0.102	1.643	0.943	1.241	0.281	0.000	0.000	0.401	0.636
evm.model.Seg1389.9	41.841	61.020	20.753	14.824	24.616	3.104	8.284	171.758	228.732	272.750	523.091	318.783	232.242	74.056	103.490	156.818	7.588	54.991
evm.model.Seg1390.6	0.000	0.000	0.035	0.000	0.171	0.000	0.000	0.661	0.833	0.707	1.181	1.009	1.026	1.350	0.000	0.657	1.541	0.579
evm.model.Seg1394.15	0.000	1.214	0.000	0.000	3.882	0.000	0.000	4.405	3.434	3.078	21.111	23.912	43.879	5.886	0.000	10.519	21.570	16.619
evm.model.Seg13968.1	0.000	1.007	0.000	0.000	95.466	45.029	52.338	53.121	44.628	38.608	41.698	62.032	71.216	0.000	0.000	6.392	0.000	7.651
evm.model.Seg1404.2	0.000	0.336	0.611	0.830	1.101	1.402	0.000	0.832	0.723	1.609	0.324	0.788	0.926	1.021	0.000	0.000	0.000	0.000
evm.model.Seg1408.6	0.194	0.491	0.459	0.482	1.725	1.856	0.102	0.288	0.131	1.544	6.565	3.831	3.904	1.158	0.203	1.132	1.479	0.072
evm.model.Seg1410.14	7.171	1.653	3.481	8.289	7.608	13.912	1.739	26.027	29.839	34.600	57.203	43.247	41.795	17.618	7.463	6.428	17.133	1.982
evm.model.Seg1416.10	0.000	0.349	0.000	0.000	0.097	0.000	0.384	0.768	0.502	0.372	0.359	0.861	1.629	0.000	0.487	2.210	0.000	0.000
evm.model.Seg1421.12	0.435	0.852	0.243	0.261	2.685	0.316	1.074	10.347	17.219	19.899	147.205	140.397	144.731	33.920	34.456	33.329	51.584	93.550
evm.model.Seg1431.1	0.272	1.550	1.035	0.127	1.666	1.975	1.918	2.485	4.337	5.217	13.690	6.472	3.755	0.932	2.555	9.971	0.639	1.316
evm.model.Seg1433.12	1.948	21.980	2.453	0.000	38.485	8.123	16.057	36.118	43.785	27.069	34.476	29.244	32.730	6.633	0.000	0.000	4.545	4.686
evm.model.Seg1445.2	44.037	6.496	17.682	12.454	441.352	102.397	2.991	177.976	239.164	223.634	531.769	569.275	513.342	36.524	15.981	21.677	14.044	8.244
evm.model.Seg1445.3	2.220	1.408	1.709	1.111	4.596	5.464	0.588	2.763	4.247	3.850	7.587	4.889	5.525	5.462	0.000	0.511	3.967	0.246
evm.model.Seg1446.8	1.614	0.000	2.286	4.285	1.614	0.795	0.000	3.029	2.641	3.199	3.183	4.454	8.685	1.233	0.000	0.877	0.000	0.000
evm.model.Seg1450.23	0.699	0.762	0.389	0.295	0.491	0.051	0.026	0.565	0.843	1.218	2.016	1.534	1.563	0.596	0.101	0.438	0.747	0.029
evm.model.Seg1450.3	0.023	0.065	0.049	0.067	1.435	0.855	0.614	0.757	0.683	0.772	2.706	2.428	3.292	2.796	0.446	0.219	2.904	0.289
evm.model.Seg1452.14	8.413	4.843	8.483	10.914	5.526	1.197	0.102	9.867	15.753	21.991	45.729	36.020	29.074	13.753	2.352	5.935	3.428	1.157
evm.model.Seg1452.15	5.146	4.016	5.648	6.528	2.164	0.368	0.000	3.051	5.050	6.556	20.821	12.502	9.719	3.317	4.157	8.565	0.770	1.085
evm.model.Seg14531.1	0.054	0.000	0.000	2.718	9.058	0.000	0.000	87.767	35.401	41.268	6.282	39.949	32.548	3.694	0.000	10.537	11.764	0.000
evm.model.Seg1455.4	0.675	0.491	0.625	0.750	2.417	1.505	0.307	2.144	2.982	2.985	3.362	3.708	2.763	0.596	0.872	1.790	0.824	1.548
evm.model.Seg1456.1	0.924	2.932	0.577	0.683	0.788	0.693	2.966	7.349	9.799	9.057	31.708	24.962	25.294	6.777	3.448	4.237	8.443	23.590
evm.model.Seg1457.3	0.520	0.633	0.424	0.623	0.588	0.770	2.250	1.984	1.817	2.083	3.907	2.633	3.309	2.159	0.852	3.032	2.820	3.818
evm.model.Seg1458.5	0.171	0.491	0.542	1.587	5.920	12.202	4.142	5.536	8.815	10.489	25.778	21.509	26.113	7.661	3.874	9.989	36.739	13.726
evm.model.Seg14594.1	0.000	0.000	0.056	0.074	0.074	0.068	0.281	0.821	0.994	0.948	0.566	0.509	0.347	0.411	0.000	0.000	0.000	0.116
evm.model.Seg1459.7	0.000	0.000	0.000	0.000	0.104	0.000	0.000	0.555	0.422	0.335	0.000	0.435	0.149	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1463.1	3.011	7.180	2.717	3.395	7.467	6.071	0.537	7.168	9.930	8.871	11.011	12.608	15.517	7.072	0.608	2.995	6.456	1.374
evm.model.Seg1467.6	0.699	1.240	0.688	0.268	1.011	0.881	0.639	1.397	1.687	1.172	2.423	3.043	2.597	1.891	1.034	0.146	1.803	0.810
evm.model.Seg1468.1.3.57f48f76	0.000	0.000	0.000	1.299	2.060	2.959	0.844	1.749	1.175	1.134	0.000	3.823	4.127	0.000	0.000	0.000	2.804	0.000
evm.model.Seg1469.5	0.140	0.284	0.174	0.221	0.208	0.333	0.077	0.395	0.482	0.418	1.643	1.313	0.761	0.795	0.000	1.151	1.864	0.130
evm.model.Seg1470.2	0.706	0.504	0.000	3.241	12.918	5.498	0.588	72.791	73.784	83.567	49.229	41.032	38.933	20.482	3.975	7.524	9.491	2.546
evm.model.Seg1475.2	0.000	0.000	0.000	0.000	0.119	0.034	0.000	0.000	0.000	0.046	0.801	0.574	0.976	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1487.15	18.402	24.434	12.381	32.279	4.663	12.775	1657.723	791.353	569.923	429.926	281.604	210.862	254.293	60.844	76.274	174.587	30.653	6.523
evm.model.Seg1488.1	2.251	1.834	4.176	1.835	3.711	3.224	0.895	3.371	4.367	4.603	11.191	15.094	17.270	16.323	1.278	2.374	19.490	0.824
evm.model.Seg1488.2	0.085	0.400	0.049	0.603	8.612	6.866	0.690	4.149	4.739	4.463	16.431	14.741	15.947	13.459	0.000	2.246	40.221	0.304
evm.model.Seg1497.2	0.675	1.136	0.959	0.830	0.290	0.180	0.077	0.864	1.195	1.172	2.824	2.748	2.407	1.699	0.487	0.603	1.079	0.000
evm.model.Seg1501.1	0.590	0.684	2.126	3.401	19.596	20.000	68.242	27.083	29.488	14.459	77.154	53.567	62.076	0.000	0.000	7.524	0.000	1.866
evm.model.Seg150.6	2.848	1.433	4.711	4.131	4.819	3.720	1.048	9.792	9.659	11.214	15.291	11.624	11.439	5.688	0.568	3.214	10.030	1.591
evm.model.Seg150.6.1.57f48f76	1.304	0.000	0.000	0.000	4.298	0.633	0.665	13.302	12.932	16.515	29.851	28.096	32.084	12.335	1.927	8.638	25.877	0.072
evm.model.Seg1507.11	6.069	11.080	8.997	8.671	10.962	10.577	23.011	32.353	39.247	29.840	32.585	35.758	38.784	11.649	12.756	18.189	8.651	3.573
evm.model.Seg1508.9	0.000	0.077	0.000	0.000	0.022	0.000	1.023	0.000	0.000	0.093	4.784	1.304	0.215	2.693	0.000	0.000	0.193	0.000
evm.model.Seg1512.5	0.745	2.066	0.889	0.897	2.685	2.086	0.665	5.653	6.998	6.918	12.281	11.558	13.424	17.721	1.480	1.808	18.705	3.789
evm.model.Seg1514.1	0.520	0.736	0.549	0.636	4.046	1.214	0.153	2.720	3.875	4.445	2.837	4.413	5.459	2.371	0.000	1.918	2.234	0.622
