Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg2199.5	5.961	4.210	9.185	6.528	44.532	24.823	2.685	7.371	6.506	3.143	3.169	6.940	7.568	6.092	0.000	0.000	0.000	0.000
evm.model.Seg2205.3	3.811	1.821	4.030	3.241	2.224	3.258	0.332	0.448	0.813	0.948	3.493	2.838	2.192	2.323	0.771	0.822	1.749	0.651
evm.model.Seg2228.4	0.000	5.450	0.000	0.000	0.126	0.000	4.014	0.544	0.100	5.282	9.140	11.091	8.850	0.000	4.664	0.000	0.000	0.000
evm.model.Seg2243.5	0.000	1.136	0.500	0.730	0.327	1.052	0.000	1.013	1.355	3.850	3.624	1.370	1.084	0.000	0.000	0.000	2.866	0.000
evm.model.Seg2256.1	49.478	21.089	41.394	55.834	17.417	36.572	4.091	12.480	5.954	9.996	18.502	15.783	19.396	0.000	4.036	0.000	0.000	0.000
evm.model.Seg2274.4	21.980	3.577	13.840	12.387	15.312	0.000	0.000	0.000	0.000	0.000	4.128	1.271	5.219	17.282	0.000	0.000	0.000	0.000
evm.model.Seg2306.1	16.438	37.490	68.386	33.625	146.721	64.029	133.901	147.075	86.605	66.523	11.398	62.328	63.135	0.000	1.602	7.707	0.000	0.000
evm.model.Seg230.9.3.57f48f79	2.654	0.000	0.000	0.000	1.138	1.043	0.000	0.000	1.757	2.492	0.967	0.886	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2357.4	43.478	16.724	173.553	44.793	22.675	25.909	75.887	11.830	12.369	9.912	9.382	13.461	13.863	0.000	2.657	5.990	0.185	0.752
evm.model.Seg237.6.1.57f48f79	2.243	1.085	4.196	3.984	2.179	2.873	0.000	2.315	1.596	1.702	1.395	4.020	3.863	0.000	0.000	0.000	3.020	0.492
evm.model.Seg2394.3	0.000	17.473	0.000	0.844	0.015	0.000	9.997	3.957	4.367	4.175	1.843	2.190	1.861	0.000	0.000	0.000	0.000	0.694
evm.model.Seg242.7	1.948	1.111	1.452	3.395	1.666	2.463	2.557	6.368	6.636	4.026	1.940	1.042	1.290	1.069	0.000	0.475	0.455	0.188
evm.model.Seg2430.1	6.970	7.490	11.220	1.252	12.933	21.069	16.364	19.115	13.484	10.452	4.135	4.602	3.400	3.502	1.704	1.077	3.929	2.198
evm.model.Seg2440.4	167.254	71.197	59.396	35.386	11.966	3.335	9.614	27.808	40.281	31.913	94.310	94.993	66.022	41.383	262.161	339.458	17.064	36.043
evm.model.Seg2459.2	3.764	1.898	4.412	3.462	0.714	0.128	0.026	1.067	2.339	2.650	7.801	6.735	8.445	0.500	0.243	1.351	1.772	0.955
evm.model.Seg2470.5	235.064	17.563	15.424	26.956	87.085	117.087	27.333	59.308	53.785	55.355	24.225	27.029	30.943	10.724	0.527	3.287	11.024	0.477
evm.model.Seg2475.6	11.735	7.607	15.382	14.810	4.722	4.335	0.000	2.656	3.253	2.604	7.553	4.766	5.873	5.407	0.000	0.000	6.286	0.000
evm.model.Seg2476.7	14.312	9.518	15.320	18.346	6.998	11.492	14.472	6.155	6.375	6.751	1.664	3.429	4.665	0.000	0.406	1.059	0.069	0.376
evm.model.Seg2495.2	0.000	36.715	0.000	0.000	11.267	17.119	40.168	7.744	4.227	2.111	1.650	5.266	3.912	0.617	0.000	0.676	0.000	0.000
evm.model.Seg2513.1	1063.456	468.389	401.964	356.696	495.848	642.990	173.788	68.215	57.389	51.887	20.345	86.371	45.542	3.207	0.000	10.373	1.672	0.000
evm.model.Seg2515.3	0.272	0.220	0.257	0.495	0.840	0.915	0.281	0.149	0.201	0.251	0.863	0.845	0.951	0.541	0.101	0.657	0.593	0.188
evm.model.Seg25.5	3.966	2.531	6.969	6.213	6.991	4.959	0.000	1.344	1.145	3.422	4.895	5.217	5.964	0.000	0.000	0.000	3.998	0.000
evm.model.Seg255.8.2.57f48f79	6.651	0.026	23.879	0.562	11.401	2.411	0.077	10.411	12.801	14.590	3.010	3.683	3.830	0.576	0.000	0.000	2.365	0.159
evm.model.Seg2586.5	1.413	1.614	3.001	9.702	23.523	23.318	13.628	4.811	4.498	1.860	0.269	4.504	4.756	0.000	0.000	1.607	0.000	0.217
evm.model.Seg259.10	364.761	272.298	122.335	60.909	13.691	10.039	19.943	31.713	46.164	51.850	221.398	225.899	159.711	46.221	852.050	1171.850	23.727	1.056
evm.model.Seg2591.3	1.948	2.260	4.912	6.073	6.648	5.823	15.494	6.581	7.279	5.356	2.962	3.536	5.153	0.329	0.000	1.936	0.000	0.000
evm.model.Seg2591.4	3.632	3.810	1.813	4.191	5.645	5.267	6.085	5.248	4.769	3.794	4.570	3.577	3.598	0.274	2.069	1.096	0.000	0.289
evm.model.Seg2598.5	10.982	4.352	11.394	11.335	9.207	11.569	0.511	2.677	2.339	2.232	1.381	3.601	3.706	3.433	0.466	0.365	0.724	0.289
evm.model.Seg2630.2	0.574	1.111	0.410	1.440	1.116	1.385	0.895	1.227	1.546	1.599	0.518	0.492	0.695	0.000	0.000	0.237	0.046	0.043
evm.model.Seg265.1.1.57f48f79	1.397	0.491	0.306	1.794	2.841	1.531	0.000	2.037	1.767	1.395	1.988	2.715	2.804	0.000	0.000	0.000	1.864	1.200
evm.model.Seg2711.1	0.140	0.504	0.271	1.071	1.034	1.932	0.153	2.037	2.871	2.232	0.987	0.254	0.041	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2804.4.1.57f48f7a	8.568	8.730	9.039	6.890	9.199	5.387	2.991	2.485	3.373	1.953	4.066	3.150	5.310	0.000	0.000	0.000	6.587	0.000
evm.model.Seg2808.1	3.919	4.895	2.272	0.000	1.108	0.000	1.918	1.760	0.110	0.000	2.527	0.599	4.400	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2845.3	146.594	18.274	150.271	183.002	319.738	135.788	470.381	367.676	390.698	236.076	136.152	210.198	148.429	39.471	22.937	17.605	37.756	4.918
evm.model.Seg2857.2	0.753	6.741	1.139	0.917	0.855	0.428	0.102	0.363	0.351	0.428	1.947	1.805	1.754	2.768	1.866	3.050	1.818	2.025
evm.model.Seg2862.3	2.608	3.151	3.766	3.080	3.042	2.745	0.588	2.624	3.303	2.213	1.602	2.231	1.588	0.000	0.000	0.000	0.000	0.000
evm.model.Seg288.7	19.069	40.086	20.607	55.794	19.767	25.661	22.193	12.864	13.042	12.219	15.885	20.852	20.720	2.049	3.083	10.829	1.094	1.577
evm.model.Seg2920.1	12.146	7.374	14.375	13.706	7.705	10.851	4.065	4.512	4.367	4.603	2.064	3.117	3.375	0.000	0.000	0.000	0.000	0.130
evm.model.Seg2941.3	374.610	124.313	672.931	119.334	313.223	132.230	106.339	114.754	131.193	94.856	51.045	67.561	72.606	0.000	0.831	6.337	0.108	1.389
evm.model.Seg2978.1	0.062	0.232	0.000	0.000	0.067	0.051	0.384	0.021	0.020	0.037	0.311	0.263	0.232	0.116	0.000	0.219	0.000	0.000
evm.model.Seg3000.2.1.57f48f7a	7.358	1.111	0.000	0.000	0.595	1.616	2.224	0.480	0.582	0.000	1.464	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3037.3	10.082	5.631	8.824	10.499	21.336	11.287	1.918	9.643	11.697	10.322	13.055	12.124	11.249	2.892	1.420	4.182	1.810	0.593
evm.model.Seg3053.6	2.305	11.197	1.028	2.518	2.923	2.617	0.639	7.008	6.385	5.951	4.957	1.345	0.124	0.178	0.811	1.388	0.031	0.767
evm.model.Seg3053.6.1.57f48f7a	3.283	4.882	2.321	3.020	1.785	4.079	0.000	3.659	5.301	3.757	3.210	1.140	0.306	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3082.1	1.700	2.764	1.528	2.223	3.034	2.009	0.256	4.011	3.986	3.208	1.395	4.143	5.261	0.144	0.183	0.384	0.116	0.231
evm.model.Seg3104.4	6.512	1.330	4.071	2.571	1.361	1.223	0.000	8.704	7.239	4.649	1.194	1.075	3.052	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3165.2	670.646	788.974	348.162	165.305	100.032	10.595	4.449	11.019	14.699	12.395	163.566	170.782	165.029	346.139	427.870	595.549	134.044	325.922
evm.model.Seg3183.3	46.622	14.257	84.386	13.324	17.529	14.075	5.497	10.336	11.556	8.936	7.863	12.452	14.442	3.200	0.446	2.045	1.849	1.475
evm.model.Seg319.4	224.959	146.926	85.324	30.545	28.423	5.148	14.497	42.038	55.431	56.081	214.729	195.670	144.061	143.761	667.237	825.562	66.490	107.334
evm.model.Seg3204.2	0.000	0.000	0.000	0.000	0.260	0.778	0.051	0.000	0.000	0.000	0.953	0.230	0.918	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3.25	46.614	116.720	67.913	177.263	119.331	114.624	478.639	75.692	46.425	16.886	27.946	53.321	45.567	4.667	6.307	8.948	0.948	26.613
evm.model.Seg3255.1.2.57f48f7a	0.536	0.000	0.000	0.000	0.632	0.000	0.000	0.000	0.000	0.000	0.345	0.000	0.786	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3257.4	7.459	11.713	7.149	7.064	3.347	5.532	15.776	11.339	10.522	8.731	2.465	2.264	3.184	0.432	4.299	2.520	2.380	3.963
evm.model.Seg327.6	75.866	32.053	80.926	46.735	46.034	30.099	3.375	24.246	38.915	36.907	27.290	28.531	17.378	1.268	0.000	3.397	1.741	0.448
evm.model.Seg330.14	1.071	0.839	1.605	1.741	4.574	1.488	0.895	0.459	0.321	0.688	2.623	3.388	10.529	2.097	0.507	0.237	1.533	0.709
evm.model.Seg3327.1	14.964	13.676	20.864	20.542	16.473	10.244	1.048	7.093	8.253	6.156	5.923	4.807	4.160	4.016	0.446	1.918	0.693	0.564
evm.model.Seg3336.3	3.555	9.712	2.828	2.725	11.847	6.464	0.384	7.168	7.590	5.179	1.850	1.107	0.141	2.200	0.000	2.319	2.072	0.882
evm.model.Seg3376.2	9.927	8.433	9.574	11.121	12.494	3.403	5.497	5.248	4.689	3.543	1.774	1.698	2.217	0.672	0.629	0.694	1.310	2.141
evm.model.Seg3382.2	5.316	1.279	3.724	3.207	2.045	1.522	0.000	16.822	17.871	14.404	7.055	8.285	12.283	1.679	0.000	0.457	0.362	0.000
evm.model.Seg3397.4	16.625	14.477	11.227	10.566	6.046	13.126	11.608	17.536	20.261	15.482	5.854	5.791	5.443	0.507	0.568	3.196	0.524	1.258
evm.model.Seg3398.6	1.063	3.513	2.564	1.982	0.082	0.000	0.000	6.869	5.381	7.737	4.667	1.198	0.174	0.000	0.000	0.000	0.000	0.275
evm.model.Seg3407.3	0.078	1.098	0.424	0.616	0.833	1.052	0.000	0.000	0.000	0.000	0.138	1.066	1.638	0.000	1.683	0.676	0.000	0.000
evm.model.Seg34.10	17.447	3.487	10.408	11.356	97.363	77.368	78.009	10.976	11.416	10.545	7.725	16.209	23.093	3.132	0.000	12.090	0.539	0.000
evm.model.Seg3435.1	8.467	4.275	19.023	30.833	11.847	9.372	3.503	11.126	11.767	13.409	4.287	4.692	5.906	5.571	1.805	0.584	7.403	3.356
evm.model.Seg3460.1	8.809	23.633	18.620	3.488	24.244	7.482	10.611	9.750	10.281	8.787	17.721	14.093	8.329	0.137	1.622	1.443	0.139	1.099
evm.model.Seg348.1.2.57f48f7a	0.993	0.168	0.882	2.176	1.116	1.120	0.537	0.469	0.452	1.395	6.110	3.962	3.540	0.493	0.000	0.000	0.840	0.000
evm.model.Seg3491.2	2.057	1.369	1.973	2.859	1.941	1.941	0.793	1.771	2.199	2.632	2.962	2.633	2.440	0.000	0.000	0.000	1.949	0.926
evm.model.Seg3520.1.1.57f48f7a	0.109	0.065	0.382	0.516	0.379	0.556	0.000	0.075	0.171	0.130	1.063	0.714	1.117	0.000	0.000	0.000	0.154	0.000
evm.model.Seg3616.2	2.693	0.000	1.751	3.508	1.316	1.471	0.000	0.053	0.482	0.381	1.415	1.493	1.538	0.000	0.000	0.749	1.425	0.145
evm.model.Seg3675.1	52.497	21.141	65.280	69.580	55.122	41.027	20.199	20.598	12.711	12.916	8.250	7.973	10.893	1.069	0.548	0.730	6.556	1.345
evm.model.Seg368.3	0.147	6.612	0.570	2.631	2.060	1.095	0.000	6.165	6.104	3.450	0.463	1.083	0.728	1.549	0.000	0.913	1.055	0.000
evm.model.Seg3685.2	53.164	37.787	49.030	49.373	22.102	33.314	30.222	13.152	11.496	9.838	6.924	9.032	8.825	2.446	3.549	8.894	1.194	1.895
evm.model.Seg3711.4	0.085	1.317	0.195	0.703	0.223	0.222	0.000	1.387	1.114	1.144	0.255	0.033	0.157	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3759.3	7.358	2.092	17.036	18.915	4.194	6.644	5.190	11.136	10.612	12.237	5.336	2.748	3.805	3.988	0.345	1.278	2.226	3.891
evm.model.Seg3765.1	4.649	3.784	10.894	1.902	1.450	1.266	0.844	13.280	14.096	8.927	2.099	2.699	4.276	2.995	3.326	6.392	2.650	0.738
evm.model.Seg3771.3	0.000	0.943	0.000	0.000	0.201	0.000	0.435	0.032	0.050	0.660	1.436	1.575	1.770	0.000	0.000	0.438	0.000	0.000
evm.model.Seg378.6	0.310	0.362	0.389	0.114	0.231	0.410	0.256	0.299	0.301	0.307	0.359	0.287	0.356	0.000	0.000	0.000	0.231	0.260
evm.model.Seg379.5	25.884	10.913	62.230	196.660	659.882	502.713	528.446	336.849	255.720	251.530	68.918	182.668	214.988	6.695	7.504	29.512	4.306	1.461
evm.model.Seg3807.1	218.835	174.705	228.571	198.194	42.821	105.432	333.692	264.218	257.065	237.275	100.661	103.442	110.075	10.066	27.865	46.057	11.355	97.239
evm.model.Seg3811.2	84.799	121.304	69.546	55.974	41.958	93.563	469.920	58.636	61.204	49.534	11.736	25.471	28.536	0.000	1.136	8.255	0.000	0.000
evm.model.Seg381.8	3.322	3.603	1.077	3.274	2.015	1.667	0.000	2.464	2.912	2.929	3.728	2.674	2.597	0.000	0.000	0.000	1.995	0.000
evm.model.Seg3863.1.1.57f48f7b	78.505	61.253	146.644	111.634	115.813	53.520	32.165	129.442	122.750	120.539	41.449	48.243	57.519	26.773	16.711	17.039	36.901	40.917
evm.model.Seg3864.2.1.57f48f7b	154.852	84.201	164.771	229.609	244.574	130.597	809.263	211.918	186.765	104.025	70.465	131.341	163.565	0.000	49.058	0.000	0.000	6.740
evm.model.Seg387.6	8.848	6.070	6.614	8.169	5.325	9.808	1.688	4.619	5.562	5.523	2.630	2.978	3.416	0.260	0.568	0.000	0.085	0.087
evm.model.Seg3885.1	1.180	0.000	2.390	1.145	1.249	1.565	0.000	0.544	0.432	0.967	1.457	0.960	0.835	0.000	0.000	0.000	0.948	0.000
evm.model.Seg3897.5	0.000	0.736	0.000	0.000	0.067	0.000	0.000	0.000	0.000	0.000	0.497	3.757	2.680	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3975.1	0.528	0.362	1.709	2.076	0.617	1.642	0.000	2.197	2.510	1.637	3.107	0.000	0.000	0.014	0.223	0.000	0.000	0.000
evm.model.Seg3985.1	1.630	0.413	1.098	3.622	3.495	3.164	0.358	0.811	0.422	1.069	3.804	4.823	3.904	0.000	0.000	0.548	0.362	0.116
evm.model.Seg4027.2	2.033	2.932	1.334	1.748	1.331	2.292	0.409	0.149	0.171	0.418	1.671	0.829	0.786	0.096	1.237	0.676	0.031	0.087
evm.model.Seg4029.2	3.896	4.804	4.405	5.176	19.276	17.794	2.097	0.000	0.040	0.000	0.773	9.983	14.194	0.000	0.000	2.246	0.000	0.101
evm.model.Seg4062.2	28.810	27.520	30.674	28.141	44.249	28.987	69.469	35.798	32.269	38.041	11.784	12.592	15.509	0.000	0.669	2.557	0.000	0.434
evm.model.Seg4113.1	4.618	3.577	4.877	6.254	12.204	6.293	1.866	6.368	6.636	4.882	2.285	3.593	3.912	0.644	0.426	0.639	0.786	0.347
evm.model.Seg4152.2	308.066	1332.783	235.130	129.699	117.724	138.396	193.220	160.579	178.542	176.034	239.775	234.414	207.966	91.071	148.816	199.679	51.183	36.651
evm.model.Seg417.10	14.661	4.597	30.820	11.356	32.506	18.786	5.983	40.385	44.307	42.746	17.397	13.691	14.698	2.275	3.367	12.272	3.536	7.405
evm.model.Seg420.4.1.57f48f7b	0.504	0.788	1.758	2.035	1.852	1.231	0.690	0.288	0.542	0.298	2.934	2.289	2.374	0.761	0.000	0.000	0.000	0.665
evm.model.Seg42.14	7.288	7.632	5.002	4.747	5.131	2.676	2.403	1.365	1.476	1.302	4.922	3.240	1.638	0.254	2.880	4.566	0.092	0.362
evm.model.Seg42.3.1.57f48f7b	0.000	1.279	1.612	3.040	1.190	1.146	0.000	1.003	2.309	2.167	0.787	0.632	0.000	0.000	0.000	0.000	1.479	0.000
evm.model.Seg4286.3	6.155	15.962	3.557	3.127	4.254	2.121	0.767	0.373	0.301	2.613	11.577	8.777	9.578	0.000	10.728	6.867	0.000	0.000
evm.model.Seg4350.2	1.094	0.827	2.751	1.922	5.005	2.104	0.818	3.765	2.861	4.026	2.416	1.747	1.290	0.000	0.142	0.329	0.000	0.000
evm.model.Seg4357.5	9.197	8.937	1.806	1.761	4.574	2.249	29.506	10.518	10.422	5.477	0.884	2.346	2.308	0.000	0.588	4.803	0.185	0.463
evm.model.Seg4404.3	6.892	3.409	8.212	12.179	5.830	6.935	2.327	12.502	13.343	12.888	5.509	4.495	4.500	3.454	0.750	1.844	1.833	1.244
evm.model.Seg4458.1	1.040	9.660	1.376	0.495	1.956	1.992	0.000	0.768	1.275	0.511	7.739	7.375	5.558	1.439	0.000	2.776	0.000	0.000
evm.model.Seg4522.2	25.969	6.212	52.962	13.686	22.013	22.745	3.324	40.257	41.014	41.110	20.738	14.003	16.162	14.212	4.198	6.775	6.779	2.632
evm.model.Seg466.3	5.774	6.715	4.523	3.468	5.325	4.908	1.815	9.376	10.944	12.293	2.444	3.372	2.275	1.131	1.014	1.443	0.385	1.374
evm.model.Seg4746.1	152.523	120.839	60.500	66.406	142.028	98.087	51.188	33.995	23.855	22.419	11.867	19.253	15.252	2.186	1.055	5.406	1.410	0.260
evm.model.Seg474.6.3.57f48f7b	0.978	4.313	4.530	1.520	1.182	2.052	0.000	7.307	6.416	2.046	2.748	1.107	3.176	3.426	0.000	4.273	0.000	0.000
evm.model.Seg475.2	9.026	5.695	5.572	4.586	9.564	12.707	0.358	3.445	5.100	4.938	1.429	1.165	0.868	0.233	0.000	0.201	0.054	0.159
evm.model.Seg4754.1	2.290	9.737	3.710	21.673	7.318	14.930	13.296	4.299	4.528	3.682	0.670	6.193	8.478	0.754	1.237	2.867	0.000	0.202
evm.model.Seg4779.1.1.57f48f7c	0.341	0.000	0.625	0.000	0.000	0.316	0.000	0.000	0.000	0.000	0.242	0.139	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg48.13	4.300	5.140	5.315	5.423	3.458	5.558	2.224	2.155	2.731	3.338	7.276	4.028	4.036	0.000	0.162	0.785	0.146	0.159
evm.model.Seg496.1	0.512	1.563	0.410	0.415	2.551	2.428	3.784	2.496	1.938	1.711	0.635	0.459	0.389	0.000	0.000	0.000	0.000	0.448
evm.model.Seg5018.2	0.000	0.465	0.618	0.442	1.435	0.333	0.000	0.000	0.181	0.112	0.828	0.984	3.060	0.603	0.669	0.000	0.000	0.217
evm.model.Seg5021.1	18.293	16.750	30.042	20.923	9.541	10.928	7.696	15.126	10.652	9.215	10.984	9.737	9.586	0.000	0.000	0.000	3.266	1.678
evm.model.Seg527.6	0.310	0.284	0.500	0.516	0.126	0.000	0.000	0.000	0.000	0.000	0.545	0.205	0.099	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5276.1.2.57f48f7c	3.710	0.000	1.640	1.881	0.312	1.659	4.909	5.685	8.906	11.224	7.076	5.070	9.843	0.000	0.000	0.000	6.248	2.979
evm.model.Seg5340.1	0.722	4.300	0.063	0.341	0.513	0.017	0.102	0.128	0.351	0.242	1.581	2.445	1.969	0.589	3.285	5.552	0.254	0.564
evm.model.Seg536.2.3.57f48f7c	1.987	6.160	1.105	1.768	0.052	0.077	0.460	1.120	1.054	1.460	3.355	1.624	1.663	0.000	0.000	0.000	0.616	0.000
evm.model.Seg5379.1	7.528	4.107	12.770	8.530	7.727	13.433	0.537	6.325	8.644	5.244	2.251	11.041	14.342	0.000	0.304	0.877	0.000	0.072
evm.model.Seg538.5	3.415	7.219	2.994	3.683	6.827	4.942	2.020	3.627	3.685	6.714	14.815	12.215	12.473	3.721	1.440	4.620	3.467	2.922
evm.model.Seg54.3	0.000	0.000	0.000	0.000	0.446	1.035	0.000	0.000	0.000	0.000	3.155	0.000	1.299	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5589.1	1492.550	1165.646	453.905	499.853	405.491	553.831	209.251	225.359	176.333	139.797	31.384	78.996	17.122	0.000	2.434	5.716	0.154	3.066
evm.model.Seg576.1	0.931	2.389	4.585	5.691	10.954	7.944	0.844	4.437	5.371	4.342	2.161	3.289	3.292	0.267	0.101	0.840	0.516	0.231
evm.model.Seg5787.1	30.851	27.869	22.198	20.923	30.097	75.880	13.577	54.028	55.662	52.249	40.317	45.954	53.846	0.000	2.494	6.885	0.000	0.000
evm.model.Seg580.2	0.016	2.789	5.086	0.020	4.603	6.567	8.003	8.491	5.181	6.630	0.007	6.374	0.000	0.007	0.000	0.000	0.008	0.000
evm.model.Seg580.4	5.968	11.804	9.852	16.297	0.000	0.000	0.000	7.477	12.550	12.832	7.283	6.530	3.978	0.000	0.000	2.538	0.000	1.331
evm.model.Seg5865.1	6.628	0.607	1.132	3.167	2.335	4.241	0.000	6.635	11.185	5.412	2.458	4.569	6.046	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5925.3	2.072	11.171	0.229	1.895	1.889	1.804	0.767	2.571	3.223	3.952	7.138	8.006	8.825	1.658	1.359	0.000	0.994	1.461
evm.model.Seg5999.1	8348.072	17331.829	1508.756	2429.651	559.173	1122.505	5336.903	439.602	122.368	65.602	31.611	217.860	165.674	1.138	16.853	29.968	0.778	5.424
evm.model.Seg6109.4	14.451	5.398	12.568	12.293	45.483	47.654	106.057	15.798	16.576	14.562	7.124	17.743	20.670	1.172	2.576	2.447	0.401	0.419
evm.model.Seg611.5	0.000	2.053	2.383	0.676	0.692	1.214	0.000	2.901	2.390	2.706	1.850	2.190	1.505	0.000	0.000	0.000	4.137	0.000
evm.model.Seg6215.1	40.405	24.692	70.866	14.650	50.652	38.718	83.276	73.015	76.816	67.555	43.748	59.596	58.172	0.672	0.000	3.799	0.609	0.043
evm.model.Seg63.1	0.000	1.550	0.000	0.000	0.000	0.000	0.000	0.235	0.181	0.409	2.720	0.623	0.314	0.000	0.000	0.000	0.000	0.246
evm.model.Seg6326.1	14.482	17.228	13.173	31.770	23.530	25.387	0.486	19.979	22.691	19.471	37.859	9.909	1.687	1.076	2.799	2.064	0.000	1.432
evm.model.Seg6331.1	4.804	263.387	8.073	5.872	475.925	12.159	5.293	53.612	76.826	77.105	53.813	44.527	35.724	5.462	11.986	29.238	0.000	0.000
evm.model.Seg6389.1	14.374	11.003	7.983	9.461	1.792	0.257	0.281	0.533	0.502	0.632	11.639	8.400	6.063	8.922	3.346	4.493	5.485	3.153
evm.model.Seg644.2	15.390	7.658	27.673	13.063	11.259	10.364	1.151	6.549	8.725	8.741	6.234	8.269	9.256	0.726	0.000	0.329	0.809	0.391
evm.model.Seg654.3	21.832	22.058	10.950	4.332	9.504	12.946	18.332	40.225	41.234	34.870	2.630	6.759	6.361	1.096	0.000	2.776	1.025	1.287
evm.model.Seg6580.3	5883.446	2965.655	5644.406	3715.577	6632.566	5218.768	59604.016	4176.308	5332.601	1761.315	408.547	2383.569	1157.520	42.116	266.400	502.704	192.284	275.589
evm.model.Seg6603.3	2.988	0.090	2.890	3.629	3.064	9.757	0.000	3.936	4.669	5.337	4.805	1.649	0.248	0.000	0.000	0.000	0.000	0.000
evm.model.Seg6608.1	19.776	10.835	21.190	22.323	16.666	11.809	1.585	5.216	5.020	2.780	0.842	3.593	5.997	0.000	1.886	2.118	0.000	0.000
evm.model.Seg6693.1	0.442	0.994	0.479	0.516	1.800	1.360	0.000	0.779	0.783	0.604	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg6709.1	11.750	3.564	10.526	10.438	3.295	2.027	0.000	0.501	1.175	2.492	11.370	6.505	4.450	1.953	0.264	4.310	0.932	0.000
evm.model.Seg671.7.1.57f48f7d	3.361	5.282	6.267	9.708	9.527	4.258	1.841	10.774	12.259	10.768	9.064	6.415	5.749	0.000	2.190	1.571	0.000	0.000
evm.model.Seg676.4	4.657	2.221	4.884	5.618	2.201	2.822	0.128	1.205	1.586	1.404	0.877	1.354	1.257	0.000	0.000	0.822	0.046	0.000
evm.model.Seg6825.1	4.238	83.827	2.459	2.658	12.271	14.528	98.438	11.467	2.108	1.506	1.760	7.120	26.882	0.761	0.831	2.027	0.000	0.000
evm.model.Seg68.8.2.57f48f7d	1.971	6.793	2.522	0.000	4.373	3.745	1.534	1.675	1.737	1.990	1.636	1.518	2.721	0.000	0.000	0.000	0.901	0.709
evm.model.Seg6.9	4.339	1.989	1.410	2.551	3.770	5.361	0.000	2.688	2.781	4.342	2.713	2.814	1.605	0.000	0.000	0.000	2.188	0.000
evm.model.Seg6997.1	29.710	1.821	8.393	2.846	4.923	0.359	32.600	38.753	21.094	33.912	13.807	40.450	33.259	0.000	0.000	0.000	0.000	25.369
evm.model.Seg7098.1.1.57f48f7d	2.833	5.514	6.128	6.870	3.808	3.489	0.793	7.253	7.480	6.667	2.389	2.756	3.457	0.130	0.000	0.384	0.000	0.188
evm.model.Seg7103.1	10.136	2.492	9.095	11.597	14.970	9.226	0.000	0.309	0.070	7.402	11.260	3.191	0.289	0.000	0.000	0.000	0.000	0.000
evm.model.Seg7647.1	0.753	1.162	0.757	1.567	0.706	0.231	0.281	2.379	2.179	1.934	0.849	0.369	0.414	0.000	0.527	0.511	0.092	0.000
evm.model.Seg7776.1	12.395	43.960	50.051	1.286	1.205	0.761	0.767	0.885	1.195	0.549	7.642	18.900	17.659	0.260	0.913	3.159	0.139	0.521
evm.model.Seg780.2	1.987	2.583	4.266	3.395	3.577	3.352	0.000	0.768	0.703	1.060	0.442	1.206	1.191	0.000	0.000	0.000	0.000	0.000
evm.model.Seg783.9.1.57f48f7e	3.066	0.000	7.934	2.819	9.355	3.284	0.000	3.360	9.146	5.802	7.511	7.867	9.793	0.000	0.000	0.000	3.967	0.000
evm.model.Seg786.5	22.112	6.845	31.167	51.067	35.451	30.723	21.273	30.507	26.907	32.834	13.538	13.560	17.204	2.720	0.000	2.995	2.149	0.448
evm.model.Seg786.6	10.299	0.000	8.330	18.888	0.000	9.004	6.136	11.702	10.994	14.943	22.181	13.593	14.235	0.000	0.000	0.000	0.000	0.000
evm.model.Seg802.6	11.161	9.337	10.734	12.641	5.243	5.763	4.884	4.693	4.749	4.621	2.582	2.346	2.597	0.973	0.608	0.621	0.270	1.114
evm.model.Seg806.1	16431.044	23112.235	3701.545	1502.625	2528.838	3870.332	5647.507	605.035	151.745	112.868	53.813	516.775	234.219	4.002	61.084	61.142	1.240	7.058
