Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1077.18	0.683	0.000	1.674	2.384	0.699	0.111	0.000	0.000	0.090	0.000	0.000	0.115	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1080.13	0.217	0.375	0.903	2.792	0.498	0.496	0.077	0.235	0.171	0.121	0.083	0.098	0.074	0.000	0.000	0.000	0.000	0.058
evm.model.Seg1080.9	34.933	23.427	53.219	38.446	16.235	14.271	2.966	8.779	7.821	7.448	9.969	12.034	12.366	18.865	3.103	6.739	18.720	3.081
evm.model.Seg1096.3	3.337	1.718	9.296	5.376	4.313	1.308	0.384	0.736	1.436	0.549	0.311	2.207	1.141	0.541	0.000	0.000	0.532	0.550
evm.model.Seg1098.2.3.57f48f75	1.335	0.672	2.515	2.933	1.145	2.027	0.384	0.512	0.783	0.642	0.435	0.886	1.464	0.000	0.000	0.000	2.211	0.853
evm.model.Seg1103.2	0.442	1.214	0.604	6.963	14.866	15.845	2.480	3.477	3.022	5.430	7.290	8.154	8.495	4.865	0.548	0.621	2.796	0.709
evm.model.Seg1115.2	3.461	7.077	38.546	2.377	1.361	1.736	3.119	2.261	2.179	1.934	1.871	0.870	1.042	2.083	1.136	4.036	0.886	4.787
evm.model.Seg1121.10	0.543	0.000	5.676	15.159	5.102	2.779	0.000	0.917	1.958	1.302	1.160	1.796	2.316	1.850	0.000	0.000	0.316	0.333
evm.model.Seg1121.8	0.543	0.413	3.634	6.963	3.295	2.300	0.153	0.981	0.793	0.381	0.925	0.943	0.562	0.000	0.710	0.292	0.223	0.579
evm.model.Seg1121.9	0.411	0.220	3.439	7.358	2.930	2.266	0.588	0.597	0.612	1.172	0.884	1.354	1.026	0.699	0.385	0.000	0.601	0.868
evm.model.Seg1135.2	9.112	7.645	21.461	46.882	13.505	7.371	12.017	4.491	4.458	8.797	14.152	23.568	27.180	11.478	5.902	5.862	4.530	2.690
evm.model.Seg1159.16	35.065	8.601	91.105	164.120	20.481	18.991	20.634	43.649	39.096	48.567	49.637	24.486	12.283	40.862	24.174	17.313	99.709	41.482
evm.model.Seg1175.2	12.154	2.157	15.625	20.495	8.314	10.235	3.938	9.707	8.323	6.500	2.692	1.961	1.820	11.958	1.683	0.274	11.748	0.000
evm.model.Seg1182.2	0.885	1.446	1.355	2.216	2.893	0.650	0.026	0.000	0.000	0.037	3.818	0.098	0.000	0.000	0.000	0.000	0.578	0.535
evm.model.Seg11841.1	0.264	0.349	2.758	2.584	0.327	0.633	0.205	0.256	0.331	0.298	0.359	0.090	0.256	0.000	0.000	0.000	0.824	0.289
evm.model.Seg1184.2.1.57f48f75	0.551	0.310	4.370	2.672	1.629	0.505	0.000	1.483	1.436	1.692	1.263	1.386	1.811	0.000	0.000	0.000	1.387	0.000
evm.model.Seg1190.15	0.279	0.000	1.341	2.477	0.662	0.154	0.000	0.395	0.181	0.456	0.000	0.000	0.116	1.309	0.000	0.000	2.334	0.636
evm.model.Seg119.19	1.420	0.271	3.974	2.584	0.640	1.300	0.051	0.661	0.542	0.539	1.581	1.337	0.918	2.316	0.000	0.000	1.510	0.000
evm.model.Seg1195.7.1.57f48f75	0.241	0.000	1.751	1.687	0.052	0.111	0.077	0.000	0.010	0.000	0.000	0.066	0.017	0.555	0.000	0.986	0.077	0.333
evm.model.Seg1198.5	1.731	0.930	7.788	19.183	2.685	1.445	0.588	1.344	1.195	1.413	2.112	1.665	1.638	1.295	1.420	3.488	1.826	6.089
evm.model.Seg1205.1	3.454	0.529	6.100	5.577	2.186	5.002	0.460	1.088	0.924	1.302	1.878	3.002	2.184	5.215	0.487	0.402	1.988	0.159
evm.model.Seg1208.7	4.517	2.028	5.155	4.586	2.506	3.600	0.000	1.835	2.068	1.609	1.491	0.894	1.001	4.112	0.730	0.402	5.069	0.521
evm.model.Seg1208.9	1.537	0.542	1.584	2.765	0.684	0.932	0.000	0.427	0.452	0.381	1.229	0.369	0.678	0.870	0.000	0.000	0.385	0.304
evm.model.Seg1221.2	1.684	0.620	3.668	4.071	1.554	0.838	0.000	0.299	0.211	0.158	0.725	0.804	0.744	0.274	0.000	0.639	0.185	0.000
evm.model.Seg1221.2.1.57f48f75	0.473	0.194	1.772	6.026	5.154	1.351	0.281	0.757	0.693	0.660	0.262	1.780	1.762	0.000	0.223	0.000	0.000	0.188
evm.model.Seg1230.1	0.768	0.271	4.995	1.553	4.812	3.164	1.099	0.587	0.271	0.567	3.811	3.872	4.417	3.125	0.710	1.169	2.226	0.231
evm.model.Seg1233.5	2.918	1.330	5.301	5.979	3.927	8.004	0.511	0.661	0.914	0.623	0.732	0.443	0.430	0.411	0.000	0.000	1.556	0.723
evm.model.Seg1236.4	1.451	4.675	9.185	10.458	0.937	0.684	2.736	1.376	1.135	0.902	1.098	0.919	0.835	0.281	3.711	2.356	0.393	1.822
evm.model.Seg1238.1	0.357	0.387	1.980	0.870	0.669	0.590	0.128	0.245	0.261	0.242	0.380	0.468	0.529	0.754	0.061	0.146	0.932	0.101
evm.model.Seg1238.1.1.57f48f76	0.357	0.387	1.980	0.870	0.669	0.590	0.128	0.245	0.261	0.242	0.380	0.468	0.529	0.754	0.061	0.146	0.932	0.101
evm.model.Seg1250.1	0.000	1.214	2.453	6.006	0.982	1.454	0.000	0.000	0.572	0.818	6.123	5.365	0.356	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1250.1.1.57f48f76	3.950	0.000	9.893	9.347	2.067	3.874	0.793	1.131	1.426	2.353	1.933	3.289	5.029	5.393	2.231	0.000	5.115	1.389
evm.model.Seg1250.1.2.57f48f76	0.411	0.542	4.078	5.698	7.110	3.318	0.000	1.077	1.004	1.358	4.439	2.445	3.656	2.015	0.000	3.178	1.086	0.000
evm.model.Seg12536.1	0.248	0.245	1.396	1.145	0.677	0.000	0.077	0.245	0.171	0.149	0.304	0.041	0.000	0.377	0.000	0.000	0.308	0.087
evm.model.Seg1263.2	2.041	1.666	4.447	4.312	0.550	1.522	0.384	0.565	0.713	0.818	1.457	1.214	1.572	2.138	0.588	1.242	1.279	0.665
evm.model.Seg1263.6	0.000	0.000	3.821	0.121	0.134	0.197	0.000	0.043	0.000	0.000	0.235	0.779	2.084	0.000	0.000	0.000	0.300	0.000
evm.model.Seg1276.4	0.000	0.000	2.480	1.232	1.331	1.137	0.000	0.000	0.643	0.000	0.863	0.968	2.010	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1278.10.1.57f48f76	0.047	0.000	0.709	0.509	0.892	1.189	0.051	0.704	0.653	0.614	1.436	0.443	0.306	0.000	0.000	0.000	0.277	0.000
evm.model.Seg1279.3	18.891	6.651	44.048	58.492	8.151	17.410	3.707	23.883	23.755	18.272	10.984	11.148	5.244	12.259	40.357	49.235	22.040	43.246
evm.model.Seg128.3	1.350	0.116	2.453	0.931	0.394	0.000	0.844	0.245	0.000	0.121	0.311	0.952	3.193	0.000	0.000	1.023	0.393	0.405
evm.model.Seg1284.10	7.598	0.568	29.208	34.897	2.938	1.642	0.000	0.203	0.241	0.325	1.181	0.935	0.935	0.000	0.223	0.730	0.092	1.750
evm.model.Seg1293.5	1.226	2.144	9.282	4.292	1.926	2.386	0.435	0.843	1.375	1.255	2.423	2.075	1.605	3.399	0.588	1.516	1.240	0.636
evm.model.Seg1293.5.1.57f48f76	0.000	0.000	0.639	0.181	0.022	0.086	0.000	0.160	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.200	0.000
evm.model.Seg1299.6	3.919	2.751	7.893	16.324	2.551	3.147	2.710	4.203	3.163	3.152	3.031	2.756	2.233	3.947	6.003	6.647	3.066	13.176
evm.model.Seg130.1	1.498	4.029	1.320	5.745	0.647	0.795	0.256	0.331	0.311	0.102	0.366	0.336	0.620	0.000	0.000	0.000	0.701	1.085
evm.model.Seg1303.1	2.755	0.956	2.661	6.321	2.127	2.061	0.230	0.277	0.331	0.400	1.415	0.000	0.389	0.000	0.000	1.918	3.505	0.405
evm.model.Seg1306.1	0.893	0.852	1.640	2.022	1.435	2.027	0.179	0.309	0.422	0.446	1.222	0.796	0.678	0.582	0.608	0.730	0.539	0.318
evm.model.Seg1323.6	0.256	0.052	0.271	0.489	0.245	0.145	0.000	0.043	0.060	0.074	0.055	0.041	0.066	0.000	0.000	0.000	0.023	0.260
evm.model.Seg1344.4.1.57f48f76	0.000	0.762	0.000	3.294	0.000	0.171	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1363.26	0.652	0.426	6.142	1.721	5.295	2.599	0.256	0.789	0.713	0.372	0.000	1.181	1.489	0.000	0.000	0.384	0.000	0.622
evm.model.Seg13687.1	4.300	0.000	16.258	28.570	4.351	3.677	0.895	2.347	4.267	4.603	5.254	5.652	6.642	0.000	0.000	6.538	1.256	2.589
evm.model.Seg1371.7	0.986	0.000	1.306	3.475	0.967	1.291	0.000	0.245	0.241	0.484	0.435	0.566	0.868	0.363	0.000	0.000	0.624	0.000
evm.model.Seg1373.4	19.372	19.294	44.493	49.051	14.078	16.426	0.000	4.971	3.394	9.745	18.785	15.832	9.380	19.413	0.000	3.470	6.648	0.000
evm.model.Seg1389.17.1.57f48f76	0.000	0.000	0.535	2.698	0.193	0.299	0.000	1.088	1.225	1.200	1.063	0.459	0.612	0.000	0.000	0.730	0.193	0.000
evm.model.Seg1407.1	0.000	3.745	13.395	7.271	0.059	0.060	0.844	0.064	0.000	0.037	0.732	0.057	0.124	0.212	0.223	0.000	0.000	0.000
evm.model.Seg1422.12	10.066	2.725	9.324	6.254	1.480	3.677	1.483	1.312	2.610	1.664	1.284	0.976	1.356	0.000	0.000	0.000	2.743	2.155
evm.model.Seg1427.3	3.811	2.505	4.961	11.436	3.919	4.198	0.588	1.451	1.315	1.488	1.836	1.862	2.159	1.206	0.994	0.530	1.032	1.273
evm.model.Seg1436.5	0.520	0.142	0.959	1.915	0.878	1.120	0.051	0.000	0.442	0.307	0.000	0.000	0.000	0.000	0.000	1.023	0.000	0.087
evm.model.Seg1439.10	1.156	0.090	3.474	10.532	1.398	0.949	0.460	1.387	1.305	1.367	1.912	1.419	1.381	1.713	0.284	0.931	1.263	4.874
evm.model.Seg1439.9	0.846	0.245	2.633	6.595	0.535	0.701	0.281	0.960	0.873	0.893	1.105	0.878	0.819	1.048	1.582	1.041	0.763	2.488
evm.model.Seg1440.2	14.591	4.533	92.473	263.482	263.501	28.791	63.895	10.027	4.046	1.646	61.062	62.631	31.836	0.541	3.387	6.300	0.123	1.345
evm.model.Seg1473.4	0.683	0.000	3.717	20.187	3.637	6.037	5.497	0.405	0.251	0.335	1.305	0.804	0.703	0.295	0.324	1.041	0.000	0.101
evm.model.Seg1475.1.1.57f48f76	0.908	0.129	1.334	1.707	1.428	1.633	0.051	0.171	0.281	0.344	0.373	0.082	0.265	0.480	0.000	0.256	0.123	0.000
evm.model.Seg147.7	1.653	1.304	7.128	22.664	4.507	2.309	3.324	5.227	4.287	4.240	3.231	2.855	3.226	2.707	4.705	8.455	3.860	16.373
evm.model.Seg1481.5	0.349	1.240	1.292	3.234	0.290	0.393	0.077	0.000	0.000	0.000	0.276	0.115	0.050	1.028	0.000	0.000	0.000	0.000
evm.model.Seg1482.12	0.536	0.375	1.473	2.424	0.662	2.104	0.000	0.000	0.211	0.223	1.477	0.345	0.819	0.911	0.000	0.822	0.000	0.651
evm.model.Seg1485.1	0.070	0.245	0.278	0.911	0.104	0.077	0.026	0.000	0.010	0.000	0.021	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1491.6	2.670	1.020	4.683	5.792	2.499	1.385	0.205	1.557	1.024	1.478	1.098	1.001	1.084	1.268	0.000	0.384	1.233	0.969
evm.model.Seg1493.7	4.719	9.621	122.571	1.922	2.543	8.953	8.489	0.619	0.412	0.335	3.238	2.986	2.771	0.439	2.069	4.858	0.177	0.477
evm.model.Seg1494.4	3.873	4.016	6.802	11.275	2.558	3.386	1.125	1.408	1.536	1.655	2.430	1.419	0.868	1.597	1.399	1.004	1.564	1.302
evm.model.Seg15034.1	0.000	0.077	1.112	0.435	0.045	0.026	0.102	0.096	0.030	0.028	0.642	0.246	0.240	0.000	0.000	0.201	0.000	0.159
evm.model.Seg1508.16	0.955	0.349	9.150	15.333	0.156	0.000	0.026	0.256	0.301	0.372	0.214	0.238	0.033	0.582	0.000	1.406	0.616	3.862
evm.model.Seg1525.12	0.481	0.827	4.398	3.381	2.432	3.318	0.920	0.885	0.653	1.014	1.919	1.879	2.142	2.344	0.000	0.895	0.994	0.477
evm.model.Seg1556.23	1.847	1.111	5.377	13.866	1.681	1.385	0.230	1.525	1.616	1.767	2.043	1.993	2.167	1.000	0.892	0.493	1.733	0.882
evm.model.Seg1563.5	0.101	0.065	8.247	3.729	1.644	0.205	1.278	0.683	0.462	0.530	1.422	1.714	1.671	0.000	1.115	0.000	0.000	0.000
evm.model.Seg1579.2	0.000	0.000	5.308	2.899	0.900	0.111	0.000	0.555	1.335	2.055	5.364	3.938	4.830	0.000	0.000	0.000	0.362	0.000
evm.model.Seg1580.9	0.000	0.413	1.119	0.127	0.126	0.086	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1584.3	0.000	0.000	0.848	1.466	0.320	0.342	2.634	0.064	0.000	0.000	0.635	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1596.1	0.380	0.323	0.959	0.891	0.297	0.180	0.128	0.064	0.080	0.084	0.338	0.271	0.289	0.432	0.101	0.347	0.393	0.058
evm.model.Seg159.7	0.536	0.000	1.348	3.910	3.406	4.053	0.000	1.941	2.118	3.208	1.629	2.805	1.282	0.000	0.000	0.000	0.624	0.926
evm.model.Seg1607.6	5.697	0.000	10.185	18.620	4.760	5.259	1.355	1.675	3.032	2.818	4.853	5.234	3.366	9.162	0.000	0.000	6.510	0.463
evm.model.Seg1616.5.1.57f48f77	2.049	2.802	26.158	47.344	41.906	28.893	41.549	10.390	3.634	2.604	34.773	44.519	28.329	0.000	1.805	3.616	0.362	2.039
evm.model.Seg1628.1	4.727	0.684	13.610	8.885	8.285	11.193	0.000	1.227	2.219	1.823	0.000	2.838	3.565	0.000	1.906	0.694	0.000	0.564
evm.model.Seg1628.2	0.116	0.142	0.271	1.386	0.059	0.034	0.690	0.107	0.050	0.046	0.000	0.090	0.182	0.000	0.000	0.000	0.308	0.391
evm.model.Seg1628.2.1.57f48f77	0.000	0.000	0.132	2.143	0.186	0.077	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1634.3	0.039	0.000	0.035	2.230	0.000	0.222	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.973	0.000	0.000	0.000
evm.model.Seg164.15	10.284	3.551	24.101	50.511	8.820	4.130	0.000	7.104	3.323	3.543	5.813	7.120	9.371	21.209	0.000	0.000	4.692	1.924
evm.model.Seg1641.7	0.248	1.433	262.240	0.944	0.305	0.043	3.017	1.568	1.416	1.702	1.374	1.173	0.778	0.000	4.624	3.598	0.293	1.663
evm.model.Seg1641.8	0.559	0.878	483.134	2.330	1.212	0.043	3.247	0.096	0.301	0.000	0.566	0.796	1.629	0.000	2.109	2.045	0.000	0.694
evm.model.Seg1659.3	2.468	2.880	21.441	3.863	3.555	2.685	3.631	0.800	0.532	0.790	0.394	1.329	0.827	0.000	0.487	2.173	0.300	0.231
evm.model.Seg1663.4	7.195	0.232	4.113	5.169	2.298	3.189	0.000	0.320	0.261	0.753	2.713	1.698	1.654	0.905	0.000	0.475	3.220	0.058
evm.model.Seg1666.13	0.318	0.000	7.156	1.881	0.848	3.113	1.943	0.000	0.000	0.056	1.878	0.533	0.108	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1672.14	1.428	1.201	4.724	14.489	2.224	2.257	2.429	5.109	5.090	6.602	7.483	4.823	5.525	2.851	4.989	5.004	3.690	8.866
evm.model.Seg1678.4	6.620	2.221	15.160	13.210	8.143	9.962	0.665	1.920	2.379	2.241	3.017	4.602	6.344	3.228	0.527	1.771	3.505	0.853
evm.model.Seg16815.1	0.000	0.000	0.855	0.415	0.141	0.000	0.128	0.000	0.000	0.000	0.083	0.098	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1698.4	0.241	0.310	0.667	0.616	0.216	0.752	0.051	0.000	0.030	0.000	0.207	0.402	0.182	0.000	0.000	0.548	0.108	0.000
evm.model.Seg1702.3	1.560	0.258	4.794	5.423	2.142	2.360	0.205	1.653	1.536	1.776	1.139	1.148	1.216	0.555	0.000	0.986	0.716	0.709
evm.model.Seg1707.5	11.487	9.970	25.449	24.439	2.848	6.550	0.639	0.000	0.000	2.204	8.968	2.182	5.666	0.000	2.941	0.000	7.334	0.000
evm.model.Seg1707.6	13.784	11.830	35.600	44.880	7.236	8.893	8.949	13.451	13.022	10.935	7.035	5.554	6.485	6.791	5.536	10.008	4.730	6.827
evm.model.Seg1709.2	7.047	1.240	10.665	8.738	11.869	5.968	0.307	1.600	2.460	2.334	4.453	4.282	4.227	3.563	0.000	1.717	2.442	0.333
evm.model.Seg1721.1.2.57f48f77	0.380	0.284	1.695	1.473	2.543	3.779	0.153	1.077	1.426	1.702	1.464	2.953	3.267	0.672	0.000	0.000	1.849	0.000
evm.model.Seg1723.3	2.328	7.297	34.773	8.711	2.618	7.020	4.960	4.203	3.444	3.162	5.267	5.997	5.914	10.395	3.407	4.182	6.071	1.577
evm.model.Seg1731.8	1.102	0.000	3.265	1.493	0.855	0.171	0.000	0.555	0.763	0.549	0.407	0.049	0.157	0.000	0.000	2.319	0.000	0.000
evm.model.Seg1733.3.1.57f48f77	0.000	0.568	1.925	0.763	0.387	0.718	0.332	0.000	0.000	0.186	0.000	0.000	0.877	0.000	0.162	0.000	0.000	0.014
evm.model.Seg1738.7	55.834	36.418	321.990	607.336	472.013	274.978	1018.259	140.760	98.322	87.045	87.303	134.680	107.850	62.002	25.350	44.085	20.977	181.663
evm.model.Seg1745.1	0.047	0.000	2.334	0.161	0.134	0.145	0.000	0.000	0.000	0.065	0.000	0.000	0.017	0.000	0.000	0.000	0.000	0.072
evm.model.Seg1754.3	0.000	0.000	1.466	3.087	0.825	0.222	0.000	0.235	0.341	0.549	0.704	0.566	1.216	2.063	0.000	0.000	0.000	0.000
evm.model.Seg176.3	1.715	2.002	7.865	24.157	1.718	2.027	1.432	2.517	2.339	2.594	4.474	3.060	2.572	2.227	3.955	3.616	2.558	10.226
evm.model.Seg1764.4	1.878	0.904	6.718	13.197	5.436	3.720	0.000	2.101	2.028	2.055	2.437	2.157	1.456	0.226	0.831	2.118	2.119	4.816
evm.model.Seg1767.5.3.57f48f78	0.000	0.168	0.174	0.690	0.082	0.051	0.000	0.000	0.000	0.056	0.290	0.139	0.132	0.000	0.243	0.000	0.000	0.000
evm.model.Seg1774.7	0.652	0.052	8.962	0.495	0.944	2.044	0.435	0.043	0.020	0.074	0.469	0.082	0.141	0.158	0.142	0.000	0.000	0.000
evm.model.Seg1777.6	1.669	0.000	1.508	1.701	0.000	5.524	0.102	0.245	0.663	0.344	0.000	0.000	0.000	0.000	0.000	0.000	1.194	0.000
evm.model.Seg1778.1	22.608	0.891	54.963	40.822	19.551	24.780	6.724	9.365	10.592	10.517	14.567	12.625	8.941	4.276	0.000	0.000	2.927	1.012
evm.model.Seg1781.6	0.085	0.000	2.251	6.314	21.061	3.121	12.759	1.909	1.647	3.580	22.223	19.876	8.867	0.000	0.629	1.516	0.000	0.304
evm.model.Seg1785.2	1.739	0.659	2.355	3.140	2.119	2.044	0.000	0.331	0.351	0.260	0.207	1.107	1.125	0.103	0.000	0.219	0.039	0.043
evm.model.Seg1796.13	1.071	1.511	1.702	2.129	3.287	2.582	0.332	0.256	0.301	0.456	1.401	1.928	2.093	0.733	0.122	1.424	0.578	1.432
evm.model.Seg1797.5	0.466	0.155	1.494	1.480	1.346	1.248	0.384	0.267	0.361	0.335	1.429	1.255	1.216	0.651	0.000	0.384	0.847	0.260
evm.model.Seg180.2	2.980	0.762	6.857	7.271	4.670	6.396	0.793	0.949	1.145	1.981	2.982	2.986	2.978	5.297	0.000	2.319	4.183	0.593
evm.model.Seg18.2	1.863	1.834	13.152	10.184	0.535	0.128	0.051	0.363	0.472	0.205	0.566	0.443	0.331	0.192	0.000	0.000	0.069	0.550
evm.model.Seg1826.8	0.000	0.000	7.622	9.909	12.583	8.816	0.000	4.736	5.582	6.518	10.162	7.038	5.302	0.000	1.095	3.159	3.775	0.926
evm.model.Seg1831.4	0.660	1.020	207.895	0.964	1.049	1.009	3.273	1.205	1.114	1.060	1.388	1.181	1.067	2.535	0.811	1.863	1.479	0.795
evm.model.Seg1842.2	0.225	0.000	0.424	0.395	0.312	0.248	0.256	0.021	0.070	0.084	0.000	0.000	0.000	0.445	0.000	0.000	0.000	0.000
evm.model.Seg1854.6	4.106	1.304	8.386	1.212	8.277	4.600	1.227	1.941	1.275	1.041	0.428	0.558	0.720	2.316	0.183	0.329	0.724	2.112
evm.model.Seg1858.3	1.529	2.622	31.216	18.593	1.391	1.941	11.429	2.827	2.430	2.046	1.664	1.698	1.845	3.913	12.067	5.533	2.712	7.608
evm.model.Seg1865.3	4.432	1.291	9.289	9.916	8.835	4.823	0.000	1.013	1.004	2.027	6.572	5.972	5.583	4.461	0.000	0.000	2.180	0.347
evm.model.Seg1865.4	0.667	0.297	1.417	1.440	0.692	1.419	0.205	0.213	0.321	0.335	1.284	1.116	1.158	0.473	0.284	1.479	0.262	0.217
evm.model.Seg1868.3	1.692	0.400	5.086	4.232	0.982	0.154	0.000	1.675	2.651	1.953	0.511	1.034	0.943	0.000	0.000	0.000	0.200	0.000
evm.model.Seg1874.1	0.000	0.000	1.403	1.527	0.394	0.462	0.000	0.000	0.000	0.000	0.000	0.468	0.000	0.000	0.000	0.000	0.139	0.000
evm.model.Seg1874.1.2.57f48f78	0.000	0.000	0.215	0.127	0.007	0.060	0.000	0.000	0.000	0.000	0.000	0.123	0.000	0.000	0.000	0.000	0.023	0.000
evm.model.Seg1875.5	2.181	1.537	16.883	31.743	4.008	2.642	0.000	1.472	2.821	0.000	0.000	0.894	1.241	0.000	0.000	0.000	0.000	1.316
evm.model.Seg1896.6	0.714	1.162	1.813	2.236	2.469	1.599	0.000	0.576	0.000	0.679	0.483	1.017	1.439	0.000	0.000	0.000	0.439	0.000
evm.model.Seg1899.1	0.869	0.581	0.604	0.924	1.465	1.454	0.051	0.000	0.100	0.000	0.752	0.533	0.629	0.610	0.000	0.000	1.240	0.000
evm.model.Seg190.18	5.029	1.175	26.825	70.751	12.762	10.689	0.793	2.752	2.139	3.822	6.351	5.873	4.557	3.324	0.527	0.968	5.531	3.573
evm.model.Seg190.20	3.027	3.099	13.103	33.344	3.971	4.455	2.991	4.747	3.885	3.896	4.529	4.733	4.417	3.604	4.421	4.620	5.316	11.542
evm.model.Seg1903.6	0.504	0.710	1.779	5.825	0.238	0.094	0.537	0.320	0.371	0.586	0.960	0.615	0.703	0.000	1.521	0.511	0.639	1.389
evm.model.Seg1905.5	1.040	0.000	2.626	3.000	5.935	3.891	0.000	0.000	0.000	0.000	0.000	2.313	1.390	0.000	0.183	0.000	1.071	0.000
evm.model.Seg1910.5	3.027	0.839	8.337	0.803	3.867	4.284	0.384	1.707	1.456	1.730	0.414	0.427	0.438	2.261	0.162	0.000	2.203	0.405
evm.model.Seg1911.6	3.756	3.396	6.600	10.679	4.812	4.925	0.486	0.885	0.612	2.222	6.034	6.522	6.063	4.091	0.994	0.000	3.174	0.159
evm.model.Seg1922.3	1.304	1.059	6.051	2.966	1.123	1.018	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.379	0.000
evm.model.Seg1936.3	2.522	4.572	6.899	6.649	3.213	4.900	8.156	2.528	2.600	2.855	3.272	2.650	2.101	0.226	2.941	5.168	0.077	0.231
evm.model.Seg1946.3	1.451	0.000	5.009	4.586	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1946.4	0.784	0.000	1.744	3.214	0.015	0.000	0.000	0.000	0.000	0.000	0.055	0.000	0.000	0.514	0.000	0.000	0.462	0.000
evm.model.Seg1947.1	30.998	45.742	266.033	280.475	49.180	56.316	122.396	16.630	13.916	13.939	27.877	27.948	22.382	11.368	21.740	21.823	5.031	10.775
