Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1947.1.1.57f48f78	14.467	20.947	132.040	164.314	82.058	33.203	38.685	10.379	6.968	7.002	20.290	27.809	27.345	1.076	7.382	16.126	0.570	12.468
evm.model.Seg1961.5	0.365	0.052	0.382	0.850	0.245	0.770	1.176	0.000	0.020	0.000	0.338	0.427	0.529	0.726	0.000	0.000	0.000	0.275
evm.model.Seg1961.7	10.804	25.880	95.134	192.027	12.776	15.109	27.588	11.488	11.707	5.784	4.066	5.463	5.244	4.173	6.449	7.652	4.368	7.998
evm.model.Seg1965.3	0.699	1.421	10.727	1.902	1.435	0.265	2.173	0.320	0.231	0.409	0.642	1.477	1.555	3.276	0.000	0.530	0.100	0.000
evm.model.Seg1974.3.1.57f48f78	1.180	1.382	5.503	9.079	0.997	0.676	1.432	0.000	0.070	0.000	0.000	0.180	0.141	0.233	0.771	0.000	0.401	0.579
evm.model.Seg1977.6	66.568	43.792	70.109	95.498	20.801	19.505	25.236	20.000	21.054	20.336	16.969	16.579	15.352	28.603	20.037	21.403	23.242	46.414
evm.model.Seg1980.5	5.192	4.107	182.870	2.404	1.160	1.018	1.381	0.885	1.145	0.976	1.091	1.025	1.241	0.637	1.318	1.351	0.231	1.678
evm.model.Seg1980.8	0.132	0.207	18.279	0.522	0.543	0.641	0.281	1.269	1.396	0.651	0.000	0.435	0.505	0.514	0.000	0.000	0.300	0.145
evm.model.Seg1999.1	0.652	0.814	2.202	4.305	1.383	3.446	0.000	0.459	0.713	1.060	0.394	0.541	0.339	0.082	0.041	0.000	0.046	0.029
evm.model.Seg2009.2	0.652	0.000	2.730	4.098	3.421	2.223	0.639	3.104	2.359	2.213	2.775	3.708	3.275	0.000	0.000	0.000	3.074	0.000
evm.model.Seg20102.1	7.202	5.489	13.096	19.859	10.002	9.560	4.807	3.371	3.775	4.315	4.425	3.175	1.969	7.648	2.474	3.433	12.180	4.108
evm.model.Seg2022.8	7.847	2.480	9.657	14.777	13.275	13.433	1.457	2.379	2.600	3.059	5.454	7.063	7.758	11.684	0.548	1.315	9.383	0.795
evm.model.Seg2023.5	0.334	0.000	1.403	1.480	1.294	0.941	0.077	0.181	0.090	0.000	0.297	0.697	1.026	0.788	0.000	0.420	0.247	0.000
evm.model.Seg2051.8.2.57f48f78	1.513	2.040	5.433	2.471	3.971	0.641	0.000	0.736	0.884	1.153	0.000	0.328	0.298	1.521	0.000	0.000	2.003	0.000
evm.model.Seg2052.5	22.282	24.447	106.056	310.163	19.038	26.037	17.105	32.481	29.437	28.789	37.776	33.395	30.190	31.673	37.539	33.785	29.343	85.798
evm.model.Seg2054.2	0.000	0.000	0.014	1.265	1.242	1.744	0.384	0.000	0.030	0.046	1.111	0.714	0.496	1.000	0.000	0.219	0.085	0.000
evm.model.Seg2062.1	1.087	0.000	17.925	1.460	2.350	0.684	0.358	0.395	0.392	0.000	0.739	0.582	0.744	0.000	0.000	1.479	0.000	0.000
evm.model.Seg2062.1.1.57f48f79	0.466	0.555	4.877	0.000	0.000	0.000	0.000	0.075	0.000	0.567	0.000	0.000	0.000	0.747	0.203	0.000	0.000	0.246
evm.model.Seg2079.4	3.112	0.684	7.107	17.576	1.316	2.086	1.253	2.421	2.671	2.632	2.389	2.666	2.862	1.213	0.994	1.625	2.696	7.044
evm.model.Seg2080.1	0.000	0.000	2.598	1.359	0.513	0.111	2.148	0.000	0.000	0.205	0.318	1.616	0.571	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2085.5	3.097	4.107	10.811	11.891	3.071	4.002	11.097	3.061	2.902	2.399	1.118	2.321	3.292	3.001	3.022	1.771	1.556	1.475
evm.model.Seg2101.9	0.000	0.000	1.244	1.172	1.309	1.898	0.000	0.448	0.131	0.112	0.752	0.574	0.935	1.597	0.000	0.000	0.478	0.405
evm.model.Seg2127.2	26.256	18.364	142.545	411.640	553.097	390.714	546.114	108.983	37.630	27.329	44.714	61.893	50.993	5.688	75.990	74.510	1.340	5.540
evm.model.Seg2131.2	0.815	1.304	3.613	7.365	4.432	4.070	0.000	0.181	0.171	0.874	2.306	2.297	1.489	0.795	0.000	0.000	0.339	0.839
evm.model.Seg2134.6	1.389	1.304	3.432	4.439	2.015	2.189	0.179	0.896	0.753	0.846	1.353	1.337	1.505	1.932	0.385	0.000	1.926	0.868
evm.model.Seg2136.5	0.543	0.129	1.535	4.379	0.848	1.975	0.000	0.149	0.000	0.000	2.140	2.346	1.224	1.583	0.000	0.000	1.903	0.000
evm.model.Seg2136.5.3.57f48f79	0.000	0.000	0.660	0.275	0.268	0.180	0.230	0.000	0.100	0.093	0.311	0.295	0.372	0.720	0.000	0.000	0.262	0.000
evm.model.Seg2184.2.1.57f48f79	0.714	0.000	2.015	1.955	2.536	1.924	0.230	0.779	0.000	0.381	0.649	0.804	0.778	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2204.6.1.57f48f79	1.878	0.323	3.488	7.740	0.729	1.539	0.460	1.291	1.335	0.986	1.367	1.288	0.794	2.686	1.115	0.000	2.719	4.672
evm.model.Seg2213.6	0.303	0.220	0.709	0.931	0.030	0.000	0.179	0.075	0.100	0.037	0.124	0.041	0.033	0.000	0.000	0.621	0.000	0.000
evm.model.Seg2218.5	0.062	0.232	0.229	0.482	0.104	0.120	0.000	0.000	0.070	0.093	0.000	0.033	0.000	0.158	0.162	0.000	0.185	0.000
evm.model.Seg2241.3.1.57f48f79	1.428	0.207	2.105	5.289	2.900	1.599	0.000	0.341	0.663	0.223	0.117	0.328	0.397	0.000	0.568	0.000	1.579	1.172
evm.model.Seg2267.2	5.673	2.531	13.041	17.455	3.949	2.565	0.537	4.619	4.508	4.445	3.507	3.322	3.317	3.570	0.649	1.644	2.881	2.922
evm.model.Seg229.16.1.57f48f79	0.000	0.000	1.480	4.031	1.130	0.154	0.000	0.267	0.191	0.000	0.449	0.984	0.000	0.000	0.000	0.000	0.886	0.000
evm.model.Seg2298.10.1.57f48f79	1.242	0.245	1.299	1.292	0.275	0.513	0.000	0.000	0.100	0.195	0.000	0.000	0.000	0.000	0.000	0.000	0.609	0.000
evm.model.Seg230.16	3.376	0.878	4.717	4.794	0.840	1.907	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.444
evm.model.Seg2316.2	1.250	0.194	5.044	10.525	3.607	1.975	0.281	1.280	1.506	1.460	1.263	1.296	1.348	1.048	0.324	0.840	0.909	3.225
evm.model.Seg2348.3	4.680	1.511	8.962	5.115	3.004	4.532	0.358	1.429	1.094	2.018	1.898	2.051	2.382	0.747	0.000	1.625	1.687	0.000
evm.model.Seg236.9.1.57f48f79	0.000	3.848	4.898	6.796	10.069	3.036	0.000	2.144	3.614	2.111	0.000	2.223	2.026	5.400	0.000	0.000	0.000	0.000
evm.model.Seg236.9.2.57f48f79	0.000	0.000	0.813	0.000	0.037	0.368	0.000	0.000	0.000	0.000	0.000	0.263	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2412.6.3.57f48f79	0.931	4.055	16.994	7.773	2.804	1.402	21.273	3.509	3.805	4.296	2.223	2.535	3.325	1.514	0.000	0.000	0.000	0.000
evm.model.Seg2412.6.4.57f48f79	0.838	0.452	1.716	1.152	0.134	0.958	0.000	0.160	0.141	0.232	0.387	0.156	0.149	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2445.3	0.248	0.245	3.543	2.276	2.000	0.282	6.955	3.755	2.179	2.762	1.263	0.919	1.100	0.000	0.669	0.000	0.000	0.159
evm.model.Seg246.10	0.830	0.465	4.745	10.847	2.291	1.727	3.068	2.229	1.647	2.129	1.063	1.739	1.704	6.208	1.866	1.260	2.319	4.975
evm.model.Seg2488.2	5.712	4.352	6.711	10.331	2.298	2.463	0.793	3.275	3.062	2.194	1.609	1.099	0.844	0.206	0.710	1.662	0.401	3.196
evm.model.Seg2497.5	19.745	12.992	76.633	200.336	9.184	16.777	0.818	7.488	8.363	8.453	13.282	4.635	3.565	3.769	2.069	1.114	4.946	2.126
evm.model.Seg2500.5.2.57f48f79	1.381	0.297	2.133	1.098	4.120	1.360	0.000	0.149	0.271	1.553	0.525	0.755	1.232	0.000	0.000	0.000	2.234	0.000
evm.model.Seg2502.4	3.811	0.491	11.332	9.380	7.652	3.369	0.230	3.477	3.383	3.431	1.429	1.583	1.737	2.357	0.385	0.785	2.827	2.864
evm.model.Seg2519.2	0.450	0.090	2.244	6.274	0.892	0.727	0.128	0.000	0.000	0.000	0.000	0.451	0.819	0.000	0.000	0.000	0.239	0.463
evm.model.Seg2544.4	1.700	0.336	3.321	3.770	0.870	0.787	0.026	0.085	0.301	0.270	0.035	0.082	0.190	0.089	0.000	0.000	0.031	0.477
evm.model.Seg2544.4.10.57f48f79	0.675	0.000	0.792	1.178	0.260	0.701	0.051	0.043	0.141	0.112	0.131	0.221	0.323	0.363	0.000	0.000	0.593	0.550
evm.model.Seg2544.4.12.57f48f79	0.520	0.000	1.334	1.587	0.216	0.282	0.000	0.043	0.141	0.130	0.035	0.090	0.132	0.260	0.000	0.000	0.092	0.304
evm.model.Seg2544.4.14.57f48f79	0.621	0.000	2.001	4.426	0.654	0.265	0.051	0.192	0.382	0.232	0.035	0.230	0.232	0.562	0.000	0.000	0.154	0.101
evm.model.Seg2544.4.1.57f48f79	2.010	1.433	4.905	10.137	2.573	0.744	0.102	0.352	0.803	0.493	0.035	0.197	0.331	0.206	0.000	0.000	0.046	0.159
evm.model.Seg2544.4.9.57f48f79	0.815	0.000	1.202	3.361	0.818	0.667	0.256	0.181	0.402	0.214	0.138	0.533	0.571	0.802	0.000	0.000	1.009	0.188
evm.model.Seg2556.4	0.939	0.555	2.008	2.350	0.892	1.171	0.358	0.096	0.211	0.056	0.545	0.115	0.132	0.000	0.000	0.530	0.131	0.000
evm.model.Seg2558.1.1.57f48f79	7.753	0.930	6.837	4.981	14.041	14.836	1.483	1.312	1.185	0.967	7.228	6.210	3.317	6.167	0.000	0.000	11.332	1.721
evm.model.Seg2616.5.2.57f48f79	0.846	0.000	0.632	1.647	0.112	0.274	0.000	0.107	0.000	0.093	0.000	0.254	0.372	1.048	0.000	0.000	0.000	0.000
evm.model.Seg2638.2	7.179	4.791	21.107	29.969	3.815	5.361	5.293	7.541	6.606	7.011	5.709	5.496	5.352	7.140	16.833	13.678	9.368	25.036
evm.model.Seg2645.5	1.048	1.795	18.140	6.321	0.528	1.308	3.580	1.205	1.536	1.711	0.822	1.805	3.036	2.556	3.367	0.457	0.347	0.723
evm.model.Seg2645.6	2.383	12.617	52.566	18.567	4.908	4.977	9.844	2.165	5.914	5.523	2.182	4.028	9.818	12.191	4.462	0.000	2.781	4.296
evm.model.Seg2652.2	0.683	0.646	1.758	1.982	1.235	0.804	0.409	0.277	0.271	0.307	0.614	0.468	0.314	0.418	0.264	0.475	1.302	0.839
evm.model.Seg265.4	19.970	1.304	17.501	11.550	3.057	2.694	0.844	2.421	2.781	3.896	3.300	1.887	2.076	1.302	0.203	0.822	3.567	2.097
evm.model.Seg2667.1	41.748	14.090	115.449	59.423	36.143	43.712	25.083	40.267	27.158	37.520	13.855	21.295	16.650	6.188	25.452	17.934	20.646	45.806
evm.model.Seg2667.3	0.714	0.142	1.264	1.627	0.461	0.975	0.000	0.171	0.110	0.074	0.117	0.033	0.157	0.000	0.000	0.000	0.555	0.087
evm.model.Seg2672.3	9.639	2.053	18.835	16.926	17.767	22.976	1.483	6.752	5.572	4.873	5.889	3.905	2.945	1.782	0.913	0.000	7.812	0.448
evm.model.Seg2675.2	0.745	1.253	2.390	6.957	0.714	0.667	0.128	0.139	0.120	0.056	1.754	0.057	0.554	0.500	0.000	0.000	0.000	0.000
evm.model.Seg2718.1	2.421	1.046	5.753	5.557	4.410	5.866	0.665	0.885	1.084	1.227	2.306	2.830	2.531	3.913	0.000	1.498	4.784	0.795
evm.model.Seg2722.3	5.650	0.646	5.801	11.456	2.543	5.259	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	6.240	0.000
evm.model.Seg2792.1.3.57f48f7a	0.000	0.000	0.000	3.676	5.868	5.900	0.153	1.269	1.094	0.809	1.864	0.689	1.133	0.000	0.000	0.950	0.670	0.000
evm.model.Seg2792.1.4.57f48f7a	0.054	1.279	3.099	2.618	4.886	3.985	0.000	1.280	1.787	2.027	0.766	0.205	0.926	0.000	0.000	0.000	0.000	0.174
evm.model.Seg2815.2	1.607	0.646	2.640	2.437	3.577	3.318	0.639	0.523	0.502	0.530	1.636	1.198	1.406	1.747	1.379	1.498	1.541	0.868
evm.model.Seg2838.1	0.823	0.517	3.085	0.596	2.365	1.881	0.000	1.237	0.743	0.586	0.152	0.131	0.149	0.541	0.000	0.548	0.370	0.882
evm.model.Seg2858.1	1.211	0.323	3.126	3.227	1.101	0.864	0.026	0.341	0.492	0.391	0.456	0.345	0.422	0.329	0.000	0.146	0.362	0.087
evm.model.Seg287.9.2.57f48f7a	13.419	0.000	26.227	1.453	6.931	5.609	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.885	0.000	0.000	7.226	0.000
evm.model.Seg2885.4.1.57f48f7a	0.000	0.000	7.142	5.772	0.558	0.547	0.000	0.405	0.311	0.846	0.000	0.558	0.256	1.398	0.000	0.000	1.441	0.955
evm.model.Seg2904.1	15.779	2.531	28.541	55.271	15.617	12.194	0.230	3.701	3.805	3.571	10.335	9.360	8.569	6.469	1.034	0.274	6.463	0.217
evm.model.Seg2904.3	52.714	16.233	95.364	166.383	33.473	31.279	3.554	15.862	14.739	12.470	31.605	33.649	29.421	31.022	3.590	13.112	30.745	5.178
evm.model.Seg29.1.7.57f48f7a	0.109	0.000	0.076	0.275	0.052	0.086	0.000	0.011	0.000	0.037	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg292.10	5.992	9.867	2.515	27.445	1.941	3.788	0.000	0.000	0.000	0.716	3.659	1.501	2.051	0.000	0.000	0.000	2.334	0.000
evm.model.Seg2928.3	1.614	0.245	5.711	9.340	4.023	2.745	0.384	1.589	1.305	1.227	2.016	1.518	1.505	1.912	0.385	1.041	1.548	2.444
evm.model.Seg2948.2	3.795	1.743	15.820	33.170	2.752	3.814	3.707	6.197	6.104	6.658	2.927	5.012	3.466	2.165	10.667	5.424	2.411	10.168
evm.model.Seg298.17.1.57f48f7a	0.000	1.563	0.980	6.441	0.439	0.658	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2998.4	5.293	3.590	4.592	2.571	5.964	5.002	2.531	0.000	0.000	0.000	0.849	4.512	4.607	0.000	0.000	0.000	0.000	3.052
evm.model.Seg3000.3	12.014	1.627	30.320	43.822	7.221	0.838	0.256	9.301	7.008	7.420	6.054	5.611	6.278	2.426	1.014	1.753	1.055	1.548
evm.model.Seg3007.1	7.319	0.000	18.300	2.892	8.151	11.202	0.000	0.000	0.000	0.000	0.000	0.148	10.033	0.000	0.000	0.000	0.000	5.438
evm.model.Seg3008.2	2.049	0.659	4.599	4.714	2.082	4.395	0.051	0.256	0.211	1.469	5.012	1.239	0.149	3.221	0.000	0.000	2.034	0.087
evm.model.Seg3020.1.1.57f48f7a	1.094	0.000	1.299	3.616	1.725	1.864	0.000	0.224	0.000	0.000	0.421	2.994	0.918	0.000	0.000	0.000	0.639	0.000
evm.model.Seg3051.3	1.040	0.232	1.931	2.290	1.264	1.342	0.716	1.291	0.843	0.670	0.138	1.075	1.266	0.000	0.122	0.000	0.000	0.000
evm.model.Seg3065.3	0.000	0.000	0.306	3.950	0.513	1.633	0.000	0.000	0.000	0.000	0.000	0.919	1.456	0.000	0.000	0.000	0.709	0.000
evm.model.Seg3076.3	0.830	0.310	1.271	1.647	1.517	1.137	0.307	0.288	0.211	0.363	0.718	0.705	0.902	0.617	0.000	0.329	1.579	0.477
evm.model.Seg308.4	3.694	9.518	20.662	35.339	7.719	5.207	2.173	4.000	4.458	3.831	7.235	9.138	11.199	2.885	3.813	3.652	4.260	3.052
evm.model.Seg3.12	3.174	0.904	11.346	8.015	8.277	6.499	0.409	1.717	1.687	2.315	3.894	5.225	5.806	7.113	0.750	2.703	5.554	1.316
evm.model.Seg312.2	0.000	0.000	6.816	19.029	0.654	2.018	6.903	0.000	0.492	0.511	0.000	0.673	1.009	0.000	0.000	0.000	0.000	0.000
evm.model.Seg312.3	0.186	0.000	9.755	30.190	1.480	2.360	2.148	0.448	0.853	0.158	0.000	0.156	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3129.2	0.140	0.478	2.459	0.877	0.067	0.103	0.332	0.000	0.131	0.046	0.711	0.172	0.157	0.000	0.000	0.000	0.000	0.000
evm.model.Seg314.7	17.587	5.372	23.066	23.294	11.713	35.135	8.207	2.848	5.552	5.719	15.595	13.560	7.957	10.697	2.352	7.634	16.116	6.798
evm.model.Seg3156.3	0.334	0.000	9.463	0.000	0.625	0.770	0.000	0.043	0.000	0.000	0.000	0.197	0.000	0.000	0.000	0.000	0.000	1.157
evm.model.Seg3157.1	0.699	0.633	3.780	3.662	1.101	0.992	0.281	0.363	0.402	0.614	0.732	0.829	1.183	0.596	0.000	1.059	0.408	0.419
evm.model.Seg3209.1	6.651	1.291	13.242	23.548	5.050	3.968	0.230	2.603	2.811	1.981	2.133	4.717	7.560	5.489	0.000	0.000	4.276	0.680
evm.model.Seg3209.3	14.987	0.555	25.338	55.626	7.087	11.672	0.000	2.005	3.655	2.529	7.704	7.703	10.008	8.066	0.000	2.392	7.365	0.000
evm.model.Seg3222.3	4.470	3.306	372.152	167.729	45.677	12.339	75.273	52.108	17.791	15.371	16.230	15.742	24.905	0.000	6.632	0.000	0.963	0.000
evm.model.Seg328.1.1.57f48f7a	0.970	0.000	2.168	5.162	0.721	0.701	0.537	0.149	0.040	0.270	1.312	1.214	1.166	2.570	0.000	0.000	1.079	0.333
evm.model.Seg3365.2	3.912	0.129	6.447	0.857	5.473	5.567	0.256	1.451	1.626	0.948	0.297	0.402	0.248	1.412	0.000	0.000	1.587	0.405
evm.model.Seg338.1	4.362	0.271	9.213	0.864	4.499	4.626	0.205	2.347	1.285	0.986	0.297	0.738	0.811	2.618	0.527	0.000	0.624	0.607
evm.model.Seg338.1.1.57f48f7a	2.259	0.000	11.262	0.295	0.915	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg338.3	4.998	2.725	7.073	7.961	6.552	3.275	2.276	0.405	0.000	0.000	2.195	3.560	7.337	0.000	0.000	1.114	0.000	5.612
evm.model.Seg339.10	4.890	3.371	13.930	16.518	4.789	8.029	7.645	2.944	2.711	2.455	3.866	6.833	7.659	5.462	4.320	3.744	2.434	1.504
evm.model.Seg3393.1	0.287	0.517	1.369	1.044	0.335	0.299	0.000	0.032	0.141	0.028	0.000	0.156	0.116	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3435.2	7.195	1.743	13.166	20.689	3.079	2.155	0.920	3.371	3.444	4.361	3.804	3.429	3.524	1.268	1.460	3.652	1.001	2.647
evm.model.Seg351.12	0.877	0.930	0.653	2.404	1.532	1.633	0.000	0.160	0.141	0.158	1.871	0.000	0.000	1.487	0.000	0.000	0.000	0.000
evm.model.Seg3525.1.3.57f48f7a	0.000	0.000	1.258	0.556	0.357	0.556	0.895	0.032	0.000	0.000	0.110	0.279	0.298	0.274	0.000	0.000	0.000	0.000
evm.model.Seg3531.4	0.000	0.077	7.073	31.917	52.258	23.797	12.631	4.971	2.721	1.916	3.866	8.695	4.781	0.000	0.000	1.278	0.000	0.000
evm.model.Seg3552.1	30.509	67.206	170.649	139.394	28.014	29.791	52.211	53.078	50.220	54.583	28.194	26.586	29.049	33.544	28.656	35.155	19.459	30.721
evm.model.Seg355.3_evm.model.Seg355.4	3.904	0.801	12.749	12.554	4.551	7.627	1.048	1.525	1.797	1.609	1.367	1.239	1.828	0.343	0.000	0.110	0.508	0.202
evm.model.Seg355.5.1.57f48f7b	4.789	0.000	5.051	8.075	4.098	6.216	0.000	0.640	2.309	0.000	4.266	3.429	2.738	3.988	0.000	0.000	0.000	0.000
evm.model.Seg3606.3	1.203	1.563	1.667	7.392	1.361	0.975	0.051	0.075	0.090	0.037	0.587	0.213	0.273	0.644	0.426	0.000	0.085	0.405
evm.model.Seg362.8	5.278	1.485	142.927	2.384	1.934	1.659	0.869	1.867	2.139	2.734	4.425	6.981	4.367	0.240	0.000	0.000	0.085	0.000
evm.model.Seg36.3	1.110	0.284	3.898	6.796	3.800	2.702	0.384	0.789	0.643	0.809	1.353	1.050	0.802	2.789	0.000	0.000	0.886	0.145
evm.model.Seg3632.5	0.419	0.542	3.161	3.790	0.915	2.428	0.000	0.555	0.432	0.456	0.718	1.181	0.918	0.706	1.602	0.000	0.724	0.246
evm.model.Seg3651.2	16.337	9.001	23.004	13.304	5.421	5.165	0.716	3.723	3.665	4.342	4.936	5.045	5.252	4.358	0.649	0.858	6.756	1.577
evm.model.Seg3662.4	0.442	0.220	25.567	12.293	18.904	0.804	7.313	5.952	2.912	2.976	1.961	2.428	3.110	0.000	0.000	0.000	0.000	0.260
evm.model.Seg3706.1	1.436	0.478	4.266	5.698	1.361	0.941	0.435	0.491	0.432	0.493	0.842	0.837	0.753	1.268	0.000	0.237	0.878	0.087
evm.model.Seg3719.2	2.996	1.537	10.554	9.287	2.930	4.027	0.256	1.291	2.058	3.003	6.565	6.841	7.097	1.350	0.000	0.000	1.780	0.231
evm.model.Seg3722.2	0.396	0.142	1.779	3.850	0.231	0.154	0.511	0.149	0.261	0.279	0.483	0.107	0.248	0.672	0.000	1.205	0.000	0.000
evm.model.Seg3760.1	3.741	1.433	9.567	4.191	5.399	3.933	0.716	0.747	1.054	1.227	3.355	4.405	4.392	2.618	1.318	2.155	1.864	0.550
evm.model.Seg3775.4	10.066	4.404	25.324	37.227	6.001	5.319	2.966	10.208	9.970	10.294	6.786	5.923	6.534	8.710	11.823	9.533	6.772	21.290
evm.model.Seg3779.1	0.373	0.000	0.313	0.603	0.112	0.222	0.000	0.000	0.000	0.000	0.104	0.000	0.033	0.000	0.000	0.000	0.000	0.101
evm.model.Seg378.15.1.57f48f7b	1.607	0.672	5.461	14.697	2.149	1.958	0.537	2.240	1.857	2.297	1.208	1.526	1.935	2.995	0.284	2.137	2.327	4.816
evm.model.Seg378.18	0.559	0.943	1.695	3.180	0.647	0.513	0.563	0.117	0.472	0.279	0.545	0.254	0.157	0.761	0.000	0.000	0.262	0.000
evm.model.Seg3811.5	0.000	0.555	19.572	15.915	5.459	1.419	1.483	0.416	0.281	0.084	0.808	1.665	0.505	0.000	0.000	0.128	0.000	0.145
evm.model.Seg382.1	0.000	0.077	2.578	0.308	0.067	0.094	0.000	0.000	0.000	0.000	0.069	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg382.4	0.318	0.077	1.007	8.068	8.463	8.106	0.486	5.824	6.145	5.496	4.232	3.011	2.506	1.206	0.142	0.329	1.410	0.448
evm.model.Seg3863.2	35.337	7.891	30.375	35.178	11.624	16.794	5.983	10.059	11.104	8.564	6.462	4.028	4.309	5.653	3.468	2.520	5.631	10.602
evm.model.Seg3864.1	0.427	0.491	2.459	1.065	0.632	0.958	0.077	0.085	0.281	0.112	1.001	0.968	0.852	0.274	0.000	0.493	0.817	0.130
evm.model.Seg3885.3	1.024	0.426	1.626	1.614	2.707	2.138	0.486	0.309	0.291	0.456	0.918	1.436	1.266	1.144	0.000	0.840	1.487	0.260
evm.model.Seg389.1	1.777	0.697	1.647	2.926	2.357	2.548	0.153	0.309	0.773	0.344	0.414	1.477	1.538	0.822	0.000	0.420	0.231	0.101
evm.model.Seg3909.1	8.374	3.022	5.503	6.856	1.815	1.761	0.153	0.000	0.000	0.065	2.175	0.402	0.248	0.000	0.000	0.548	1.248	0.434
evm.model.Seg391.8	0.784	0.142	1.841	2.926	0.543	0.658	0.000	0.085	0.191	0.130	0.152	0.000	0.000	0.110	0.000	0.000	0.200	0.058
evm.model.Seg3995.1.1.57f48f7b	1.513	0.000	4.127	2.183	14.457	14.468	0.486	2.517	4.377	2.483	7.587	6.915	8.395	0.000	0.000	0.000	2.781	0.000
evm.model.Seg4018.3.1.57f48f7b	0.256	0.116	0.486	0.469	0.052	0.128	0.128	0.085	0.000	0.158	0.000	0.025	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg402.8.2.57f48f7b	0.000	0.000	11.686	8.979	1.584	0.000	0.000	1.184	0.341	0.614	0.000	0.943	0.976	6.551	0.000	0.950	1.425	1.085
evm.model.Seg4040.1	3.531	2.738	5.391	15.319	4.336	6.550	3.477	2.069	1.958	1.795	2.264	2.018	2.895	1.357	2.211	1.735	0.647	0.665
evm.model.Seg405.4	0.000	0.568	0.966	3.930	0.275	0.445	0.102	0.000	0.000	1.041	0.000	0.000	0.000	0.000	0.243	0.146	0.000	0.752
evm.model.Seg4069.3	0.000	0.000	1.313	10.539	3.168	4.429	10.278	3.520	3.765	2.790	0.469	1.132	0.711	0.000	0.000	0.000	0.000	0.000
evm.model.Seg4137.2.1.57f48f7b	0.349	0.232	0.500	1.038	0.320	0.316	0.051	0.085	0.151	0.139	0.359	0.164	0.149	0.432	0.000	0.091	0.277	0.087
evm.model.Seg4163.1	1.583	1.924	238.180	110.663	46.287	7.354	61.441	50.881	18.835	17.035	18.398	14.479	23.003	0.665	2.596	5.333	0.501	0.145
evm.model.Seg416.9	2.779	0.555	61.452	63.005	22.600	54.426	5.165	23.595	19.809	13.632	6.179	6.718	3.416	3.796	0.750	3.470	1.687	0.000
evm.model.Seg4208.3.1.57f48f7b	0.000	0.000	1.799	2.136	2.313	2.873	3.017	0.000	0.000	2.390	2.126	1.354	1.117	2.152	0.000	0.000	0.000	0.000
evm.model.Seg422.22	2.569	2.544	51.670	9.896	8.478	6.832	0.844	2.059	3.062	2.204	1.256	1.936	1.414	0.000	0.000	0.000	0.000	0.000
evm.model.Seg4241.1	1.925	2.015	4.037	2.993	1.160	2.394	0.511	0.523	0.884	0.670	0.925	0.394	0.232	0.500	0.548	0.347	0.547	1.374
evm.model.Seg424.2	12.534	3.887	29.451	38.513	15.030	18.000	0.920	5.739	7.159	7.141	12.026	12.083	14.152	11.300	2.231	3.232	11.455	3.746
evm.model.Seg4256.2	0.846	0.271	4.426	7.117	0.231	0.257	0.332	0.864	1.225	0.660	0.980	1.025	1.084	0.000	0.000	1.242	0.747	2.314
evm.model.Seg4259.3	6.644	2.441	6.767	9.621	3.614	10.577	2.864	2.688	3.263	2.334	1.056	0.664	0.703	4.187	0.000	1.461	4.769	1.765
evm.model.Seg4288.1	0.000	0.310	0.889	0.730	0.216	0.248	0.000	0.000	0.000	0.056	0.338	0.000	0.356	0.000	0.000	0.000	0.000	0.000
evm.model.Seg4331.2	3.873	0.917	4.731	4.620	1.495	3.292	1.253	0.427	0.502	0.753	3.203	1.321	1.084	1.199	0.000	2.137	1.094	0.564
evm.model.Seg4350.2.1.57f48f7b	0.000	0.000	1.605	4.620	0.997	1.950	0.000	0.000	0.884	0.762	2.858	0.000	1.332	0.000	0.000	0.000	0.000	0.000
