	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg5352.1	4.6615	17.2335	22.108	11.449	0.858	6.8833	2.981
evm.model.Seg539.12	1.323	4.7265	2.2403	1.8807	0.3333	2.2387	2.1045
evm.model.Seg539.3	0.5825	0.199	86.8443	15.297	10.967	25.141	3.936
evm.model.Seg5401.2	0.924	19.4745	26.2353	5.3303	2.171	5.1877	2.619
evm.model.Seg543.11	0.854	0.171	3.0127	1.9487	0.561	0.0937	0.5015
evm.model.Seg555.9.1.57f48f7c	0.0	0.0	0.2767	0.1757	0.2917	0.0	0.101
evm.model.Seg5714.4	9.227	0.945	74.907	24.1187	24.026	25.1877	8.066
evm.model.Seg571.5	0.4325	0.0	1.913	2.5973	1.5443	2.5703	0.832
evm.model.Seg57.4	0.0	1.557	17.3567	6.6303	3.3993	0.0867	0.0885
evm.model.Seg577.3	0.797	0.602	18.9637	17.596	6.9933	3.528	1.8735
evm.model.Seg5812.3	8.211	7.1825	46.906	26.2333	20.5713	6.441	10.9325
evm.model.Seg5847.2	3.588	1.76	6.8637	7.852	3.2673	3.807	4.9575
evm.model.Seg5856.3	0.8935	3.296	1.2553	1.3857	0.2443	1.8277	0.719
evm.model.Seg5859.2	11.1685	0.9405	34.5933	20.752	16.3893	8.3893	2.673
evm.model.Seg588.2	0.0645	0.667	3.5183	4.599	3.2257	0.0	0.9205
evm.model.Seg5965.2	3.622	9.5065	206.4667	45.7037	3.282	25.511	47.1985
evm.model.Seg599.12	2.453	3.2425	35.2497	3.8943	2.0343	1.2377	0.5275
evm.model.Seg6004.3	0.5915	0.665	5.741	8.4373	6.888	2.1987	2.9185
evm.model.Seg6034.2	1.212	0.409	107.8487	60.6757	11.9437	0.994	2.0215
evm.model.Seg605.1	4.5535	5.8815	49.654	17.6197	5.1853	33.4797	101.476
evm.model.Seg6071.1	0.1225	0.0	0.434	0.5427	0.2123	0.0983	0.127
evm.model.Seg6071.2	0.1745	0.0	0.4417	0.4787	0.1333	0.0	0.0
evm.model.Seg6085.3	0.7425	0.203	4.532	5.2193	3.8063	0.2433	0.1155
evm.model.Seg6152.1	10.584	0.297	513.3517	260.4913	81.1167	14.4233	15.058
evm.model.Seg6190.2	2.473	3.5745	65.571	1.5037	3.4177	15.9987	8.501
evm.model.Seg627.4	3.8195	3.64	8.9933	13.2347	7.698	9.1727	4.9255
evm.model.Seg6275.1	0.039	0.0	1.787	0.9747	0.1017	1.0097	1.8065
evm.model.Seg6310.3	1.6335	0.0835	99.148	178.6247	47.8203	8.24	45.7935
evm.model.Seg6395.1	0.336	0.047	2.9813	1.9213	0.7143	0.0	0.0
evm.model.Seg6395.2	0.097	0.8485	1.6443	2.3837	1.4973	0.0847	0.154
evm.model.Seg6403.1	0.0	0.047	1.5823	1.1777	0.3133	0.0	0.1735
evm.model.Seg6405.1	0.1225	0.0	2.6057	3.6917	2.416	0.0	0.0
evm.model.Seg6410.1	1.519	1.7545	23.518	8.1433	2.7163	2.782	1.636
evm.model.Seg6460.2	2.1715	0.495	63.976	73.5867	23.2877	6.8023	16.103
evm.model.Seg6512.1	48.101	158.4965	558.6893	203.1723	84.0713	58.6333	238.664
evm.model.Seg65.2	1.6135	1.052	26.9513	10.168	4.1477	3.7843	16.8625
evm.model.Seg65.2.1.57f48f7d	1.9385	1.5235	7.3617	7.978	1.414	0.987	1.009
evm.model.Seg6540.2	0.0	0.5555	0.583	0.6743	0.0	0.032	0.0
evm.model.Seg6541.1	0.101	0.3405	18.281	0.0	0.0	0.415	0.3345
evm.model.Seg6589.1	0.951	0.191	8.3153	16.3953	7.648	1.0037	2.157
evm.model.Seg659.5	2.076	2.4355	13.9827	9.801	5.4123	3.5987	2.6985
evm.model.Seg660.1	5.2025	3.4635	21.424	30.1507	7.9753	1.8527	1.0955
evm.model.Seg675.29	2.246	8.2745	35.389	5.2193	26.2247	6.0457	7.7375
evm.model.Seg6789.3	0.7425	0.0	1.2997	3.4393	0.578	0.0	0.2965
evm.model.Seg6869.1	0.0	0.336	4.0977	2.3717	2.3467	0.3037	0.701
evm.model.Seg68.8.4.57f48f7d	0.1475	0.278	0.7033	0.0	0.223	0.128	0.285
evm.model.Seg6947.3	0.1025	0.3335	7.141	1.3367	0.6237	0.2313	0.0
evm.model.Seg698.3.1.57f48f7d	1.541	0.403	12.7353	19.1803	7.369	18.0863	3.803
evm.model.Seg698.5	0.221	0.0915	0.99	0.551	0.0347	0.147	0.1665
evm.model.Seg7015.1	8.448	8.9735	17.124	6.994	1.2477	3.2183	2.947
evm.model.Seg730.3	7.024	67.3425	136.7197	157.9213	1.4407	9.704	5.5565
evm.model.Seg733.8	0.306	0.8795	2.8237	3.1207	1.9143	0.2057	0.6315
evm.model.Seg733.9.2.57f48f7d	0.7295	0.0	1.5287	1.6787	0.5973	0.0	1.071
evm.model.Seg7435.1	9.397	4.399	57.124	29.3673	13.692	16.6273	15.3295
evm.model.Seg745.13	1.6085	0.554	4.8323	4.8687	0.8577	0.659	0.3465
evm.model.Seg75.1	366.985	404.031	1522.782	1343.06	412.7027	1387.007	1276.2165
evm.model.Seg7577.1	0.026	1.2165	2.1597	1.6097	1.3687	0.0	0.046
evm.model.Seg7632.1	0.393	1.9185	10.2333	0.952	2.0353	2.4157	5.7475
evm.model.Seg768.2	3.3255	2.179	89.759	0.0	0.0	2.4837	13.8785
evm.model.Seg775.6	2.221	2.2925	5.5827	8.942	7.0857	4.7193	5.105
evm.model.Seg7795.1	6.5355	9.9035	56.8523	26.8487	15.0793	26.896	12.595
evm.model.Seg7937.1	2.189	0.0	7.0407	20.1383	2.5843	5.862	2.32
evm.model.Seg796.10	0.2065	0.0	1.3033	0.167	0.5143	0.0	0.266
evm.model.Seg796.10.2.57f48f7e	0.2065	0.0	1.3033	0.167	0.5143	0.0	0.266
evm.model.Seg796.17	0.3035	0.853	28.37	0.1577	0.092	0.9193	0.0
evm.model.Seg796.18	0.0	0.1375	18.2493	0.174	0.0927	0.3717	0.0
evm.model.Seg7962.1	5.028	5.372	63.373	3.406	2.171	3.167	8.721
evm.model.Seg803.13	1.9115	0.0	19.6673	8.936	5.2733	4.4377	1.1365
evm.model.Seg8055.1	0.084	0.0	1.5493	1.2887	0.4227	0.0	0.0
evm.model.Seg816.3	11.704	17.5895	206.7923	32.8613	22.956	12.8287	49.03
evm.model.Seg8215.1	3.64	3.017	45.3567	59.3333	31.722	1.8953	1.3405
evm.model.Seg8253.1	3.112	2.073	66.6923	4.5	10.9943	2.055	3.7275
evm.model.Seg8402.1	0.236	0.213	1.976	1.5853	1.305	0.2557	1.1885
evm.model.Seg841.4	1.6655	4.0115	11.9703	13.6923	2.8903	1.0113	1.496
evm.model.Seg841.5	7.364	9.5895	65.5403	45.984	7.6133	11.2207	13.513
evm.model.Seg846.2	67.1435	326.8545	344.325	286.3487	66.742	165.1607	63.775
evm.model.Seg846.9	0.0645	0.078	3.2227	1.3237	1.5733	0.0	0.0215
evm.model.Seg860.3	23.701	6.018	60.368	83.3253	51.261	30.3457	20.9215
evm.model.Seg8692.1	3.824	5.3825	39.2267	8.9583	1.6667	2.5423	2.6205
evm.model.Seg8838.3	47.8535	60.5085	581.0797	179.7627	88.2603	26.0953	29.3745
evm.model.Seg897.3	0.3615	0.03	19.0893	2.946	4.753	1.9007	1.0285
evm.model.Seg9023.1	1.001	0.0	2.2513	3.236	2.071	1.157	0.787
evm.model.Seg905.5	0.2005	0.0245	13.3017	0.6853	0.9353	0.797	0.0
evm.model.Seg909.11	0.53	4.6575	16.4203	4.0627	1.7373	0.595	0.3665
evm.model.Seg911.1	1.203	0.88	9.2543	0.6097	0.9813	0.144	0.303
evm.model.Seg915.2	0.2775	4.131	12.3457	9.5543	7.522	1.334	3.224
evm.model.Seg918.5.1.57f48f7e	0.239	0.4145	0.9253	0.6377	0.34	0.0	1.1905
evm.model.Seg9285.1	14.165	2.0495	18.2727	29.975	14.2517	4.444	12.974
evm.model.Seg934.2	4.2445	1.78	19.8177	74.1173	5.1033	2.5003	5.4435
evm.model.Seg9396.1	0.0	0.348	46.9083	35.339	37.0083	3.6287	8.6385
evm.model.Seg9450.1	0.8405	2.4165	15.343	6.9847	4.5253	3.678	3.225
evm.model.Seg9474.1	0.681	0.1335	1.991	1.5007	0.196	0.23	0.0
evm.model.Seg954.4	2.517	2.736	8.3197	10.0433	2.0033	13.2963	16.672
evm.model.Seg9569.1	4.2425	1.5945	57.7343	222.976	185.3263	20.164	33.295
evm.model.Seg959.3	0.933	4.8895	6.2897	11.899	7.6917	1.4823	1.483
evm.model.Seg9684.1	0.9865	1.257	1.6503	1.4967	0.37	0.937	0.288
evm.model.Seg9766.1	0.9425	0.265	5.3547	0.29	0.0907	0.2973	0.7595
evm.model.Seg989.9	2.1595	1.5945	5.6573	5.891	4.4263	3.5113	4.623
evm.model.Seg9919.1	0.105	0.184	4.2673	1.054	3.2743	0.6897	1.279
evm.model.Seg9950.2	21.911	5.562	90.7323	118.467	47.1407	17.4947	31.55
evm.model.Seg996.5	2.9015	2.146	15.2207	8.2973	6.5153	13.2613	5.221
