	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg1234.14	0.7815	0.051	3.1503	2.929	1.1303	2.2907	0.725
evm.model.Seg1261.5	1.1105	0.214	1.2117	2.5307	0.791	0.3853	0.875
evm.model.Seg1268.6	0.1215	0.1475	2.4573	0.0473	0.0853	0.6213	0.3835
evm.model.Seg1279.1	3326.074	1473.7675	10262.6357	6195.429	4918.218	6317.8537	5113.011
evm.model.Seg128.4	2.66	0.5725	13.2197	4.254	2.2767	1.0597	2.565
evm.model.Seg1300.5	2.407	2.7875	71.1773	1.7863	3.7843	8.402	8.448
evm.model.Seg1316.5	0.045	0.0	1.5897	0.5547	0.6197	0.105	0.0
evm.model.Seg1317.7	0.0	0.132	0.0073	0.953	0.0	1.461	0.2925
evm.model.Seg1319.7	0.2325	1.8875	46.2853	8.0133	2.6043	1.5583	0.2315
evm.model.Seg13207.1	0.5045	0.479	1.948	2.342	1.1153	1.2253	0.8675
evm.model.Seg1352.2	6.78	0.0	63.849	35.5913	25.621	14.985	1.898
evm.model.Seg1355.1	0.1425	1.1585	10.0623	2.3353	1.427	0.4013	0.087
evm.model.Seg13557.1	9.2505	5.167	27.3793	13.1683	2.792	3.701	4.4865
evm.model.Seg1358.5	4.6925	13.931	8.097	3.062	0.946	8.093	4.6985
evm.model.Seg1361.6	0.6415	0.17	49.7377	93.9203	37.156	2.4577	16.18
evm.model.Seg1380.2.1.57f48f76	0.0	0.204	0.587	0.4287	0.386	0.0	0.0
evm.model.Seg138.5.1.57f48f76	0.0	0.3785	2.353	0.9357	1.0103	0.699	0.404
evm.model.Seg1389.14	68.467	23.2055	305.1853	126.378	56.8653	48.2267	159.9465
evm.model.Seg1389.16.2.57f48f76	0.0	0.0905	0.5013	0.0	0.0	0.0	0.0
evm.model.Seg1403.3	0.0	0.0	15.193	0.0	8.2567	0.0	0.0
evm.model.Seg1422.14	0.084	0.0245	0.9907	0.7267	0.347	0.1027	0.5625
evm.model.Seg1422.2	0.204	0.3995	3.436	2.6483	2.1797	1.3277	1.975
evm.model.Seg1460.2	9.152	9.075	42.7567	36.9653	20.5923	7.06	6.7795
evm.model.Seg1479.8.1.57f48f76	0.0	0.0	3.3447	0.0	0.0	0.0	4.705
evm.model.Seg1501.5	5.3725	4.393	1372.241	868.4713	395.527	99.5963	17.807
evm.model.Seg1505.6	35.361	33.1535	795.308	618.3623	54.535	43.719	54.9335
evm.model.Seg1517.10	5.0915	7.576	178.532	48.9397	21.3003	6.4313	9.8785
evm.model.Seg1517.9	0.966	0.8045	228.2693	49.333	3.8727	0.917	0.9525
evm.model.Seg1521.2	41.4995	82.959	242.486	310.092	141.392	57.814	92.504
evm.model.Seg1524.8	4302.135	2760.4715	22911.903	10256.5253	7814.6843	7448.045	7890.6035
evm.model.Seg1526.7	0.3915	0.0	1.5397	1.1023	0.6493	0.1583	0.5155
evm.model.Seg1528.6	1.538	0.4415	40.867	9.0703	16.523	3.3123	2.8295
evm.model.Seg1542.6	0.719	0.198	3.041	1.7607	1.496	1.5897	1.042
evm.model.Seg1559.2	0.1935	0.1145	2.4597	2.2143	0.791	0.0	0.0435
evm.model.Seg1563.6	188.8655	144.345	1207.1093	615.815	361.0257	96.3673	54.8825
evm.model.Seg156.5	0.084	0.0	1.6267	0.0143	0.1933	0.0	0.0
evm.model.Seg1565.3.1.57f48f77	0.0	0.0	0.951	0.3037	0.3473	0.0	0.0
evm.model.Seg1567.4_evm.model.Seg1567.5	0.1035	0.0	2.266	1.0457	0.452	0.31	0.9205
evm.model.Seg1577.7	0.624	0.174	7.81	4.0383	3.158	0.828	0.9015
evm.model.Seg159.20	2.9435	6.0575	3.8703	1.345	0.0903	5.783	0.0
evm.model.Seg1616.5	2.4255	14.598	44.9867	2.7013	24.938	3.1937	1.7245
evm.model.Seg1622.6	1.153	0.455	13.441	14.328	9.4553	2.1973	4.946
evm.model.Seg1629.1	1.292	0.68	1.5927	2.529	1.442	0.9057	1.036
evm.model.Seg1636.1	1.4725	0.0	5.2747	17.3127	2.429	1.962	5.042
evm.model.Seg1643.6	0.3685	0.8915	5.2143	5.3087	3.859	2.8343	1.585
evm.model.Seg1652.8	0.0	0.0	0.7463	1.7923	0.268	0.0	0.3025
evm.model.Seg1653.2	1.2885	0.79	14.496	12.906	7.779	2.276	4.558
evm.model.Seg1658.5	0.407	0.0	7.695	13.799	6.793	2.055	3.2995
evm.model.Seg1658.6	2.2175	0.3565	19.5717	12.385	4.8293	1.351	8.1525
evm.model.Seg166.8	0.19	0.104	4.144	0.6247	0.0547	0.0	0.0
evm.model.Seg1668.11	0.0	0.0	32.3207	3.3643	1.248	0.0	0.0
evm.model.Seg16688.1	4.829	2.188	7.4183	4.7867	0.86	6.9117	3.0665
evm.model.Seg1671.13	8.3705	1.6045	749.946	865.9673	246.877	64.6873	180.7435
evm.model.Seg1675.2	0.528	0.4275	1.0323	1.235	0.7627	0.0	0.855
evm.model.Seg1682.4.1.57f48f77	0.0	0.0	1.2467	1.857	0.1833	1.462	0.0
evm.model.Seg1682.9	12.3085	87.1815	35.7743	14.9333	3.9443	34.7313	8.7355
evm.model.Seg1698.1	2.9875	11.18	65.59	68.333	10.0947	15.489	27.8535
evm.model.Seg1718.6.1.57f48f77	0.1875	0.0	0.4853	0.1527	0.0	0.0	0.0
evm.model.Seg1726.3	26.7135	163.7195	286.3437	212.8967	157.291	46.25	94.1935
evm.model.Seg1726.7	0.277	0.226	10.0777	12.345	2.1663	0.2033	4.085
evm.model.Seg1730.1	5.5915	0.917	433.949	333.178	84.8203	13.223	1.8165
evm.model.Seg1732.7	1.1365	0.16	6.8473	3.0277	1.5383	3.314	2.0055
evm.model.Seg1738.4	0.3065	0.4545	2.4523	1.7403	1.174	1.5663	0.789
evm.model.Seg1741.9.3.57f48f78	0.233	1.0475	1.487	0.593	0.0357	0.2923	0.0
evm.model.Seg1749.2.3.57f48f78	0.593	0.332	1.8997	3.3863	1.5773	0.294	0.7075
evm.model.Seg1749.2.4.57f48f78	2.1655	1.5155	21.734	18.1783	6.1607	4.0693	8.1475
evm.model.Seg1752.5	0.0	0.038	2.5927	2.0423	1.377	0.441	1.427
evm.model.Seg1756.16	0.2595	0.3465	0.9693	0.1117	0.2673	0.6413	0.5545
evm.model.Seg1766.7	3.5455	4.028	22.0923	17.6573	6.8617	1.534	2.244
evm.model.Seg1770.8	0.875	0.3825	9.1143	3.616	3.031	2.5583	2.6165
evm.model.Seg1774.3	0.9255	0.225	2.2503	1.662	0.654	0.6783	1.723
evm.model.Seg1775.11	0.3065	0.727	2.547	2.5803	1.4973	0.507	0.8235
evm.model.Seg1777.3	0.9355	0.9455	4.8347	3.7227	5.1087	2.308	2.2915
evm.model.Seg1778.9	2.15	1.1675	7.113	4.6633	5.4977	1.9047	3.3345
evm.model.Seg1783.10	1.4555	1.2895	44.7413	32.2413	17.087	6.141	22.9715
evm.model.Seg1783.9	10.165	12.028	454.6813	80.3117	119.955	16.2473	1.707
evm.model.Seg1784.13	0.4585	0.0485	17.7313	59.5053	38.2883	3.3727	6.58
evm.model.Seg1787.11	25.1435	4.799	793.6923	614.4437	179.7413	85.47	96.759
evm.model.Seg1808.5	1.3005	1.2945	32.3243	13.7247	5.5373	1.34	1.4875
evm.model.Seg1809.4	1.0425	1.6285	9.7333	10.503	6.76	5.943	2.874
evm.model.Seg1813.3	1.4445	0.8225	7.1963	8.0857	2.4427	0.43	0.5125
evm.model.Seg1813.4	2.6145	2.6245	14.6033	14.227	22.5517	8.6497	6.974
evm.model.Seg1821.5	0.261	0.266	3.173	0.778	1.201	0.8907	0.678
evm.model.Seg1821.6	0.5675	1.1205	14.7553	4.9773	5.762	5.2833	6.0285
evm.model.Seg1822.8	0.3165	0.723	6.4387	8.6587	7.5993	3.07	3.8065
evm.model.Seg1825.5	0.239	0.349	3.6653	8.5827	7.6647	2.1233	2.803
evm.model.Seg1826.1	0.7665	3.6135	6.99	3.937	4.461	2.6507	2.7125
evm.model.Seg1831.2	1.2595	13.136	13.1717	12.7347	1.3763	7.1107	1.4185
evm.model.Seg1833.7	4.422	1.562	46.288	3.0663	1.7287	2.4647	4.3635
evm.model.Seg1840.9	0.234	0.1175	2.6103	3.757	0.8877	0.1987	1.271
evm.model.Seg1852.8	0.85	1.3975	39.8993	4.9953	8.0117	1.159	0.8835
evm.model.Seg1864.1	0.655	0.2175	2.144	3.7847	1.3697	0.211	0.1905
evm.model.Seg1864.2	56.481	57.624	321.9297	212.7247	111.4937	71.9037	353.9185
evm.model.Seg1887.3	0.741	4.0955	16.524	7.1353	3.91	4.3503	2.2595
evm.model.Seg1887.4	1.405	2.7035	7.214	10.8093	7.082	5.03	2.766
evm.model.Seg1891.14	0.1515	0.194	46.6557	19.7813	2.406	13.9893	13.6065
evm.model.Seg1894.3	2.666	3.5475	14.8983	12.2283	1.7697	18.6227	4.486
evm.model.Seg1905.4	0.268	1.164	34.0753	0.0	1.6893	1.4643	6.783
evm.model.Seg1905.4.1.57f48f78	12.3055	15.4715	272.048	5.5057	11.222	14.511	8.9705
evm.model.Seg19097.1	0.0	0.482	2.834	5.9617	1.792	1.254	1.5175
evm.model.Seg1923.4	2.8	9.439	18.4283	14.805	5.0023	0.643	3.563
evm.model.Seg1928.4	1.806	0.047	14.1373	0.136	0.992	4.3327	1.619
evm.model.Seg1932.2.2.57f48f78	0.2095	0.0	2.7567	0.515	0.3647	0.0	0.0
evm.model.Seg1985.5	1.336	0.848	8.633	0.768	1.3507	1.0573	4.2635
evm.model.Seg1999.9	0.766	0.872	13.2143	10.992	1.3517	4.349	1.392
evm.model.Seg2006.7	0.646	0.1895	3.9847	1.4523	0.179	0.4353	0.041
evm.model.Seg2025.6	24.617	15.4315	242.9373	255.504	112.3003	67.697	128.812
evm.model.Seg2061.7	2.1115	1.545	8.1627	10.6423	9.133	2.8947	4.4245
evm.model.Seg206.2	2.6525	2.182	15.4047	1.3883	2.8687	1.265	1.3505
evm.model.Seg2070.5	12.2665	8.674	116.102	131.6793	31.6117	5.0553	24.9045
evm.model.Seg2092.8	0.3775	0.6645	4.5163	5.078	3.5417	1.441	1.5305
evm.model.Seg2093.3	10.6765	85.351	65.6177	35.0083	6.4027	10.9713	6.798
evm.model.Seg2105.2	411.8665	436.1135	464.939	298.4607	97.312	357.1047	105.885
evm.model.Seg2105.4	5.2005	5.431	47.0507	30.8353	19.5697	5.297	5.963
evm.model.Seg2110.2.1.57f48f79	0.569	1.0415	5.211	6.991	5.2077	0.9807	2.05
evm.model.Seg2114.1	0.2065	0.4545	1.9673	1.5703	1.595	0.0913	0.0945
evm.model.Seg2178.6	0.406	0.4445	7.688	2.8083	1.7967	0.486	0.25
evm.model.Seg2184.2.2.57f48f79	0.3685	0.154	1.1957	0.1923	0.0	0.9207	0.68
evm.model.Seg2234.1	1.5245	0.3815	20.3833	31.4127	12.6157	0.9577	3.789
evm.model.Seg223.6.1.57f48f79	0.1435	0.1495	0.6097	0.096	0.5223	0.0	0.2205
evm.model.Seg2245.2	1.8085	7.3475	1.9247	15.1233	0.0	8.696	2.7295
evm.model.Seg2261.1.1.57f48f79	0.772	0.146	2.2293	3.0103	2.0767	0.6407	0.789
evm.model.Seg22845.1	1545.9875	1054.2175	5264.719	1618.777	782.8807	1581.8243	1657.087
evm.model.Seg2284.6	0.0	0.0	82.637	10.697	10.1497	11.2867	13.9175
evm.model.Seg2284.8	8.7275	11.431	235.4347	63.144	24.5263	7.4563	12.5395
evm.model.Seg2285.1	6.193	8.086	7.438	5.6547	1.2317	10.5777	8.4945
evm.model.Seg2289.1	0.7795	0.8055	3.3117	1.829	3.428	0.8663	1.332
evm.model.Seg229.1	1.0805	0.633	9.294	3.972	1.9727	0.0	0.031
evm.model.Seg2293.14	1.149	1.108	7.4367	2.09	0.439	0.3707	0.2785
evm.model.Seg2293.6	1.36	0.903	3.3387	3.3533	1.2563	1.996	1.279
evm.model.Seg2327.3	1.0155	1.2835	26.921	19.878	14.2773	2.8003	7.3405
evm.model.Seg2345.2	65.4875	76.011	411.3163	286.2563	89.1783	252.627	168.7755
evm.model.Seg2355.3	1.724	0.41	6.255	11.027	0.43	0.0	0.0
evm.model.Seg2370.3	0.6965	0.367	22.4877	46.296	31.5613	4.606	5.661
evm.model.Seg2388.6	0.1475	0.109	2.0223	0.5627	0.94	0.389	0.304
evm.model.Seg2397.1	1.0075	0.519	1.248	2.7323	0.0	0.9663	3.774
evm.model.Seg2404.2	0.0	0.1005	7.7693	2.651	2.1503	0.201	2.97
evm.model.Seg2407.1	0.167	0.0	0.6323	0.8857	0.524	0.5923	0.332
evm.model.Seg2418.4	0.4325	0.111	3.8933	6.6633	1.531	0.0	0.0
evm.model.Seg2489.3	1.9365	2.3675	33.6433	19.0247	13.7087	6.768	14.344
evm.model.Seg2496.5	4.305	2.22	19.3237	12.4733	19.7757	4.7503	8.0795
evm.model.Seg2497.2.1.57f48f79	0.0	0.5055	3.3007	0.4567	1.0913	0.0	0.0
evm.model.Seg2506.7	17.5365	6.276	56.012	64.0147	21.726	11.055	6.8105
evm.model.Seg25.1	0.0	0.0	1.669	1.0473	0.3187	0.153	0.0
evm.model.Seg2518.2	0.451	0.118	19.0877	2.8917	5.3023	0.9983	2.9895
evm.model.Seg2540.2	3.0685	1.847	5.9483	9.5677	6.5883	6.5743	5.037
evm.model.Seg2553.3	0.0905	0.144	0.2917	0.2067	0.0	0.0677	0.0925
evm.model.Seg2565.3	3.3405	3.503	45.5473	16.3023	25.5833	6.985	9.855
evm.model.Seg2604.6	1.074	1.3715	7.7517	8.053	3.3363	0.3103	0.772
evm.model.Seg2617.1	12.7195	13.2815	176.5173	49.1403	119.909	7.653	8.627
evm.model.Seg2624.1.1.57f48f79	0.0	0.2075	0.4027	0.303	0.139	0.0	0.2155
evm.model.Seg2637.2	0.955	6.2525	12.476	9.281	8.4163	3.3063	2.0265
evm.model.Seg27.2	0.473	0.5985	2.688	2.4193	1.454	1.0513	1.2535
evm.model.Seg27.2.1.57f48f7a	0.2345	0.4765	4.541	1.7723	1.3427	0.7287	0.9725
evm.model.Seg2730.4	9.758	8.8405	92.063	49.1983	33.6943	8.7157	11.5315
evm.model.Seg2731.3	2.03	0.99	3.8367	7.443	2.8533	1.965	2.973
evm.model.Seg2754.4	0.0905	0.0855	1.02	1.72	1.413	0.6353	0.9035
evm.model.Seg2758.3	0.2845	0.196	2.592	4.8173	1.465	0.054	0.881
evm.model.Seg2770.4	0.6925	0.8585	3.4013	3.4483	1.8443	1.0743	1.1825
evm.model.Seg2783.2	3.0445	0.5645	6.671	3.8737	2.1843	2.6683	4.6615
evm.model.Seg2789.1	8.4475	12.774	30.6593	26.9453	28.299	3.2943	5.705
evm.model.Seg2792.1	0.0	0.7265	1.2557	0.743	0.6293	0.0	0.0
evm.model.Seg2796.1	1.9175	1.607	21.3787	18.4137	7.574	6.6553	7.6305
evm.model.Seg284.5	2.756	0.4235	20.3943	2.756	0.8033	1.4957	3.174
evm.model.Seg2850.2	0.0385	0.8435	2.77	1.5193	0.943	0.0	0.0
evm.model.Seg2871.1	0.297	0.017	0.593	0.7257	0.4237	0.285	0.2505
evm.model.Seg2883.2	0.654	0.2305	1.6547	2.101	1.577	0.8283	1.013
evm.model.Seg2889.4	0.7085	1.219	4.1873	4.9487	5.9573	2.0443	2.6875
evm.model.Seg2891.1.1.57f48f7a	0.027	0.0245	0.167	0.0	0.0193	0.0	0.027
evm.model.Seg2923.3	0.609	0.309	1.7373	1.396	0.7047	1.402	0.866
evm.model.Seg2952.7	6.1155	6.145	133.9813	37.5627	34.8997	2.374	0.0
evm.model.Seg2962.2	0.026	0.2635	1.0367	0.0	0.2977	0.247	0.0
evm.model.Seg3093.3	0.0	0.057	0.8237	1.0977	0.041	0.0	0.073
evm.model.Seg315.1	0.875	0.5665	1.8747	2.838	1.927	0.0	1.294
evm.model.Seg3163.5.1.57f48f7a	0.0	0.0	0.33	0.475	0.0	0.0	0.0
evm.model.Seg3166.3.1.57f48f7a	0.066	0.412	1.9827	1.687	0.5213	1.7757	0.593
evm.model.Seg3189.1	1.754	0.9335	59.7387	11.9857	51.817	2.2117	4.1305
evm.model.Seg3.20	0.655	0.2085	6.1373	3.9947	1.164	0.0	0.0
evm.model.Seg3.21	0.4845	0.119	7.5617	7.0103	1.4003	0.0	0.1825
evm.model.Seg323.6	0.483	0.3575	5.2443	1.808	2.2593	2.22	1.298
evm.model.Seg323.8	0.1115	0.027	3.195	1.0757	2.2243	0.8503	0.6835
evm.model.Seg3242.3	0.234	0.1475	0.2503	0.5037	0.0767	0.4663	0.2445
evm.model.Seg3268.1	0.942	0.253	3.2173	4.7063	1.5297	0.2323	0.4285
evm.model.Seg3268.2	1.955	0.3165	4.8023	6.7307	0.9543	0.1887	0.9415
evm.model.Seg330.17	0.115	0.401	1.129	1.4687	0.6373	0.366	0.244
evm.model.Seg3312.4	0.341	1.611	8.1267	3.0523	0.4523	0.0	0.2605
evm.model.Seg3373.2	0.1435	0.136	11.5693	3.442	3.9953	4.7643	4.265
evm.model.Seg3395.2	3.0385	1.219	4.9233	6.5547	3.427	2.9633	4.258
evm.model.Seg340.3	0.465	0.299	23.417	8.5753	4.1187	1.3133	0.2315
evm.model.Seg3407.2	0.133	0.145	0.8373	0.0063	0.0547	0.1453	0.1585
evm.model.Seg3409.2	1.506	0.562	6.535	6.4647	3.586	2.6903	1.9725
evm.model.Seg3410.1	34.6265	19.2015	152.6427	73.799	53.3507	89.737	41.0475
evm.model.Seg3452.1	0.2095	0.0575	0.2007	2.077	0.32	1.7697	0.2015
evm.model.Seg350.24	0.7105	0.462	237.1943	24.1287	5.336	2.1587	0.0
evm.model.Seg3516.1	3.4735	1.4255	57.1787	38.1897	18.2047	16.323	10.2625
evm.model.Seg352.5	0.0	1.6875	9.7303	0.2443	4.7047	0.0	0.0
evm.model.Seg3588.3	7.605	7.9275	18.1973	10.8753	0.8177	3.6943	2.1395
evm.model.Seg3597.1	5.196	6.6305	12.083	5.1807	0.683	7.5333	4.371
evm.model.Seg3597.2	0.6675	0.8405	2476.5477	98.0973	4.524	3.3327	2.3625
evm.model.Seg363.11.1.57f48f7b	0.562	0.184	9.214	3.725	2.9913	1.59	2.6125
evm.model.Seg3659.2	0.0	0.0	2.1347	2.441	0.86	0.4347	1.1955
evm.model.Seg3715.2	2.5625	0.434	290.63	200.5983	78.5097	21.8163	66.6345
evm.model.Seg3730.2.1.57f48f7b	0.0	6.069	49.7093	35.4703	18.1243	5.24	3.2595
evm.model.Seg3730.2.2.57f48f7b	12.5455	9.6205	57.9477	54.8497	27.856	11.6493	7.1135
evm.model.Seg376.12.1.57f48f7b	0.0	0.021	67.352	0.0	0.051	0.1393	0.0
evm.model.Seg3765.2	5.35	10.5305	15.6597	19.4523	11.3227	4.801	4.6005
evm.model.Seg378.21_evm.model.Seg378.17	1.4415	7.407	17.772	9.7597	8.3833	4.7447	4.1765
evm.model.Seg381.10	32.2835	5.92	91.8963	90.1687	38.4317	21.169	92.3645
evm.model.Seg3816.1	0.4305	0.9135	4.8077	2.8143	0.3427	0.1447	0.0
evm.model.Seg3840.3	0.0	0.3885	0.8577	0.0	0.3523	0.0	0.0
evm.model.Seg385.18	0.2265	0.1215	1.5833	1.1587	1.1873	0.341	2.298
evm.model.Seg3858.9	0.591	0.537	5.4393	5.841	4.99	0.1577	0.3295
evm.model.Seg387.2	56.133	131.499	226.3877	229.3863	87.4873	126.4937	320.301
evm.model.Seg387.7	0.891	0.0	94.8507	42.5373	5.1543	1.5157	0.0
evm.model.Seg3951.1	2.75	3.0585	9.232	9.8147	2.1057	10.7363	7.339
evm.model.Seg397.16	14.5105	6.392	19.5237	31.3403	11.8063	9.384	19.215
evm.model.Seg3993.3	0.0775	0.0	1.464	1.416	0.192	0.0	0.0
evm.model.Seg399.5	0.0	0.327	1.1233	1.491	1.015	0.0	1.022
evm.model.Seg4019.1	0.6975	0.347	4.639	5.7963	2.652	1.8627	0.217
evm.model.Seg4029.1	4.196	3.807	220.442	311.256	129.837	47.3007	11.49
evm.model.Seg4030.1	18.4415	12.435	2126.8363	1321.108	771.714	90.991	137.408
evm.model.Seg4035.2.1.57f48f7b	0.0825	0.0	0.3073	0.1777	0.0597	0.146	0.101
evm.model.Seg406.1.1.57f48f7b	0.3295	0.0	2.4357	0.9347	0.3033	0.0	1.2365
evm.model.Seg4111.1	0.08	0.1655	14.8213	3.8267	7.7137	1.6957	1.0845
evm.model.Seg418.3	0.934	1.0965	15.62	35.0117	8.165	2.8767	5.955
evm.model.Seg4245.2	6.404	5.9945	9.9357	12.3317	1.878	10.3537	21.5335
evm.model.Seg4260.2	1.228	0.8315	4.113	3.2123	1.9097	3.031	2.177
evm.model.Seg4283.1	0.899	0.8425	5.8253	6.0667	2.8043	1.216	2.48
evm.model.Seg4300.2	55.3475	22.336	846.8013	735.4917	222.3833	133.508	132.9935
evm.model.Seg432.2	7.7855	4.4385	50.959	30.1103	7.0413	5.4017	4.6415
evm.model.Seg4357.2	2.004	11.2865	21.7133	21.0127	5.422	6.9367	2.7315
evm.model.Seg4370.2	0.0645	0.0	0.1817	0.1777	0.1337	0.054	0.0375
evm.model.Seg438.3	1.1935	0.466	1.402	1.7093	0.9717	0.689	0.966
evm.model.Seg438.5	0.57	0.844	17.2553	10.1543	23.41	4.942	5.4995
evm.model.Seg446.15	3.706	0.7765	8.3967	5.0247	3.9737	4.0013	3.393
evm.model.Seg4464.2	0.353	5.3995	19.295	21.836	7.001	0.0	0.0
evm.model.Seg4489.2	3.6225	4.6605	2.3597	2.4627	0.4277	3.8713	0.883
evm.model.Seg4492.1	3.6345	2.3935	26.137	14.7213	4.4397	2.5333	2.3345
evm.model.Seg454.4	0.0	0.0	0.943	0.429	0.1683	0.0407	0.0965
evm.model.Seg4582.5.2.57f48f7b	0.0	3.102	1.8897	0.9177	0.7237	1.4893	0.2385
evm.model.Seg4587.1	0.6135	0.0	1.352	1.8207	1.0483	0.2497	0.4355
evm.model.Seg4598.3	0.297	0.325	1.9713	3.8277	2.194	0.0	0.732
evm.model.Seg4613.2	25.758	32.9785	109.4143	118.2977	125.2693	50.5513	60.2965
evm.model.Seg4639.1	0.146	0.9255	6.3613	5.5167	1.166	0.5117	0.3275
evm.model.Seg4646.3	0.0	0.348	46.9083	35.339	37.0083	3.6287	8.6385
evm.model.Seg4703.1	2.132	1.8795	4.4963	10.891	1.8803	1.879	2.766
evm.model.Seg4739.1	1.6465	0.0	14.1297	29.4073	12.4583	19.9983	10.962
evm.model.Seg4743.1.1.57f48f7b	2.247	3.351	2.567	1.7077	0.717	4.389	1.641
evm.model.Seg4825.4	1.8135	1.185	7.4007	21.4653	2.4187	0.5357	1.468
evm.model.Seg4827.3	1.569	0.395	8.5517	0.977	0.055	0.0	0.68
evm.model.Seg48.8	123.9485	46.6715	422.8887	213.502	105.1983	100.259	110.5575
evm.model.Seg4897.2	7.1525	1.6355	12.66	10.3197	5.323	5.983	3.493
evm.model.Seg490.1	0.446	0.2405	52.582	2.621	0.602	0.166	0.1355
evm.model.Seg4913.2	0.923	1.435	6.6777	7.6703	2.476	1.237	2.0055
evm.model.Seg4955.2	0.991	0.3255	4.709	4.4327	2.181	2.1657	0.4625
evm.model.Seg5010.2	4.4495	3.0855	3.001	3.7913	0.145	3.4727	0.57
evm.model.Seg503.18	10.7815	8.9315	3497.71	770.5353	29.029	35.7517	51.0575
evm.model.Seg5059.1	1.979	4.2835	12.6593	15.2193	6.0727	2.551	4.4325
evm.model.Seg508.9	1.7705	10.011	78.643	20.8803	12.1903	10.4227	17.512
evm.model.Seg511.7	4.8945	0.0	8.5703	22.602	4.4573	2.5123	6.814
evm.model.Seg5129.1	0.084	0.0	25.1577	1.822	2.9013	0.0	0.0
evm.model.Seg5129.3	0.969	0.6525	15.8637	4.1733	2.8333	0.7667	0.8505
evm.model.Seg5190.2	2.371	1.1665	5.7733	6.03	1.419	0.714	0.369
evm.model.Seg523.3	7.092	8.8775	19.7947	26.2893	25.008	13.8863	15.7785
