	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg1426.7	21.8815	72.091	16.8423	7.6523	8.8303	0.0	0.0
evm.model.Seg1427.7	4.4195	3.6715	0.2543	0.127	2.38	0.0	0.162
evm.model.Seg1433.3.1.57f48f76	1.89	3.6275	1.822	10.5503	4.9083	0.0	0.0
evm.model.Seg1450.9	0.842	1.457	1.0083	2.1127	1.7297	0.0	1.2325
evm.model.Seg1459.11	0.8845	1.4315	2.716	0.989	4.9723	1.4643	0.312
evm.model.Seg146.3	6.922	2.457	3.149	1.961	1.384	0.0	0.0
evm.model.Seg1473.5	42.9955	54.33	345.401	126.325	81.3857	10.0107	8.356
evm.model.Seg1476.4	1101.9355	666.3085	1107.3523	681.1907	343.8743	63.3673	5.024
evm.model.Seg1476.5	54.0165	35.2605	60.159	47.7087	30.8003	5.7843	0.494
evm.model.Seg1476.6	24.8545	16.2845	28.2647	24.2237	19.386	5.0783	0.951
evm.model.Seg1492.3	7446.411	10787.5035	68050.098	8953.4807	6335.6433	1918.789	1447.282
evm.model.Seg1507.4	55.1925	3.65	16.7533	17.075	7.5313	2.691	5.118
evm.model.Seg15127.1	38.404	32.9445	357.4313	152.331	47.1843	3.9387	1.872
evm.model.Seg1514.6	127.8495	73.1695	287.9707	138.4777	64.032	14.0103	42.8255
evm.model.Seg1517.11	10.2115	6.724	2.5597	0.411	3.309	8.916	0.0
evm.model.Seg15196.1	121.671	158.0965	770.6827	181.7147	206.555	32.592	17.492
evm.model.Seg1519.8	11.4635	17.4605	22.849	23.5157	9.7857	1.872	5.1435
evm.model.Seg1524.7.1.57f48f76	39.2385	19.109	17.994	20.9317	40.233	11.5123	3.83
evm.model.Seg1550.2	1.1915	1.685	1.2657	0.935	0.8687	0.0	0.0
evm.model.Seg1574.21	52.3095	30.9155	6.9753	6.8243	41.7517	11.6553	6.8405
evm.model.Seg1577.3	12.12	5.844	6.2257	10.0053	3.767	0.0	0.0
evm.model.Seg1582.8	0.0905	0.8975	0.9097	4.008	0.5697	0.0	0.094
evm.model.Seg1587.1	30.144	22.723	19.9747	5.216	3.9853	0.4117	0.185
evm.model.Seg15906.1	77.7365	49.184	78.9147	58.735	40.7763	6.1617	1.094
evm.model.Seg1600.9	0.355	0.0	0.0397	0.2473	1.5943	0.1523	0.0
evm.model.Seg1617.12.1.57f48f77	3.037	5.8605	4.579	4.2987	11.037	0.0	2.168
evm.model.Seg1628.7	14.4335	16.088	43.3507	33.1553	23.6853	2.0677	1.928
evm.model.Seg1628.8	14.449	12.7465	35.5563	36.3803	18.8657	4.3173	3.2075
evm.model.Seg16297.1	38.1035	58.5465	39.014	73.9043	23.7447	0.0	7.3645
evm.model.Seg1635.6	2.094	2.797	6.22	4.01	1.536	0.5863	0.133
evm.model.Seg1639.10	1.3455	1.63	1.1387	0.7037	1.4223	0.0	0.8875
evm.model.Seg164.11.1.57f48f77	1.875	2.616	1.456	2.014	2.8773	0.0	1.321
evm.model.Seg1641.15	1.116	1.5105	2.2513	0.616	6.7193	0.503	0.8845
evm.model.Seg1666.17.1.57f48f77	1.6475	1.9935	1.59	1.6573	1.349	0.0	1.5125
evm.model.Seg1670.16	0.2015	0.2265	0.0073	0.491	0.0263	0.0303	0.0
evm.model.Seg1672.13.1.57f48f77	0.7475	1.211	1.09	0.7993	0.886	0.0	0.475
evm.model.Seg1677.3	1.214	0.693	0.573	1.2747	0.9693	0.0	0.0
evm.model.Seg168.1	6.8445	7.6675	2.6163	2.9293	3.0987	0.7487	0.0
evm.model.Seg1681.8	83.3515	113.735	98.973	120.5973	70.4857	10.6173	0.13
evm.model.Seg1682.7	63.2395	50.797	94.3483	22.9133	22.3147	2.0503	0.257
evm.model.Seg1686.9	0.4305	0.815	0.5307	1.0073	0.8187	0.0	1.707
evm.model.Seg1689.11	2.514	4.2045	1.3227	0.7567	2.7243	0.9657	1.5245
evm.model.Seg1697.6.1.57f48f77	5.307	3.82	3.005	5.0187	5.6957	0.0	4.9025
evm.model.Seg1700.4.1.57f48f77	4.553	2.2625	2.8673	2.2307	3.6397	0.0	1.279
evm.model.Seg1701.10	27.9075	13.074	10.4517	28.78	13.468	5.042	3.0755
evm.model.Seg1707.7	26.968	30.5225	30.2737	30.5247	12.419	1.7217	1.634
evm.model.Seg17124.1	3.7695	2.445	0.7337	6.0287	0.811	1.422	0.0
evm.model.Seg17.2	2.2485	4.14	1.5183	0.3573	1.8543	0.1417	0.535
evm.model.Seg1721.4	23.2025	7.4065	2.81	3.1697	8.375	12.063	8.8695
evm.model.Seg1730.6.1.57f48f77	4.462	1.3755	6.9053	4.3907	0.7153	0.268	0.181
evm.model.Seg1731.6.6.57f48f77	0.4385	0.201	0.0667	0.2033	0.539	0.112	0.0
evm.model.Seg1732.4.1.57f48f77	0.1875	0.0	0.2693	0.156	0.4957	0.1033	0.0215
evm.model.Seg1737.8	88.8055	34.4905	58.9513	63.0547	20.2287	17.2613	21.6815
evm.model.Seg1752.10	2.499	3.4235	2.0493	1.6093	0.6593	0.1167	0.344
evm.model.Seg1768.6	6.7235	2.484	2.116	0.414	3.253	1.055	0.0
evm.model.Seg1768.7	31.9245	60.5145	19.0887	7.728	32.2117	26.38	7.576
evm.model.Seg1784.8	3.768	4.9575	1.918	0.4203	2.7847	1.9707	0.0
evm.model.Seg1787.10.1.57f48f78	0.4575	1.112	1.1907	0.192	1.7107	0.0	0.285
evm.model.Seg1798.8	28.0355	65.979	65.4287	67.8153	28.9443	5.638	5.711
evm.model.Seg1800.3	1.03	3.3065	0.7143	2.829	1.9897	0.0	0.096
evm.model.Seg180.1	1.243	1.409	1.76	1.3007	0.341	0.0	0.127
evm.model.Seg1815.6	45.59	73.883	122.598	24.605	25.9997	2.015	3.68
evm.model.Seg1817.1	73.047	55.536	201.583	56.1833	20.527	0.9437	0.0
evm.model.Seg1817.4	6.688	1.644	1.1327	2.5123	2.5613	1.8313	0.0
evm.model.Seg1836.3	77.3195	5.6415	1.2003	3.5377	14.1687	47.161	0.8975
evm.model.Seg1841.5	127.304	31.8325	52.3893	37.1933	12.125	1.6267	0.815
evm.model.Seg1853.10	75.24	77.4745	407.832	80.3923	43.5917	6.8353	1.375
evm.model.Seg1871.3.2.57f48f78	0.6635	1.083	0.171	0.1773	2.2773	0.0	0.4815
evm.model.Seg1871.5	0.6325	1.061	0.1327	0.3957	3.674	0.341	0.0
evm.model.Seg1908.5	13863.4025	5690.765	7965.393	700.468	630.9463	86.9933	49.247
evm.model.Seg1928.7	5.8075	10.9825	11.9887	16.7073	3.305	0.073	0.113
evm.model.Seg1935.9	83.973	95.708	82.9207	68.905	40.519	4.793	1.157
evm.model.Seg1940.1	0.309	0.294	0.1433	0.0197	0.458	0.0	0.0145
evm.model.Seg1949.8	0.8085	0.5935	0.9163	0.157	1.5063	0.437	0.139
evm.model.Seg1958.4	37.199	23.9155	17.863	13.3213	14.954	1.8597	0.7455
evm.model.Seg1969.4	55.3645	58.9365	10.6977	17.9117	8.1023	0.0	0.0
evm.model.Seg1973.1	217.082	1211.356	433.647	75.2387	51.3477	7.1527	0.0
evm.model.Seg1973.2	71.7115	128.054	344.8513	79.974	54.3477	13.061	7.3125
evm.model.Seg19768.1	16.1445	33.2015	46.875	11.675	4.7883	0.0	0.0
evm.model.Seg1985.3	1.902	13.6085	42.1853	17.8873	5.637	2.1367	0.0
evm.model.Seg1999.1.1.57f48f78	0.407	0.067	0.2257	0.2943	0.227	0.0	0.0
evm.model.Seg2016.7	1.922	0.75	0.6143	0.855	2.137	0.5947	0.0
evm.model.Seg2020.6	2.0015	0.5385	1.3267	1.5297	0.6383	0.0	0.0
evm.model.Seg2038.4	4.377	5.9315	4.9663	17.557	7.1097	0.8013	0.412
evm.model.Seg2043.2.1.57f48f78	1.057	0.4905	1.3523	0.7567	1.2177	0.0	0.439
evm.model.Seg2049.3	0.452	0.0	0.0073	0.5463	2.9437	0.0	0.0
evm.model.Seg2051.6	16.7355	19.715	51.1347	5.993	3.6583	0.5883	0.299
evm.model.Seg2059.2.1.57f48f79	1.9905	1.1755	0.8663	0.975	2.5197	0.787	0.0
evm.model.Seg2075.2.4.57f48f79	0.708	0.0	0.1333	0.0	0.6777	0.0	0.1735
evm.model.Seg210.5	6.965	5.699	7.0307	5.3163	4.363	0.0	3.409
evm.model.Seg2118.5	1.4475	3.694	0.2877	17.679	4.0587	0.1277	0.058
evm.model.Seg2182.3	13.847	12.01	8.312	5.1983	2.4793	0.5077	0.1955
evm.model.Seg2185.3	8.0475	7.244	8.58	12.4757	5.5983	1.796	3.4375
evm.model.Seg2191.4.1.57f48f79	2.1705	2.825	0.9963	0.871	2.7407	1.808	0.0
evm.model.Seg2191.6	40.695	31.322	42.9207	10.2183	4.0063	1.5093	0.364
evm.model.Seg2192.8.1.57f48f79	8.9355	5.438	3.013	2.6973	5.5863	0.0	2.5115
evm.model.Seg2194.5.1.57f48f79	2.2045	1.635	2.0863	1.7993	1.7173	0.0	1.2595
evm.model.Seg2199.5	5.0855	7.8565	24.0133	5.6733	5.8923	2.0307	0.0
evm.model.Seg2205.3	2.816	3.6355	1.938	0.7363	2.841	1.3053	1.2
evm.model.Seg2228.4	2.725	0.0	1.38	1.9753	9.6937	1.5547	0.0
evm.model.Seg2243.5	0.568	0.615	0.4597	2.0727	2.026	0.0	1.433
evm.model.Seg2256.1	35.2835	48.614	19.36	9.4767	17.8937	1.3453	0.0
evm.model.Seg2274.4	12.7785	13.1135	5.104	0.0	3.5393	5.7607	0.0
evm.model.Seg2306.1	26.964	51.0055	114.8837	100.0677	45.6203	3.103	0.0
evm.model.Seg230.9.3.57f48f79	1.327	0.0	0.727	1.4163	0.6177	0.0	0.0
evm.model.Seg2357.4	30.101	109.173	41.4903	11.3703	12.2353	2.8823	0.4685
evm.model.Seg237.6.1.57f48f79	1.664	4.09	1.684	1.871	3.0927	0.0	1.756
evm.model.Seg2394.3	8.7365	0.422	3.3373	4.1663	1.9647	0.0	0.347
evm.model.Seg242.7	1.5295	2.4235	2.2287	5.6767	1.424	0.5147	0.3215
evm.model.Seg2430.1	7.23	6.236	16.7887	14.3503	4.0457	2.0943	3.0635
evm.model.Seg2440.4	119.2255	47.391	8.305	33.334	85.1083	214.334	26.5535
evm.model.Seg2459.2	2.831	3.937	0.2893	2.0187	7.6603	0.698	1.3635
evm.model.Seg2470.5	126.3135	21.19	77.1683	56.1493	27.399	4.846	5.7505
evm.model.Seg2475.6	9.671	15.096	3.019	2.8377	6.064	1.8023	3.143
evm.model.Seg2476.7	11.915	16.833	10.9873	6.427	3.2527	0.4883	0.2225
evm.model.Seg2495.2	18.3575	0.0	22.8513	4.694	3.6093	0.431	0.0
evm.model.Seg2513.1	765.9225	379.33	437.542	59.1637	50.7527	4.5267	0.836
evm.model.Seg2515.3	0.246	0.376	0.6787	0.2003	0.8863	0.433	0.3905
evm.model.Seg25.5	3.2485	6.591	3.9833	1.9703	5.3587	0.0	1.999
evm.model.Seg255.8.2.57f48f79	3.3385	12.2205	4.6297	12.6007	3.5077	0.192	1.262
evm.model.Seg2586.5	1.5135	6.3515	20.1563	3.723	3.1763	0.5357	0.1085
evm.model.Seg259.10	318.5295	91.622	14.5577	43.2423	202.336	690.0403	12.3915
evm.model.Seg2591.3	2.104	5.4925	9.3217	6.4053	3.8837	0.755	0.0
evm.model.Seg2591.4	3.721	3.002	5.6657	4.6037	3.915	1.1463	0.1445
evm.model.Seg2598.5	7.667	11.3645	7.0957	2.416	2.896	1.4213	0.5065
evm.model.Seg2630.2	0.8425	0.925	1.132	1.4573	0.5683	0.079	0.0445
evm.model.Seg265.1.1.57f48f79	0.944	1.05	1.4573	1.733	2.5023	0.0	1.532
evm.model.Seg2711.1	0.322	0.671	1.0397	2.38	0.4273	0.0	0.0
evm.model.Seg2804.4.1.57f48f7a	8.649	7.9645	5.859	2.6037	4.1753	0.0	3.2935
evm.model.Seg2808.1	4.407	1.136	1.0087	0.6233	2.5087	0.0	0.0
evm.model.Seg2845.3	82.434	166.6365	308.6357	331.4833	164.9263	26.671	21.337
evm.model.Seg2857.2	3.747	1.028	0.4617	0.3807	1.8353	2.5613	1.9215
evm.model.Seg2862.3	2.8795	3.423	2.125	2.7133	1.807	0.0	0.0
evm.model.Seg288.7	29.5775	38.2005	22.5403	12.7083	19.1523	5.3203	1.3355
evm.model.Seg2920.1	9.76	14.0405	7.5403	4.494	2.852	0.0	0.065
evm.model.Seg2941.3	249.4615	396.1325	183.9307	113.601	63.7373	2.3893	0.7485
evm.model.Seg2978.1	0.147	0.0	0.1673	0.026	0.2687	0.1117	0.0
evm.model.Seg3000.2.1.57f48f7a	4.2345	0.0	1.4783	0.354	0.488	0.0	0.0
evm.model.Seg3037.3	7.8565	9.6615	11.5137	10.554	12.1427	2.8313	1.2015
evm.model.Seg3053.6	6.751	1.773	2.0597	6.448	2.142	0.7923	0.399
evm.model.Seg3053.6.1.57f48f7a	4.0825	2.6705	1.9547	4.239	1.552	0.0	0.0
evm.model.Seg3082.1	2.232	1.8755	1.7663	3.735	3.5997	0.237	0.1735
evm.model.Seg3104.4	3.921	3.321	0.8613	6.864	1.7737	0.0	0.0
evm.model.Seg3165.2	729.81	256.7335	38.3587	12.7043	166.459	456.5193	229.983
evm.model.Seg3183.3	30.4395	48.855	12.367	10.276	11.5857	1.897	1.662
evm.model.Seg319.4	185.9425	57.9345	16.0227	51.1833	184.82	545.52	86.912
evm.model.Seg3204.2	0.0	0.0	0.363	0.0	0.7003	0.0	0.0
evm.model.Seg3.25	81.667	122.588	237.5313	46.3343	42.278	6.6407	13.7805
evm.model.Seg3255.1.2.57f48f7a	0.268	0.0	0.2107	0.0	0.377	0.0	0.0
evm.model.Seg3257.4	9.586	7.1065	8.2183	10.1973	2.6377	2.417	3.1715
evm.model.Seg327.6	53.9595	63.8305	26.5027	33.356	24.3997	1.555	1.0945
evm.model.Seg330.14	0.955	1.673	2.319	0.4893	5.5133	0.947	1.121
evm.model.Seg3327.1	14.32	20.703	9.255	7.1673	4.9633	2.1267	0.6285
evm.model.Seg3336.3	6.6335	2.7765	6.2317	6.6457	1.0327	1.5063	1.477
evm.model.Seg3376.2	9.18	10.3475	7.1313	4.4933	1.8963	0.665	1.7255
evm.model.Seg3382.2	3.2975	3.4655	1.189	16.3657	9.2077	0.712	0.181
evm.model.Seg3397.4	15.551	10.8965	10.26	17.7597	5.696	1.4237	0.891
evm.model.Seg3398.6	2.288	2.273	0.0273	6.6623	2.013	0.0	0.1375
evm.model.Seg3407.3	0.588	0.52	0.6283	0.0	0.9473	0.7863	0.0
evm.model.Seg34.10	10.467	10.882	84.2467	10.979	15.6757	5.074	0.2695
evm.model.Seg3435.1	6.371	24.928	8.2407	12.1007	4.9617	2.6533	5.3795
evm.model.Seg3460.1	16.221	11.054	14.1123	9.606	13.381	1.0673	0.619
evm.model.Seg348.1.2.57f48f7a	0.5805	1.529	0.9243	0.772	4.5373	0.1643	0.42
evm.model.Seg3491.2	1.713	2.416	1.5583	2.2007	2.6783	0.0	1.4375
evm.model.Seg3520.1.1.57f48f7a	0.087	0.449	0.3117	0.1253	0.9647	0.0	0.077
evm.model.Seg3616.2	1.3465	2.6295	0.929	0.3053	1.482	0.2497	0.785
evm.model.Seg3675.1	36.819	67.43	38.7827	15.4083	9.0387	0.7823	3.9505
evm.model.Seg368.3	3.3795	1.6005	1.0517	5.2397	0.758	0.8207	0.5275
evm.model.Seg3685.2	45.4755	49.2015	28.546	11.4953	8.2603	4.963	1.5445
evm.model.Seg3711.4	0.701	0.449	0.1483	1.215	0.1483	0.0	0.0
evm.model.Seg3759.3	4.725	17.9755	5.3427	11.3283	3.963	1.8703	3.0585
evm.model.Seg3765.1	4.2165	6.398	1.1867	12.101	3.0247	4.2377	1.694
evm.model.Seg3771.3	0.4715	0.0	0.212	0.2473	1.5937	0.146	0.0
evm.model.Seg378.6	0.336	0.2515	0.299	0.3023	0.334	0.0	0.2455
evm.model.Seg379.5	18.3985	129.445	563.6803	281.3663	155.5247	14.5703	2.8835
evm.model.Seg3807.1	196.77	213.3825	160.6483	252.8527	104.726	27.996	54.297
evm.model.Seg3811.2	103.0515	62.76	201.8137	56.458	21.9143	3.1303	0.0
evm.model.Seg381.8	3.4625	2.1755	1.2273	2.7683	2.9997	0.0	0.9975
evm.model.Seg3863.1.1.57f48f7b	69.879	129.139	67.166	124.2437	49.0703	20.1743	38.909
evm.model.Seg3864.2.1.57f48f7b	119.5265	197.19	394.8113	167.5693	121.7903	16.3527	3.37
evm.model.Seg387.6	7.459	7.3915	5.607	5.2347	3.008	0.276	0.086
evm.model.Seg3885.1	0.59	1.7675	0.938	0.6477	1.084	0.0	0.474
evm.model.Seg3897.5	0.368	0.0	0.0223	0.0	2.3113	0.0	0.0
evm.model.Seg3975.1	0.445	1.8925	0.753	2.1147	1.0357	0.079	0.0
evm.model.Seg3985.1	1.0215	2.36	2.339	0.7673	4.177	0.1827	0.239
evm.model.Seg4027.2	2.4825	1.541	1.344	0.246	1.0953	0.6697	0.059
evm.model.Seg4029.2	4.35	4.7905	13.0557	0.0133	8.3167	0.7487	0.0505
evm.model.Seg4062.2	28.165	29.4075	47.5683	35.3693	13.295	1.0753	0.217
evm.model.Seg4113.1	4.0975	5.5655	6.7877	5.962	3.2633	0.5697	0.5665
evm.model.Seg4152.2	820.4245	182.4145	149.78	171.7183	227.385	146.522	43.917
evm.model.Seg417.10	9.629	21.088	19.0917	42.4793	15.262	5.9713	5.4705
evm.model.Seg420.4.1.57f48f7b	0.646	1.8965	1.2577	0.376	2.5323	0.2537	0.3325
evm.model.Seg42.14	7.46	4.8745	3.4033	1.381	3.2667	2.5667	0.227
evm.model.Seg42.3.1.57f48f7b	0.6395	2.326	0.7787	1.8263	0.473	0.0	0.7395
evm.model.Seg4286.3	11.0585	3.342	2.3807	1.0957	9.9773	5.865	0.0
evm.model.Seg4350.2	0.9605	2.3365	2.6423	3.5507	1.8177	0.157	0.0
evm.model.Seg4357.5	9.067	1.7835	12.1097	8.8057	1.846	1.797	0.324
evm.model.Seg4404.3	5.1505	10.1955	5.0307	12.911	4.8347	2.016	1.5385
evm.model.Seg4458.1	5.35	0.9355	1.316	0.8513	6.8907	1.405	0.0
evm.model.Seg4522.2	16.0905	33.324	16.0273	40.7937	16.9677	8.395	4.7055
evm.model.Seg466.3	6.2445	3.9955	4.016	10.871	2.697	1.196	0.8795
evm.model.Seg4746.1	136.681	63.453	97.101	26.7563	15.4573	2.8823	0.835
evm.model.Seg474.6.3.57f48f7b	2.6455	3.025	1.078	5.2563	2.3437	2.5663	0.0
evm.model.Seg475.2	7.3605	5.079	7.543	4.4943	1.154	0.1447	0.1065
evm.model.Seg4754.1	6.0135	12.6915	11.848	4.1697	5.1137	1.6193	0.101
evm.model.Seg4779.1.1.57f48f7c	0.1705	0.3125	0.1053	0.0	0.127	0.0	0.0
evm.model.Seg48.13	4.72	5.369	3.7467	2.7413	5.1133	0.3157	0.1525
evm.model.Seg496.1	1.0375	0.4125	2.921	2.0483	0.4943	0.0	0.224
evm.model.Seg5018.2	0.2325	0.53	0.5893	0.0977	1.624	0.424	0.1085
evm.model.Seg5021.1	17.5215	25.4825	9.3883	11.6643	10.1023	0.0	2.472
evm.model.Seg527.6	0.297	0.508	0.042	0.0	0.283	0.0	0.0
evm.model.Seg5276.1.2.57f48f7c	1.855	1.7605	2.2933	8.605	7.3297	0.0	4.6135
evm.model.Seg5340.1	2.511	0.202	0.2107	0.2403	1.9983	3.142	0.409
evm.model.Seg536.2.3.57f48f7c	4.0735	1.4365	0.1963	1.2113	2.214	0.0	0.308
evm.model.Seg5379.1	5.8175	10.65	7.2323	6.7377	9.2113	0.3937	0.036
evm.model.Seg538.5	5.317	3.3385	4.5963	4.6753	13.1677	3.2603	3.1945
evm.model.Seg54.3	0.0	0.0	0.4937	0.0	1.4847	0.0	0.0
evm.model.Seg5589.1	1329.098	476.879	389.5243	180.4963	42.5007	2.7167	1.61
evm.model.Seg576.1	1.66	5.138	6.5807	4.7167	2.914	0.4027	0.3735
evm.model.Seg5787.1	29.36	21.5605	39.8513	53.9797	46.7057	3.1263	0.0
evm.model.Seg580.2	1.4025	2.553	6.391	6.7673	2.127	0.0023	0.004
evm.model.Seg580.4	8.886	13.0745	0.0	10.953	5.9303	0.846	0.6655
evm.model.Seg5865.1	3.6175	2.1495	2.192	7.744	4.3577	0.0	0.0
evm.model.Seg5925.3	6.6215	1.062	1.4867	3.2487	7.9897	1.0057	1.2275
evm.model.Seg5999.1	12839.9505	1969.2035	2339.527	209.1907	138.3817	15.9863	3.101
evm.model.Seg6109.4	9.9245	12.4305	66.398	15.6453	15.179	2.065	0.41
evm.model.Seg611.5	1.0265	1.5295	0.6353	2.6657	1.8483	0.0	2.0685
evm.model.Seg6215.1	32.5485	42.758	57.5487	72.462	53.8387	1.4903	0.326
evm.model.Seg63.1	0.775	0.0	0.0	0.275	1.219	0.0	0.123
evm.model.Seg6326.1	15.855	22.4715	16.4677	20.7137	16.485	1.9797	0.716
evm.model.Seg6331.1	134.0955	6.9725	164.459	69.181	44.688	15.562	0.0
evm.model.Seg6389.1	12.6885	8.722	0.7767	0.5557	8.7007	5.587	4.319
evm.model.Seg644.2	11.524	20.368	7.5913	8.005	7.9197	0.3517	0.6
evm.model.Seg654.3	21.945	7.641	13.594	38.7763	5.25	1.2907	1.156
evm.model.Seg6580.3	4424.5505	4679.9915	23818.45	3756.7413	1316.5453	270.4067	233.9365
evm.model.Seg6603.3	1.539	3.2595	4.2737	4.6473	2.234	0.0	0.0
evm.model.Seg6608.1	15.3055	21.7565	10.02	4.3387	3.4773	1.3347	0.0
evm.model.Seg6693.1	0.718	0.4975	1.0533	0.722	0.0	0.0	0.0
evm.model.Seg6709.1	7.657	10.482	1.774	1.3893	7.4417	2.1757	0.466
evm.model.Seg671.7.1.57f48f7d	4.3215	7.9875	5.2087	11.267	7.076	1.2537	0.0
evm.model.Seg676.4	3.439	5.251	1.717	1.3983	1.1627	0.274	0.023
evm.model.Seg6825.1	44.0325	2.5585	41.7457	5.027	11.9207	1.2063	0.0
evm.model.Seg68.8.2.57f48f7d	4.382	1.261	3.2173	1.8007	1.9583	0.0	0.805
evm.model.Seg6.9	3.164	1.9805	3.0437	3.2703	2.3773	0.0	1.094
evm.model.Seg6997.1	15.7655	5.6195	12.6273	31.253	29.172	0.0	12.6845
evm.model.Seg7098.1.1.57f48f7d	4.1735	6.499	2.6967	7.1333	2.8673	0.1713	0.094
evm.model.Seg7103.1	6.314	10.346	8.0653	2.5937	4.9133	0.0	0.0
evm.model.Seg7647.1	0.9575	1.162	0.406	2.164	0.544	0.346	0.046
evm.model.Seg7776.1	28.1775	25.6685	0.911	0.8763	14.7337	1.444	0.33
evm.model.Seg780.2	2.285	3.8305	2.3097	0.8437	0.9463	0.0	0.0
evm.model.Seg783.9.1.57f48f7e	1.533	5.3765	4.213	6.1027	8.3903	0.0	1.9835
evm.model.Seg786.5	14.4785	41.117	29.149	30.0827	14.7673	1.905	1.2985
evm.model.Seg786.6	5.1495	13.609	5.0467	12.5463	16.6697	0.0	0.0
evm.model.Seg802.6	10.249	11.6875	5.2967	4.6877	2.5083	0.734	0.692
evm.model.Seg806.1	19771.6395	2602.085	4015.559	289.8827	268.269	42.076	4.149
evm.model.Seg81.1	85.942	220.483	158.625	74.2067	86.443	5.6947	1.9565
evm.model.Seg8129.2	1.098	2.3445	1.5763	4.956	3.7553	0.0	3.922
evm.model.Seg832.6	62.1845	77.095	23.1363	39.169	25.7493	1.473	0.0
evm.model.Seg8535.1	9.6865	22.989	10.0333	12.203	4.2297	0.1483	1.41
evm.model.Seg856.1	2.9395	9.3625	5.7027	19.4913	9.9867	1.1063	1.313
evm.model.Seg8628.1	33568.0195	17655.461	45571.425	6616.466	4972.563	399.2493	125.3755
