	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg128.3	0.733	1.692	0.4127	0.122	1.4853	0.341	0.399
evm.model.Seg1284.10	4.083	32.0525	1.5267	0.2563	1.017	0.3177	0.921
evm.model.Seg1293.5	1.685	6.787	1.5823	1.1577	2.0343	1.8343	0.938
evm.model.Seg1293.5.1.57f48f76	0.0	0.41	0.036	0.0533	0.0	0.0	0.1
evm.model.Seg1299.6	3.335	12.1085	2.8027	3.506	2.6733	5.5323	8.121
evm.model.Seg130.1	2.7635	3.5325	0.566	0.248	0.4407	0.0	0.893
evm.model.Seg1303.1	1.8555	4.491	1.4727	0.336	0.6013	0.6393	1.955
evm.model.Seg1306.1	0.8725	1.831	1.2137	0.3923	0.8987	0.64	0.4285
evm.model.Seg1323.6	0.154	0.38	0.13	0.059	0.054	0.0	0.1415
evm.model.Seg1344.4.1.57f48f76	0.381	1.647	0.057	0.0	0.0	0.0	0.0
evm.model.Seg1363.26	0.539	3.9315	2.7167	0.6247	0.89	0.128	0.311
evm.model.Seg13687.1	2.15	22.414	2.9743	3.739	5.8493	2.1793	1.9225
evm.model.Seg1371.7	0.493	2.3905	0.7527	0.3233	0.623	0.121	0.312
evm.model.Seg1373.4	19.333	46.772	10.168	6.0367	14.6657	7.6277	3.324
evm.model.Seg1389.17.1.57f48f76	0.0	1.6165	0.164	1.171	0.7113	0.2433	0.0965
evm.model.Seg1407.1	1.8725	10.333	0.321	0.0337	0.3043	0.145	0.0
evm.model.Seg1422.12	6.3955	7.789	2.2133	1.862	1.2053	0.0	2.449
evm.model.Seg1427.3	3.158	8.1985	2.9017	1.418	1.9523	0.91	1.1525
evm.model.Seg1436.5	0.331	1.437	0.683	0.2497	0.0	0.341	0.0435
evm.model.Seg1439.10	0.623	7.003	0.9357	1.353	1.5707	0.976	3.0685
evm.model.Seg1439.9	0.5455	4.614	0.5057	0.9087	0.934	1.2237	1.6255
evm.model.Seg1440.2	9.562	177.9775	118.729	5.2397	51.843	3.4093	0.734
evm.model.Seg1473.4	0.3415	11.952	5.057	0.3303	0.9373	0.5533	0.0505
evm.model.Seg1475.1.1.57f48f76	0.5185	1.5205	1.0373	0.2653	0.24	0.2453	0.0615
evm.model.Seg147.7	1.4785	14.896	3.38	4.5847	3.104	5.289	10.1165
evm.model.Seg1481.5	0.7945	2.263	0.2533	0.0	0.147	0.3427	0.0
evm.model.Seg1482.12	0.4555	1.9485	0.922	0.1447	0.8803	0.5777	0.3255
evm.model.Seg1485.1	0.1575	0.5945	0.069	0.0033	0.007	0.0	0.0
evm.model.Seg1491.6	1.845	5.2375	1.363	1.353	1.061	0.5507	1.101
evm.model.Seg1493.7	7.17	62.2465	6.6617	0.4553	2.9983	2.4553	0.327
evm.model.Seg1494.4	3.9445	9.0385	2.3563	1.533	1.5723	1.3333	1.433
evm.model.Seg15034.1	0.0385	0.7735	0.0577	0.0513	0.376	0.067	0.0795
evm.model.Seg1508.16	0.652	12.2415	0.0607	0.3097	0.1617	0.6627	2.239
evm.model.Seg1525.12	0.654	3.8895	2.2233	0.8507	1.98	1.0797	0.7355
evm.model.Seg1556.23	1.479	9.6215	1.0987	1.636	2.0677	0.795	1.3075
evm.model.Seg1563.5	0.083	5.988	1.0423	0.5583	1.6023	0.3717	0.0
evm.model.Seg1579.2	0.0	4.1035	0.337	1.315	4.7107	0.0	0.181
evm.model.Seg1580.9	0.2065	0.623	0.0707	0.0	0.0	0.0	0.0
evm.model.Seg1584.3	0.0	1.157	1.0987	0.0213	0.2117	0.0	0.0
evm.model.Seg1596.1	0.3515	0.925	0.2017	0.076	0.2993	0.2933	0.2255
evm.model.Seg159.7	0.268	2.629	2.4863	2.4223	1.9053	0.0	0.775
evm.model.Seg1607.6	2.8485	14.4025	3.7913	2.5083	4.4843	3.054	3.4865
evm.model.Seg1616.5.1.57f48f77	2.4255	36.751	37.4493	5.5427	35.8737	1.807	1.2005
evm.model.Seg1628.1	2.7055	11.2475	6.4927	1.7563	2.1343	0.8667	0.282
evm.model.Seg1628.2	0.129	0.8285	0.261	0.0677	0.0907	0.0	0.3495
evm.model.Seg1628.2.1.57f48f77	0.0	1.1375	0.0877	0.0	0.0	0.0	0.0
evm.model.Seg1634.3	0.0195	1.1325	0.074	0.0	0.0	0.3243	0.0
evm.model.Seg164.15	6.9175	37.306	4.3167	4.6567	7.4347	7.0697	3.308
evm.model.Seg1641.7	0.8405	131.592	1.1217	1.562	1.1083	2.7407	0.978
evm.model.Seg1641.8	0.7185	242.732	1.5007	0.1323	0.997	1.3847	0.347
evm.model.Seg1659.3	2.674	12.652	3.2903	0.7073	0.85	0.8867	0.2655
evm.model.Seg1663.4	3.7135	4.641	1.829	0.4447	2.0217	0.46	1.639
evm.model.Seg1666.13	0.159	4.5185	1.968	0.0187	0.8397	0.0	0.0
evm.model.Seg1672.14	1.3145	9.6065	2.3033	5.6003	5.9437	4.2813	6.278
evm.model.Seg1678.4	4.4205	14.185	6.2567	2.18	4.6543	1.842	2.179
evm.model.Seg16815.1	0.0	0.635	0.0897	0.0	0.0603	0.0	0.0
evm.model.Seg1698.4	0.2755	0.6415	0.3397	0.01	0.2637	0.1827	0.054
evm.model.Seg1702.3	0.909	5.1085	1.569	1.655	1.1677	0.5137	0.7125
evm.model.Seg1707.5	10.7285	24.944	3.3457	0.7347	5.6053	0.9803	3.667
evm.model.Seg1707.6	12.807	40.24	8.3593	12.4693	6.358	7.445	5.7785
evm.model.Seg1709.2	4.1435	9.7015	6.048	2.1313	4.3207	1.76	1.3875
evm.model.Seg1721.1.2.57f48f77	0.332	1.584	2.1583	1.4017	2.5613	0.224	0.9245
evm.model.Seg1723.3	4.8125	21.742	4.866	3.603	5.726	5.9947	3.824
evm.model.Seg1731.8	0.551	2.379	0.342	0.6223	0.2043	0.773	0.0
evm.model.Seg1733.3.1.57f48f77	0.284	1.344	0.479	0.062	0.2923	0.054	0.007
evm.model.Seg1738.7	46.126	464.663	588.4167	108.709	109.9443	43.8123	101.32
evm.model.Seg1745.1	0.0235	1.2475	0.093	0.0217	0.0057	0.0	0.036
evm.model.Seg1754.3	0.0	2.2765	0.349	0.375	0.8287	0.6877	0.0
evm.model.Seg176.3	1.8585	16.011	1.7257	2.4833	3.3687	3.266	6.392
evm.model.Seg1764.4	1.391	9.9575	3.052	2.0613	2.0167	1.0583	3.4675
evm.model.Seg1767.5.3.57f48f78	0.084	0.432	0.0443	0.0187	0.187	0.081	0.0
evm.model.Seg1774.7	0.352	4.7285	1.141	0.0457	0.2307	0.1	0.0
evm.model.Seg1777.6	0.8345	1.6045	1.8753	0.4173	0.0	0.0	0.597
evm.model.Seg1778.1	11.7495	47.8925	17.0183	10.158	12.0443	1.4253	1.9695
evm.model.Seg1781.6	0.0425	4.2825	12.3137	2.3787	16.9887	0.715	0.152
evm.model.Seg1785.2	1.199	2.7475	1.3877	0.314	0.813	0.1073	0.041
evm.model.Seg1796.13	1.291	1.9155	2.067	0.3377	1.8073	0.7597	1.005
evm.model.Seg1797.5	0.3105	1.487	0.9927	0.321	1.3	0.345	0.5535
evm.model.Seg180.2	1.871	7.064	3.953	1.3583	2.982	2.5387	2.388
evm.model.Seg18.2	1.8485	11.668	0.238	0.3467	0.4467	0.064	0.3095
evm.model.Seg1826.8	0.0	8.7655	7.133	5.612	7.5007	1.418	2.3505
evm.model.Seg1831.4	0.84	104.4295	1.777	1.1263	1.212	1.7363	1.137
evm.model.Seg1842.2	0.1125	0.4095	0.272	0.0583	0.0	0.1483	0.0
evm.model.Seg1854.6	2.705	4.799	4.7013	1.419	0.5687	0.9427	1.418
evm.model.Seg1858.3	2.0755	24.9045	4.9203	2.4343	1.7357	7.171	5.16
evm.model.Seg1865.3	2.8615	9.6025	4.5527	1.348	6.0423	1.487	1.2635
evm.model.Seg1865.4	0.482	1.4285	0.772	0.2897	1.186	0.7453	0.2395
evm.model.Seg1868.3	1.046	4.659	0.3787	2.093	0.8293	0.0	0.1
evm.model.Seg1874.1	0.0	1.465	0.2853	0.0	0.156	0.0	0.0695
evm.model.Seg1874.1.2.57f48f78	0.0	0.171	0.0223	0.0	0.041	0.0	0.0115
evm.model.Seg1875.5	1.859	24.313	2.2167	1.431	0.7117	0.0	0.658
evm.model.Seg1896.6	0.938	2.0245	1.356	0.4183	0.9797	0.0	0.2195
evm.model.Seg1899.1	0.725	0.764	0.99	0.0333	0.638	0.2033	0.62
evm.model.Seg190.18	3.102	48.788	8.0813	2.9043	5.5937	1.6063	4.552
evm.model.Seg190.20	3.063	23.2235	3.8057	4.176	4.5597	4.215	8.429
evm.model.Seg1903.6	0.607	3.802	0.2897	0.4257	0.7593	0.6773	1.014
evm.model.Seg1905.5	0.52	2.813	3.2753	0.0	1.2343	0.061	0.5355
evm.model.Seg1910.5	1.933	4.57	2.845	1.631	0.4263	0.8077	1.304
evm.model.Seg1911.6	3.576	8.6395	3.4077	1.2397	6.2063	1.695	1.6665
evm.model.Seg1922.3	1.1815	4.5085	0.7137	0.0	0.0	0.0	0.6895
evm.model.Seg1936.3	3.547	6.774	5.423	2.661	2.6743	2.7783	0.154
evm.model.Seg1946.3	0.7255	4.7975	0.0	0.0	0.0	0.0	0.0
evm.model.Seg1946.4	0.392	2.479	0.005	0.0	0.0183	0.1713	0.231
evm.model.Seg1947.1	38.37	273.254	75.964	14.8283	26.069	18.3103	7.903
evm.model.Seg1947.1.1.57f48f78	17.707	148.177	51.3153	8.1163	25.148	8.1947	6.519
evm.model.Seg1961.5	0.2085	0.616	0.7303	0.0067	0.4313	0.242	0.1375
evm.model.Seg1961.7	18.342	143.5805	18.491	9.6597	4.9243	6.0913	6.183
evm.model.Seg1965.3	1.06	6.3145	1.291	0.32	1.2247	1.2687	0.05
evm.model.Seg1974.3.1.57f48f78	1.281	7.291	1.035	0.0233	0.107	0.3347	0.49
evm.model.Seg1977.6	55.18	82.8035	21.8473	20.4633	16.3	23.3477	34.828
evm.model.Seg1980.5	4.6495	92.637	1.1863	1.002	1.119	1.102	0.9545
evm.model.Seg1980.8	0.1695	9.4005	0.4883	1.1053	0.3133	0.1713	0.2225
evm.model.Seg1999.1	0.733	3.2535	1.6097	0.744	0.4247	0.041	0.0375
evm.model.Seg2009.2	0.326	3.414	2.0943	2.5587	3.2527	0.0	1.537
evm.model.Seg20102.1	6.3455	16.4775	8.123	3.8203	3.1897	4.5183	8.144
evm.model.Seg2022.8	5.1635	12.217	9.3883	2.6793	6.7583	4.5157	5.089
evm.model.Seg2023.5	0.167	1.4415	0.7707	0.0903	0.6733	0.4027	0.1235
evm.model.Seg2051.8.2.57f48f78	1.7765	3.952	1.5373	0.9243	0.2087	0.507	1.0015
evm.model.Seg2052.5	23.3645	208.1095	20.7267	30.2357	33.787	34.3323	57.5705
evm.model.Seg2054.2	0.0	0.6395	1.1233	0.0253	0.7737	0.4063	0.0425
evm.model.Seg2062.1	0.5435	9.6925	1.1307	0.2623	0.6883	0.493	0.0
evm.model.Seg2062.1.1.57f48f79	0.5105	2.4385	0.0	0.214	0.0	0.3167	0.123
evm.model.Seg2079.4	1.898	12.3415	1.5517	2.5747	2.639	1.2773	4.87
evm.model.Seg2080.1	0.0	1.9785	0.924	0.0683	0.835	0.0	0.0
evm.model.Seg2085.5	3.602	11.351	6.0567	2.7873	2.2437	2.598	1.5155
evm.model.Seg2101.9	0.0	1.208	1.069	0.2303	0.7537	0.5323	0.4415
evm.model.Seg2127.2	22.31	277.0925	496.6417	57.9807	52.5333	52.0627	3.44
evm.model.Seg2131.2	1.0595	5.489	2.834	0.4087	2.0307	0.265	0.589
evm.model.Seg2134.6	1.3465	3.9355	1.461	0.8317	1.3983	0.7723	1.397
evm.model.Seg2136.5	0.336	2.957	0.941	0.0497	1.9033	0.5277	0.9515
evm.model.Seg2136.5.3.57f48f79	0.0	0.4675	0.226	0.0643	0.326	0.24	0.131
evm.model.Seg2184.2.1.57f48f79	0.357	1.985	1.5633	0.3867	0.7437	0.0	0.0
evm.model.Seg2204.6.1.57f48f79	1.1005	5.614	0.9093	1.204	1.1497	1.267	3.6955
evm.model.Seg2213.6	0.2615	0.82	0.0697	0.0707	0.066	0.207	0.0
evm.model.Seg2218.5	0.147	0.3555	0.0747	0.0543	0.011	0.1067	0.0925
evm.model.Seg2241.3.1.57f48f79	0.8175	3.697	1.4997	0.409	0.2807	0.1893	1.3755
evm.model.Seg2267.2	4.102	15.248	2.3503	4.524	3.382	1.9543	2.9015
evm.model.Seg229.16.1.57f48f79	0.0	2.7555	0.428	0.1527	0.4777	0.0	0.443
evm.model.Seg2298.10.1.57f48f79	0.7435	1.2955	0.2627	0.0983	0.0	0.0	0.3045
evm.model.Seg230.16	2.127	4.7555	0.9157	0.0	0.0	0.0	1.222
evm.model.Seg2316.2	0.722	7.7845	1.9543	1.4153	1.3023	0.7373	2.067
evm.model.Seg2348.3	3.0955	7.0385	2.6313	1.5137	2.1103	0.7907	0.8435
evm.model.Seg236.9.1.57f48f79	1.924	5.847	4.3683	2.623	1.4163	1.8	0.0
evm.model.Seg236.9.2.57f48f79	0.0	0.4065	0.135	0.0	0.0877	0.0	0.0
evm.model.Seg2412.6.3.57f48f79	2.493	12.3835	8.493	3.87	2.6943	0.5047	0.0
evm.model.Seg2412.6.4.57f48f79	0.645	1.434	0.364	0.1777	0.2307	0.0	0.0
evm.model.Seg2445.3	0.2465	2.9095	3.079	2.8987	1.094	0.223	0.0795
evm.model.Seg246.10	0.6475	7.796	2.362	2.0017	1.502	3.1113	3.647
evm.model.Seg2488.2	5.032	8.521	1.8513	2.8437	1.184	0.8593	1.7985
evm.model.Seg2497.5	16.3685	138.4845	8.9263	8.1013	7.1607	2.3173	3.536
evm.model.Seg2500.5.2.57f48f79	0.839	1.6155	1.8267	0.6577	0.8373	0.0	1.117
evm.model.Seg2502.4	2.151	10.356	3.7503	3.4303	1.583	1.1757	2.8455
evm.model.Seg2519.2	0.27	4.259	0.5823	0.0	0.4233	0.0	0.351
evm.model.Seg2544.4	1.018	3.5455	0.561	0.2187	0.1023	0.0297	0.254
evm.model.Seg2544.4.10.57f48f79	0.3375	0.985	0.3373	0.0987	0.225	0.121	0.5715
evm.model.Seg2544.4.12.57f48f79	0.26	1.4605	0.166	0.1047	0.0857	0.0867	0.198
evm.model.Seg2544.4.14.57f48f79	0.3105	3.2135	0.3233	0.2687	0.1657	0.1873	0.1275
evm.model.Seg2544.4.1.57f48f79	1.7215	7.521	1.1397	0.5493	0.1877	0.0687	0.1025
evm.model.Seg2544.4.9.57f48f79	0.4075	2.2815	0.5803	0.2657	0.414	0.2673	0.5985
evm.model.Seg2556.4	0.747	2.179	0.807	0.121	0.264	0.1767	0.0655
evm.model.Seg2558.1.1.57f48f79	4.3415	5.909	10.12	1.1547	5.585	2.0557	6.5265
evm.model.Seg2616.5.2.57f48f79	0.423	1.1395	0.1287	0.0667	0.2087	0.3493	0.0
evm.model.Seg2638.2	5.985	25.538	4.823	7.0527	5.519	12.5503	17.202
evm.model.Seg2645.5	1.4215	12.2305	1.8053	1.484	1.8877	2.1267	0.535
evm.model.Seg2645.6	7.5	35.5665	6.5763	4.534	5.3427	5.551	3.5385
evm.model.Seg2652.2	0.6645	1.87	0.816	0.285	0.4653	0.3857	1.0705
evm.model.Seg265.4	10.637	14.5255	2.1983	3.0327	2.421	0.7757	2.832
evm.model.Seg2667.1	27.919	87.436	34.9793	34.9817	17.2667	16.5247	33.226
evm.model.Seg2667.3	0.428	1.4455	0.4787	0.1183	0.1023	0.0	0.321
evm.model.Seg2672.3	5.846	17.8805	14.0753	5.7323	4.2463	0.8983	4.13
evm.model.Seg2675.2	0.999	4.6735	0.503	0.105	0.7883	0.1667	0.0
evm.model.Seg2718.1	1.7335	5.655	3.647	1.0653	2.5557	1.8037	2.7895
evm.model.Seg2722.3	3.148	8.6285	2.6007	0.0	0.0	0.0	3.12
evm.model.Seg2792.1.3.57f48f7a	0.0	1.838	3.9737	1.0573	1.2287	0.3167	0.335
evm.model.Seg2792.1.4.57f48f7a	0.6665	2.8585	2.957	1.698	0.6323	0.0	0.087
evm.model.Seg2815.2	1.1265	2.5385	2.5113	0.5183	1.4133	1.5413	1.2045
evm.model.Seg2838.1	0.67	1.8405	1.4153	0.8553	0.144	0.363	0.626
evm.model.Seg2858.1	0.767	3.1765	0.6637	0.408	0.4077	0.1583	0.2245
evm.model.Seg287.9.2.57f48f7a	6.7095	13.84	4.18	0.0	0.0	0.9617	3.613
evm.model.Seg2885.4.1.57f48f7a	0.0	6.457	0.3683	0.5207	0.2713	0.466	1.198
evm.model.Seg2904.1	9.155	41.906	9.347	3.6923	9.4213	2.5923	3.34
evm.model.Seg2904.3	34.4735	130.8735	22.7687	14.357	31.5583	15.908	17.9615
evm.model.Seg29.1.7.57f48f7a	0.0545	0.1755	0.046	0.016	0.0	0.0	0.0
evm.model.Seg292.10	7.9295	14.98	1.9097	0.2387	2.4037	0.0	1.167
evm.model.Seg2928.3	0.9295	7.5255	2.384	1.3737	1.6797	1.1127	1.996
evm.model.Seg2948.2	2.769	24.495	3.4243	6.3197	3.8017	6.0853	6.2895
evm.model.Seg298.17.1.57f48f7a	0.7815	3.7105	0.3657	0.0	0.0	0.0	0.0
evm.model.Seg2998.4	4.4415	3.5815	4.499	0.0	3.3227	0.0	1.526
evm.model.Seg3000.3	6.8205	37.071	2.7717	7.9097	5.981	1.731	1.3015
evm.model.Seg3007.1	3.6595	10.596	6.451	0.0	3.3937	0.0	2.719
evm.model.Seg3008.2	1.354	4.6565	2.176	0.6453	2.1333	1.0737	1.0605
evm.model.Seg3020.1.1.57f48f7a	0.547	2.4575	1.1963	0.0747	1.4443	0.0	0.3195
evm.model.Seg3051.3	0.636	2.1105	1.1073	0.9347	0.8263	0.0407	0.0
evm.model.Seg3065.3	0.0	2.128	0.7153	0.0	0.7917	0.0	0.3545
evm.model.Seg3076.3	0.57	1.459	0.987	0.2873	0.775	0.3153	1.028
evm.model.Seg308.4	6.606	28.0005	5.033	4.0963	9.1907	3.45	3.656
evm.model.Seg3.12	2.039	9.6805	5.0617	1.9063	4.975	3.522	3.435
evm.model.Seg312.2	0.0	12.9225	3.1917	0.3343	0.5607	0.0	0.0
evm.model.Seg312.3	0.093	19.9725	1.996	0.4863	0.052	0.0	0.0
evm.model.Seg3129.2	0.309	1.668	0.1673	0.059	0.3467	0.0	0.0
evm.model.Seg314.7	11.4795	23.18	18.3517	4.7063	12.3707	6.8943	11.457
evm.model.Seg3156.3	0.167	4.7315	0.465	0.0143	0.0657	0.0	0.5785
evm.model.Seg3157.1	0.666	3.721	0.7913	0.4597	0.9147	0.5517	0.4135
evm.model.Seg3209.1	3.971	18.395	3.0827	2.465	4.8033	1.8297	2.478
evm.model.Seg3209.3	7.771	40.482	6.253	2.7297	8.4717	3.486	3.6825
evm.model.Seg3222.3	3.888	269.9405	44.4297	28.4233	18.959	2.2107	0.4815
evm.model.Seg328.1.1.57f48f7a	0.485	3.665	0.653	0.153	1.2307	0.8567	0.706
evm.model.Seg3365.2	2.0205	3.652	3.7653	1.3417	0.3157	0.4707	0.996
evm.model.Seg338.1	2.3165	5.0385	3.11	1.5393	0.6153	1.0483	0.6155
evm.model.Seg338.1.1.57f48f7a	1.1295	5.7785	0.305	0.0	0.0	0.0	0.0
evm.model.Seg338.3	3.8615	7.517	4.0343	0.135	4.364	0.3713	2.806
evm.model.Seg339.10	4.1305	15.224	6.821	2.7033	6.1193	4.5087	1.969
evm.model.Seg3393.1	0.402	1.2065	0.2113	0.067	0.0907	0.0	0.0
evm.model.Seg3435.2	4.469	16.9275	2.0513	3.7253	3.5857	2.1267	1.824
evm.model.Seg351.12	0.9035	1.5285	1.055	0.153	0.6237	0.4957	0.0
evm.model.Seg3525.1.3.57f48f7a	0.0	0.907	0.6027	0.0107	0.229	0.0913	0.0
evm.model.Seg3531.4	0.0385	19.495	29.562	3.2027	5.7807	0.426	0.0
evm.model.Seg3552.1	48.8575	155.0215	36.672	52.627	27.943	32.4517	25.09
evm.model.Seg355.3_evm.model.Seg355.4	2.3525	12.6515	4.4087	1.6437	1.478	0.151	0.355
evm.model.Seg355.5.1.57f48f7b	2.3945	6.563	3.438	0.983	3.4777	1.3293	0.0
evm.model.Seg3606.3	1.383	4.5295	0.7957	0.0673	0.3577	0.3567	0.245
evm.model.Seg362.8	3.3815	72.6555	1.4873	2.2467	5.2577	0.08	0.0425
evm.model.Seg36.3	0.697	5.347	2.2953	0.747	1.0683	0.9297	0.5155
evm.model.Seg3632.5	0.4805	3.4755	1.1143	0.481	0.939	0.7693	0.485
evm.model.Seg3651.2	12.669	18.154	3.7673	3.91	5.0777	1.955	4.1665
evm.model.Seg3662.4	0.331	18.93	9.007	3.9467	2.4997	0.0	0.13
evm.model.Seg3706.1	0.957	4.982	0.9123	0.472	0.8107	0.5017	0.4825
evm.model.Seg3719.2	2.2665	9.9205	2.4043	2.1173	6.8343	0.45	1.0055
evm.model.Seg3722.2	0.269	2.8145	0.2987	0.2297	0.2793	0.6257	0.0
evm.model.Seg3760.1	2.587	6.879	3.3493	1.0093	4.0507	2.0303	1.207
evm.model.Seg3775.4	7.235	31.2755	4.762	10.1573	6.4143	10.022	14.031
evm.model.Seg3779.1	0.1865	0.458	0.1113	0.0	0.0457	0.0	0.0505
evm.model.Seg378.15.1.57f48f7b	1.1395	10.079	1.548	2.1313	1.5563	1.8053	3.5715
evm.model.Seg378.18	0.751	2.4375	0.5743	0.2893	0.3187	0.2537	0.131
evm.model.Seg3811.5	0.2775	17.7435	2.787	0.2603	0.9927	0.0427	0.0725
evm.model.Seg382.1	0.0385	1.443	0.0537	0.0	0.023	0.0	0.0
evm.model.Seg382.4	0.1975	4.5375	5.685	5.8217	3.2497	0.559	0.929
evm.model.Seg3863.2	21.614	32.7765	11.467	9.909	4.933	3.8803	8.1165
evm.model.Seg3864.1	0.459	1.762	0.5557	0.1593	0.9403	0.2557	0.4735
evm.model.Seg3885.3	0.725	1.62	1.777	0.352	1.2067	0.6613	0.8735
evm.model.Seg389.1	1.237	2.2865	1.686	0.4753	1.143	0.414	0.166
evm.model.Seg3909.1	5.698	6.1795	1.243	0.0217	0.9417	0.1827	0.841
evm.model.Seg391.8	0.463	2.3835	0.4003	0.1353	0.0507	0.0367	0.129
evm.model.Seg3995.1.1.57f48f7b	0.7565	3.155	9.8037	3.1257	7.6323	0.0	1.3905
evm.model.Seg4018.3.1.57f48f7b	0.186	0.4775	0.1027	0.081	0.0083	0.0	0.0
evm.model.Seg402.8.2.57f48f7b	0.0	10.3325	0.528	0.713	0.6397	2.5003	1.255
evm.model.Seg4040.1	3.1345	10.355	4.7877	1.9407	2.3923	1.7677	0.656
evm.model.Seg405.4	0.284	2.448	0.274	0.347	0.0	0.1297	0.376
evm.model.Seg4069.3	0.0	5.926	5.9583	3.3583	0.7707	0.0	0.0
evm.model.Seg4137.2.1.57f48f7b	0.2905	0.769	0.229	0.125	0.224	0.1743	0.182
