	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg4163.1	1.7535	174.4215	38.3607	28.917	18.6267	2.8647	0.323
evm.model.Seg416.9	1.667	62.2285	27.397	19.012	5.4377	2.672	0.8435
evm.model.Seg4208.3.1.57f48f7b	0.0	1.9675	2.7343	0.7967	1.5323	0.7173	0.0
evm.model.Seg422.22	2.5565	30.783	5.3847	2.4417	1.5353	0.0	0.0
evm.model.Seg4241.1	1.97	3.515	1.355	0.6923	0.517	0.465	0.9605
evm.model.Seg424.2	8.2105	33.982	11.3167	6.6797	12.7537	5.5877	7.6005
evm.model.Seg4256.2	0.5585	5.7715	0.2733	0.9163	1.0297	0.414	1.5305
evm.model.Seg4259.3	4.5425	8.194	5.685	2.7617	0.8077	1.8827	3.267
evm.model.Seg4288.1	0.155	0.8095	0.1547	0.0187	0.2313	0.0	0.0
evm.model.Seg4331.2	2.395	4.6755	2.0133	0.5607	1.8693	1.112	0.829
evm.model.Seg4350.2.1.57f48f7b	0.0	3.1125	0.9823	0.5487	1.3967	0.0	0.0
evm.model.Seg440.1	0.397	1.6955	1.2433	0.2677	0.7313	0.733	0.4865
evm.model.Seg4405.1	3.615	13.531	6.0847	1.6283	3.5897	1.224	1.1255
evm.model.Seg444.3	1.982	6.3425	2.2713	1.056	2.221	0.631	0.3345
evm.model.Seg448.2	0.5355	5.229	1.1193	3.2833	4.0147	0.0	0.5895
evm.model.Seg4522.1	0.838	2.997	2.5617	0.614	0.0	0.073	0.0
evm.model.Seg4524.2	1.9075	27.7135	0.1547	0.2273	0.164	0.2447	1.1095
evm.model.Seg4530.1	0.838	6.952	0.7113	0.7617	0.747	0.4973	0.6445
evm.model.Seg4583.2.1.57f48f7b	5.5325	11.81	3.2547	2.5337	3.4123	4.097	2.928
evm.model.Seg4593.2	2.121	26.249	2.595	4.3377	5.484	2.499	4.204
evm.model.Seg4652.1	6.152	12.215	4.5247	2.3557	2.9327	2.8093	2.5215
evm.model.Seg4751.3	0.86	2.1195	1.8817	0.34	1.3753	0.7103	0.807
evm.model.Seg4794.1	3.486	8.51	3.4593	1.5693	3.3093	1.761	1.3585
evm.model.Seg4955.3	0.556	2.55	0.4107	0.232	0.4823	0.1097	0.065
evm.model.Seg4985.1	0.5085	1.843	0.3203	0.0	0.1817	0.0	0.0
evm.model.Seg503.19	0.314	1.219	0.8647	0.1917	0.0587	0.0	0.362
evm.model.Seg5077.1	2.265	8.7165	1.5167	1.707	1.7943	1.4663	2.88
evm.model.Seg5077.3	2.492	5.792	4.9277	0.71	2.0297	0.7677	1.1325
evm.model.Seg515.8	0.7495	1.717	1.444	0.0	0.6127	0.0	0.1195
evm.model.Seg517.2.1.57f48f7c	0.0	0.9245	0.6603	0.0	0.3667	0.0	0.5045
evm.model.Seg5.2.1.57f48f7c	0.0	0.616	0.1687	0.0	0.0	0.0	0.0
evm.model.Seg5220.1	8.6795	13.3	2.5397	1.7473	0.2937	0.0	2.3275
evm.model.Seg5266.2	0.3255	0.91	0.3233	0.1267	0.0707	0.0743	0.0
evm.model.Seg5287.1	1.655	31.9245	3.3707	3.901	7.258	3.0587	5.4905
evm.model.Seg530.4	1.382	4.428	2.0133	0.6823	0.582	0.0	0.1375
evm.model.Seg535.3	0.101	0.5775	0.034	0.0467	0.1067	0.0	0.1765
evm.model.Seg5497.2	1.852	7.7935	3.2747	0.8083	2.8507	2.5037	1.2195
evm.model.Seg5500.2	0.3335	0.874	0.0243	0.0553	0.0523	0.0	0.399
evm.model.Seg550.11.2.57f48f7c	0.0	2.183	1.8183	1.8843	0.763	0.0	0.3775
evm.model.Seg5523.1	0.3505	1.405	0.834	0.2613	0.252	0.192	0.0845
evm.model.Seg5693.1	0.3	0.6975	0.415	0.1233	0.0	0.0	0.2025
evm.model.Seg5768.1	1.483	4.618	1.103	0.6093	1.2447	0.114	0.2795
evm.model.Seg5768.2	4.4175	10.5495	2.246	1.6543	3.72	1.3767	0.4105
evm.model.Seg581.2	0.9005	1.0595	0.5043	0.1727	0.412	0.079	0.235
evm.model.Seg5921.2	3.9375	8.136	2.152	2.821	1.705	3.029	3.5545
evm.model.Seg5922.1	1.0435	16.659	2.2753	0.419	0.288	0.0	0.0
evm.model.Seg5970.1	0.984	2.9525	3.3937	0.645	2.493	1.5603	1.0135
evm.model.Seg5971.2	0.336	3.807	0.16	0.272	0.3093	0.1463	0.135
evm.model.Seg601.4	0.4795	2.854	1.1807	0.5717	0.583	0.2137	0.6525
evm.model.Seg601.5	2.6135	15.9775	3.6703	4.3637	3.806	1.64	1.6855
evm.model.Seg6026.1	0.1865	1.271	0.0793	0.0	0.03	0.0	0.054
evm.model.Seg6033.1	6.0755	19.7345	4.1643	2.7087	4.219	3.559	2.6355
evm.model.Seg616.2.1.57f48f7d	0.0	1.8145	0.3493	0.0623	0.8777	0.201	0.0
evm.model.Seg6295.4	6.685	14.5025	3.8793	1.1307	3.3587	1.6963	1.593
evm.model.Seg6437.1	0.447	1.5235	1.516	0.2743	0.8493	0.948	0.4145
evm.model.Seg645.2	1.2555	9.9625	2.0273	2.4847	2.1107	3.0183	2.931
evm.model.Seg657.8	0.821	2.839	0.129	0.0	0.0	0.0	0.2605
evm.model.Seg660.6.1.57f48f7d	5.4845	9.528	3.3053	1.0893	0.9567	2.4223	3.376
evm.model.Seg661.1	0.8165	3.546	1.7527	1.0673	0.493	0.0	0.268
evm.model.Seg661.1.1.57f48f7d	0.093	6.985	3.9433	0.863	0.6043	0.4017	0.0
evm.model.Seg663.9	1.169	2.179	0.8773	0.2363	0.3483	0.431	0.8395
evm.model.Seg6748.1	1.288	3.774	0.5973	0.259	0.477	0.35	0.3065
evm.model.Seg675.23.1.57f48f7d	0.7815	1.9505	1.7907	0.817	0.48	0.0	0.4265
evm.model.Seg6817.1	39.806	120.278	15.6903	5.3477	25.4383	12.892	6.516
evm.model.Seg683.5	0.213	2.0145	0.813	0.073	0.5517	0.2307	0.0
evm.model.Seg6888.1	0.344	1.594	0.7367	0.2377	0.5557	0.175	0.3355
evm.model.Seg694.4	0.713	3.371	0.613	0.3257	0.711	0.4877	0.386
evm.model.Seg694.6	0.845	2.319	0.5703	0.1493	0.7103	0.0	0.0
evm.model.Seg698.10	0.827	5.357	0.811	0.5257	1.2253	0.8737	0.9885
evm.model.Seg699.7	3.501	9.09	4.5743	1.9	3.7267	2.4203	2.541
evm.model.Seg7046.3	5.054	10.6235	1.562	0.991	2.1053	1.3913	2.071
evm.model.Seg709.3	0.043	1.0085	0.8017	1.022	0.579	0.1683	0.1915
evm.model.Seg7098.1	0.7615	6.969	1.729	2.542	0.6383	0.0	0.0
evm.model.Seg711.8	1.385	5.2175	0.2637	0.572	0.6847	0.3107	0.82
evm.model.Seg716.1.2.57f48f7d	0.33	0.996	0.1517	0.039	0.0	0.0	0.168
evm.model.Seg716.1.3.57f48f7d	0.1085	0.932	0.2443	0.0283	0.0	0.0	0.0715
evm.model.Seg7206.2	0.904	5.1435	1.1663	1.087	1.5567	1.0393	1.412
evm.model.Seg732.2	1.5735	6.7545	0.7457	3.5413	3.1523	0.115	1.157
evm.model.Seg733.2	0.3995	3.879	0.01	0.027	0.108	0.0	0.087
evm.model.Seg7373.3	1.4365	7.092	1.7837	0.2997	1.395	0.0	0.0
evm.model.Seg7406.1	0.0905	0.854	0.1457	0.0267	0.1157	0.2437	0.318
evm.model.Seg7463.1	0.2245	4.7825	2.388	1.9807	1.8423	0.5287	0.78
evm.model.Seg7483.1	3.549	7.2765	2.7633	0.0643	0.159	1.1097	2.11
evm.model.Seg749.4	0.358	1.5615	0.227	0.0177	0.213	0.0	0.0
evm.model.Seg75.3	3.049	6.5435	0.8717	0.9283	0.2737	0.4503	3.9415
evm.model.Seg7600.1	0.4615	1.6175	0.646	0.409	0.137	0.2447	0.2855
evm.model.Seg7629.1	0.958	6.946	1.1013	2.156	1.592	1.1313	3.2085
evm.model.Seg7705.1	2.0675	7.4065	4.3103	1.1983	4.1543	1.9747	3.2945
evm.model.Seg7750.1	0.101	0.494	0.046	0.0	0.0	0.0	0.0
evm.model.Seg7828.2	0.4215	1.8155	0.1517	0.063	0.1363	0.064	0.0725
evm.model.Seg7911.1	0.0	5.1865	5.257	0.135	0.259	0.0	0.1155
evm.model.Seg7921.1	0.4585	1.6425	1.0477	0.327	0.4987	0.4997	0.244
evm.model.Seg8019.1	0.345	1.0945	0.825	0.0477	0.4907	0.4163	0.485
evm.model.Seg802.4	2.3785	8.8865	1.875	0.9107	1.6837	0.804	1.2655
evm.model.Seg803.7	1.2245	7.8045	4.0483	4.3413	6.8923	3.552	2.4575
evm.model.Seg8050.1	27.839	74.452	43.379	21.2227	15.6987	13.8007	7.3955
evm.model.Seg808.4	5.226	42.1185	4.4773	10.8603	7.2343	4.2903	5.361
evm.model.Seg818.8.1.57f48f7e	0.0	1.054	0.782	0.6667	1.3533	0.0	0.0
evm.model.Seg819.3	0.1485	0.398	0.072	0.0067	0.2277	0.08	0.081
evm.model.Seg8248.1	2.8535	5.8165	1.3647	0.8777	1.384	0.8857	2.0325
evm.model.Seg831.11	0.4175	1.802	0.2043	0.147	0.1023	0.0	0.0
evm.model.Seg841.11	1.2535	5.108	3.9173	0.8867	2.214	1.869	1.763
evm.model.Seg841.23	0.4665	2.7415	0.654	0.2903	0.3323	0.0	0.087
evm.model.Seg8422.2	78.4265	101.8075	14.939	10.0563	5.4263	0.0853	3.1835
evm.model.Seg8456.1	1.3025	4.561	1.2153	0.818	3.2883	0.61	0.362
evm.model.Seg858.3	0.823	2.055	0.6357	0.39	0.5177	0.9487	0.3615
evm.model.Seg861.9	1.039	2.23	0.6737	0.1953	0.6693	0.446	0.188
evm.model.Seg8619.1	1.341	2.0055	0.3373	0.1327	0.3293	0.0	0.3255
evm.model.Seg8701.1	0.291	3.2015	0.527	0.0373	0.6943	0.0	0.0
evm.model.Seg870.2	1.1915	3.428	4.1443	0.447	1.4967	0.7863	0.621
evm.model.Seg8770.1	1.1735	5.0485	1.5783	1.5967	1.055	0.3827	0.8565
evm.model.Seg88.3	0.168	2.0025	0.242	1.6053	1.4967	0.0	0.809
evm.model.Seg883.7	2.2955	5.3895	1.421	0.995	1.778	1.2723	1.58
evm.model.Seg8911.1	1.7255	2.345	0.911	0.3287	0.6793	0.453	0.8335
evm.model.Seg896.4	61.9965	812.021	82.0217	43.512	18.303	8.624	1.588
evm.model.Seg898.1	7.519	26.2305	4.4983	5.4743	17.7287	5.973	6.624
evm.model.Seg902.1	0.278	0.68	0.2147	0.0393	0.0767	0.1273	0.1695
evm.model.Seg904.4	0.7705	4.483	1.1447	1.5197	0.8543	0.547	0.6955
evm.model.Seg910.12	0.5295	1.418	1.1103	0.2887	0.6833	0.258	0.0685
evm.model.Seg915.4	0.687	4.834	2.188	0.714	0.223	0.0	1.668
evm.model.Seg940.6.1.57f48f7e	2.315	14.8245	1.7943	3.109	1.559	5.5863	6.478
evm.model.Seg94.18	0.14	0.6845	0.063	0.0	0.0083	0.0	0.0
evm.model.Seg95.2	0.3225	1.164	0.2237	0.1757	0.38	0.1487	0.399
evm.model.Seg954.8.2.57f48f7e	0.4455	3.0235	2.771	0.9027	1.5057	0.0	0.6435
evm.model.Seg9553.1	0.1515	1.062	0.333	0.095	0.089	0.1027	0.1695
evm.model.Seg974.6	1.525	10.355	17.4067	0.1063	3.562	0.0	0.0
evm.model.Seg983.2	0.6055	2.02	1.354	0.3467	0.854	0.341	0.9475
evm.model.Seg9841.1	0.0	8.8755	2.0967	0.0	0.0	0.0183	0.0
evm.model.Seg999.7	34.844	146.2075	18.1057	36.801	28.5277	39.0807	18.762
