Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg2114.1	0.116	0.297	0.313	0.596	2.826	2.386	0.690	1.515	1.727	1.469	1.291	1.542	1.952	0.274	0.000	0.000	0.146	0.043
evm.model.Seg2178.6	0.295	0.517	0.139	0.750	5.369	5.729	11.966	2.752	2.279	3.394	3.217	1.362	0.811	0.000	0.892	0.566	0.370	0.130
evm.model.Seg2184.2.2.57f48f79	0.737	0.000	0.000	0.308	0.201	0.599	2.787	0.000	0.000	0.577	0.000	0.000	0.000	1.302	1.460	0.000	0.000	1.360
evm.model.Seg2234.1	0.776	2.273	0.167	0.596	17.900	17.298	25.952	36.310	39.749	18.179	9.403	18.006	10.438	0.445	1.460	0.968	7.419	0.159
evm.model.Seg223.6.1.57f48f79	0.287	0.000	0.299	0.000	0.803	1.026	0.000	0.085	0.110	0.093	0.463	0.558	0.546	0.000	0.000	0.000	0.354	0.087
evm.model.Seg2245.2	3.617	0.000	6.962	7.733	0.677	0.009	5.088	18.966	18.705	7.699	0.000	0.000	0.000	26.088	0.000	0.000	4.953	0.506
evm.model.Seg2261.1.1.57f48f79	0.085	1.459	0.292	0.000	2.432	0.932	3.324	3.723	2.881	2.427	0.967	2.773	2.490	0.000	0.406	1.516	0.840	0.738
evm.model.Seg22845.1	1264.239	1827.736	1129.017	979.418	4789.690	4833.321	6171.146	1675.987	1571.519	1608.825	1061.445	780.662	506.535	1443.131	1827.667	1474.675	1958.068	1356.106
evm.model.Seg2284.6	0.000	0.000	0.000	0.000	6.329	55.854	185.728	19.531	12.560	0.000	0.000	16.710	13.739	21.058	0.000	12.802	12.388	15.447
evm.model.Seg2284.8	9.112	8.343	17.814	5.048	182.938	345.027	178.339	101.463	53.303	34.666	12.640	41.319	19.620	2.453	11.661	8.255	2.704	22.375
evm.model.Seg2285.1	8.654	3.732	15.382	0.790	12.256	5.686	4.372	6.208	5.502	5.254	0.656	1.542	1.497	13.075	14.257	4.401	9.830	7.159
evm.model.Seg2289.1	0.745	0.814	0.674	0.937	5.563	2.659	1.713	1.920	2.209	1.358	3.148	3.306	3.830	1.425	0.608	0.566	2.273	0.391
evm.model.Seg229.1	1.180	0.981	0.938	0.328	16.480	9.919	1.483	3.445	4.287	4.184	1.567	1.870	2.481	0.000	0.000	0.000	0.062	0.000
evm.model.Seg2293.14	0.567	1.731	0.730	1.486	2.149	9.218	10.943	2.571	2.369	1.330	0.518	0.328	0.471	0.459	0.142	0.511	0.470	0.087
evm.model.Seg2293.6	1.700	1.020	0.695	1.111	3.942	4.412	1.662	4.171	3.183	2.706	0.704	1.518	1.547	4.838	0.365	0.785	2.095	0.463
evm.model.Seg2327.3	0.210	1.821	0.257	2.310	20.771	44.165	15.827	17.632	22.168	19.834	14.325	13.379	15.128	7.634	0.000	0.767	12.295	2.386
evm.model.Seg2345.2	89.494	41.481	68.435	83.587	546.285	185.400	502.264	273.317	305.087	280.365	143.843	111.095	12.597	82.005	411.220	264.656	134.699	202.852
evm.model.Seg2355.3	1.614	1.834	0.820	0.000	15.097	3.668	0.000	10.902	12.620	9.559	0.000	0.000	1.290	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2370.3	0.179	1.214	0.285	0.449	6.202	10.099	51.162	49.484	52.841	36.563	22.312	41.073	31.299	1.919	2.494	9.405	7.388	3.934
evm.model.Seg2388.6	0.101	0.194	0.104	0.114	2.439	1.915	1.713	0.789	0.462	0.437	1.353	0.648	0.819	0.802	0.000	0.365	0.362	0.246
evm.model.Seg2397.1	0.000	2.015	0.000	1.038	2.000	1.744	0.000	1.643	3.634	2.920	0.000	0.000	0.000	2.899	0.000	0.000	3.151	4.397
evm.model.Seg2404.2	0.000	0.000	0.000	0.201	12.092	10.500	0.716	2.379	2.831	2.743	3.300	2.010	1.141	0.603	0.000	0.000	5.839	0.101
evm.model.Seg2407.1	0.140	0.194	0.000	0.000	0.744	0.693	0.460	0.821	0.934	0.902	0.428	0.656	0.488	0.480	0.000	1.297	0.331	0.333
evm.model.Seg2418.4	0.000	0.865	0.222	0.000	1.063	1.873	8.744	5.984	9.357	4.649	0.428	2.453	1.712	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2489.3	1.381	2.492	3.932	0.803	1.614	0.239	99.077	27.574	11.656	17.844	8.077	15.307	17.742	11.992	2.413	5.899	21.008	7.680
evm.model.Seg2496.5	3.819	4.791	1.869	2.571	10.382	14.759	32.830	11.680	14.237	11.503	12.544	18.843	27.940	5.784	1.582	6.885	13.859	2.300
evm.model.Seg2497.2.1.57f48f79	0.000	0.000	0.000	1.011	7.422	2.480	0.000	0.000	0.793	0.577	1.091	1.075	1.108	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2506.7	17.393	17.680	7.879	4.673	35.265	55.350	77.421	70.956	64.738	56.350	20.497	23.912	20.769	5.777	14.257	13.131	3.713	9.908
evm.model.Seg25.1	0.000	0.000	0.000	0.000	0.684	0.616	3.707	1.365	1.275	0.502	0.297	0.328	0.331	0.240	0.000	0.219	0.000	0.000
evm.model.Seg2518.2	0.373	0.529	0.236	0.000	29.673	23.806	3.784	3.200	2.741	2.734	3.790	7.063	5.054	2.529	0.466	0.000	3.752	2.227
evm.model.Seg2540.2	3.128	3.009	1.973	1.721	3.153	4.797	9.895	10.496	9.438	8.769	6.400	6.177	7.188	3.385	8.376	7.962	5.778	4.296
evm.model.Seg2553.3	0.000	0.181	0.000	0.288	0.312	0.000	0.563	0.224	0.191	0.205	0.000	0.000	0.000	0.000	0.203	0.000	0.185	0.000
evm.model.Seg2565.3	1.180	5.501	2.654	4.352	58.832	61.472	16.338	17.664	15.231	16.012	25.378	27.046	24.326	10.964	4.056	5.935	11.856	7.854
evm.model.Seg2604.6	1.451	0.697	1.786	0.957	2.707	2.676	17.872	6.795	10.753	6.611	2.534	4.348	3.127	0.000	0.000	0.931	0.069	1.475
evm.model.Seg2617.1	14.552	10.887	8.351	18.212	425.124	85.124	19.304	38.294	27.921	81.206	106.129	132.374	121.224	0.000	14.723	8.236	4.121	13.133
evm.model.Seg2624.1.1.57f48f79	0.000	0.000	0.000	0.415	0.498	0.710	0.000	0.149	0.602	0.158	0.276	0.000	0.141	0.000	0.000	0.000	0.431	0.000
evm.model.Seg2637.2	0.993	0.917	2.703	9.802	18.495	16.862	2.071	9.504	9.719	8.620	9.996	7.941	7.312	3.454	1.845	4.620	1.348	2.705
evm.model.Seg27.2	0.442	0.504	0.521	0.676	2.722	4.498	0.844	2.464	2.460	2.334	1.512	1.460	1.390	2.748	0.406	0.000	1.957	0.550
evm.model.Seg27.2.1.57f48f7a	0.404	0.065	0.243	0.710	7.050	5.883	0.690	1.664	1.998	1.655	1.250	1.132	1.646	1.857	0.000	0.329	1.641	0.304
evm.model.Seg2730.4	10.734	8.782	7.490	10.191	116.401	102.362	57.426	55.713	53.423	38.459	21.284	37.185	42.614	5.551	7.118	13.478	12.649	10.414
evm.model.Seg2731.3	1.684	2.376	1.056	0.924	4.388	4.079	3.043	8.192	6.707	7.430	3.183	1.977	3.400	4.009	1.886	0.000	3.921	2.025
evm.model.Seg2754.4	0.000	0.181	0.111	0.060	1.138	1.257	0.665	1.803	2.018	1.339	1.767	1.157	1.315	1.048	0.000	0.858	1.633	0.174
evm.model.Seg2758.3	0.349	0.220	0.111	0.281	2.097	0.616	5.063	8.085	3.494	2.873	0.677	1.526	2.192	0.000	0.162	0.000	0.547	1.215
evm.model.Seg2770.4	0.520	0.865	0.438	1.279	3.347	3.993	2.864	3.669	3.514	3.162	1.008	1.961	2.564	2.967	0.000	0.256	1.425	0.940
evm.model.Seg2783.2	1.001	5.088	0.493	0.636	2.038	0.333	17.642	5.867	2.630	3.124	1.609	2.264	2.680	1.631	3.671	2.703	5.693	3.630
evm.model.Seg2789.1	12.814	4.081	10.630	14.918	37.920	38.180	15.878	27.766	27.229	25.841	28.408	26.398	30.091	5.907	2.515	1.461	5.393	6.017
evm.model.Seg2792.1	0.000	0.000	0.000	1.453	1.681	2.086	0.000	1.195	0.402	0.632	0.352	1.280	0.256	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2796.1	1.226	2.609	1.681	1.533	7.050	5.336	51.750	20.363	20.381	14.497	3.894	10.730	8.098	8.908	5.232	5.826	6.641	8.620
evm.model.Seg284.5	0.450	5.062	0.285	0.562	9.735	42.831	8.617	3.179	2.309	2.780	1.153	0.984	0.273	1.521	2.089	0.877	2.804	3.544
evm.model.Seg2850.2	0.000	0.077	0.736	0.951	0.848	1.095	6.367	2.048	1.245	1.265	0.324	1.099	1.406	0.000	0.000	0.000	0.000	0.000
evm.model.Seg2871.1	0.000	0.594	0.014	0.020	0.015	0.000	1.764	0.725	0.894	0.558	0.035	0.492	0.744	0.658	0.142	0.055	0.501	0.000
evm.model.Seg2883.2	0.520	0.788	0.327	0.134	0.327	0.060	4.577	2.027	2.379	1.897	1.898	1.559	1.274	1.261	0.548	0.676	0.609	1.417
evm.model.Seg2889.4	0.784	0.633	1.126	1.312	0.647	0.000	11.915	6.485	3.795	4.566	4.080	6.431	7.361	0.000	3.083	3.050	1.209	4.166
evm.model.Seg2891.1.1.57f48f7a	0.054	0.000	0.049	0.000	0.134	0.316	0.051	0.000	0.000	0.000	0.000	0.000	0.058	0.000	0.000	0.000	0.054	0.000
evm.model.Seg2923.3	0.753	0.465	0.243	0.375	2.410	2.112	0.690	2.144	0.863	1.181	0.476	0.968	0.670	4.125	0.081	0.000	1.356	0.376
evm.model.Seg2952.7	6.613	5.618	5.836	6.454	154.462	25.293	222.189	38.219	46.787	27.682	14.339	35.265	55.095	0.000	0.000	7.122	0.000	0.000
evm.model.Seg2962.2	0.000	0.052	0.125	0.402	1.904	1.206	0.000	0.000	0.000	0.000	0.835	0.000	0.058	0.000	0.284	0.457	0.000	0.000
evm.model.Seg3093.3	0.000	0.000	0.000	0.114	1.086	1.385	0.000	1.440	0.793	1.060	0.000	0.123	0.000	0.000	0.000	0.000	0.146	0.000
evm.model.Seg315.1	0.807	0.943	0.396	0.737	3.205	2.035	0.384	2.400	1.837	4.277	1.367	2.330	2.084	0.000	0.000	0.000	2.588	0.000
evm.model.Seg3163.5.1.57f48f7a	0.000	0.000	0.000	0.000	0.409	0.581	0.000	0.896	0.241	0.288	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3166.3.1.57f48f7a	0.132	0.000	0.000	0.824	1.101	1.804	3.043	2.037	1.536	1.488	1.332	0.000	0.232	2.549	2.778	0.000	1.186	0.000
evm.model.Seg3189.1	0.551	2.957	0.896	0.971	30.811	22.839	125.566	17.302	13.885	4.770	45.177	56.618	53.656	0.809	1.480	4.346	0.277	7.984
evm.model.Seg3.20	0.768	0.542	0.243	0.174	11.787	5.832	0.793	4.021	4.197	3.766	0.939	1.370	1.183	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3.21	0.310	0.659	0.097	0.141	9.705	10.167	2.813	9.686	6.817	4.528	0.476	2.559	1.166	0.000	0.000	0.000	0.177	0.188
evm.model.Seg323.6	0.062	0.904	0.139	0.576	4.388	5.797	5.548	2.005	1.717	1.702	2.347	2.371	2.060	0.980	3.306	2.374	2.249	0.347
evm.model.Seg323.8	0.016	0.207	0.014	0.040	7.229	1.231	1.125	1.280	1.054	0.893	1.284	2.477	2.912	1.597	0.771	0.183	0.716	0.651
evm.model.Seg3242.3	0.093	0.375	0.188	0.107	0.171	0.248	0.332	0.587	0.552	0.372	0.090	0.074	0.066	0.000	1.399	0.000	0.200	0.289
evm.model.Seg3268.1	0.993	0.891	0.111	0.395	3.525	2.138	3.989	5.653	3.835	4.631	1.029	1.600	1.960	0.295	0.000	0.402	0.655	0.202
evm.model.Seg3268.2	1.676	2.234	0.292	0.341	2.900	2.839	8.668	8.725	5.572	5.895	0.456	0.968	1.439	0.000	0.000	0.566	1.102	0.781
evm.model.Seg330.17	0.062	0.168	0.153	0.649	0.402	0.633	2.352	1.429	1.647	1.330	0.545	0.738	0.629	0.206	0.892	0.000	0.416	0.072
evm.model.Seg3312.4	0.295	0.387	0.792	2.430	3.495	11.757	9.128	3.275	3.855	2.027	0.649	0.361	0.347	0.000	0.000	0.000	0.347	0.174
evm.model.Seg3373.2	0.171	0.116	0.111	0.161	34.358	0.197	0.153	3.872	2.902	3.552	2.202	4.069	5.715	4.687	3.853	5.753	5.015	3.515
evm.model.Seg3395.2	1.234	4.843	0.764	1.674	3.674	2.428	8.668	6.752	5.994	6.918	2.161	4.282	3.838	6.202	1.136	1.552	4.191	4.325
evm.model.Seg340.3	0.388	0.542	0.243	0.355	41.750	23.669	4.832	10.262	8.564	6.900	2.202	5.266	4.888	3.940	0.000	0.000	0.000	0.463
evm.model.Seg3407.2	0.085	0.181	0.236	0.054	0.097	0.932	1.483	0.000	0.000	0.019	0.131	0.033	0.000	0.000	0.162	0.274	0.100	0.217
evm.model.Seg3409.2	0.248	2.764	0.521	0.603	3.347	1.505	14.753	8.096	6.054	5.244	2.396	2.961	5.401	3.070	1.805	3.196	3.135	0.810
evm.model.Seg3410.1	35.818	33.435	23.726	14.677	97.065	111.623	249.240	73.623	79.196	68.578	41.898	56.963	61.191	37.826	108.681	122.704	44.258	37.837
evm.model.Seg3452.1	0.070	0.349	0.028	0.087	0.030	0.009	0.563	2.240	2.540	1.451	0.656	0.172	0.132	0.404	3.225	1.680	0.085	0.318
evm.model.Seg350.24	0.000	1.421	0.000	0.924	700.115	1.522	9.946	22.304	37.901	12.181	3.072	6.038	6.898	3.426	0.000	3.050	0.000	0.000
evm.model.Seg3516.1	1.032	5.915	0.521	2.330	28.580	29.663	113.293	42.635	38.012	33.922	11.909	19.843	22.862	3.043	21.071	24.855	9.214	11.311
evm.model.Seg352.5	0.000	0.000	0.000	3.375	24.274	4.917	0.000	0.000	0.733	0.000	3.521	5.299	5.294	0.000	0.000	0.000	0.000	0.000
evm.model.Seg3588.3	13.893	1.317	8.865	6.990	16.807	27.072	10.713	11.798	13.454	7.374	1.277	0.705	0.471	9.443	0.690	0.950	3.975	0.304
evm.model.Seg3597.1	10.392	0.000	5.648	7.613	7.757	13.049	15.443	6.805	4.990	3.747	1.270	0.779	0.000	22.600	0.000	0.000	6.240	2.502
evm.model.Seg3597.2	1.335	0.000	1.681	0.000	387.992	837.445	6204.206	173.187	67.228	53.877	2.451	6.530	4.591	0.000	9.998	0.000	3.120	1.605
evm.model.Seg363.11.1.57f48f7b	0.000	1.124	0.368	0.000	9.326	10.364	7.952	5.632	2.791	2.752	1.816	4.528	2.630	0.000	1.318	3.452	1.117	4.108
evm.model.Seg3659.2	0.000	0.000	0.000	0.000	1.458	0.727	4.219	2.677	2.098	2.548	0.262	1.665	0.653	0.610	0.000	0.694	1.972	0.419
evm.model.Seg3715.2	0.644	4.481	0.681	0.187	191.170	199.013	481.707	228.495	251.543	121.757	26.751	120.316	88.462	30.549	9.187	25.713	111.603	21.666
evm.model.Seg3730.2.1.57f48f7b	0.000	0.000	4.954	7.184	50.830	27.525	70.773	46.102	38.875	21.434	6.048	26.381	21.944	15.720	0.000	0.000	5.724	0.795
evm.model.Seg3730.2.2.57f48f7b	16.555	8.536	9.379	9.862	32.863	35.204	105.776	75.084	48.142	41.323	3.907	44.789	34.872	11.471	2.494	20.983	11.725	2.502
evm.model.Seg376.12.1.57f48f7b	0.000	0.000	0.042	0.000	202.013	0.043	0.000	0.000	0.000	0.000	0.104	0.049	0.000	0.418	0.000	0.000	0.000	0.000
evm.model.Seg3765.2	6.038	4.662	10.783	10.278	22.838	19.590	4.551	19.275	23.423	15.659	9.934	12.132	11.902	11.142	0.284	2.977	8.174	1.027
evm.model.Seg378.21_evm.model.Seg378.17	1.863	1.020	7.114	7.700	18.414	31.604	3.298	10.944	9.920	8.415	4.915	11.525	8.710	8.257	2.799	3.178	8.266	0.087
evm.model.Seg381.10	14.343	50.224	9.088	2.752	59.926	43.969	171.794	105.751	101.394	63.361	21.739	49.974	43.582	24.443	8.639	30.425	100.348	84.381
evm.model.Seg3816.1	0.745	0.116	0.896	0.931	8.285	3.172	2.966	2.539	3.775	2.129	0.304	0.459	0.265	0.233	0.000	0.201	0.000	0.000
evm.model.Seg3840.3	0.000	0.000	0.188	0.589	2.573	0.000	0.000	0.000	0.000	0.000	0.041	0.238	0.778	0.000	0.000	0.000	0.000	0.000
evm.model.Seg385.18	0.233	0.220	0.049	0.194	1.829	1.924	0.997	1.056	1.044	1.376	1.395	0.976	1.191	0.000	0.183	0.840	0.054	4.542
evm.model.Seg3858.9	0.691	0.491	0.438	0.636	5.816	6.028	4.474	6.315	6.335	4.873	4.453	5.472	5.045	0.473	0.000	0.000	0.485	0.174
evm.model.Seg387.2	58.310	53.956	124.850	138.148	330.566	139.499	209.098	309.712	197.699	180.748	83.575	96.248	82.639	131.269	110.770	137.442	69.826	570.776
evm.model.Seg387.7	0.000	1.782	0.000	0.000	174.408	1.223	108.921	62.412	40.140	25.060	0.000	4.495	10.968	0.000	0.000	4.547	0.000	0.000
evm.model.Seg3951.1	0.334	5.166	3.064	3.053	1.599	2.907	23.190	10.688	10.592	8.164	3.956	1.550	0.811	10.142	14.196	7.871	4.337	10.341
evm.model.Seg397.16	14.428	14.593	10.394	2.390	17.677	16.093	24.801	33.387	31.455	29.179	11.412	10.467	13.540	9.964	8.984	9.204	11.571	26.859
evm.model.Seg3993.3	0.000	0.155	0.000	0.000	3.793	0.599	0.000	1.269	1.566	1.413	0.000	0.320	0.256	0.000	0.000	0.000	0.000	0.000
evm.model.Seg399.5	0.000	0.000	0.333	0.321	1.063	1.719	0.588	1.269	1.335	1.869	0.594	0.656	1.795	0.000	0.000	0.000	1.625	0.419
evm.model.Seg4019.1	0.000	1.395	0.118	0.576	2.915	4.814	6.188	6.133	5.974	5.282	3.148	2.699	2.109	0.000	4.766	0.822	0.000	0.434
evm.model.Seg4029.1	1.754	6.638	2.800	4.814	37.020	35.161	589.145	286.842	447.776	199.150	70.810	169.371	149.330	19.413	39.323	83.166	22.980	0.000
evm.model.Seg4030.1	1.265	35.618	1.911	22.959	1718.524	1767.650	2894.335	1269.398	1578.918	1115.008	334.430	972.042	1008.670	66.929	37.356	168.688	260.323	14.493
evm.model.Seg4035.2.1.57f48f7b	0.023	0.142	0.000	0.000	0.640	0.282	0.000	0.128	0.191	0.214	0.055	0.107	0.017	0.000	0.000	0.438	0.000	0.202
evm.model.Seg406.1.1.57f48f7b	0.000	0.659	0.000	0.000	1.710	1.941	3.656	1.664	0.331	0.809	0.000	0.000	0.910	0.000	0.000	0.000	2.473	0.000
evm.model.Seg4111.1	0.031	0.129	0.090	0.241	23.099	14.896	6.469	3.701	3.976	3.803	5.723	8.154	9.264	1.144	0.345	3.598	0.347	1.822
evm.model.Seg418.3	0.435	1.433	0.271	1.922	24.274	13.279	9.307	40.331	39.728	24.976	6.752	7.760	9.983	3.940	1.622	3.068	10.955	0.955
evm.model.Seg4245.2	2.825	9.983	4.919	7.070	4.224	4.489	21.094	14.688	11.948	10.359	1.857	2.354	1.423	12.643	12.939	5.479	17.611	25.456
evm.model.Seg4260.2	1.281	1.175	0.806	0.857	4.232	3.249	4.858	3.627	2.932	3.078	1.754	2.395	1.580	3.851	3.306	1.936	1.664	2.690
evm.model.Seg4283.1	1.475	0.323	0.855	0.830	7.177	6.182	4.117	6.379	5.693	6.128	3.321	2.338	2.754	1.158	0.426	2.064	2.111	2.849
evm.model.Seg4300.2	47.118	63.577	28.194	16.478	606.277	527.716	1406.411	810.713	982.369	413.393	100.226	354.360	212.564	65.120	180.412	154.992	179.480	86.507
evm.model.Seg432.2	4.284	11.287	2.362	6.515	19.336	1.864	131.677	29.473	47.821	13.037	6.690	6.833	7.601	1.131	8.153	6.921	2.095	7.188
evm.model.Seg4357.2	2.833	1.175	8.921	13.652	8.203	11.809	45.128	28.043	20.954	14.041	5.012	5.340	5.914	2.535	7.281	10.994	2.165	3.298
evm.model.Seg4370.2	0.000	0.129	0.000	0.000	0.238	0.154	0.153	0.160	0.131	0.242	0.055	0.139	0.207	0.000	0.162	0.000	0.046	0.029
evm.model.Seg438.3	0.450	1.937	0.403	0.529	1.339	0.898	1.969	1.995	1.747	1.386	0.856	1.050	1.009	0.617	1.176	0.274	0.139	1.793
evm.model.Seg438.5	0.404	0.736	0.382	1.306	31.495	16.640	3.631	6.752	11.697	12.014	21.919	23.117	25.194	9.374	1.014	4.438	5.778	5.221
evm.model.Seg446.15	4.222	3.190	0.723	0.830	5.830	9.158	10.202	5.813	4.388	4.873	2.630	4.676	4.615	8.531	1.318	2.155	3.705	3.081
evm.model.Seg4464.2	0.706	0.000	6.253	4.546	24.147	22.053	11.685	19.595	17.580	28.333	3.466	8.786	8.751	0.000	0.000	0.000	0.000	0.000
evm.model.Seg4489.2	5.037	2.208	4.266	5.055	2.945	2.625	1.509	3.115	2.590	1.683	0.746	0.107	0.430	2.666	1.278	7.670	0.493	1.273
evm.model.Seg4492.1	1.987	5.282	1.473	3.314	27.122	25.567	25.722	17.910	13.273	12.981	3.790	4.905	4.624	3.933	1.622	2.045	1.718	2.951
evm.model.Seg454.4	0.000	0.000	0.000	0.000	1.071	0.710	1.048	0.533	0.382	0.372	0.249	0.115	0.141	0.000	0.122	0.000	0.193	0.000
evm.model.Seg4582.5.2.57f48f7b	0.000	0.000	4.523	1.681	4.343	1.300	0.026	0.971	0.843	0.939	0.483	0.861	0.827	4.468	0.000	0.000	0.000	0.477
evm.model.Seg4587.1	0.000	1.227	0.000	0.000	0.297	0.282	3.477	1.984	1.888	1.590	1.208	0.746	1.191	0.000	0.000	0.749	0.871	0.000
evm.model.Seg4598.3	0.000	0.594	0.382	0.268	2.000	0.513	3.401	4.437	4.126	2.920	0.925	1.993	3.664	0.000	0.000	0.000	1.464	0.000
evm.model.Seg4613.2	32.170	19.346	35.787	30.170	101.259	110.853	116.131	101.239	120.059	133.595	124.257	130.914	120.637	74.221	28.636	48.797	65.443	55.150
evm.model.Seg4639.1	0.124	0.168	0.472	1.379	11.178	6.781	1.125	6.912	5.723	3.915	0.304	1.796	1.398	1.535	0.000	0.000	0.655	0.000
evm.model.Seg4646.3	0.000	0.000	0.000	0.696	72.918	36.384	31.423	41.430	33.102	31.485	25.578	44.215	41.232	5.187	5.699	0.000	3.551	13.726
evm.model.Seg4703.1	3.128	1.136	1.355	2.404	4.655	6.328	2.506	14.667	10.251	7.755	3.272	1.616	0.753	1.035	0.000	4.602	0.585	4.947
evm.model.Seg4739.1	0.000	3.293	0.000	0.000	0.022	0.000	42.367	26.155	24.909	37.158	25.378	11.517	0.480	23.032	17.441	19.522	19.190	2.734
evm.model.Seg4743.1.1.57f48f7b	1.653	2.841	3.481	3.221	2.372	3.181	2.148	2.197	1.847	1.079	0.918	0.886	0.347	0.000	6.246	6.921	2.342	0.940
evm.model.Seg4825.4	0.528	3.099	0.924	1.446	10.791	9.902	1.509	25.483	22.138	16.775	0.918	2.773	3.565	0.000	0.000	1.607	0.000	2.936
evm.model.Seg4827.3	0.000	3.138	0.000	0.790	11.780	12.903	0.972	0.651	1.406	0.874	0.000	0.000	0.165	0.000	0.000	0.000	0.000	1.360
evm.model.Seg48.8	99.964	147.933	45.028	48.315	418.491	358.854	491.321	228.793	222.949	188.764	66.488	130.381	118.726	208.347	45.387	47.043	146.801	74.314
evm.model.Seg4897.2	2.088	12.217	1.202	2.069	1.435	2.309	34.236	11.168	11.004	8.787	6.241	4.840	4.888	0.589	9.288	8.072	0.709	6.277
evm.model.Seg490.1	0.233	0.659	0.354	0.127	48.845	77.171	31.730	2.667	3.373	1.823	0.663	0.870	0.273	0.315	0.183	0.000	0.054	0.217
evm.model.Seg4913.2	1.187	0.659	0.855	2.015	4.254	6.191	9.588	7.680	9.408	5.923	1.332	2.994	3.102	1.932	0.446	1.333	2.319	1.692
evm.model.Seg4955.2	0.264	1.718	0.410	0.241	6.552	4.660	2.915	4.672	4.990	3.636	1.505	3.855	1.183	4.996	1.501	0.000	0.578	0.347
evm.model.Seg5010.2	3.850	5.049	3.627	2.544	2.499	5.584	0.920	4.331	4.086	2.957	0.435	0.000	0.000	6.585	3.833	0.000	1.140	0.000
evm.model.Seg503.18	0.745	20.818	5.912	11.951	269.993	570.505	9652.632	1171.242	448.670	691.694	8.933	18.063	60.091	14.438	32.935	59.882	71.452	30.663
evm.model.Seg5059.1	2.189	1.769	3.411	5.156	22.533	13.297	2.148	23.627	11.877	10.154	5.468	4.528	8.222	6.393	0.000	1.260	8.243	0.622
evm.model.Seg508.9	1.901	1.640	7.073	12.949	134.197	68.595	33.137	23.104	20.391	19.146	9.106	12.395	15.070	25.081	4.178	2.009	18.188	16.836
evm.model.Seg511.7	0.000	9.789	0.000	0.000	22.362	0.000	3.349	23.019	27.891	16.896	12.986	0.328	0.058	4.934	0.466	2.137	13.628	0.000
evm.model.Seg5129.1	0.000	0.168	0.000	0.000	1.212	3.309	70.952	2.027	1.365	2.074	0.442	3.183	5.079	0.000	0.000	0.000	0.000	0.000
evm.model.Seg5129.3	0.621	1.317	0.736	0.569	2.670	9.432	35.489	3.456	5.261	3.803	1.429	3.150	3.921	1.172	0.507	0.621	0.963	0.738
evm.model.Seg5190.2	1.281	3.461	0.646	1.687	3.428	5.122	8.770	7.051	6.817	4.222	1.747	1.460	1.050	0.000	1.521	0.621	0.000	0.738
evm.model.Seg523.3	7.133	7.051	7.906	9.849	14.665	15.699	29.020	25.974	29.638	23.256	17.784	27.513	29.727	19.372	6.490	15.797	24.398	7.159
evm.model.Seg5352.1	2.026	7.297	19.877	14.590	0.937	7.833	57.554	15.126	11.466	7.755	0.987	1.132	0.455	0.781	7.706	12.163	1.464	4.498
evm.model.Seg539.12	2.142	0.504	4.759	4.694	3.242	2.916	0.563	1.899	2.199	1.544	0.442	0.558	0.000	6.716	0.000	0.000	3.428	0.781
evm.model.Seg539.3	0.132	1.033	0.271	0.127	31.383	28.004	201.146	15.051	16.948	13.892	9.983	12.157	10.761	11.691	29.143	34.589	2.535	5.337
evm.model.Seg5401.2	0.970	0.878	2.418	36.531	2.759	2.770	73.177	6.805	4.518	4.668	1.581	2.641	2.291	2.734	5.232	7.597	2.519	2.719
evm.model.Seg543.11	0.714	0.994	0.195	0.147	4.663	3.480	0.895	2.859	1.536	1.451	0.069	0.845	0.769	0.281	0.000	0.000	0.092	0.911
evm.model.Seg555.9.1.57f48f7c	0.000	0.000	0.000	0.000	0.283	0.547	0.000	0.000	0.211	0.316	0.331	0.345	0.199	0.000	0.000	0.000	0.000	0.202
evm.model.Seg5714.4	13.598	4.856	1.890	0.000	2.759	11.356	210.606	30.678	24.317	17.361	6.779	25.258	40.041	17.207	21.923	36.433	16.132	0.000
evm.model.Seg571.5	0.000	0.865	0.000	0.000	0.037	0.000	5.702	2.891	3.283	1.618	0.228	1.485	2.920	3.228	2.474	2.009	1.548	0.116
evm.model.Seg57.4	0.000	0.000	0.382	2.732	20.860	28.500	2.710	6.741	6.687	6.463	2.147	3.609	4.442	0.260	0.000	0.000	0.177	0.000
evm.model.Seg577.3	0.419	1.175	0.521	0.683	35.883	9.962	11.046	21.536	17.871	13.381	3.756	7.563	9.661	0.000	1.562	9.022	0.247	3.500
