Planula_Early_1_AR012_RSEM	Planula_Early_2_AR002_RSEM	Planula_Late_1_AR019_RSEM	Planula_Late_3_AR002_RSEM	Polyp_1_RSEM	Polyp_2_AR005_RSEM	Polyp_3_AR006_RSEM	Strobila_Early_1_AR019_RSEM	Strobila_Early_2_AR006_RSEM	Strobila_Early_3_AR005_RSEM	Strobila_Late_1_AR015_RSEM	Strobila_Late_2_AR005_RSEM	Strobila_Late_3_AR019_RSEM	Ephyra_1_AR019_RSEM	Ephyra_2_AR012_RSEM	Ephyra_3_AR018_RSEM	Juvenile_1_AR002_RSEM	Juvenile_2_AR013_RSEM
evm.model.Seg1100.2	7.536	20.908	2.536	1.654	6.961	7.696	139.526	3.435	1.596	1.962	1.878	0.993	0.910	27.362	4.360	0.639	24.644	1.273
evm.model.Seg1103.1	2.600	6.470	0.952	1.486	51.649	45.294	241.135	94.103	40.502	29.449	5.840	10.082	13.102	7.257	0.953	3.086	6.926	9.315
evm.model.Seg1104.5	3.663	6.263	3.759	1.239	24.110	5.977	0.741	11.584	11.335	11.688	5.564	6.144	6.022	3.015	0.000	0.000	7.026	1.490
evm.model.Seg110.6	1.599	4.520	0.333	0.857	14.888	21.617	59.446	13.536	13.765	11.261	3.742	8.720	7.874	11.821	6.490	6.081	5.447	4.484
evm.model.Seg1108.6	0.629	3.087	0.875	0.670	0.558	0.761	8.131	4.203	4.167	3.998	2.361	1.600	1.547	2.124	2.697	1.114	0.855	3.818
evm.model.Seg1112.3	8.592	13.134	6.677	8.918	19.968	39.924	126.205	61.185	60.843	51.599	34.283	48.481	49.727	4.557	9.998	15.961	2.003	7.232
evm.model.Seg1115.1	3.353	7.632	4.843	1.741	78.094	93.033	14.344	13.878	10.562	20.085	12.744	14.692	15.021	10.423	6.976	11.925	8.967	3.066
evm.model.Seg1121.12	0.085	1.059	0.104	0.000	32.566	34.648	193.297	51.009	54.397	32.787	10.818	18.252	19.305	0.000	5.070	11.140	0.116	2.459
evm.model.Seg1123.8	7.528	57.159	4.711	1.741	40.226	25.003	200.788	85.228	76.013	57.141	13.855	22.485	19.107	6.469	33.604	37.529	9.899	19.034
evm.model.Seg1153.6	3.081	1.821	4.433	4.854	31.859	17.256	10.509	36.758	19.377	12.144	2.706	4.594	5.368	15.672	8.254	5.807	10.562	64.638
evm.model.Seg116.2	17.331	21.489	13.145	9.842	33.042	36.375	107.515	47.724	40.040	38.794	17.038	29.613	27.792	23.587	54.391	54.020	20.245	28.233
evm.model.Seg1163.7	9.127	0.504	17.070	2.129	14.189	19.616	4.730	8.853	7.319	4.082	0.000	0.000	0.000	28.664	7.017	5.990	23.281	0.434
evm.model.Seg1164.5	1.009	3.784	0.987	2.966	18.577	17.085	46.253	17.472	13.524	15.250	6.206	9.270	8.586	9.518	4.178	8.145	4.692	13.176
evm.model.Seg1173.5	2.026	3.345	0.667	0.830	7.281	14.186	20.940	9.878	8.072	6.556	3.542	6.809	6.344	6.599	3.934	4.273	3.567	5.916
evm.model.Seg1190.1.1.57f48f75	0.528	0.736	0.431	0.000	5.868	0.607	0.920	1.664	2.008	2.102	2.251	0.533	0.852	3.625	0.162	1.041	0.154	0.477
evm.model.Seg12047.1	56.067	17.447	34.877	13.773	142.504	256.175	1220.018	326.822	268.792	233.277	77.976	227.203	181.489	175.173	58.691	187.042	94.740	94.476
evm.model.Seg1208.2	185.811	253.986	119.597	103.425	723.734	228.009	324.590	451.912	399.955	412.230	128.227	217.433	225.112	192.243	101.117	141.934	155.329	207.567
evm.model.Seg1209.1	0.000	0.000	1.320	2.732	52.571	0.676	58.679	0.000	0.040	0.112	3.224	1.542	0.273	0.514	16.934	0.913	0.578	0.000
evm.model.Seg1209.1.1.57f48f75	0.000	0.310	0.862	1.011	68.270	0.590	16.645	0.021	0.000	0.139	1.077	0.205	0.000	0.665	2.109	1.187	0.655	0.000
evm.model.Seg1211.3	0.039	0.000	0.000	0.208	0.625	1.146	1.509	1.333	1.315	1.200	0.649	0.180	0.496	0.260	0.000	0.000	0.570	0.593
evm.model.Seg1229.2	0.714	0.736	0.500	1.118	0.729	0.727	2.122	1.141	1.295	0.697	0.207	0.172	0.223	0.809	2.596	2.228	0.508	0.738
evm.model.Seg1234.14	0.000	1.563	0.042	0.060	0.067	0.026	9.358	2.816	2.530	3.441	2.651	0.500	0.240	2.460	3.225	1.187	1.248	0.202
evm.model.Seg1261.5	0.000	2.221	0.160	0.268	0.669	0.128	2.838	3.189	2.460	1.943	1.367	0.468	0.538	0.000	0.608	0.548	0.593	1.157
evm.model.Seg1268.6	0.101	0.142	0.201	0.094	4.321	2.591	0.460	0.053	0.080	0.009	0.207	0.049	0.000	0.000	1.115	0.749	0.000	0.767
evm.model.Seg1279.1	2720.606	3931.542	1966.121	981.414	2728.984	3436.547	24622.376	6391.675	6664.885	5529.727	4911.266	4945.491	4897.897	3019.868	7865.004	8068.689	2289.565	7936.457
evm.model.Seg128.4	2.453	2.867	0.549	0.596	10.077	7.491	22.091	5.067	4.217	3.478	1.843	2.084	2.903	0.185	2.008	0.986	0.632	4.498
evm.model.Seg1300.5	1.327	3.487	3.613	1.962	32.952	119.139	61.441	1.952	1.817	1.590	1.802	3.273	6.278	8.888	2.859	13.459	14.321	2.575
evm.model.Seg1316.5	0.000	0.090	0.000	0.000	0.446	0.590	3.733	0.693	0.422	0.549	0.173	1.148	0.538	0.315	0.000	0.000	0.000	0.000
evm.model.Seg1317.7	0.000	0.000	0.264	0.000	0.022	0.000	0.000	0.000	1.938	0.921	0.000	0.000	0.000	0.000	0.913	3.470	0.585	0.000
evm.model.Seg1319.7	0.194	0.271	2.543	1.232	7.422	1.240	130.194	11.766	5.291	6.983	1.291	3.437	3.085	0.000	0.000	4.675	0.000	0.463
evm.model.Seg13207.1	0.854	0.155	0.375	0.583	2.848	1.411	1.585	2.453	2.490	2.083	1.098	1.280	0.968	1.172	0.568	1.936	0.809	0.926
evm.model.Seg1352.2	0.000	13.560	0.000	0.000	166.644	2.428	22.475	36.715	39.206	30.853	12.716	23.469	40.678	0.000	5.983	38.972	1.872	1.924
evm.model.Seg1355.1	0.078	0.207	0.188	2.129	11.996	16.708	1.483	2.091	2.349	2.566	0.960	1.567	1.754	0.384	0.710	0.110	0.131	0.043
evm.model.Seg13557.1	14.498	4.003	8.004	2.330	24.668	36.760	20.710	18.379	8.554	12.572	1.733	3.872	2.771	10.190	0.000	0.913	6.456	2.517
evm.model.Seg1358.5	8.429	0.956	12.770	15.092	9.088	15.203	0.000	2.933	4.468	1.785	1.747	1.091	0.000	24.279	0.000	0.000	7.141	2.256
evm.model.Seg1361.6	0.147	1.136	0.139	0.201	52.705	55.880	40.628	94.775	128.041	58.945	14.422	65.871	31.175	4.488	0.000	2.885	32.186	0.174
evm.model.Seg1380.2.1.57f48f76	0.000	0.000	0.000	0.408	1.368	0.393	0.000	0.245	0.371	0.670	0.538	0.049	0.571	0.000	0.000	0.000	0.000	0.000
evm.model.Seg138.5.1.57f48f76	0.000	0.000	0.000	0.757	4.001	2.086	0.972	1.035	0.944	0.828	0.000	1.509	1.522	0.541	0.588	0.968	0.678	0.130
evm.model.Seg1389.14	110.124	26.810	36.468	9.943	174.192	127.724	613.640	191.534	72.780	114.820	15.471	78.152	76.973	117.159	0.000	27.521	65.450	254.443
evm.model.Seg1389.16.2.57f48f76	0.000	0.000	0.181	0.000	0.692	0.812	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1403.3	0.000	0.000	0.000	0.000	35.429	10.150	0.000	0.000	0.000	0.000	21.677	3.093	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1422.14	0.000	0.168	0.049	0.000	1.041	1.573	0.358	0.640	0.843	0.697	0.373	0.254	0.414	0.308	0.000	0.000	1.125	0.000
evm.model.Seg1422.2	0.163	0.245	0.424	0.375	5.890	3.574	0.844	2.219	2.369	3.357	2.223	2.190	2.126	3.200	0.162	0.621	3.559	0.391
evm.model.Seg1460.2	5.635	12.669	9.359	8.791	31.911	46.756	49.603	39.446	38.644	32.806	18.094	21.632	22.051	7.826	7.017	6.337	7.788	5.771
evm.model.Seg1479.8.1.57f48f76	0.000	0.000	0.000	0.000	6.314	3.720	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.627	6.783
evm.model.Seg1501.5	0.000	10.745	1.126	7.660	497.008	284.761	3334.954	615.616	1415.938	573.860	224.332	449.378	512.871	4.070	41.331	253.388	9.406	26.208
evm.model.Seg1505.6	35.104	35.618	33.988	32.319	152.566	399.009	1834.349	1094.494	366.904	393.689	51.231	46.774	65.600	60.467	27.865	42.825	51.029	58.838
evm.model.Seg1517.10	7.264	2.919	9.220	5.932	113.404	201.946	220.246	65.164	33.785	47.870	7.214	30.417	26.270	13.150	0.446	5.698	15.924	3.833
evm.model.Seg1517.9	1.467	0.465	0.966	0.643	238.825	185.186	260.797	76.897	27.751	43.351	1.464	3.363	6.791	0.822	0.669	1.260	1.471	0.434
evm.model.Seg1521.2	61.329	21.670	86.436	79.482	95.236	177.234	454.988	327.078	344.424	258.774	117.954	147.165	159.057	85.740	24.661	63.041	135.716	49.292
evm.model.Seg1524.8	4015.377	4588.893	2772.030	2748.913	12997.310	9767.927	45970.472	10676.987	11354.622	8737.967	7874.260	7928.022	7641.771	7701.548	7045.483	7597.104	7933.628	7847.579
evm.model.Seg1526.7	0.279	0.504	0.000	0.000	2.499	1.992	0.128	1.685	0.813	0.809	1.008	0.328	0.612	0.000	0.000	0.475	1.017	0.014
evm.model.Seg1528.6	1.048	2.028	0.528	0.355	33.436	41.455	47.710	8.619	11.144	7.448	11.557	20.303	17.709	3.563	3.123	3.251	4.907	0.752
evm.model.Seg1542.6	0.986	0.452	0.396	0.000	1.681	5.550	1.892	2.112	1.626	1.544	1.698	1.649	1.141	3.673	0.000	1.096	1.780	0.304
evm.model.Seg1559.2	0.000	0.387	0.229	0.000	2.908	1.428	3.043	3.392	1.717	1.534	0.421	0.993	0.959	0.000	0.000	0.000	0.000	0.087
evm.model.Seg1563.6	162.527	215.204	114.386	174.304	919.292	459.822	2242.214	610.656	562.112	674.677	275.943	374.007	433.127	112.527	68.243	108.332	65.897	43.868
evm.model.Seg156.5	0.000	0.168	0.000	0.000	1.710	2.275	0.895	0.043	0.000	0.000	0.366	0.090	0.124	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1565.3.1.57f48f77	0.000	0.000	0.000	0.000	0.974	1.419	0.460	0.000	0.000	0.911	1.042	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1567.4_evm.model.Seg1567.5	0.000	0.207	0.000	0.000	1.815	1.915	3.068	0.939	1.305	0.893	0.318	0.484	0.554	0.254	0.000	0.676	1.132	0.709
evm.model.Seg1577.7	0.202	1.046	0.167	0.181	6.239	5.199	11.992	4.800	3.865	3.450	0.870	4.750	3.854	0.452	0.608	1.424	1.094	0.709
evm.model.Seg159.20	2.491	3.396	6.698	5.417	1.621	0.325	9.665	2.837	0.873	0.325	0.000	0.271	0.000	2.440	9.065	5.844	0.000	0.000
evm.model.Seg1616.5	2.049	2.802	15.584	13.612	54.393	39.197	41.370	0.011	4.829	3.264	8.484	42.542	23.788	4.160	1.805	3.616	1.410	2.039
evm.model.Seg1622.6	1.467	0.839	0.910	0.000	7.771	8.876	23.676	18.294	15.140	9.550	3.424	14.388	10.554	6.592	0.000	0.000	9.892	0.000
evm.model.Seg1629.1	1.125	1.459	0.597	0.763	2.491	0.804	1.483	2.656	2.671	2.260	1.740	1.263	1.323	1.357	0.264	1.096	0.524	1.548
evm.model.Seg1636.1	1.731	1.214	0.000	0.000	5.823	1.308	8.693	22.624	19.448	9.866	0.000	1.952	5.335	5.886	0.000	0.000	10.084	0.000
evm.model.Seg1643.6	0.543	0.194	0.980	0.803	5.250	3.643	6.750	6.368	5.030	4.528	2.803	5.250	3.524	8.059	0.243	0.201	2.519	0.651
evm.model.Seg1652.8	0.000	0.000	0.000	0.000	0.974	1.112	0.153	1.227	3.313	0.837	0.104	0.468	0.232	0.000	0.000	0.000	0.200	0.405
evm.model.Seg1653.2	0.885	1.692	0.167	1.413	8.448	11.313	23.727	15.382	13.293	10.043	3.183	9.261	10.893	2.371	2.211	2.246	5.963	3.153
evm.model.Seg1658.5	0.000	0.814	0.000	0.000	4.343	0.026	18.716	19.158	9.146	13.093	3.065	8.753	8.561	5.544	0.000	0.621	5.138	1.461
evm.model.Seg1658.6	0.380	4.055	0.479	0.234	1.108	0.385	57.222	17.622	7.249	12.284	3.521	6.029	4.938	1.734	0.000	2.319	5.038	11.267
evm.model.Seg166.8	0.225	0.155	0.000	0.208	5.161	5.609	1.662	0.811	0.663	0.400	0.000	0.164	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1668.11	0.000	0.000	0.000	0.000	37.206	57.941	1.815	3.584	4.528	1.981	0.000	3.347	0.397	0.000	0.000	0.000	0.000	0.000
evm.model.Seg16688.1	1.832	7.826	2.133	2.243	11.839	5.558	4.858	5.472	5.020	3.868	0.456	1.313	0.811	4.858	9.430	6.447	1.071	5.062
evm.model.Seg1671.13	2.600	14.141	1.167	2.042	562.051	445.243	1242.544	1052.296	953.102	592.504	98.231	349.397	293.003	68.958	30.542	94.562	325.111	36.376
evm.model.Seg1675.2	1.056	0.000	0.855	0.000	1.019	2.078	0.000	1.941	0.462	1.302	0.000	1.378	0.910	0.000	0.000	0.000	1.710	0.000
evm.model.Seg1682.4.1.57f48f77	0.000	0.000	0.000	0.000	1.004	2.736	0.000	0.533	3.243	1.795	0.000	0.550	0.000	4.386	0.000	0.000	0.000	0.000
evm.model.Seg1682.9	6.162	18.455	132.228	42.135	5.288	23.489	78.546	21.984	16.958	5.858	2.927	4.208	4.698	81.402	10.465	12.327	6.363	11.108
evm.model.Seg1698.1	1.933	4.042	7.288	15.072	6.344	54.837	135.589	93.036	74.266	37.697	9.769	10.738	9.777	30.693	8.213	7.561	37.902	17.805
evm.model.Seg1718.6.1.57f48f77	0.000	0.375	0.000	0.000	0.312	0.581	0.563	0.277	0.181	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1726.3	36.703	16.724	165.160	162.279	242.730	197.747	418.554	292.517	178.462	167.711	106.198	174.186	191.489	79.600	15.595	43.555	145.083	43.304
evm.model.Seg1726.7	0.179	0.375	0.452	0.000	11.207	6.319	12.707	14.518	14.920	7.597	1.091	2.215	3.193	0.610	0.000	0.000	7.519	0.651
evm.model.Seg1730.1	0.761	10.422	1.077	0.757	237.137	177.336	887.374	377.959	377.205	244.370	36.292	125.919	92.250	0.863	6.409	32.397	0.740	2.893
evm.model.Seg1732.7	0.000	2.273	0.320	0.000	9.712	7.302	3.528	3.755	3.022	2.306	1.560	1.665	1.390	1.562	3.285	5.095	2.203	1.808
evm.model.Seg1738.4	0.458	0.155	0.306	0.603	1.063	1.308	4.986	1.909	1.657	1.655	1.298	1.140	1.084	2.638	1.075	0.986	0.840	0.738
evm.model.Seg1741.9.3.57f48f78	0.466	0.000	1.626	0.469	3.889	0.393	0.179	0.416	0.833	0.530	0.000	0.107	0.000	0.274	0.000	0.603	0.000	0.000
evm.model.Seg1749.2.3.57f48f78	0.334	0.852	0.215	0.449	1.554	0.949	3.196	3.168	4.136	2.855	0.442	2.239	2.051	0.480	0.000	0.402	1.256	0.159
evm.model.Seg1749.2.4.57f48f78	2.949	1.382	1.799	1.232	3.689	3.831	57.682	18.667	20.311	15.557	4.184	8.326	5.972	5.893	2.900	3.415	4.869	11.426
evm.model.Seg1752.5	0.000	0.000	0.076	0.000	1.287	1.582	4.909	1.568	2.811	1.748	1.084	1.657	1.390	0.857	0.466	0.000	1.032	1.822
evm.model.Seg1756.16	0.132	0.387	0.271	0.422	0.885	0.949	1.074	0.096	0.090	0.149	0.283	0.238	0.281	0.274	0.426	1.224	0.285	0.824
evm.model.Seg1766.7	5.503	1.588	3.925	4.131	47.015	10.543	8.719	17.846	18.695	16.431	7.435	7.145	6.005	2.885	0.000	1.717	2.796	1.692
evm.model.Seg1770.8	0.536	1.214	0.236	0.529	9.616	15.426	2.301	3.755	3.745	3.348	3.445	3.125	2.523	4.632	1.399	1.644	3.251	1.982
evm.model.Seg1774.3	0.947	0.904	0.236	0.214	2.372	2.078	2.301	1.653	1.687	1.646	0.594	0.648	0.720	1.508	0.527	0.000	2.434	1.012
evm.model.Seg1775.11	0.264	0.349	0.229	1.225	2.209	3.489	1.943	2.667	2.349	2.725	1.560	1.468	1.464	0.774	0.345	0.402	0.909	0.738
evm.model.Seg1777.3	0.140	1.731	0.257	1.634	7.340	6.576	0.588	3.168	3.946	4.054	6.310	4.955	4.061	3.365	2.555	1.004	2.211	2.372
evm.model.Seg1778.9	1.265	3.035	1.237	1.098	7.474	9.748	4.117	4.992	4.628	4.370	5.157	5.472	5.864	3.118	1.318	1.278	6.163	0.506
evm.model.Seg1783.10	0.186	2.725	0.952	1.627	5.288	3.651	125.285	40.001	38.172	18.551	8.995	20.951	21.315	4.591	4.299	9.533	21.832	24.111
evm.model.Seg1783.9	11.393	8.937	9.949	14.107	110.682	166.631	1086.731	110.317	85.501	45.117	59.723	150.167	149.975	2.159	14.277	32.306	0.377	3.037
evm.model.Seg1784.13	0.155	0.762	0.097	0.000	12.724	6.439	34.031	61.238	74.216	43.062	23.873	50.909	40.083	4.523	1.541	4.054	12.480	0.680
evm.model.Seg1787.11	6.675	43.612	4.704	4.894	432.450	302.410	1646.217	735.522	758.977	348.832	56.285	270.631	212.308	56.390	65.829	134.191	99.924	93.594
evm.model.Seg1808.5	1.645	0.956	0.882	1.707	51.321	37.419	8.233	11.702	16.054	13.418	3.569	7.030	6.013	3.255	0.162	0.603	2.642	0.333
evm.model.Seg1809.4	1.607	0.478	1.744	1.513	11.326	13.374	4.500	11.883	10.532	9.094	4.218	9.007	7.055	16.734	0.365	0.730	3.289	2.459
evm.model.Seg1813.3	1.133	1.756	0.868	0.777	7.519	7.371	6.699	9.963	7.078	7.216	0.918	3.962	2.448	0.459	0.831	0.000	0.331	0.694
evm.model.Seg1813.4	0.761	4.468	2.571	2.678	29.308	11.843	2.659	11.264	17.199	14.218	34.401	19.491	13.763	20.291	5.658	0.000	8.466	5.482
evm.model.Seg1821.5	0.109	0.413	0.264	0.268	7.340	1.514	0.665	0.853	0.663	0.818	1.132	1.189	1.282	1.665	0.203	0.804	1.009	0.347
evm.model.Seg1821.6	0.334	0.801	0.681	1.560	28.974	13.707	1.585	4.000	4.116	6.816	5.813	5.964	5.509	14.370	0.183	1.297	11.609	0.448
evm.model.Seg1822.8	0.504	0.129	0.361	1.085	8.114	6.114	5.088	9.120	9.910	6.946	5.178	8.613	9.007	6.503	0.406	2.301	6.702	0.911
evm.model.Seg1825.5	0.000	0.478	0.028	0.670	5.020	5.669	0.307	7.819	8.835	9.094	8.498	7.325	7.171	5.187	0.507	0.676	4.753	0.853
evm.model.Seg1826.1	0.978	0.555	3.210	4.017	11.200	8.594	1.176	3.360	4.508	3.943	4.197	4.471	4.715	6.071	0.365	1.516	4.846	0.579
evm.model.Seg1831.2	0.427	2.092	7.538	18.734	10.977	1.231	27.307	17.686	12.781	7.737	1.353	1.411	1.365	3.104	6.814	11.414	0.508	2.329
evm.model.Seg1833.7	1.250	7.594	2.682	0.442	31.264	57.000	50.600	3.819	2.841	2.539	2.492	1.321	1.373	2.446	2.190	2.758	2.450	6.277
evm.model.Seg1840.9	0.132	0.336	0.195	0.040	4.566	2.702	0.563	4.320	3.966	2.985	0.849	0.697	1.117	0.596	0.000	0.000	2.542	0.000
evm.model.Seg1852.8	0.861	0.839	1.355	1.440	26.728	45.157	47.813	5.835	4.799	4.352	5.537	10.607	7.891	0.487	1.967	1.023	0.277	1.490
evm.model.Seg1864.1	0.186	1.124	0.201	0.234	0.201	0.120	6.111	5.109	2.972	3.273	0.856	1.690	1.563	0.432	0.000	0.201	0.077	0.304
evm.model.Seg1864.2	74.865	38.097	51.406	63.842	83.842	78.565	803.382	276.688	164.456	197.030	64.328	163.875	106.278	20.147	69.135	126.429	54.488	653.349
evm.model.Seg1887.3	1.133	0.349	3.189	5.002	2.053	3.797	43.722	8.917	6.436	6.053	2.969	3.831	4.930	2.028	3.590	7.433	2.219	2.300
evm.model.Seg1887.4	1.467	1.343	2.314	3.093	4.574	4.233	12.835	11.798	10.783	9.847	7.180	6.456	7.610	3.001	4.948	7.141	3.767	1.765
evm.model.Seg1891.14	0.303	0.000	0.000	0.388	16.361	18.367	105.239	23.179	23.946	12.219	1.084	2.445	3.689	5.592	12.087	24.289	21.948	5.265
evm.model.Seg1894.3	0.567	4.765	1.417	5.678	26.453	8.782	9.460	13.536	14.036	9.113	1.450	1.485	2.374	11.519	6.327	38.022	1.972	7.000
evm.model.Seg1905.4	0.536	0.000	2.147	0.181	102.226	0.000	0.000	0.000	0.000	0.000	1.947	1.649	1.472	4.393	0.000	0.000	13.566	0.000
evm.model.Seg1905.4.1.57f48f78	18.464	6.147	29.430	1.513	226.785	329.815	259.544	5.237	5.422	5.858	11.004	17.071	5.591	6.942	18.475	18.116	7.426	10.515
evm.model.Seg19097.1	0.000	0.000	0.000	0.964	5.726	1.804	0.972	6.101	5.201	6.583	3.445	0.517	1.414	2.768	0.994	0.000	3.035	0.000
evm.model.Seg1923.4	4.851	0.749	7.469	11.409	24.400	28.047	2.838	16.203	14.478	13.734	7.097	6.595	1.315	1.144	0.000	0.785	0.863	6.263
evm.model.Seg1928.4	0.396	3.216	0.000	0.094	4.507	37.547	0.358	0.000	0.231	0.177	1.146	0.746	1.084	5.400	1.845	5.753	1.271	1.967
evm.model.Seg1932.2.2.57f48f78	0.419	0.000	0.000	0.000	4.246	3.001	1.023	1.515	0.030	0.000	0.614	0.000	0.480	0.000	0.000	0.000	0.000	0.000
evm.model.Seg1985.5	0.838	1.834	0.618	1.078	7.890	10.543	7.466	0.821	0.572	0.911	2.009	1.050	0.993	2.515	0.365	0.292	7.110	1.417
evm.model.Seg1999.9	0.202	1.330	0.987	0.757	1.651	1.915	36.077	17.206	9.307	6.463	1.871	1.034	1.150	9.566	2.677	0.804	2.350	0.434
evm.model.Seg2006.7	0.078	1.214	0.285	0.094	0.164	0.898	10.892	1.728	1.867	0.762	0.207	0.107	0.223	0.466	0.000	0.840	0.039	0.043
evm.model.Seg2025.6	15.980	33.254	16.515	14.348	124.157	105.945	498.710	284.421	308.019	174.072	85.632	141.972	109.297	64.065	64.187	74.839	142.248	115.376
evm.model.Seg2061.7	1.304	2.919	1.403	1.687	5.719	5.806	12.963	12.768	9.628	9.531	5.516	11.329	10.554	4.345	1.034	3.305	6.101	2.748
evm.model.Seg206.2	1.754	3.551	1.786	2.578	20.964	9.474	15.776	1.547	1.335	1.283	1.940	4.003	2.663	1.199	1.683	0.913	0.647	2.054
evm.model.Seg2070.5	19.380	5.153	7.747	9.601	92.834	39.650	215.822	190.019	110.079	94.940	10.949	40.081	43.805	3.447	2.697	9.022	37.124	12.685
evm.model.Seg2092.8	0.264	0.491	0.285	1.044	3.399	4.883	5.267	4.363	5.673	5.198	3.749	3.667	3.209	2.899	0.000	1.424	2.974	0.087
evm.model.Seg2093.3	6.411	14.942	96.114	74.588	14.650	42.216	139.987	45.857	36.656	22.512	8.063	6.497	4.648	13.911	7.078	11.925	5.916	7.680
evm.model.Seg2105.2	253.450	570.283	620.684	251.543	71.237	200.184	1123.396	364.476	323.982	206.924	85.045	105.435	101.456	413.363	303.938	354.013	99.316	112.454
evm.model.Seg2105.4	9.329	1.072	6.871	3.991	63.555	53.537	24.060	31.745	27.128	33.633	4.577	29.285	24.847	9.422	0.223	6.246	11.232	0.694
evm.model.Seg2110.2.1.57f48f79	0.815	0.323	1.126	0.957	8.976	2.796	3.861	9.590	6.436	4.947	2.651	7.662	5.310	2.248	0.000	0.694	1.988	2.112
