	early planula	late planula	polyp	early strobila	late strobila	ephyra	juvenile
evm.model.Seg1244.1	0.2325	0.51	1.459	2.108	5.3887	1.6633	4.4375
evm.model.Seg1245.6	0.2805	0.7645	18.9923	16.8513	43.4273	21.4493	35.855
evm.model.Seg1245.9	3.2775	12.8035	32.4547	34.609	112.277	12.4697	6.937
evm.model.Seg1254.3	0.0385	0.092	1.85	0.2573	2.1307	0.8023	0.754
evm.model.Seg1258.1	0.0455	0.843	2.3007	4.8687	4.537	2.2673	1.916
evm.model.Seg1260.11	0.598	0.17	0.4917	1.087	1.7683	1.084	0.525
evm.model.Seg1260.4.1.57f48f76	0.116	0.271	0.3043	0.2793	1.0053	0.0	0.0
evm.model.Seg1263.3	7.8585	0.0	0.1537	3.682	11.2173	4.615	0.0
evm.model.Seg1263.4	12.1525	0.0	0.253	5.5233	10.378	18.694	0.0
evm.model.Seg1268.10	2.982	0.0	0.3877	2.453	9.4827	4.9147	0.0
evm.model.Seg1268.9	2.059	0.2475	6.098	2.668	11.9357	6.278	0.2315
evm.model.Seg127.1	0.1525	0.4135	0.985	1.3423	1.107	0.421	0.9105
evm.model.Seg1274.1	121.006	155.399	556.493	436.6797	613.3533	456.5217	667.16
evm.model.Seg1275.1.3.57f48f76	8.677	30.0545	93.399	102.7903	66.1643	30.7627	56.09
evm.model.Seg1275.3	0.4475	0.997	1.905	3.981	3.623	3.5453	1.791
evm.model.Seg1276.11	1.4465	0.0	0.3173	6.3973	5.4157	0.0	1.379
evm.model.Seg1278.7	0.0	0.0	3.8083	13.9103	15.1557	0.0	0.0
evm.model.Seg128.15	0.3295	0.0	0.3163	2.6503	1.2283	1.3017	2.6205
evm.model.Seg1287.7	0.116	0.0905	0.122	1.2977	1.563	0.5687	0.485
evm.model.Seg1287.7.1.57f48f76	0.5725	0.4325	0.192	2.6617	4.9773	0.4743	0.6655
evm.model.Seg1287.7.2.57f48f76	0.1355	0.0	0.0847	0.8947	1.486	0.459	0.441
evm.model.Seg1287.8	0.0905	0.0	0.241	1.691	0.522	0.0753	0.418
evm.model.Seg1297.9	0.1205	0.2635	1.5397	8.3277	2.218	0.2433	0.802
evm.model.Seg1298.3	70.512	0.0	14.338	145.4597	155.308	0.1163	0.0
evm.model.Seg130.10	1.39	0.723	1.1037	2.4463	4.2193	0.675	2.9
evm.model.Seg1303.13_evm.model.Seg1303.14	0.2845	1.3105	2.794	1.018	4.5047	3.153	1.93
evm.model.Seg1303.3.2.57f48f76	0.4715	0.0	0.072	0.529	0.463	0.0	0.1885
evm.model.Seg1304.14	61.9615	75.293	197.231	217.796	424.9337	100.5507	116.941
evm.model.Seg1310.11_evm.model.Seg1310.8_evm.model.Seg1310.2_evm.model.Seg1310.3	3.0025	4.624	7.1607	8.0267	23.332	8.526	11.67
evm.model.Seg1313.10	0.0	0.0	0.4153	0.391	0.824	0.341	0.258
evm.model.Seg1317.1	0.2915	0.071	0.0987	0.041	0.765	0.4547	0.265
evm.model.Seg1333.2	2.399	0.552	1.002	7.5453	11.24	4.0463	2.7655
evm.model.Seg1338.5	0.799	0.4145	1.3143	24.172	37.3393	7.6333	12.4995
evm.model.Seg1344.4	0.3955	0.0	0.788	0.3723	0.9423	0.0	0.0
evm.model.Seg1348.14	0.093	0.885	0.226	3.0187	2.061	2.36	0.104
evm.model.Seg1348.8.4.57f48f76	0.0	0.5595	0.553	0.673	1.4727	0.0	0.0
evm.model.Seg13529.1	0.745	5.068	15.6207	7.7237	65.9253	20.5603	13.618
evm.model.Seg1354.16	3.423	8.162	9.986	13.685	10.297	3.8453	2.3855
evm.model.Seg1354.19	0.685	0.4675	0.9357	1.8163	2.9657	1.8353	2.289
evm.model.Seg1354.5	0.088	0.014	0.184	0.3547	0.6227	0.3867	0.4115
evm.model.Seg1361.4	42.8095	28.0685	1.5097	52.574	100.351	110.606	1.437
evm.model.Seg1365.9.1.57f48f76	3.59	3.2745	3.0703	13.684	9.3313	0.0	1.005
evm.model.Seg1367.8	1.398	1.2085	1.164	0.4827	3.8857	0.0	1.0555
evm.model.Seg1371.2	10.334	16.4425	21.443	26.162	48.793	11.9497	17.4405
evm.model.Seg1372.9	0.0	0.0	0.3627	1.725	1.687	0.456	0.0
evm.model.Seg1379.13	3.1605	5.4745	3.7263	3.9703	10.9503	2.9883	0.943
evm.model.Seg1379.14	10.844	16.0875	20.559	20.771	47.2183	34.366	22.721
evm.model.Seg1379.16	2.8925	0.7615	1.1923	1.8577	10.846	12.8787	1.342
evm.model.Seg1379.9	6.5765	2.645	3.6137	6.31	31.5577	42.226	4.8505
evm.model.Seg1389.16.10.57f48f76	0.035	0.672	1.1633	2.5037	14.9067	1.8047	1.2595
evm.model.Seg1389.16.13.57f48f76	0.0	0.1385	0.0913	0.1833	1.2757	0.0937	0.5185
evm.model.Seg1389.9	51.4305	17.7885	12.0013	224.4133	358.0387	111.4547	31.2895
evm.model.Seg1390.6	0.0	0.0175	0.057	0.7337	1.072	0.669	1.06
evm.model.Seg1394.15	0.607	0.0	1.294	3.639	29.634	5.4683	19.0945
evm.model.Seg13968.1	0.5035	0.0	64.2777	45.4523	58.3153	2.1307	3.8255
evm.model.Seg1404.2	0.168	0.7205	0.8343	1.0547	0.6793	0.3403	0.0
evm.model.Seg1408.6	0.3425	0.4705	1.2277	0.6543	4.7667	0.831	0.7755
evm.model.Seg1410.14	4.412	5.885	7.753	30.1553	47.415	10.503	9.5575
evm.model.Seg1416.10	0.1745	0.0	0.1603	0.5473	0.9497	0.899	0.0
evm.model.Seg1421.12	0.6435	0.252	1.3583	15.8217	144.111	33.9017	72.567
evm.model.Seg1431.1	0.911	0.581	1.853	4.013	7.9723	4.486	0.9775
evm.model.Seg1433.12	11.964	1.2265	20.8883	35.6573	32.15	2.211	4.6155
evm.model.Seg1445.2	25.2665	15.068	182.2467	213.5913	538.1287	24.7273	11.144
evm.model.Seg1445.3	1.814	1.41	3.5493	3.62	6.0003	1.991	2.1065
evm.model.Seg1446.8	0.807	3.2855	0.803	2.9563	5.4407	0.7033	0.0
evm.model.Seg1450.23	0.7305	0.342	0.1893	0.8753	1.7043	0.3783	0.388
evm.model.Seg1450.3	0.044	0.058	0.968	0.7373	2.8087	1.1537	1.5965
evm.model.Seg1452.14	6.628	9.6985	2.275	15.8703	36.941	7.3467	2.2925
evm.model.Seg1452.15	4.581	6.088	0.844	4.8857	14.3473	5.3463	0.9275
evm.model.Seg14531.1	0.027	1.359	3.0193	54.812	26.2597	4.7437	5.882
evm.model.Seg1455.4	0.583	0.6875	1.4097	2.7037	3.2777	1.086	1.186
evm.model.Seg1456.1	1.928	0.63	1.4823	8.735	27.3213	4.8207	16.0165
evm.model.Seg1457.3	0.5765	0.5235	1.2027	1.9613	3.283	2.0143	3.319
evm.model.Seg1458.5	0.331	1.0645	7.4213	8.28	24.4667	7.1747	25.2325
evm.model.Seg14594.1	0.0	0.065	0.141	0.921	0.474	0.137	0.058
evm.model.Seg1459.7	0.0	0.0	0.0347	0.4373	0.1947	0.0	0.0
evm.model.Seg1463.1	5.0955	3.056	4.6917	8.6563	13.0453	3.5583	3.915
evm.model.Seg1467.6	0.9695	0.478	0.8437	1.4187	2.6877	1.0237	1.3065
evm.model.Seg1468.1.3.57f48f76	0.0	0.6495	1.9543	1.3527	2.65	0.0	1.402
evm.model.Seg1469.5	0.212	0.1975	0.206	0.4317	1.239	0.6487	0.997
evm.model.Seg1470.2	0.605	1.6205	6.3347	76.714	43.0647	10.6603	6.0185
evm.model.Seg1475.2	0.0	0.0	0.051	0.0153	0.7837	0.0	0.0
evm.model.Seg1487.15	21.418	22.33	558.387	597.0673	248.9197	103.9017	18.588
evm.model.Seg1488.1	2.0425	3.0055	2.61	4.1137	14.5183	6.6583	10.157
evm.model.Seg1488.2	0.2425	0.326	5.3893	4.4503	15.7063	5.235	20.2625
evm.model.Seg1497.2	0.9055	0.8945	0.1823	1.077	2.6597	0.9297	0.5395
evm.model.Seg1501.1	0.637	2.7635	35.946	23.6767	64.2657	2.508	0.933
evm.model.Seg150.6	2.1405	4.421	3.1957	10.2217	12.7847	3.1567	5.8105
evm.model.Seg150.6.1.57f48f76	0.652	0.0	1.8653	14.2497	30.0103	7.6333	12.9745
evm.model.Seg1507.11	8.5745	8.834	14.85	33.8133	35.709	14.198	6.112
evm.model.Seg1508.9	0.0385	0.0	0.3483	0.031	2.101	0.8977	0.0965
evm.model.Seg1512.5	1.4055	0.893	1.812	6.523	12.421	7.003	11.247
evm.model.Seg1514.1	0.628	0.5925	1.8043	3.68	4.2363	1.4297	1.428
evm.model.Seg1521.3	1.1115	1.5755	2.9137	2.0047	5.4653	2.122	1.722
evm.model.Seg1524.4	20.4095	22.6685	39.366	80.863	58.3957	30.7843	36.3915
evm.model.Seg1526.8	2.261	0.7695	2.411	3.271	4.413	3.626	4.6165
evm.model.Seg1527.5	1.613	3.3315	111.7963	149.361	118.9743	8.4543	0.366
evm.model.Seg15286.1	1.413	1.4995	1.427	6.0083	10.1353	2.2267	4.04
evm.model.Seg1534.10	1.7605	3.3195	8.4203	13.8323	14.5967	11.0237	6.708
evm.model.Seg153.7	0.168	0.1785	0.379	0.6307	1.371	0.2947	1.018
evm.model.Seg153.8	0.16	0.3835	3.202	1.5507	6.0473	3.276	2.3705
evm.model.Seg1540.1	4.845	0.808	33.6187	84.556	221.0143	547.304	317.7445
evm.model.Seg1540.9	1.125	2.871	1.798	7.0847	6.1477	1.7903	3.385
evm.model.Seg1546.11	0.3295	0.031	0.067	0.7157	0.6437	0.1523	0.03
evm.model.Seg1546.19	32.432	43.279	83.2483	101.375	123.2497	38.4913	48.7335
evm.model.Seg1550.2.3.57f48f77	0.0	0.0	0.1623	0.501	2.1103	0.37	0.0
evm.model.Seg1556.22	1.3635	0.704	0.8833	2.656	2.936	1.0703	1.571
evm.model.Seg1556.24.1.57f48f77	0.0	0.0	0.6123	0.2977	0.7377	0.0	0.551
evm.model.Seg1561.4.2.57f48f77	1.11	1.132	0.906	3.3047	4.8787	0.8143	1.374
evm.model.Seg1567.6	0.058	0.0	0.0677	0.9117	1.3163	0.1903	0.665
evm.model.Seg1568.4	0.693	0.972	4.3263	5.7073	6.5033	2.9407	1.798
evm.model.Seg1580.10	0.0	2.185	1.4367	16.3873	15.8363	3.0003	3.31
evm.model.Seg1585.10	3.796	2.687	0.515	4.5833	13.8643	3.234	5.093
evm.model.Seg1585.6	0.045	0.0765	0.2313	2.4933	12.4353	1.78	0.715
evm.model.Seg15884.1	0.0	0.878	6.4483	3.1657	5.3037	2.2983	1.5995
evm.model.Seg1592.3	0.398	0.6275	0.2213	2.6523	3.1543	0.5793	0.378
evm.model.Seg1593.4	3.217	2.2665	2.942	27.4763	48.222	28.419	29.4895
evm.model.Seg1597.11	27.192	23.3275	54.047	1170.82	425.7517	84.726	44.6855
evm.model.Seg159.7.1.57f48f77	1.742	0.7815	5.164	2.9953	2.9973	1.5093	0.7625
evm.model.Seg1598.9	0.2325	1.061	0.8983	3.4597	15.967	2.7777	3.834
evm.model.Seg1602.7	23.379	17.7	270.783	561.4853	1271.7987	516.5757	13.037
evm.model.Seg160.5	0.098	0.24	0.6697	0.6217	1.8257	1.0397	0.7875
evm.model.Seg1607.2	12.67	20.2405	54.6193	100.005	87.874	15.3447	13.622
evm.model.Seg1607.5	0.4795	0.55	4.3737	4.7793	11.1163	5.2387	4.8695
evm.model.Seg161.6.2.57f48f77	15.257	40.342	33.6783	121.7027	49.6967	22.5953	23.5425
evm.model.Seg1617.3	0.0	0.0105	0.034	0.7713	2.19	0.9757	0.5685
evm.model.Seg1622.11	0.9295	0.7565	5.596	9.2187	11.0377	3.8173	3.1335
evm.model.Seg1628.6	32.7105	1.86	16.5717	86.3	42.9433	2.8507	2.3935
evm.model.Seg1631.3	3.3395	2.7375	7.957	14.3987	21.6003	8.212	8.482
evm.model.Seg1635.1	7.249	0.0	29.177	1263.4977	1037.9007	2256.4337	1370.0955
evm.model.Seg1646.3	0.5375	0.27	46.3823	13.766	27.7023	9.359	0.0
evm.model.Seg1653.4	0.2145	1.962	3.1677	2.3123	3.2047	1.9317	2.1115
evm.model.Seg1658.4	0.8995	0.7095	1.217	0.7883	1.9167	0.0	0.0
evm.model.Seg1660.10	5.076	0.7375	1.682	3.1693	26.3663	6.7893	3.2605
evm.model.Seg1660.11	2.6965	2.3315	4.769	11.1557	7.806	4.1427	1.046
evm.model.Seg1660.6.2.57f48f77	0.089	0.057	0.0297	0.1003	0.8027	0.516	0.0
evm.model.Seg1665.9	1.955	1.4965	0.4903	9.0273	5.0297	2.115	2.069
evm.model.Seg1666.11	0.637	0.4775	4.7633	6.304	10.059	5.7213	5.834
evm.model.Seg1666.21	0.0	0.068	0.3873	0.311	0.8163	0.2033	0.549
evm.model.Seg167.4	0.0515	0.045	0.1087	1.3213	3.224	0.658	1.695
evm.model.Seg1675.4	0.609	0.8115	5.7793	3.8913	3.685	3.616	1.2955
evm.model.Seg1677.9	1.7435	0.4385	16.6127	29.009	16.4577	3.1753	1.0415
evm.model.Seg168.1.1.57f48f77	1.73	0.0	0.4393	0.6737	6.6713	2.482	0.762
evm.model.Seg1684.9	0.9185	0.0	1.0517	2.5833	4.374	1.9643	2.708
evm.model.Seg1686.9.1.57f48f77	0.0	0.0	0.2203	0.211	0.391	0.194	0.224
evm.model.Seg1690.9	0.0	0.0165	0.368	0.2427	0.7837	0.0	0.0
evm.model.Seg1693.14	1.3705	0.2975	0.7723	1.341	1.1513	0.6043	0.7875
evm.model.Seg1701.13	1.2635	4.96	3.8217	4.732	10.32	1.792	0.74
evm.model.Seg1716.13	27.1955	15.9935	121.4093	68.6703	196.6297	43.399	89.237
evm.model.Seg172.2	20.3795	6.165	12.995	100.3267	262.7967	90.447	128.3975
evm.model.Seg172.2.1.57f48f77	1.574	1.0135	0.7457	6.5203	23.1507	2.112	2.8425
evm.model.Seg1724.3	0.7025	0.337	2.3387	14.4	12.0623	9.046	13.865
evm.model.Seg1725.9	0.129	0.238	1.0233	3.9737	1.7617	0.5967	0.1445
evm.model.Seg1730.11	5.034	3.3305	10.632	20.9847	32.3857	8.781	2.777
evm.model.Seg1730.3	0.335	0.6045	3.3373	4.37	12.6477	4.682	9.718
evm.model.Seg1733.2	0.0	0.489	3.6157	1.7547	3.3	4.955	4.014
evm.model.Seg1735.3	2.152	0.436	1.947	4.789	9.2737	6.1203	5.365
evm.model.Seg1735.4	0.3295	0.3215	0.5507	0.3863	3.202	0.9927	0.6755
evm.model.Seg1738.17	2.6965	2.259	2.334	3.1657	9.6943	2.818	3.167
evm.model.Seg1741.1	0.327	0.352	1.7747	0.5963	1.8713	0.5933	1.1575
evm.model.Seg1742.3	5.22	3.3935	9.6067	15.981	16.2543	9.8543	6.345
evm.model.Seg1742.4	0.605	1.666	3.652	2.4007	8.1517	4.0993	4.147
evm.model.Seg1743.6	2.0385	5.0545	10.1097	10.2163	17.6817	5.9743	6.6615
evm.model.Seg1744.3	0.252	1.7905	2.139	12.1207	19.285	5.6557	3.2465
evm.model.Seg1744.7	0.3825	0.0	2.1457	4.7373	2.175	2.001	0.0
evm.model.Seg1758.2	6.3375	7.3675	8.3123	8.39	30.0167	4.9663	3.9545
evm.model.Seg1762.8	1.595	3.1305	12.1007	5.3597	10.9043	8.7757	9.1405
evm.model.Seg1764.7	0.1295	0.0755	0.1093	0.644	0.6447	0.1753	0.0665
evm.model.Seg1766.2	0.0515	0.4295	0.209	2.4393	4.085	1.4873	2.545
evm.model.Seg1769.8	0.0	0.0	0.5527	37.6087	97.0007	0.0	0.0
evm.model.Seg1769.8.1.57f48f78	4.7645	0.852	0.848	5.3447	16.077	2.609	5.962
evm.model.Seg1769.8.3.57f48f78	64.575	9.518	5.0803	50.447	67.1853	26.5957	49.883
evm.model.Seg1771.3	0.0	3.104	5.8507	11.3637	19.865	5.1393	7.118
evm.model.Seg1777.1	1.2725	0.073	0.5327	4.567	6.4883	2.1507	6.6995
evm.model.Seg1777.2	152.059	86.457	185.9933	422.0777	1171.143	440.861	726.314
evm.model.Seg1777.4	4.1845	2.3425	5.243	26.6383	11.1	7.3203	7.849
evm.model.Seg1782.10	1.648	4.425	25.2657	14.284	25.4353	33.5353	35.9445
evm.model.Seg1783.3	3.7385	0.0	0.814	0.0747	4.6997	2.392	0.0
evm.model.Seg1783.6	0.19	0.3775	1.3697	13.0613	8.0507	1.7793	3.0315
evm.model.Seg1784.1	6.3045	9.486	54.305	75.1677	285.358	55.0517	52.8825
evm.model.Seg1784.7	0.0775	0.0	0.111	0.0433	1.864	0.986	0.0
evm.model.Seg1786.6	1.348	0.9015	0.3213	5.9977	6.195	1.296	1.0955
evm.model.Seg1788.1	1.359	0.428	0.5983	4.294	6.988	1.5513	2.993
evm.model.Seg1789.4	0.0235	0.014	0.2747	0.3043	0.259	0.105	0.027
evm.model.Seg1789.8	0.2365	2.25	54.225	42.6097	105.7853	30.1137	85.315
evm.model.Seg1789.9	0.3955	3.024	37.7247	41.3963	113.346	37.2347	97.781
evm.model.Seg1793.1	5.3465	0.0	3.67	0.0	14.0857	11.5877	0.0
evm.model.Seg1794.2.1.57f48f78	0.0	0.0	0.0853	0.9757	0.705	0.0	0.0
evm.model.Seg1798.2	0.213	0.0	0.067	2.5293	2.4667	0.4327	0.0
evm.model.Seg1799.5	11.848	5.5905	5.113	3.094	17.5743	8.8723	13.856
evm.model.Seg180.3	140.469	66.4835	172.3617	253.2747	659.511	238.6893	421.51
evm.model.Seg18087.1	0.0	0.0905	0.0023	0.047	0.9857	0.0	0.0
evm.model.Seg1816.4	1.473	5.0735	5.585	5.2283	12.5573	8.7363	8.2195
evm.model.Seg1820.5	3.7955	9.5685	36.2773	23.5853	23.6287	11.9657	16.7725
evm.model.Seg18.4	8.577	17.1705	52.223	46.1937	50.026	61.4043	38.8305
evm.model.Seg1840.5	0.5805	0.723	5.984	2.91	3.101	2.4003	1.3985
evm.model.Seg1841.7	2.7105	0.747	1.2383	2.7743	2.2297	0.951	0.762
evm.model.Seg1844.4	0.721	1.6175	127.1353	115.8437	80.0697	42.016	0.781
evm.model.Seg1847.6	4.686	5.0615	20.604	66.5517	21.0537	5.043	3.8705
evm.model.Seg1847.7	0.5335	2.569	4.7607	29.7267	15.899	0.6613	1.2055
evm.model.Seg1851.3	0.097	0.0415	0.1783	4.1017	5.9377	3.8093	3.4175
evm.model.Seg1855.11	2.132	0.9105	1.373	3.0317	9.313	4.2953	0.7895
evm.model.Seg1855.3	0.9555	0.2505	0.808	7.169	4.5647	4.7987	11.195
evm.model.Seg1858.11	1.288	0.3435	0.5567	5.6127	6.959	0.9417	2.125
evm.model.Seg1863.3	1.2025	0.9605	0.841	23.4143	34.9907	14.8507	36.3515
evm.model.Seg1871.6	0.0	0.0	0.181	2.3263	18.6533	5.693	1.1245
evm.model.Seg1885.6	0.0	0.0	0.0	0.5493	0.4467	0.2983	0.0725
evm.model.Seg189.1	0.3335	0.3795	0.5733	6.0787	14.2673	15.419	0.0505
evm.model.Seg1891.1	2.459	1.1585	4.2733	21.1167	9.2387	3.6197	2.1955
evm.model.Seg19002.1	7.2075	10.33	5.1563	13.8323	60.7327	22.677	7.2415
evm.model.Seg190.15	0.866	0.8245	3.557	11.392	21.6313	13.426	27.0215
evm.model.Seg1905.6	0.0645	0.0875	0.1767	0.107	0.7717	0.5293	0.134
evm.model.Seg190.8	0.4085	0.597	0.9823	2.6467	1.618	0.491	0.7865
evm.model.Seg1914.10	9.597	17.1455	46.5933	46.3333	48.705	48.9957	42.2525
evm.model.Seg1917.2	0.026	0.058	0.295	0.6653	0.4223	0.0	0.082
evm.model.Seg1919.7	0.655	1.095	0.8063	3.3667	2.691	0.5357	0.581
evm.model.Seg1925.4	0.3835	0.39	0.237	2.926	7.5683	1.8207	0.251
evm.model.Seg1927.4	0.7525	7.92	2.275	4.4453	10.8657	2.8037	0.567
evm.model.Seg19.3	1.207	0.5515	1.616	2.309	6.04	2.099	5.741
evm.model.Seg1931.6	0.3025	0.763	2.5193	1.1313	2.9343	1.904	1.5125
evm.model.Seg1938.3	0.5715	2.729	7.3807	5.4267	13.9787	8.613	6.608
evm.model.Seg1941.2	0.91	3.6405	5.964	6.1177	12.0413	5.0607	4.19
evm.model.Seg1945.8	3.7495	2.3235	3.1817	10.475	17.2163	8.0527	1.728
evm.model.Seg1956.16	5.0945	0.6865	9.211	46.893	27.8667	16.502	27.8985
evm.model.Seg1956.6	0.239	0.0	0.027	0.3377	0.4553	0.4953	0.0
evm.model.Seg1957.4	4.3605	0.8995	10.9707	14.6867	14.9083	5.44	1.9915
evm.model.Seg1961.2	1.087	1.579	2.848	2.3797	5.554	6.699	4.373
evm.model.Seg1964.6	3.5835	0.5825	6.1563	13.5163	16.9553	2.4303	5.677
evm.model.Seg1966.3	0.0	0.0	6.2707	11.3457	39.283	6.56	5.5775
evm.model.Seg1974.4	1.039	0.277	1.7403	3.11	4.9633	2.0093	0.394
evm.model.Seg19879.1	0.7505	2.5215	2.9683	12.366	48.4047	18.2037	2.3285
evm.model.Seg1989.4	0.142	1.105	0.5603	1.2843	3.719	0.192	0.087
evm.model.Seg1992.5.1.57f48f78	0.31	0.278	0.2913	1.0883	3.523	0.73	0.959
evm.model.Seg1997.1_evm.model.Seg1997.2	0.397	2.2755	3.3843	3.379	4.9853	2.9463	2.758
evm.model.Seg2006.12	1.431	1.118	0.245	1.428	7.5317	2.796	1.114
evm.model.Seg2011.4	0.426	0.436	1.996	5.0143	4.9687	4.2177	7.3985
evm.model.Seg2012.5	10.163	16.4625	18.8853	38.4413	38.9247	4.7123	5.4345
evm.model.Seg202.11	0.4915	2.182	10.312	4.2283	5.0483	2.2863	1.0935
evm.model.Seg2024.9	0.549	0.0	0.2453	2.6857	1.5533	0.0	0.0
evm.model.Seg2029.3	0.124	0.517	1.3537	2.8883	6.395	3.0533	1.763
evm.model.Seg2030.7	2.431	0.882	1.7393	7.8723	12.6883	8.296	12.2855
evm.model.Seg2032.6	0.396	0.4925	1.5827	1.2823	3.9673	0.0	0.135
